Año,NCODI,pacienteTot_hospDom,visitaTot_hospDom
2019,298,0,0
2019,594,0,0
2019,237,0,0
2019,16,0,0
2019,768,0,0
2019,617,0,0
2019,297,0,0
2019,105,0,0
2019,544,0,0
2019,804,0,0
2019,104,0,0
2019,20,0,0
2019,550,393,4735
2019,112,0,0
2019,818,0,0
2019,882,0,0
2019,914,0,0
2019,928,0,0
2019,964,0,0
2019,1026,0,0
2019,1068,0,0
2019,1108,0,0
2019,404,15,412
2019,270,0,0
2019,676,,
2019,709,,
2019,754,,
2019,997,,
2019,1069,,
2019,1118,0,0
2019,1116,,
2019,734,0,0
2019,299,0,0
2019,645,0,0
2019,17,0,0
2019,1046,0,0
2019,420,0,0
2019,802,0,0
2019,266,0,0
2019,769,0,0
2019,776,627,4498
2019,640,704,6007
2019,315,0,0
2019,40,0,0
2019,508,345,4249
2019,46,0,0
2019,590,1020,10839
2019,777,1153,11158
2019,897,1823,13493
2019,965,0,0
2019,671,,
2019,376,0,0
2019,621,,
2019,793,,
2019,1102,0,0
2019,1147,0,0
2019,712,0,0
2019,32,0,0
2019,361,0,0
2019,486,0,0
2019,595,0,0
2019,433,0,0
2019,1058,0,0
2019,261,0,0
2019,730,,
2019,577,,
2019,788,,
2019,865,,
2019,979,,
2019,998,,
2019,1072,,
2019,221,0,0
2019,506,0,0
2019,727,389,2519
2019,355,0,0
2019,487,0,0
2019,938,0,0
2019,835,0,0
2019,999,0,0
2019,798,1490,16432
2019,504,0,0
2019,247,0,0
2019,216,0,0
2019,65,0,0
2019,472,60,425
2019,427,0,0
2019,491,0,0
2019,551,0,0
2019,106,0,0
2019,819,0,0
2019,836,0,0
2019,915,0,0
2019,942,0,0
2019,1140,0,0
2019,748,1601,24131
2019,198,0,0
2019,871,624,8568
2019,948,0,0
2019,1051,0,0
2019,1083,0,0
2019,1096,0,0
2019,1159,0,0
2019,679,759,8267
2019,176,0,0
2019,537,0,0
2019,608,195,8823
2019,596,173,2717
2019,749,0,0
2019,758,186,205
2019,1104,1594,16207
2019,567,0,0
2019,677,0,0
2019,670,651,7925
2019,588,588,3643
2019,753,336,4081
2019,887,0,0
2019,245,0,0
2019,603,0,0
2019,426,0,0
2019,232,0,0
2019,288,0,0
2019,246,0,0
2019,284,0,0
2019,18,0,0
2019,356,0,0
2019,401,0,0
2019,733,0,0
2019,243,0,0
2019,380,0,0
2019,716,0,0
2019,534,0,0
2019,185,0,0
2019,258,0,0
2019,505,0,0
2019,268,0,0
2019,602,0,0
2019,254,0,0
2019,705,0,0
2019,133,0,0
2019,33,0,0
2019,143,0,0
2019,36,0,0
2019,756,0,0
2019,662,79,2797
2019,192,0,0
2019,382,0,0
2019,322,0,0
2019,478,0,0
2019,352,0,0
2019,628,0,0
2019,495,0,0
2019,845,307,3520
2019,498,0,0
2019,314,0,0
2019,720,0,0
2019,721,0,0
2019,485,0,0
2019,273,0,0
2019,846,0,0
2019,847,0,0
2019,848,0,0
2019,916,0,0
2019,930,0,0
2019,954,190,1832
2019,943,193,575
2019,949,154,1445
2019,980,0,0
2019,981,0,0
2019,1024,0,0
2019,1017,50,674
2019,1000,0,0
2019,1018,176,2136
2019,1001,0,0
2019,1007,256,4126
2019,1008,0,0
2019,1010,0,0
2019,1011,0,0
2019,1012,0,0
2019,1013,0,0
2019,1041,0,0
2019,1073,993,9024
2019,1087,1,1
2019,1109,0,0
2019,1110,0,0
2019,1112,0,0
2019,1120,0,0
2019,1156,0,0
2019,1155,0,0
2019,1148,0,0
2019,1126,571,7764
2019,,0,0
2019,1152,0,0
2019,789,0,0
2019,326,0,0
2019,442,0,0
2019,294,0,0
2019,378,0,0
2019,402,0,0
2019,29,0,0
2019,450,0,0
2019,656,,
2019,333,0,0
2019,684,,
2019,422,0,0
2019,763,,
2019,741,,
2019,553,,
2019,899,0,0
2019,900,0,0
2019,950,0,0
2019,966,0,0
2019,967,1424,4259
2019,982,0,0
2019,1014,,
2019,1080,0,0
2019,1074,0,0
2019,1084,0,0
2019,1113,0,0
2019,1137,0,0
2019,1142,,
2019,722,383,8358
2019,660,189,1624
2019,75,75,2090
2019,249,0,0
2019,227,0,0
2019,150,0,0
2019,47,0,0
2019,172,0,0
2019,581,0,0
2019,120,0,0
2019,445,0,0
2019,471,0,0
2019,53,0,0
2019,199,0,0
2019,575,0,0
2019,528,0,0
2019,631,0,0
2019,699,0,0
2019,823,0,0
2019,849,0,0
2019,869,0,0
2019,955,0,0
2019,983,0,0
2019,1002,0,0
2019,1015,310,3126
2019,1153,0,0
2019,51,0,0
2019,441,1039,3637
2019,327,0,0
2019,690,0,0
2019,262,0,0
2019,403,0,0
2019,312,0,0
2019,589,520,0
2019,665,966,0
2019,334,0,0
2019,1075,3255,18150
2019,751,1153,15418
2019,186,0,0
2019,646,53,116
2019,536,73,664
2019,242,0,0
2019,490,0,0
2019,500,0,0
2019,206,0,0
2019,58,0,0
2019,572,791,30985
2019,180,0,0
2019,549,0,0
2019,582,0,0
2019,743,377,7057
2019,795,0,0
2019,269,3,9
2019,634,0,0
2019,1,0,0
2019,717,0,0
2019,373,0,0
2019,824,0,0
2019,888,0,0
2019,902,0,0
2019,968,0,0
2019,1154,0,0
2019,1130,0,0
2019,1141,0,0
2019,1145,0,0
2019,1122,0,0
2019,1133,0,0
2019,346,0,0
2019,27,0,0
2019,165,0,0
2019,956,114,994
2019,413,0,0
2019,149,0,0
2019,612,0,0
2019,559,0,0
2019,7,0,0
2019,283,0,0
2019,37,0,0
2019,153,0,0
2019,547,119,2406
2019,556,0,0
2019,42,0,0
2019,31,0,0
2019,740,305,5645
2019,217,0,0
2019,863,0,0
2019,889,1304,15124
2019,984,0,0
2019,1146,0,0
2019,34,0,0
2019,791,0,0
2019,430,0,0
2019,715,1272,10042
2019,521,0,0
2019,524,0,0
2019,432,0,0
2019,19,0,0
2019,25,0,0
2019,26,0,0
2019,890,310,3550
2019,904,256,1841
2019,957,892,6782
2019,939,0,0
2019,236,0,0
2019,735,149,1728
2019,146,0,0
2019,363,0,0
2019,187,0,0
2019,265,0,0
2019,295,0,0
2019,496,0,0
2019,391,0,0
2019,240,0,0
2019,448,107,587
2019,425,0,0
2019,300,31,56
2019,339,0,0
2019,874,62,0
2019,905,395,4740
2019,1123,0,0
2019,736,2017,29094
2019,459,0,0
2019,320,0,0
2019,45,0,0
2019,618,508,27652
2019,463,633,3687
2019,891,0,0
2019,958,0,0
2019,244,0,0
2019,28,0,0
2019,444,0,0
2019,479,0,0
2019,285,0,0
2019,253,0,0
2019,481,0,0
2019,540,0,0
2019,332,0,0
2019,41,0,0
2019,510,0,0
2019,305,,
2019,708,,
2019,755,,
2019,750,,
2019,696,,
2019,421,0,0
2019,827,0,0
2019,933,0,0
2019,1030,0,0
2019,1003,,
2019,1050,,
2019,1043,0,0
2019,1128,,
2019,1125,1,1
2019,1135,,
2019,934,0,0
2019,629,827,9637
2019,21,0,0
2019,615,0,0
2019,626,0,0
2019,417,0,0
2019,597,0,0
2019,539,0,0
2019,343,0,0
2019,135,0,0
2019,158,0,0
2019,775,327,2471
2019,177,0,0
2019,578,0,0
2019,416,0,0
2019,561,327,2633
2019,62,0,0
2019,828,0,0
2019,860,0,0
2019,935,0,0
2019,936,0,0
2019,986,0,0
2019,987,0,0
2019,1021,0,0
2019,1085,0,0
2019,658,0,0
2019,353,0,0
2019,323,0,0
2019,620,368,3995
2019,384,0,0
2019,554,0,0
2019,209,0,0
2019,707,286,2989
2019,395,0,0
2019,969,0,0
2019,1052,0,0
2019,739,7158,49201
2019,613,1784,16932
2019,593,981,3358
2019,704,1397,17313
2019,686,1817,13297
2019,257,0,0
2019,681,514,13189
2019,286,0,0
2019,255,0,0
2019,79,0,0
2019,81,0,0
2019,688,628,9111
2019,531,1526,10370
2019,514,359,2631
2019,499,0,0
2019,532,1769,13360
2019,190,0,0
2019,598,0,0
2019,260,0,0
2019,838,0,0
2019,839,0,0
2019,851,0,0
2019,852,2657,56544
2019,988,0,0
2019,1056,1042,8055
2019,1044,0,0
2019,1114,811,1826
2019,1129,0,0
2019,644,262,11033
2019,752,2369,12796
2019,238,0,0
2019,325,0,0
2019,622,0,0
2019,879,0,0
2019,906,0,0
2019,370,0,0
2019,418,0,0
2019,574,0,0
2019,399,0,0
2019,195,0,0
2019,783,2262,19833
2019,263,0,0
2019,194,0,0
2019,214,0,0
2019,785,2724,19927
2019,780,0,0
2019,782,884,10078
2019,369,0,0
2019,713,306,1489
2019,941,0,0
2019,1091,361,18943
2019,1045,0,0
2019,1086,0,0
2019,1149,365,1812
2019,937,198,5792
2019,1004,0,0
2019,737,0,0
2019,765,0,0
2019,329,364,3637
2019,87,0,0
2019,527,0,0
2019,562,0,0
2019,251,0,0
2019,129,0,0
2019,154,960,2597
2019,516,0,0
2019,184,0,0
2019,652,0,0
2019,637,0,0
2019,88,0,0
2019,907,0,0
2019,970,0,0
2019,1019,0,0
2019,1016,0,0
2019,1047,0,0
2019,635,0,0
