Año,NCODI,inver_iIntangible,inver_IMaterial,inver_IMterrenos,inver_IMresto,inver_Otras,inver_Total
2019,565,129177,2360835,0,2360835,0,2490012
2019,220,226135,958328,0,958328,0,1184463
2019,278,137173,3265882,0,3265882,0,3403055
2019,107,82717,989591,0,989591,0,1072308
2019,711,557048,7235245,0,7235245,418069,8210362
2019,204,3509636,15305,0,15305,0,3524941
2019,579,0,19123,0,19123,0,19123
2019,348,159900,1324515,0,1324515,0,1484415
2019,766,343865,3925888,0,3925888,0,4269753
2019,761,0,845059,0,845059,0,845059
2019,728,50310,1714461,0,1714461,0,1764771
2019,280,93743,4690208,0,4690208,0,4783951
2019,222,5649,647644,0,647644,0,653293
2019,276,3000,1161000,0,1161000,0,1164000
2019,11,168682,21607874,0,21607874,0,21776556
2019,302,22709,65558,0,65558,0,88267
2019,682,307829,2218515,0,2218515,151364,2677708
2019,279,0,1661284,0,1661284,0,1661284
2019,282,0,0,0,0,3699024,3699024
2019,281,155426,2902867,0,2902867,28279,3086572
2019,183,253,96824,0,96824,0,97077
2019,610,151604,891475,0,891475,0,1043079
2019,116,0,242589,0,242589,0,242589
2019,115,0,18912,0,18912,0,18912
2019,114,0,31416,0,31416,0,31416
2019,119,0,50500,0,50500,0,50500
2019,770,0,3303094,0,3303094,0,3303094
2019,583,13829,273916,0,273916,0,287745
2019,136,0,59254,0,59254,0,59254
2019,469,14642,104929,0,104929,0,119571
2019,642,15602,1151513,0,1151513,0,1167115
2019,674,427793,14837920,7176540,7661380,0,15265713
2019,193,0,48172,0,48172,0,48172
2019,526,0,2361498,0,2361498,1794036,4155534
2019,698,27929,15951074,0,15951074,0,15979003
2019,630,82762,894661,0,894661,0,977423
2019,124,7248,20313,0,20313,0,27561
2019,364,0,64009,0,64009,0,64009
2019,439,13330,296033,0,296033,635,309998
2019,570,105977,7268032,0,7268032,5048,7379057
2019,123,0,907506,0,907506,10679,918185
2019,310,28994,211505,0,211505,0,240499
2019,571,143511,410832,0,410832,264687,819030
2019,296,0,11186,0,11186,0,11186
2019,566,0,1106258,0,1106258,0,1106258
2019,784,327387,4974880,0,4974880,0,5302267
2019,102,41763,961766,0,961766,0,1003529
2019,379,0,2472377,0,2472377,0,2472377
2019,639,0,778198,0,778198,0,778198
2019,457,167341,912735,0,912735,719,1080795
2019,609,32511,1571401,0,1571401,0,1603912
2019,101,0,25726,0,25726,0,25726
2019,454,49800,637525,0,637525,44086,731411
2019,318,0,276610,0,276610,0,276610
2019,600,172531,1083673,0,1083673,0,1256204
2019,545,159039,488091,0,488091,0,647130
2019,100,0,11245,0,11245,0,11245
2019,702,6292,5832283,0,5832283,0,5838575
2019,778,43126,4023273,0,4023273,0,4066399
2019,341,0,32850,0,32850,0,32850
2019,99,0,66886,0,66886,2528314,2595200
2019,767,0,371221,0,371221,0,371221
2019,359,25099,321303,0,321303,22219,368621
2019,98,90220,718529,0,718529,0,808749
2019,132,0,648079,0,648079,0,648079
2019,97,0,155039,0,155039,0,155039
2019,103,41835,228185,0,228185,180,270200
2019,110,0,81943,0,81943,0,81943
2019,94,0,85710,0,85710,0,85710
2019,91,0,786,0,786,0,786
2019,664,377905,2639559,0,2639559,0,3017464
2019,918,414316,13659218,0,13659218,1208168,15281702
2019,92,0,5610,0,5610,0,5610
2019,95,0,80339,0,80339,0,80339
2019,301,55561,205298,0,205298,0,260859
2019,492,37449,479415,0,479415,33152,550016
2019,811,1640,1474413,0,1474413,138956,1615009
2019,812,5566,2419181,0,2419181,194491,2619238
2019,832,0,46950,0,46950,0,46950
2019,841,0,96650,0,96650,0,96650
2019,856,0,1054618,0,1054618,6218,1060836
2019,859,0,13921,0,13921,0,13921
2019,861,0,83133,0,83133,0,83133
2019,880,817,49277,0,49277,0,50094
2019,883,0,13513,0,13513,0,13513
2019,884,0,67589,0,67589,0,67589
2019,877,0,1,0,1,0,1
2019,911,13578,950367,0,950367,0,963945
2019,913,0,17275,0,17275,0,17275
2019,922,1455,1584259,0,1584259,21574,1607288
2019,923,0,248835,0,248835,0,248835
2019,924,0,2826920,0,2826920,0,2826920
2019,947,0,83546,0,83546,0,83546
2019,951,0,111704,0,111704,0,111704
2019,1103,0,24383,0,24383,0,24383
2019,972,0,73014,0,73014,0,73014
2019,973,0,303661,0,303661,0,303661
2019,974,0,23192,0,23192,0,23192
2019,975,16441,43991,0,43991,0,60432
2019,960,979,311645,0,311645,125895,438519
2019,1028,0,3624,0,3624,0,3624
2019,976,0,56967,0,56967,0,56967
2019,977,13495,11514,0,11514,0,25009
2019,1020,0,5880,0,5880,3055,8935
2019,994,115538,391897,0,391897,57184,564619
2019,995,0,1703,0,1703,0,1703
2019,1060,0,500,0,500,0,500
2019,1005,3701,6588,0,6588,0,10289
2019,1061,0,3800,0,3800,0,3800
2019,1062,0,24550,0,24550,24550,49100
2019,1006,0,28539,0,28539,0,28539
2019,1088,35000,52488,0,52488,0,87488
2019,1089,146922,700351,0,700351,0,847273
2019,1076,0,1,0,1,0,1
2019,1078,0,27825,0,27825,0,27825
2019,1033,278342,969489,0,969489,0,1247831
2019,1035,0,2680,0,2680,0,2680
2019,1037,0,32881,0,32881,0,32881
2019,1039,0,6272,0,6272,0,6272
2019,1067,0,48667,0,48667,0,48667
2019,1065,2748,69420,0,69420,0,72168
2019,1066,93142,1512963,0,1512963,0,1606105
2019,1100,0,0,0,0,1,1
2019,1105,13081,283,0,283,0,13364
2019,1107,0,2753,0,2753,0,2753
2019,1111,0,418591,0,418591,0,418591
2019,1121,0,0,0,0,19258,19258
2019,1119,0,24430,0,24430,0,24430
2019,207,0,292406,0,292406,0,292406
2019,431,3611,383008,0,383008,0,386619
2019,387,0,0,0,0,383859,383859
2019,179,0,0,0,0,0,0
2019,606,0,398605,0,398605,0,398605
2019,925,54018,308645,0,308645,12000,374663
2019,541,0,79869,0,79869,0,79869
2019,797,0,90253,0,90253,0,90253
2019,627,0,1817512,0,1817512,0,1817512
2019,173,0,0,0,0,0,0
2019,636,,184935054,0,184935054,0,184935054
2019,205,2665,210176,0,210176,0,212841
2019,814,0,27068,0,27068,3484,30552
2019,881,0,4943,0,4943,0,4943
2019,771,,423168,,423168,,423168
2019,533,36476,191512,0,191512,0,227988
2019,447,0,872329,0,872329,0,872329
2019,815,0,19177,0,19177,0,19177
2019,801,0,372889,0,372889,0,372889
2019,800,21405,344675,280385,64290,0,366080
2019,389,30250,746749,0,746749,0,776999
2019,695,,31756,,31756,,31756
2019,1157,,2963645,628208,2335437,,2963645
2019,816,0,159842,0,159842,0,159842
2019,833,30250,182970,0,182970,0,213220
2019,870,3431,464831,,464831,0,468262
2019,927,0,152185,0,152185,0,152185
2019,961,,222286,,222286,,222286
2019,962,0,148207,0,148207,0,148207
2019,1079,534,11320,0,11320,0,11854
2019,1101,0,1611909,0,1611909,0,1611909
2019,666,0,3386441,837292,2549149,11315,3397756
2019,392,0,89034,,89034,140486,229520
2019,790,0,4284307,0,4284307,0,4284307
2019,650,0,2024862,0,2024862,0,2024862
2019,876,0,0,0,0,1297580,1297580
2019,944,0,197029,0,197029,0,197029
2019,952,26020,917806,0,917806,0,943826
2019,54,0,0,0,0,0,0
2019,367,0,589110,0,589110,0,589110
2019,538,3449,196647,37515,159132,0,200096
2019,557,0,377506,0,377506,0,377506
2019,653,0,93574,0,93574,98863,192437
2019,647,0,120601,0,120601,0,120601
2019,978,0,2625855,0,2625855,0,2625855
2019,996,0,122260,0,122260,0,122260
2019,729,,3923117,,3923117,,3923117
2019,182,8458,467396,0,467396,0,475854
2019,633,75021,332250,15075,317175,0,407271
2019,685,,211076,,211076,,211076
2019,683,,79177,,79177,,79177
2019,945,3872,157430,0,157430,0,161302
2019,953,18217,129660,0,129660,0,147877
2019,1022,1683,18171,0,18171,0,19854
2019,1049,1354,3192,0,3192,0,4546
2019,1151,520650,1375350,0,1375350,0,1896000
2019,794,0,1292022,0,1292022,0,1292022
2019,415,0,361482,0,361482,0,361482
2019,592,0,991416,0,991416,0,991416
2019,497,8232,510986,0,510986,0,519218
2019,726,0,422556,0,422556,0,422556
2019,272,36328,548714,27588,521126,6897,591939
2019,805,146370,720207,0,720207,0,866577
2019,64,0,433,,433,0,433
2019,842,0,0,0,0,0,0
2019,843,0,0,0,0,0,0
2019,1127,,652718,,652718,,652718
2019,1158,26973,1033151,0,1033151,0,1060124
2019,803,0,403544,0,403544,0,403544
2019,211,0,92054,0,92054,0,92054
2019,773,0,1823193,0,1823193,0,1823193
2019,424,0,119138,0,119138,0,119138
2019,298,0,136848,0,136848,0,136848
2019,594,0,10257,0,10257,0,10257
2019,237,27059,190866,0,190866,0,217925
2019,16,0,55012,0,55012,0,55012
2019,768,104321,333823,0,333823,0,438144
2019,617,181192,1825888,0,1825888,0,2007080
2019,297,0,22874,0,22874,0,22874
2019,105,0,33952,0,33952,0,33952
2019,544,38377,98350,0,98350,0,136727
2019,804,35791,1323676,0,1323676,795906,2155373
2019,104,0,52649,0,52649,0,52649
2019,20,0,0,0,0,1,1
2019,550,10096,538021,0,538021,0,548117
2019,112,1738,1958256,0,1958256,0,1959994
2019,818,0,152179,0,152179,0,152179
2019,882,0,54324,0,54324,0,54324
2019,914,0,234347,0,234347,0,234347
2019,928,0,63487,0,63487,0,63487
2019,964,42919,1191472,0,1191472,0,1234391
2019,1026,0,143270,0,143270,0,143270
2019,1068,0,23272,0,23272,0,23272
2019,1108,35380,14859,0,14859,0,50239
2019,404,0,2308084,0,2308084,0,2308084
2019,270,7260,356872,0,356872,0,364132
2019,676,,29796,,29796,,29796
2019,709,,293191,,293191,,293191
2019,754,,920217,,920217,,920217
2019,997,0,124751,,124751,,124751
2019,1069,0,0,,0,,0
2019,1118,3804,836568,0,836568,0,840372
2019,1116,,91856,,91856,,91856
2019,734,0,370588,0,370588,0,370588
2019,299,0,1270455,0,1270455,0,1270455
2019,645,22541,59349,0,59349,0,81890
2019,17,0,0,0,0,0,0
2019,1046,0,48375,0,48375,0,48375
2019,420,0,199566,0,199566,0,199566
2019,802,0,16494,0,16494,0,16494
2019,266,125130,749533,0,749533,0,874663
2019,769,0,325010,0,325010,0,325010
2019,776,62280,268089,0,268089,0,330369
2019,640,71240,526302,0,526302,0,597542
2019,315,15791,2153432,0,2153432,0,2169223
2019,40,3887,413525,0,413525,0,417412
2019,508,0,4089714,0,4089714,0,4089714
2019,46,1500,13465,0,13465,0,14965
2019,590,88636,987589,0,987589,0,1076225
2019,777,83180,1398608,0,1398608,5009,1486797
2019,897,570257,5850511,0,5850511,0,6420768
2019,965,7919,194849,0,194849,50288,253056
2019,671,,142050,,142050,,142050
2019,376,0,520957,0,520957,0,520957
2019,621,,177076,,177076,,177076
2019,793,,584661,,584661,,584661
2019,1102,0,288247,0,288247,0,288247
2019,1147,0,42131,0,42131,0,42131
2019,712,0,73678,0,73678,0,73678
2019,32,0,0,0,0,0,0
2019,361,0,0,0,0,0,0
2019,486,98934,4594259,68465,4525794,0,4693193
2019,595,0,109969,0,109969,0,109969
2019,433,0,42191,0,42191,0,42191
2019,1058,0,0,0,0,0,0
2019,261,193764,51597,0,51597,0,245361
2019,730,,344103,,344103,,344103
2019,577,,294845,,294845,,294845
2019,788,,812666,,812666,,812666
2019,865,10282,308457,0,308457,0,318739
2019,979,1676,35300,0,35300,0,36976
2019,998,943,2543,0,2543,0,3486
2019,1072,1527,10361,0,10361,0,11888
2019,221,12244,521875,0,521875,0,534119
2019,506,,73374,0,73374,0,73374
2019,727,782,1639124,0,1639124,0,1639906
2019,355,0,144487,0,144487,0,144487
2019,487,33431,490127,0,490127,0,523558
2019,938,0,849844,42919,806925,150923,1000767
2019,835,0,3338,0,3338,0,3338
2019,999,0,2221,0,2221,0,2221
2019,798,0,1415851,0,1415851,0,1415851
2019,504,30876,1264109,0,1264109,0,1294985
2019,247,1885,475504,0,475504,0,477389
2019,216,2167,359465,0,359465,0,361632
2019,65,0,44438,0,44438,0,44438
2019,472,22883,261185,0,261185,0,284068
2019,427,0,44851,0,44851,0,44851
2019,491,0,341182,0,341182,0,341182
2019,551,0,23205,0,23205,0,23205
2019,106,0,10692,0,10692,0,10692
2019,819,0,75060,0,75060,0,75060
2019,836,0,3000,0,3000,0,3000
2019,915,0,14625,0,14625,0,14625
2019,942,0,2000,0,2000,0,2000
2019,1140,0,29804,0,29804,0,29804
2019,748,0,3808136,0,3808136,0,3808136
2019,198,3777,14367,0,14367,0,18144
2019,871,4274,1022347,0,1022347,0,1026621
2019,948,3776,439409,0,439409,0,443185
2019,1051,0,5745,0,5745,0,5745
2019,1083,0,0,0,0,0,0
2019,1096,3760,7307,0,7307,0,11067
2019,1159,0,43576,0,43576,0,43576
2019,679,47273,528473,0,528473,0,575746
2019,176,17183,1547524,0,1547524,0,1564707
2019,537,0,322954,0,322954,0,322954
2019,608,0,0,0,0,0,0
2019,596,0,0,0,0,0,0
2019,749,0,11965467,0,11965467,0,11965467
2019,758,0,6473681,0,6473681,14542016,21015697
2019,1104,0,4767448,0,4767448,0,4767448
2019,567,0,911999,0,911999,0,911999
2019,677,0,6314081,0,6314081,0,6314081
2019,670,0,3640105,0,3640105,0,3640105
2019,588,0,1332096,0,1332096,0,1332096
2019,753,0,19906248,0,19906248,0,19906248
2019,887,0,892337,0,892337,0,892337
2019,245,21417,764632,0,764632,175014,961063
2019,603,27826,4129186,0,4129186,0,4157012
2019,426,65661,184860,0,184860,0,250521
2019,232,0,483676,0,483676,0,483676
2019,288,1652090,5031960,0,5031960,0,6684050
2019,246,7947,2130682,0,2130682,0,2138629
2019,284,717183,808652,0,808652,0,1525835
2019,18,1291868,0,0,0,0,1291868
2019,356,0,469458,0,469458,0,469458
2019,401,25446,1133327,295010,838317,3030785,4189558
2019,733,312429,16145244,0,16145244,,16457673
2019,243,13729,17706168,15459994,2246174,0,17719897
2019,380,0,474060,0,474060,0,474060
2019,716,0,946420,0,946420,0,946420
2019,534,20000,3330587,0,3330587,0,3350587
2019,185,0,0,0,0,0,0
2019,258,41162,400776,14955,385821,752989,1194927
2019,505,0,341366,0,341366,0,341366
2019,268,0,2777641,0,2777641,0,2777641
2019,602,38462,5432432,0,5432432,407097,5877991
2019,254,0,301784,0,301784,0,301784
2019,705,3611,2320870,0,2320870,,2324481
2019,133,0,384601,0,384601,0,384601
2019,33,0,0,0,0,0,0
2019,143,2180,445508,,445508,0,447688
2019,36,0,2385,0,2385,0,2385
2019,756,0,5178631,0,5178631,0,5178631
2019,662,88185,2894716,0,2894716,0,2982901
2019,192,0,864723,0,864723,0,864723
2019,382,5711,5239706,0,5239706,0,5245417
2019,322,12990,4745620,351938,4393682,0,4758610
2019,478,0,1241130,0,1241130,0,1241130
2019,352,0,945929,0,945929,0,945929
2019,628,0,3871086,0,3871086,0,3871086
2019,495,0,1944417,0,1944417,0,1944417
2019,845,0,1809621,0,1809621,0,1809621
2019,498,0,2142195,0,2142195,0,2142195
2019,314,0,1162548,0,1162548,0,1162548
2019,720,326458,326458,0,326458,0,652916
2019,721,0,2629246,0,2629246,0,2629246
2019,485,0,12242,0,12242,8284,20526
2019,273,13827,564331,0,564331,0,578158
2019,846,139936,2543081,0,2543081,0,2683017
2019,847,200852,4652790,0,4652790,0,4853642
2019,848,,2486502,,2486502,,2486502
2019,916,91250,7332479,0,7332479,0,7423729
2019,930,253298,11643366,0,11643366,0,11896664
2019,954,43899,4744436,0,4744436,0,4788335
2019,943,0,492463,0,492463,0,492463
2019,949,0,12050749,139757,11910992,0,12050749
2019,980,16900,3799186,0,3799186,0,3816086
2019,981,0,156185,82493,73692,0,156185
2019,1024,0,21068303,0,21068303,0,21068303
2019,1017,1133,90754,0,90754,0,91887
2019,1000,0,977374,0,977374,0,977374
2019,1018,0,5464000,0,5464000,0,5464000
2019,1001,9143,444699,0,444699,0,453842
2019,1007,0,1012773,0,1012773,0,1012773
2019,1008,0,10781836,2000079,8781757,96704615,107486451
2019,1010,0,132588,0,132588,0,132588
2019,1011,,285765,,285765,0,285765
2019,1012,0,351365,0,351365,0,351365
2019,1013,0,2122413,0,2122413,0,2122413
2019,1041,0,0,0,0,0,0
2019,1073,484792,1889018,0,1889018,241825,2615635
2019,1087,2076033,4190240,688289,3501951,0,6266273
2019,1109,0,7186418,0,7186418,0,7186418
2019,1110,0,3632898,0,3632898,0,3632898
2019,1112,0,190566,0,190566,0,190566
2019,1120,2856,6497,0,6497,0,9353
2019,1156,12342,997649,0,997649,0,1009991
2019,1155,0,834876,0,834876,0,834876
2019,1148,6769,4533382,1277990,3255392,0,4540151
2019,1126,0,1678798,0,1678798,0,1678798
2019,,1273,2351,1151,1200,300,3924
2019,1152,0,1355578,0,1355578,0,1355578
2019,789,9727,1091311,0,1091311,0,1101038
2019,326,49704,543610,,543610,0,593314
2019,442,74095,2013810,0,2013810,0,2087905
2019,294,0,3677343,0,3677343,0,3677343
2019,378,24524,69263,0,69263,0,93787
2019,402,125500,98630,0,98630,0,224130
2019,29,199,35598,0,35598,0,35797
2019,450,0,0,0,0,0,0
2019,656,,98340,,98340,,98340
2019,333,81412,14707718,3436747,11270971,264490,15053620
2019,684,,209444,,209444,,209444
2019,422,0,142791,0,142791,0,142791
2019,763,,1492374,,1492374,,1492374
2019,741,,146387,,146387,,146387
2019,553,,376951,,376951,,376951
2019,899,0,43126,0,43126,0,43126
2019,900,40048,125804,0,125804,0,165852
2019,950,0,309593,0,309593,44424,354017
2019,966,44300,759128,0,759128,0,803428
2019,967,19663,141322,0,141322,0,160985
2019,982,52862,2162243,0,2162243,0,2215105
2019,1014,,28834,,28834,,28834
2019,1080,737536,13606206,0,13606206,0,14343742
2019,1074,0,8899,0,8899,0,8899
2019,1084,0,542702,,542702,0,542702
2019,1113,0,0,0,0,0,0
2019,1137,8070,166810,0,166810,0,174880
2019,1142,,30843,,30843,,30843
2019,722,13848,3652028,0,3652028,217367,3883243
2019,660,0,902704,0,902704,0,902704
2019,75,0,256836,0,256836,0,256836
2019,249,0,991955,0,991955,0,991955
2019,227,1773,2303512,0,2303512,0,2305285
2019,150,0,0,0,0,194374,194374
2019,47,140,1744,0,1744,0,1884
2019,172,0,135654,0,135654,0,135654
2019,581,0,1861654,0,1861654,0,1861654
2019,120,0,0,0,0,0,0
2019,445,46341,0,0,0,0,46341
2019,471,154590,0,0,,62809,217399
2019,53,0,0,0,0,0,0
2019,199,52415,690952,,690952,0,743367
2019,575,16214,1455537,0,1455537,0,1471751
2019,528,86790,1303458,0,1303458,0,1390248
2019,631,0,5965688,0,5965688,0,5965688
2019,699,2610,6176475,0,6176475,0,6179085
2019,823,0,65146,0,65146,480049,545195
2019,849,0,1201281,0,1201281,0,1201281
2019,869,0,329633,0,329633,0,329633
2019,955,0,0,0,0,0,0
2019,983,0,94382,0,94382,0,94382
2019,1002,0,117151,0,117151,0,117151
2019,1015,0,4975026,0,4975026,0,4975026
2019,1153,75980,364942,0,364942,0,440922
2019,51,0,124152,0,124152,0,124152
2019,441,19326,84387,0,84387,0,103713
2019,327,32539,240324,0,240324,0,272863
2019,690,731811,3086813,28559,3058254,0,3818624
2019,262,403226,1232371,0,1232371,0,1635597
2019,403,0,0,0,0,0,0
2019,312,14060,309286,0,309286,0,323346
2019,589,0,2616607,0,2616607,0,2616607
2019,665,0,2231045,1112345,1118700,0,2231045
2019,334,3818,47621,0,47621,0,51439
2019,1075,0,0,0,0,5515414,5515414
2019,751,0,967829,,967829,0,967829
2019,186,30131,178413,0,178413,0,208544
2019,646,0,0,0,0,0,0
2019,536,0,0,0,0,0,0
2019,242,9983,100114,0,100114,0,110097
2019,490,0,57912,0,57912,0,57912
2019,500,7051882,10895581,0,10895581,0,17947463
2019,206,0,226061,0,226061,0,226061
2019,58,3012,798,0,798,0,3810
2019,572,0,53000,0,53000,,53000
2019,180,3418,266711,0,266711,161021,431150
2019,549,0,29198,0,29198,0,29198
2019,582,,25550,0,25550,0,25550
2019,743,0,41651,0,41651,0,41651
2019,795,64212,903447,0,903447,0,967659
2019,269,210,5633,0,5633,0,5843
2019,634,99684,2169572,0,2169572,0,2269256
2019,1,111229,270837,0,270837,0,382066
2019,717,0,5706536,0,5706536,0,5706536
2019,373,22194,489003,0,489003,0,511197
2019,824,0,0,0,0,129272,129272
2019,888,0,42270,0,42270,0,42270
2019,902,0,1357,0,1357,0,1357
2019,968,0,158100,0,158100,0,158100
2019,1154,0,78990,0,78990,0,78990
2019,1130,0,0,0,0,0,0
2019,1141,0,0,0,0,0,0
2019,1145,0,0,0,0,0,0
2019,1122,0,0,0,0,0,0
2019,1133,0,264842,0,264842,0,264842
2019,346,4278,67410,0,67410,0,71688
2019,27,1212,63406,0,63406,0,64618
2019,165,0,191011,0,191011,0,191011
2019,956,0,1033504,0,1033504,218265,1251769
2019,413,0,18200,0,18200,0,18200
2019,149,1118,601433,0,601433,0,602551
2019,612,0,991309,0,991309,0,991309
2019,559,176,36857,0,36857,0,37033
2019,7,30780,259300,0,259300,0,290080
2019,283,10818,1106688,0,1106688,0,1117506
2019,37,110,35797,0,35797,81924,117831
2019,153,11293,3702513,269945,3432568,3000,3716806
2019,547,0,1098866,247678,851188,0,1098866
2019,556,0,579935,0,579935,0,579935
2019,42,469207,47443,0,47443,0,516650
2019,31,0,356238,0,356238,0,356238
2019,740,0,1559999,0,1559999,0,1559999
2019,217,12119,1179088,0,1179088,0,1191207
2019,863,7105,824439,0,824439,0,831544
2019,889,0,5474700,0,5474700,0,5474700
2019,984,0,0,0,0,1089625,1089625
2019,1146,0,66595,0,66595,0,66595
2019,34,0,26134,0,26134,0,26134
2019,791,21510,246146,0,246146,0,267656
2019,430,0,546155,36959,509196,0,546155
2019,715,286000,2069000,0,2069000,578000,2933000
2019,521,0,310645,0,310645,0,310645
2019,524,6783,2283428,0,2283428,0,2290211
2019,432,0,71902,0,71902,0,71902
2019,19,0,0,0,0,0,0
2019,25,0,10146,0,10146,29040,39186
2019,26,0,0,0,0,0,0
2019,890,0,1002679,0,1002679,0,1002679
2019,904,0,1002679,0,1002679,0,1002679
2019,957,71250,43950799,0,43950799,0,44022049
2019,939,1551932,20668336,0,20668336,0,22220268
2019,236,139300,690044,0,690044,0,829344
2019,735,0,1299963,0,1299963,0,1299963
2019,146,0,16921,0,16921,0,16921
2019,363,20011,4929957,0,4929957,0,4949968
2019,187,0,267056,0,267056,0,267056
2019,265,0,30166,0,30166,0,30166
2019,295,192107,1016659,453696,562963,0,1208766
2019,496,7105,1751701,0,1751701,0,1758806
2019,391,0,230041,0,230041,0,230041
2019,240,18040,754754,0,754754,0,772794
2019,448,0,0,0,0,0,0
2019,425,0,521893,0,521893,0,521893
2019,300,0,0,0,0,0,0
2019,339,11403,2312866,0,2312866,0,2324269
2019,874,0,792163,0,792163,0,792163
2019,905,173839567,165677516,0,165677516,0,339517083
2019,1123,47564,37044,0,37044,0,84608
2019,736,0,2105780,0,2105780,0,2105780
2019,459,0,364609,0,364609,0,364609
2019,320,20627,627438,0,627438,0,648065
2019,45,6383,886218,0,886218,0,892601
2019,618,0,83026,0,83026,0,83026
2019,463,0,5979948,5588312,391636,0,5979948
2019,891,271550,800225,0,800225,0,1071775
2019,958,1624,1039847,0,1039847,0,1041471
2019,244,0,29352,,29352,0,29352
2019,28,0,16286,0,16286,0,16286
2019,444,47937,240829,15002,225827,0,288766
2019,479,0,6499169,0,6499169,12802,6511971
2019,285,0,1066644,0,1066644,0,1066644
2019,253,0,978509,0,978509,0,978509
2019,481,5263,95145,0,95145,0,100408
2019,540,0,924132,0,924132,0,924132
2019,332,0,7840,0,7840,0,7840
2019,41,0,0,0,0,0,0
2019,510,0,11093173,136850,10956323,0,11093173
2019,305,0,0,,0,,0
2019,708,,97975,,97975,,97975
2019,755,,1047509,,1047509,,1047509
2019,750,,914799,,914799,,914799
