Año,NCODI,Urg_altas,Urg_ingresos,Urg_traslados,Urg_exitus,Urg_total
2019,973,8665,120,2,0,8787
2019,974,0,0,0,0,0
2019,975,0,0,0,0,0
2019,960,0,0,0,0,0
2019,1028,0,0,0,0,0
2019,976,0,0,0,0,0
2019,977,0,0,0,0,0
2019,1020,0,0,0,0,0
2019,994,53873,6603,806,20,61302
2019,995,0,0,0,0,0
2019,1060,338,270,64,0,672
2019,1005,0,0,0,0,0
2019,1061,0,0,0,0,0
2019,1062,0,0,0,0,0
2019,1006,0,0,0,0,0
2019,1088,0,0,0,0,0
2019,1089,58510,2526,141,1,61178
2019,1076,0,0,0,0,0
2019,1078,0,0,0,0,0
2019,1033,60982,7878,1710,125,70695
2019,1035,0,0,0,0,0
2019,1037,0,0,0,0,0
2019,1039,0,0,0,0,0
2019,1067,0,0,0,0,0
2019,1065,0,0,0,0,0
2019,1066,36544,2022,28,0,38594
2019,1100,0,0,0,0,0
2019,1105,0,0,0,0,0
2019,1107,0,0,0,0,0
2019,1111,0,0,0,0,0
2019,1121,0,0,0,0,0
2019,1119,0,0,0,0,0
2019,207,26092,363,65,0,26520
2019,431,0,0,0,0,0
2019,387,24983,3190,560,26,28759
2019,179,0,0,0,0,0
2019,606,24242,3686,506,21,28455
2019,925,119707,17830,283,88,137908
2019,541,14345,2053,570,26,16994
2019,797,16171,2904,307,26,19408
2019,627,34531,8639,316,35,43521
2019,173,0,0,0,0,0
2019,636,65252,10970,1168,124,77514
2019,205,8766,289,155,0,9210
2019,814,564,309,6,0,879
2019,881,13495,569,228,2,14294
2019,771,148101,10417,1960,93,160571
2019,533,12240,1576,0,0,13816
2019,447,12791,1574,88,2,14455
2019,815,658,21,38,0,717
2019,801,113284,11112,1736,206,126338
2019,800,12305,533,26,1,12865
2019,389,63555,4479,474,30,68538
2019,695,71749,10157,540,83,82529
2019,1157,4489,0,377,2,4868
2019,816,47916,3730,396,60,52102
2019,833,69988,3411,772,60,74231
2019,870,42444,1813,0,3,44260
2019,927,51648,834,46,20,52548
2019,961,155832,12071,1172,110,169185
2019,962,9781,389,18,0,10188
2019,1079,29556,521,5,0,30082
2019,1101,64688,2484,0,0,67172
2019,666,90232,12930,800,77,104039
2019,392,0,0,0,0,0
2019,790,15090,1950,199,9,17248
2019,650,35733,4178,477,31,40419
2019,876,53939,9693,829,74,64535
2019,944,0,62,0,0,62
2019,952,61816,2333,95,1,64245
2019,54,0,0,0,0,0
2019,367,21720,552,140,1,22413
2019,538,55828,9062,309,80,65279
2019,557,28303,2767,238,10,31318
2019,653,44471,3489,390,59,48409
2019,647,29339,3494,534,66,33433
2019,978,84238,13906,46,101,98291
2019,996,34537,2856,470,26,37889
2019,729,194277,21437,352,266,216332
2019,182,19799,3090,70,2,22961
2019,633,61388,3731,66,3,65188
2019,685,58422,8231,603,62,67318
2019,683,27808,3494,491,34,31827
2019,945,46509,2452,833,38,49832
2019,953,16441,9,0,0,16450
2019,1022,49618,396,1922,25,51961
2019,1049,23486,279,1530,12,25307
2019,1151,41384,41388,4,0,82776
2019,794,153750,27163,2047,481,183441
2019,415,32,2,0,0,34
2019,592,44548,2205,35,0,46788
2019,497,10802,857,16,0,11675
2019,726,54563,10542,319,143,65567
2019,272,18650,1189,262,5,20106
2019,805,133208,22169,33,200,155610
2019,64,0,0,0,0,0
2019,842,22989,2873,1595,37,27494
2019,843,14584,1945,618,23,17170
2019,1127,74027,3604,104,9,77744
2019,1158,33567,1152,236,0,34955
2019,803,47680,10430,144,51,58305
2019,211,6204,455,15,2,6676
2019,773,62890,11432,2625,93,77040
2019,424,23111,401,50,1,23563
2019,298,24049,2292,98,0,26439
2019,594,6401,237,48,1,6687
2019,237,17724,15,161,0,17900
2019,16,0,0,0,0,0
2019,768,11742,1106,376,4,13228
2019,617,75636,7323,621,50,83630
2019,297,7271,2134,90,0,9495
2019,105,0,0,0,0,0
2019,544,35301,2196,236,8,37741
2019,804,58064,4869,955,81,63969
2019,104,0,0,0,0,0
2019,20,0,0,0,0,0
2019,550,32192,3525,1031,17,36765
2019,112,0,0,0,0,0
2019,818,0,0,0,0,0
2019,882,0,0,0,0,0
2019,914,0,0,0,0,0
2019,928,0,0,0,0,0
2019,964,44874,8620,560,11,54065
2019,1026,0,0,0,0,0
2019,1068,0,0,0,0,0
2019,1108,27102,1461,606,9,29178
2019,404,922,4,5,0,931
2019,270,69577,2355,107,6,72045
2019,676,30450,2647,509,25,33631
2019,709,81699,5011,936,62,87708
2019,754,235768,17496,3278,324,256866
2019,997,56018,2288,2681,2,60989
2019,1069,38177,700,2406,8,41291
2019,1118,59592,1708,37,2,61339
2019,1116,182975,10413,811,80,194279
2019,734,92842,12303,100,74,105319
2019,299,18736,325,25,1,19087
2019,645,6875,95,99,3,7072
2019,17,0,0,0,0,0
2019,1046,0,0,0,0,0
2019,420,5096,122,0,0,5218
2019,802,0,0,0,0,0
2019,266,32612,2514,67,0,35193
2019,769,0,0,0,0,0
2019,776,37340,2943,494,14,40791
2019,640,37577,2937,750,7,41271
2019,315,0,0,0,0,0
2019,40,0,0,0,0,0
2019,508,13865,2695,374,4,16938
2019,46,0,0,0,0,0
2019,590,29564,4909,614,16,35103
2019,777,27926,3854,543,9,32332
2019,897,105120,27274,185,84,132663
2019,965,0,0,0,0,0
2019,671,32700,5706,876,30,39312
2019,376,16425,235,70,1,16731
2019,621,22827,2854,337,35,26053
2019,793,121513,15428,601,155,137697
2019,1102,91382,2611,56,0,94049
2019,1147,38053,782,712,0,39547
2019,712,28831,5479,859,18,35187
2019,32,0,0,0,0,0
2019,361,0,0,0,0,0
2019,486,10154,790,27,0,10971
2019,595,28175,4839,383,43,33440
2019,433,12609,1191,495,6,14301
2019,1058,919,455,219,4,1597
2019,261,18269,1253,438,1,19961
2019,730,60405,5072,1192,59,66728
2019,577,35826,6525,695,54,43100
2019,788,132151,15967,2830,75,151023
2019,865,54833,2805,985,55,58678
2019,979,15493,433,1136,4,17066
2019,998,18440,126,1377,2,19945
2019,1072,36390,380,2453,9,39232
2019,221,5304,993,104,0,6401
2019,506,31830,523,300,1,32654
2019,727,46629,9852,305,75,56861
2019,355,8126,4,4,0,8134
2019,487,2505,162,42,1,2710
2019,938,111570,21800,3705,173,137248
2019,835,5092,60,2,0,5154
2019,999,0,0,0,0,0
2019,798,82621,14821,2839,149,100430
2019,504,3795,1132,362,0,5289
2019,247,27378,1696,116,0,29190
2019,216,27961,1569,66,0,29596
2019,65,0,0,0,0,0
2019,472,14548,1075,318,5,15946
2019,427,0,0,0,0,0
2019,491,7653,1157,268,7,9085
2019,551,14386,479,149,7,15021
2019,106,0,0,0,0,0
2019,819,0,0,0,0,0
2019,836,0,0,0,0,0
2019,915,0,0,0,0,0
2019,942,0,0,0,0,0
2019,1140,0,0,0,0,0
2019,748,87785,18130,86,86,106087
2019,198,0,0,0,0,0
2019,871,18883,2700,834,13,22430
2019,948,32528,848,201,0,33577
2019,1051,0,0,0,0,0
2019,1083,0,0,0,0,0
2019,1096,0,0,0,0,0
2019,1159,0,0,0,0,0
2019,679,83773,15492,148,106,99519
2019,176,11764,430,60,0,12254
2019,537,10803,364,107,1,11275
2019,608,19141,3908,323,117,23489
2019,596,12579,3226,470,49,16324
2019,749,136135,17470,849,208,154662
2019,758,244767,27538,1077,282,273664
2019,1104,115366,19861,866,127,136220
2019,567,23,0,5,0,28
2019,677,90580,9868,4596,86,105130
2019,670,63415,3121,263,1,66800
2019,588,0,0,0,0,0
2019,753,228124,27933,1174,283,257514
2019,887,223,973,31,0,1227
2019,245,30513,3702,93,6,34314
2019,603,136537,5115,178,11,141841
2019,426,0,0,0,0,0
2019,232,26834,1954,79,0,28867
2019,288,25240,754,239,0,26233
2019,246,16086,632,17,0,16735
2019,284,16085,2031,10,37,18163
2019,18,0,0,0,0,0
2019,356,1328,872,0,0,2200
2019,401,0,0,0,0,0
2019,733,154065,18634,282,72,173053
2019,243,19732,2041,12,2,21787
2019,380,0,0,0,0,0
2019,716,0,0,0,0,0
2019,534,102503,2809,0,2,105314
2019,185,3964,198,2,0,4164
2019,258,22185,1915,0,0,24100
2019,505,5481,81,12,5,5579
2019,268,52224,2632,0,0,54856
2019,602,0,0,0,0,0
2019,254,27824,3353,48,8,31233
2019,705,56039,3092,59,5,59195
2019,133,9208,1821,10,0,11039
2019,33,0,0,0,0,0
2019,143,1872,643,0,0,2515
2019,36,0,0,0,0,0
2019,756,72643,6812,244,32,79731
2019,662,137201,11728,575,80,149584
2019,192,0,0,0,0,0
2019,382,0,0,0,0,0
2019,322,0,0,0,0,0
2019,478,9288,618,212,0,10118
2019,352,0,0,0,0,0
2019,628,99762,11672,595,67,112096
2019,495,10562,982,6,0,11550
2019,845,89125,9072,87,14,98298
2019,498,44824,2491,650,33,47998
2019,314,0,0,0,0,0
2019,720,37130,4155,10,3,41298
2019,721,104248,11743,1143,44,117178
2019,485,0,0,0,0,0
2019,273,53202,5707,10,12,58931
2019,846,94663,10453,27,33,105176
2019,847,47663,813,56,0,48532
2019,848,58986,5167,149,0,64302
2019,916,2156,1152,0,0,3308
2019,930,92308,3667,130,7,96112
2019,954,115146,11119,941,34,127240
2019,943,59613,2974,14,0,62601
2019,949,206176,28319,1790,283,236568
2019,980,120301,4190,38,5,124534
2019,981,12929,87,0,0,13016
2019,1024,92260,5727,74,0,98061
2019,1017,0,0,0,0,0
2019,1000,88030,5294,300,12,93636
2019,1018,112399,7333,405,43,120180
2019,1001,40239,1569,73,1,41882
2019,1007,116184,10811,497,133,127625
2019,1008,75465,8557,317,37,84376
2019,1010,88802,6279,75,19,95175
2019,1011,58794,3283,79,23,62179
2019,1012,96731,7024,63,54,103872
2019,1013,155376,18155,757,128,174416
2019,1041,0,0,0,0,0
2019,1073,103283,8323,410,25,112041
2019,1087,133585,15547,333,59,149524
2019,1109,97232,7755,365,34,105386
2019,1110,79715,5542,108,0,85365
2019,1112,20541,319,179,0,21039
2019,1120,0,0,0,0,0
2019,1156,6033,24,0,,6057
2019,1155,0,0,0,0,0
2019,1148,11441,627,36,0,12104
2019,1126,128402,11289,366,60,140117
2019,,0,0,0,0,0
2019,1152,0,0,0,0,0
2019,789,0,0,0,0,0
2019,326,0,0,0,0,0
2019,442,1354,1354,0,0,2708
2019,294,54981,2821,44,16,57862
2019,378,15099,797,25,0,15921
2019,402,10251,857,0,0,11108
2019,29,0,0,0,0,0
2019,450,912,0,0,0,912
2019,656,34309,2618,146,51,37124
2019,333,115890,3980,56,4,119930
2019,684,75567,5036,664,121,81388
2019,422,8438,130,0,0,8568
2019,763,319586,18719,1367,184,339856
2019,741,198853,14412,2376,260,215901
2019,553,108811,12391,513,229,121944
2019,899,0,0,0,0,0
2019,900,0,0,0,0,0
2019,950,0,0,0,0,0
2019,966,29605,2020,16,1,31642
2019,967,0,0,0,0,0
2019,982,74863,5021,123,4,80011
2019,1014,58506,3,1368,5,59882
2019,1080,116181,5517,6,0,121704
2019,1074,17484,67,6,0,17557
2019,1084,20534,11,5,1,20551
2019,1113,108,32,4,0,144
2019,1137,5135,295,25,0,5455
2019,1142,42603,3535,324,44,46506
2019,722,182566,26609,1369,90,210634
2019,660,91711,9139,794,59,101703
2019,75,296,353,0,0,649
2019,249,39218,2121,0,0,41339
2019,227,47268,3515,34,5,50822
2019,150,4434,82,15,0,4531
2019,47,0,0,0,0,0
2019,172,4950,0,0,0,4950
2019,581,38616,3741,389,19,42765
2019,120,0,0,0,0,0
2019,445,0,0,0,0,0
2019,471,14532,1005,59,0,15596
2019,53,0,0,0,0,0
2019,199,7438,22,0,0,7460
2019,575,65900,6785,714,41,73440
2019,528,24655,2945,378,11,27989
2019,631,75256,10003,868,69,86196
2019,699,73529,10766,860,62,85217
2019,823,13330,124,42,0,13496
2019,849,38909,2021,358,15,41303
2019,869,62501,836,109,0,63446
2019,955,0,0,0,0,0
2019,983,0,0,0,0,0
2019,1002,0,0,0,0,0
2019,1015,172017,19783,630,107,192537
2019,1153,34288,870,52,0,35210
2019,51,0,0,0,0,0
2019,441,0,0,0,0,0
2019,327,0,0,0,0,0
2019,690,18158,1566,6,2,19732
2019,262,15331,1154,43,1,16529
2019,403,0,0,0,0,0
2019,312,0,0,0,0,0
2019,589,22585,3048,427,15,26075
2019,665,49861,5797,458,41,56157
2019,334,0,0,0,0,0
2019,1075,150425,25934,454,78,176891
2019,751,83204,23157,219,151,106731
2019,186,32977,492,78,0,33547
2019,646,9133,2643,446,20,12242
2019,536,10600,1972,621,30,13223
2019,242,14207,464,89,2,14762
2019,490,0,0,0,0,0
2019,500,27105,1610,236,3,28954
2019,206,19068,67,0,0,19135
2019,58,0,0,0,0,0
2019,572,57932,12626,1062,46,71666
2019,180,0,0,0,0,0
2019,549,10528,1828,368,14,12738
2019,582,18881,2676,406,11,21974
2019,743,87422,13296,1692,173,102583
2019,795,0,0,0,0,0
2019,269,5569,21,35,1,5626
2019,634,20953,5040,524,17,26534
2019,1,15572,385,89,0,16046
2019,717,28537,5622,568,49,34776
2019,373,987,0,0,0,987
2019,824,125574,22932,3610,133,152249
2019,888,17519,2211,503,13,20246
2019,902,0,0,0,0,0
2019,968,0,0,0,0,0
2019,1154,25379,4693,499,23,30594
2019,1130,0,0,0,0,0
2019,1141,0,0,0,0,0
2019,1145,0,0,0,0,0
2019,1122,0,0,0,0,0
2019,1133,0,0,0,0,0
2019,346,0,9,0,0,9
2019,27,0,0,0,0,0
2019,165,9337,369,75,0,9781
2019,956,38067,10937,451,57,49512
2019,413,0,0,0,0,0
2019,149,0,0,0,0,0
2019,612,52869,1701,17,1,54588
2019,559,1230,76,0,0,1306
2019,7,1202,0,0,0,1202
2019,283,52004,1587,138,2,53731
2019,37,0,0,0,0,0
2019,153,99467,620,192,0,100279
2019,547,54065,7033,78,47,61223
2019,556,38103,4251,81,74,42509
2019,42,8,9,0,0,17
2019,31,0,0,0,0,0
2019,740,126752,18176,816,268,146012
2019,217,44520,3341,52,5,47918
2019,863,12267,1501,21,0,13789
2019,889,76483,11023,1211,451,89168
2019,984,53793,4287,1013,13,59106
2019,1146,3659,5024,68,0,8751
2019,34,0,0,0,0,0
2019,791,22021,1866,102,0,23989
2019,430,1482,42,13,0,1537
2019,715,86151,13383,341,41,99916
2019,521,5086,140,15,0,5241
2019,524,23248,1646,99,5,24998
2019,432,2796,47,1,0,2844
2019,19,0,0,0,0,0
2019,25,0,0,0,0,0
2019,26,0,0,0,0,0
2019,890,78731,14839,499,109,94178
2019,904,39983,3825,1178,39,45025
2019,957,161680,27466,156,124,189426
2019,939,135439,19988,15,120,155562
2019,236,30237,922,56,1,31216
2019,735,155967,18201,1096,506,175770
2019,146,0,0,0,0,0
2019,363,11586,438,37,0,12061
2019,187,10937,652,18,0,11607
2019,265,5577,349,2,0,5928
2019,295,29844,846,26,0,30716
2019,496,40116,10502,3671,30,54319
2019,391,4494,702,10,0,5206
2019,240,26181,2993,4755,31,33960
2019,448,8819,527,196,16,9558
2019,425,6358,513,124,10,7005
2019,300,34108,3120,41,0,37269
2019,339,27043,1933,63,0,29039
2019,874,20836,4422,26,46,25330
2019,905,73836,13765,2657,490,90748
2019,1123,0,0,0,0,0
2019,736,146537,21520,199,255,168511
2019,459,5708,15,0,0,5723
2019,320,0,0,0,0,0
2019,45,0,0,0,0,0
2019,618,37386,4199,836,49,42470
2019,463,98899,7898,1873,84,108754
2019,891,32120,1833,167,1,34121
2019,958,45125,7350,118,31,52624
2019,244,11690,344,139,0,12173
2019,28,0,0,0,0,0
2019,444,6932,366,47,1,7346
2019,479,0,0,0,0,0
2019,285,30439,1872,72,9,32392
2019,253,91877,4864,14,6,96761
2019,481,45095,1936,2,0,47033
2019,540,58966,5422,6,0,64394
2019,332,0,0,0,0,0
2019,41,0,0,0,0,0
2019,510,47711,829,78,0,48618
2019,305,41052,434,1861,8,43355
2019,708,63449,6008,463,100,70020
2019,755,271148,24812,3746,436,300142
2019,750,188430,21198,1284,206,211118
2019,696,113608,15901,981,127,130617
2019,421,22632,978,0,0,23610
2019,827,0,0,0,0,0
2019,933,95455,6806,975,61,103297
2019,1030,110685,3979,141,2,114807
2019,1003,70177,55,3240,12,73484
2019,1050,19632,133,662,4,20431
2019,1043,70184,3190,100,0,73474
2019,1128,58653,532,1391,12,60588
2019,1125,0,25,13,0,38
2019,1135,53719,1,3120,9,56849
2019,934,26674,6059,221,27,32981
2019,629,88316,9606,1632,105,99659
2019,21,0,0,0,0,0
2019,615,56961,4485,764,32,62242
2019,626,20447,509,7,0,20963
2019,417,5029,0,0,0,5029
2019,597,14793,1924,203,11,16931
2019,539,75872,9117,819,73,85881
2019,343,26209,377,154,2,26742
2019,135,0,0,0,0,0
2019,158,4487,818,0,0,5305
2019,775,37826,6679,593,49,45147
2019,177,0,0,0,0,0
2019,578,24117,434,188,0,24739
2019,416,31194,327,53,0,31574
2019,561,29657,3261,237,147,33302
2019,62,0,0,0,0,0
2019,828,0,0,0,0,0
2019,860,32387,650,798,17,33852
2019,935,0,0,0,0,0
2019,936,0,0,0,0,0
2019,986,814,260,0,0,1074
2019,987,67016,4343,1647,95,73101
2019,1021,0,0,0,0,0
2019,1085,0,0,0,0,0
2019,658,30935,4964,314,18,36231
2019,353,0,0,0,0,0
2019,323,0,0,0,0,0
2019,620,19584,3714,272,22,23592
2019,384,0,0,0,0,0
2019,554,65776,8083,255,121,74235
2019,209,16273,581,302,0,17156
2019,707,147459,23951,28,92,171530
2019,395,5649,76,0,0,5725
2019,969,47681,1389,157,0,49227
2019,1052,0,0,0,0,0
2019,739,203388,25187,4070,114,232759
2019,613,123077,15171,822,58,139128
2019,593,54251,9805,1211,57,65324
2019,704,149669,15121,1004,107,165901
2019,686,126013,15353,747,77,142190
2019,257,66236,4835,24,3,71098
2019,681,4894,1740,1,4,6639
2019,286,32101,1488,6731,2,40322
2019,255,71098,1991,13,0,73102
2019,79,0,0,0,0,0
2019,81,0,0,0,0,0
2019,688,71215,11172,806,55,83248
2019,531,55348,7899,490,85,63822
2019,514,27715,1986,579,20,30300
2019,499,13129,2663,63,0,15855
2019,532,67814,7328,950,52,76144
2019,190,0,0,0,0,0
2019,598,23495,2314,526,52,26387
2019,260,97167,7502,173,4,104846
2019,838,18386,236,363,0,18985
2019,839,8330,101,117,0,8548
2019,851,0,0,0,0,0
2019,852,106682,15650,304,96,122732
2019,988,0,0,0,0,0
2019,1056,97330,11254,241,153,108978
2019,1044,0,0,0,0,0
2019,1114,43688,3259,992,34,47973
2019,1129,88531,4822,150,2,93505
2019,644,98402,15768,4000,57,118227
2019,752,87761,13680,272,67,101780
2019,238,16569,293,10,0,16872
2019,325,0,0,0,0,0
2019,622,24920,3188,527,19,28654
2019,879,7465,236,54,0,7755
2019,906,50939,1517,86,1,52543
2019,370,1690,4056,59,42,5847
2019,418,7556,740,22,0,8318
2019,574,10544,39,0,0,10583
2019,399,0,0,0,0,0
2019,195,2036,0,0,0,2036
2019,783,113558,21418,1540,223,136739
2019,263,13372,1144,75,2,14593
2019,194,3131,4,0,0,3135
2019,214,4364,4,0,0,4368
2019,785,160229,24036,1828,307,186400
2019,780,36826,3894,472,20,41212
2019,782,89534,13289,2900,131,105854
2019,369,0,0,0,0,0
2019,713,40560,115,238,194,41107
2019,941,592,269,12,1,874
2019,1091,0,0,0,0,0
2019,1045,32616,987,40,1,33644
2019,1086,71174,5641,169,14,76998
2019,1149,41347,3878,1510,74,46809
2019,937,59622,12464,445,65,72596
2019,1004,6584,358,101,0,7043
2019,737,121919,16126,690,102,138837
2019,765,178542,26131,3010,231,207914
2019,329,68923,6989,1887,72,77871
2019,87,0,0,0,0,0
2019,527,20409,713,464,2,21588
2019,562,26266,1225,99,0,27590
2019,251,27583,1449,31,4,29067
2019,129,0,0,0,0,0
2019,154,0,0,0,0,0
2019,516,55990,5771,0,0,61761
2019,184,26298,151,42,0,26491
2019,652,9892,2732,146,3,12773
2019,637,20297,2823,266,18,23404
2019,88,0,0,0,0,0
2019,907,0,0,0,0,0
2019,970,0,0,0,0,0
2019,1019,2661,427,346,3,3437
2019,1016,54945,1046,61,0,56052
2019,1047,65074,4316,31,48,69469
2019,635,49660,5798,23,52,55533
