Año,NCODI,altas_particular,estancias_particular,sesionHdia_particular,consulta_particular,cma_particular,urge_particular,hospDom_particular,altas_AsegPriv,estancias_AsegPriv,sesionHdia_AsegPriv,consulta_AsegPriv,cma_AsegPriv,urge_AsegPriv,hospDom_AsegPriv,altas_sns,estancias_sns,sesionHdia_sns,consulta_sns,cma_sns,urge_sns,hospDom_sns,altas_MutuaFun,estancias_MutuaFun,sesionHdia_MutuaFun,consulta_MutuaFun,cma_MutuaFun,urge_MutuaFun,hospDom_MutuaFun,altas_otrEntiPublica,estancias_otrEntiPublica,sesionHdia_otrEntiPublica,consulta_otrEntiPublica,cma_otrEntiPublica,urge_otrEntiPublica,hospDom_otrEntiPublica,altas_MATEPSS,estancias_MATEPSS,sesionHdia_MATEPSS,consulta_MATEPSS,cma_MATEPSS,urge_MATEPSS,hospDom_MATEPSS,altas_convIntern,estancias_conveInter,sesionHdia_conveInter,consulta_conveInter,cma_conveInter,urge_conveInter,hospDom_conveInter,altas_AccTrafic,estancias_AccTrafic,sesionHdia_AccTrafic,consulta_AccTrafic,cma_AccTrafic,urge_AccTrafic,hospDom_AccTrafic,otroRegimen,altas_otroRegim,estancias_otroRegim,sesionHdia_otroRegim,consulta_otroRegim,cma_otroRegim,urge_otroRegim,hospDom_otroRegim,total_altas,total_estancias,total_sesionHdia,total_consulta,total_cma,total_urgencias,total_hospDom
2019,989,4,12,0,0,0,0,0,6,7,0,0,0,0,0,3083,14189,1578,101123,2040,26958,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,23,0,291,0,8,29,0,5,0,0,0,15,79,0,11,0,242,0,"Otros",6,17,0,7,0,61,0,3135,14346,1578,101170,2040,27552,0
2019,990,12,72,0,0,0,437,0,2,11,0,5,0,149,0,3853,22847,2779,91493,930,35099,0,8,49,0,0,0,94,0,0,0,0,2,0,113,0,13,77,0,13,3,462,0,32,187,0,9,0,378,0,18,105,0,17,2,415,0,"Otros",0,0,0,0,0,0,0,3938,23348,2779,91539,935,37147,0
2019,680,166,1020,7,296,3,1523,49,113,694,0,56,0,134,0,30488,187381,58595,523543,6787,159468,2296,56,344,0,246,0,82,0,126,774,2,705,7,201,0,47,289,0,60,0,941,0,281,1727,0,752,13,1879,0,154,946,0,56,0,2559,0,"Otros",0,0,0,0,0,0,0,31431,193175,58604,525714,6810,166787,2345
2019,411,420,540,11,14204,947,947,0,7134,19424,2062,132962,2019,47092,0,1206,1229,0,8227,688,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,388,0,2136,0,914,0,0,0,0,0,0,0,0,68,138,3,7153,1,501,0,"Otros",0,0,0,0,0,0,0,9178,21719,2076,164682,3655,49468,0
2019,241,429,561,37,0,461,387,0,2158,6289,573,0,2220,24731,0,945,1207,14,0,424,73,0,929,4243,194,0,0,0,0,0,0,0,0,0,0,0,457,463,0,0,492,1199,0,0,0,0,0,0,0,0,4,16,0,0,0,93,0,"Otros",0,0,0,0,0,0,0,4922,12779,818,0,3597,26483,0
2019,558,5,53,0,115,0,219,0,9,21,0,207,0,538,0,10894,53746,43772,250647,2875,48076,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,44,0,299,0,275,0,0,0,0,0,0,0,0,44,258,0,1012,0,646,0,"Otros",0,0,0,0,0,0,0,10965,54122,43772,252280,2875,49754,1402
2019,248,863,2323,236,27728,0,1519,0,4091,20222,733,152502,0,13158,0,553,1490,273,9903,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,439,0,6338,0,1112,0,0,0,0,0,0,0,0,50,200,0,1583,0,701,0,"Otros",0,0,0,0,0,0,0,5662,24674,1242,198054,0,16559,0
2019,224,292,394,0,18753,198,1582,0,1835,5031,0,64456,1036,24364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,"Otros",0,0,0,0,0,0,0,2127,5425,0,85570,1237,26243,0
2019,591,36,209,0,63,0,312,0,24,138,0,91,0,254,0,17045,98548,38730,391285,5023,83594,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,75,0,199,0,407,0,205,1185,0,856,2,795,0,56,324,0,77,0,1315,0,"Otros",0,0,0,0,0,0,0,17379,100479,38730,392571,5025,86677,1205
2019,586,9,12,0,11,0,185,0,0,0,0,0,0,0,0,17975,99707,59496,341354,8177,81469,3978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,99,0,68,0,761,0,0,0,0,0,0,0,0,9,69,0,58,0,1678,0,"Otros",0,0,0,0,0,0,0,17998,99887,59496,341491,8177,84093,3978
2019,453,0,0,0,9,0,0,0,0,0,0,1,0,0,0,876,37089,2339,66445,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,440,0,78,0,0,0,0,0,0,0,0,1,0,"Otros",0,0,0,0,0,0,0,880,37529,2339,66533,0,308,0
2019,145,93,9293,0,0,0,0,0,0,0,0,0,0,0,0,91,8885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,13,0,0,0,184,18178,0,13,0,0,0
2019,511,16,43,0,18,0,478,0,24,127,0,11,0,527,0,13371,69892,21289,294078,2221,80984,2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,312,0,0,0,518,0,0,0,0,0,0,0,0,78,418,0,2,0,1114,0,"Otros",0,0,0,0,0,0,0,13540,70792,21289,294109,2221,83621,2437
2019,530,60,180,0,4397,0,650,0,13,68,0,1,0,497,0,14418,75236,32425,274666,2180,79125,720,1,18,0,0,0,107,0,0,0,0,0,0,0,0,12,99,0,0,0,777,0,246,738,0,5316,483,417,0,50,300,0,0,4,1850,0,"Otros",0,0,0,0,0,0,0,14800,76639,32425,284380,2667,83423,720
2019,6,624,1165,0,36655,608,974,0,3159,6657,0,135326,2816,30481,0,0,0,0,0,0,0,0,121,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,858,0,0,0,0,0,0,0,0,12,41,0,0,0,157,0,"Otros",0,0,0,0,0,0,0,3916,8148,0,171981,3499,32470,0
2019,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461,100375,0,53655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,1461,100375,0,53655,0,0,0
2019,623,63,302,0,773,0,492,0,0,0,0,0,0,0,0,20947,99496,12643,304169,4460,89970,2728,31,149,0,239,0,75,0,0,0,0,0,0,0,0,10,88,0,137,0,428,0,297,1426,0,7925,3,1416,0,60,368,0,675,0,1260,0,"Otros",0,0,0,0,0,0,0,21408,101829,12643,313918,4463,93641,2728
2019,349,181,583,0,2700,0,113,0,240,764,0,13012,0,356,0,0,0,0,414,0,0,0,89,299,0,15318,0,387,0,0,0,0,0,0,0,0,4,9,0,657,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,"Otros",0,0,0,0,0,0,0,514,1655,0,32101,0,1024,0
2019,875,635,2270,352,17492,365,2676,0,4638,18813,666,139143,1296,39338,0,580,2373,0,8205,531,102,0,56,274,0,1449,13,472,0,0,0,0,0,0,0,0,27,97,0,580,7,204,0,0,0,0,0,0,0,0,23,412,0,3768,35,996,0,"Otros",0,0,0,0,0,0,0,5959,24239,1018,170637,2247,43788,0
2019,946,1633,3608,0,9606,538,2483,0,8663,23779,0,107563,3186,32626,0,821,1452,0,1878,61,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,703,0,1366,25,1494,0,2677,10838,0,1993,76,4482,0,53,207,0,451,0,287,0,"Otros",0,0,0,0,0,0,0,14091,40587,0,122857,3886,42071,0
2019,1023,213,942,2,113,2,2694,0,43,206,0,37,2,481,0,14996,75452,39861,252249,6689,75611,1073,36,231,0,71,0,187,0,0,0,0,0,0,0,0,26,82,0,1776,2,294,0,0,0,0,0,0,0,0,50,264,0,5,0,1076,0,"Otros",0,0,0,70,0,1,0,15364,77177,39863,254321,6695,80344,1073
2019,1054,151,755,10,555,6,1270,0,119,600,123,485,9,273,2,12311,61604,9695,253541,5663,57706,1029,29,178,214,865,0,101,0,0,0,0,0,0,0,0,68,365,0,103,1,664,0,0,0,0,0,0,0,0,40,224,0,5,0,546,0,"Otros",0,0,0,0,0,0,0,12718,63726,10042,255554,5679,60560,1031
2019,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,27571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,330,27571,0,0,0,0,0
2019,1031,17,920,843,0,0,0,0,15,864,311,0,0,0,0,20,3409,4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,197,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,54,5390,5302,0,0,0,0
2019,1032,86,398,33,58,4,909,0,8,42,0,2,0,29,0,12920,62737,27168,273929,7780,87693,1752,25,149,0,212,1,133,0,0,0,0,0,0,0,0,6,51,0,1610,2,202,0,0,0,0,0,0,0,0,66,288,0,0,5,2209,0,"Otros",7,17,0,95,2,3,0,13118,63682,27201,275906,7794,91178,1752
2019,1064,2417,4492,0,10070,0,1306,0,9424,19678,0,128999,0,39942,0,2570,4166,0,5358,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,2146,0,2280,0,1942,0,242,983,0,313,0,310,0,36,137,0,790,0,614,0,"Otros",0,0,0,0,0,0,0,15433,31602,0,147810,0,44338,0
2019,687,44,306,0,0,0,0,0,2,5,0,0,0,421,0,7080,41817,7679,158251,2808,61859,0,0,0,0,0,0,0,0,101,807,0,0,0,0,0,7,36,0,0,0,1395,0,14,84,0,0,0,0,0,7,32,0,0,0,226,0,"Otros",13,103,0,0,0,0,0,7268,43190,7679,158251,2808,63901,0
2019,745,54,462,0,0,0,0,0,10,90,31,0,0,9,0,23545,179226,80251,563168,4784,152520,0,3,120,0,0,0,0,0,32,233,349,0,0,0,0,14,128,0,0,0,0,0,0,0,122,0,0,4640,0,18,552,0,0,0,1046,0,"Otros",3,6,0,0,0,443,0,23679,180817,80753,563168,4784,158658,0
2019,109,720,1204,0,2090,,443,0,4979,13502,0,68656,0,46291,0,285,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,617,0,1327,0,669,0,120,365,0,80,,263,0,9,38,0,937,,800,0,"Otros",0,0,0,0,0,0,0,6386,18473,0,73090,0,48466,0
2019,808,23,138,0,0,0,460,0,17,110,0,0,0,114,0,12912,76931,21418,296825,6003,170391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,268,0,0,8,0,0,62,413,0,0,6,629,0,83,763,0,0,3,4065,0,"Otros",15,99,0,0,5,51,0,13144,78722,21418,296825,6025,175710,0
2019,971,0,0,0,0,0,137,0,1,1,0,0,0,40,0,626,1069,3386,68379,1678,86062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,528,0,0,0,0,0,0,1718,0,"Otros",0,0,0,0,0,0,0,629,1074,3386,68379,1678,88485,0
2019,128,37,73,0,0,0,32,0,1501,3070,89,0,400,12125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,3,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,1545,3158,89,0,403,12509,0
2019,919,13,55,0,6,,102,0,12,56,0,20,0,74,0,14062,94912,14188,230161,0,43664,134,52,228,4,34,0,120,,0,0,0,0,0,0,0,11,29,0,227,0,457,0,2,145,0,51,0,95,0,55,301,0,2,0,639,0,"Otros",4,9,0,149,0,24,0,14211,95735,14192,230650,0,45175,134
2019,1150,23,24910,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,23,24910,0,370,0,0,0
2019,725,148,926,0,0,0,0,0,91,845,0,0,0,0,0,28759,211493,16989,509272,10627,145483,0,17,92,0,0,0,0,0,0,0,0,0,0,0,0,65,351,0,0,0,0,0,33,185,0,0,0,0,0,100,771,0,0,0,0,0,"Otros",16,121,0,0,0,0,0,29229,214784,16989,509272,10627,145483,0
2019,3,28,9249,0,0,0,0,0,0,0,0,0,0,0,0,222,26687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,250,35936,0,0,0,0,0
2019,306,9,51236,0,0,0,0,0,0,0,0,0,0,0,0,74,37042,0,2884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,83,88278,0,2884,0,0,0
2019,15,45,90,0,1723,25,20,0,52,104,0,3459,16,2453,0,344,785,0,1924,0,10,0,52,112,0,2492,15,5244,0,0,0,0,0,0,0,0,0,0,0,706,0,80,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,"Otros",0,0,0,0,0,0,0,493,1091,0,10576,56,7807,0
2019,264,292,1832,0,7315,17,51,0,1695,4205,0,55173,52,20669,0,311,315,0,1694,4,0,0,3136,12479,0,48760,39,13619,0,0,0,0,2,0,23,0,247,351,0,647,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",48,48,0,8,0,148,0,5729,19230,0,113599,112,35086,0
2019,867,45,55,0,3565,77,157,0,28,38,0,12187,222,3345,0,91,361,0,1596,109,18,0,55,77,0,12953,277,6793,0,0,0,0,0,0,0,0,1,1,0,213,1,1098,0,0,0,0,0,0,0,0,0,0,0,105,0,67,0,"Otros",0,0,0,0,0,0,0,220,532,0,30619,686,11478,0
2019,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9072,44271,15615,149971,2267,44653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,9072,44271,15615,149971,2267,44653,0
2019,1053,12,13,0,2,0,30,0,61,159,0,3,0,341,0,12151,67610,6673,180624,2084,61857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,84,0,13,0,836,0,1,5,0,0,0,11,0,52,287,0,115,0,677,0,"Otros",0,0,0,0,0,0,0,12303,68158,6673,180757,2084,63752,0
2019,1055,0,0,0,0,0,0,0,109,610,167,1553,24,499,0,16830,93660,25617,238273,3702,76524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,1298,355,3300,51,1060,0,7,35,10,90,2,29,0,312,1737,475,4418,68,1419,0,"Otros",40,221,60,564,9,181,0,17531,97561,26684,248198,3856,79712,0
2019,1081,40,3471,0,689,0,0,0,0,0,0,0,0,0,0,196,20994,0,3224,0,0,0,4,389,0,68,0,0,0,0,0,0,0,0,0,0,2,378,0,34,0,0,0,0,0,0,0,0,0,0,1,380,0,19,0,0,0,"Otros",0,0,0,0,0,0,0,243,25612,0,4034,0,0,0
2019,1115,44,65,0,5881,122,0,0,105,155,0,32037,416,0,0,0,0,0,0,0,0,0,144,209,0,21338,405,0,0,0,0,0,0,0,0,0,4,4,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,"Otros",0,0,0,0,0,0,0,297,433,0,59988,943,0,0
2019,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,23171,6218,6454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,986,23171,6218,6454,0,0,0
2019,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,41495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,423,41495,0,0,0,0,0
2019,515,4,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,3724,0,37216,0,14243,0,0,0,0,0,0,0,0,161,203,0,5393,0,536,0,"Otros",0,0,0,0,0,0,0,1452,3932,0,42651,0,14779,0
2019,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,20002,0,34782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,1182,20002,0,34782,0,0,0
2019,523,0,6,0,341,0,0,0,0,0,0,0,0,0,0,2321,67767,6514,77608,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,126,0,0,0,0,0,0,0,0,0,0,0,24,0,505,0,0,0,"Otros",0,0,0,0,0,0,0,2321,67836,6514,78580,2752,0,0
2019,697,306,803,39,8740,303,302,0,11417,36035,1945,236617,2787,92055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,594,0,3322,49,1959,0,0,0,0,0,0,0,0,401,686,0,6901,27,2185,0,"Otros",0,0,0,0,0,0,0,12335,38118,1984,255580,3166,96501,0
2019,239,445,1018,0,20932,6,156,0,7291,27272,229,196278,92,35372,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,161,799,0,1145,14,872,0,0,0,0,0,0,0,0,229,1428,0,7610,0,2398,0,"Otros",0,0,0,0,0,0,0,8126,30517,229,225965,112,38798,0
2019,287,573,1586,0,3571,102,466,0,8045,24531,0,52155,2647,41664,0,210,34631,10169,2126,0,0,0,973,5376,0,8634,248,13910,0,0,0,0,41,0,93,0,206,538,0,1319,23,388,0,575,2304,0,2373,11,557,0,249,473,0,1097,9,1145,0,"Otros",3857,18573,0,154745,126,0,0,14688,88012,10169,226061,3166,58223,0
2019,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,30844,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,1218,30844,0,459,0,0,0
2019,692,365,2374,0,298,2,4851,0,6,8,0,16,0,194,0,9897,64181,12197,164588,2440,48614,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,168,0,31,0,1250,0,127,840,0,167,0,2704,0,62,957,0,35,0,911,0,"Otros",0,0,0,0,0,0,0,10482,68528,12197,165135,2442,58524,402
2019,435,340,1282,0,15163,0,2471,0,2257,7827,0,210480,0,26008,0,139,267,0,1578,0,121,0,116,506,0,9776,0,229,0,0,0,0,0,0,0,0,184,915,0,0,0,979,0,0,0,0,3763,0,0,0,139,558,0,40877,0,1195,0,"Otros",0,0,0,0,0,0,0,3175,11355,0,281637,0,31003,0
2019,423,169,249,3,3033,19,457,0,1575,1958,0,24652,320,6436,0,202,1659,77,3,59,10,0,326,503,81,5456,46,1173,0,0,0,0,0,0,0,0,71,219,0,448,0,779,0,590,946,3,240,0,1248,0,27,104,0,257,0,89,0,"Otros",0,0,0,0,0,0,0,2960,5638,164,34089,444,10192,0
2019,351,12,42,0,625,0,2387,0,3394,15511,0,58972,0,28225,0,15,138,0,16,0,15,0,0,0,0,183,0,24,0,0,0,0,0,0,0,0,19,58,0,375,0,1297,0,0,0,0,0,0,0,0,59,237,0,1213,0,645,0,"Otros",0,0,0,0,0,0,0,3499,15986,0,61384,0,32593,0
2019,810,183,249,0,4741,37,579,0,795,932,0,26623,446,7280,0,509,840,0,175,0,1,0,193,263,0,9245,89,1668,0,0,0,0,0,0,0,0,122,132,0,1397,14,1390,0,650,673,0,252,1,1350,0,11,15,0,378,0,121,0,"Otros",0,0,0,0,0,0,0,2463,3104,0,42811,587,12389,0
2019,830,75,268,0,0,0,42,0,1,2,0,121,7,763,0,12394,63482,10354,172598,4452,76981,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,0,40,0,703,0,3,31,0,0,0,0,0,65,306,0,0,0,0,0,"Otros",0,0,0,150,3,968,0,12550,64139,10354,172909,4462,79457,152
2019,892,36,65,0,12,0,104,0,16,38,0,3,0,218,0,17066,99875,35779,343802,5325,103549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,117,0,202,0,145,609,0,5,0,1431,0,20,170,0,13,0,457,0,"Otros",0,0,0,0,0,0,0,17288,100768,35779,343952,5325,105961,0
2019,921,1683,2915,75,11768,45,1588,0,5126,28958,1803,222639,1369,78423,0,0,0,0,0,0,0,0,2260,10388,322,42800,83,12438,0,0,0,0,0,0,0,0,90,202,15,1121,3,1045,0,2668,10004,8,579,15,3201,0,64,169,0,1795,10,1096,0,"Otros",0,0,0,0,0,0,0,11891,52636,2223,280702,1525,97791,0
2019,991,6,13,0,1,0,861,0,0,0,0,0,0,11,0,376,1435,346,10030,90,13220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,199,0,12,23,0,13,0,2152,0,5,14,0,6,0,219,0,"Otros",0,0,0,0,0,0,0,402,1488,346,10052,90,16662,0
2019,992,97,540,0,0,0,1108,0,7,39,0,0,0,110,0,8055,44816,8835,171086,2445,65582,274,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,56,0,0,0,532,0,105,584,0,0,0,1450,0,31,172,0,0,0,772,0,"Otros",9,50,0,0,0,241,0,8314,46257,8835,171086,2445,69799,274
2019,993,26,111,0,50,0,205,0,29,204,0,46,1,42,0,6117,30099,22648,151474,3627,26139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,71,2,25,1,227,0,234,916,2,664,7,1439,0,52,281,10,700,2,137,0,"Otros",0,0,0,0,0,0,0,6478,31682,22662,152959,3638,28189,0
2019,1070,176,1167,0,474,5,1517,0,161,1176,19,595,4,311,0,30065,208814,21255,551332,6242,149599,779,0,0,0,2,0,0,0,108,747,2,1049,3,223,0,22,337,1,550,1,719,0,692,5416,5,536,5,4204,6,137,2308,4,259,0,889,0,"Otros",0,0,0,0,0,0,0,31361,219965,21286,554797,6260,157462,785
2019,1095,321,945,0,6344,60,2911,0,1328,4438,0,28822,1021,20257,0,145,4781,0,249,0,12,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,29,0,43,0,436,0,1177,2585,0,154,4,2107,0,53,302,0,683,8,480,0,"Otros",0,0,0,0,0,0,0,3038,13080,0,36295,1093,26203,0
