año,NCODI,camas_instalada,incubadoras_instalada,paritorios_instalada,quirofanos_instalada,salasHemo_instalada,camas_funcionamiento,incubadoras_funcionamiento,paritorios_funcionamiento,quirofanos_funcionamiento,salasHemo_funcionamiento,salas_rx_Hospital,salas_rx_CEP,puesto_HDia_medico,puesto_HDia_psiquiatrico,puesto_HDia_geriatrico,integradasPuestos_HDia_CMA,propiasPuestos_HDia_CMA,propiasQuirofanos_HDia_CMA
2019,364,74,0,0,0,0,68,0,0,0,0,0,0,0,0,35,0,0,0
2019,439,60,4,2,5,0,60,4,2,5,0,2,0,4,0,0,0,0,1
2019,570,499,8,5,17,0,499,8,5,17,0,5,0,61,31,0,0,0,2
2019,123,190,0,0,0,0,154,0,0,0,0,0,0,0,0,58,0,0,0
2019,310,426,0,0,0,0,426,0,0,0,0,0,0,0,55,55,0,0,0
2019,571,137,2,2,5,0,137,2,2,5,0,3,0,16,0,0,0,1,1
2019,296,177,0,0,0,0,177,0,0,0,0,1,0,0,0,20,0,0,0
2019,566,170,4,3,7,0,118,0,3,7,0,3,0,20,20,0,11,0,0
2019,784,757,18,6,16,0,757,18,6,16,0,6,0,109,60,18,0,17,4
2019,102,663,0,0,0,0,663,0,0,0,0,1,0,0,16,20,0,0,0
2019,379,394,0,0,0,0,391,0,0,0,0,0,0,0,104,0,0,0,0
2019,639,256,1,5,7,0,209,1,5,7,0,0,0,6,0,0,0,8,0
2019,457,80,0,0,2,0,74,0,0,2,0,2,0,2,0,0,10,0,0
2019,609,348,22,2,15,2,307,14,2,15,2,17,0,8,10,0,9,0,0
2019,101,82,0,0,0,0,82,0,0,0,0,0,0,0,0,20,0,0,0
2019,454,231,2,1,4,0,228,2,1,4,0,3,0,20,0,0,0,4,1
2019,318,356,0,0,0,0,338,0,0,0,0,0,0,0,20,25,0,0,0
2019,600,177,2,5,8,0,138,2,5,8,0,3,0,20,0,0,0,16,0
2019,545,458,8,4,14,0,363,8,4,14,0,5,0,56,20,33,0,0,0
2019,100,75,0,0,0,0,75,0,0,0,0,0,0,0,0,32,0,0,0
2019,702,402,9,6,18,2,402,9,6,18,2,6,6,36,56,0,0,0,0
2019,778,278,3,5,10,0,199,3,5,8,0,2,0,60,22,0,0,22,3
2019,341,65,0,0,2,0,65,0,0,2,0,2,0,0,0,0,0,0,0
2019,99,103,0,0,0,0,100,0,0,0,0,0,0,0,0,50,0,0,0
2019,767,117,0,0,5,0,117,0,0,5,0,6,0,8,0,0,0,0,0
2019,359,110,0,0,2,0,110,0,0,2,0,2,0,0,0,30,4,8,2
2019,98,114,0,0,0,0,111,0,0,0,0,0,0,0,0,25,0,0,0
2019,132,125,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0
2019,97,122,0,0,0,0,120,0,0,0,0,0,0,0,0,30,0,0,0
2019,103,42,0,0,0,0,41,0,0,0,0,0,0,0,0,20,0,0,0
2019,110,99,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
2019,94,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2019,91,75,0,0,0,0,75,0,0,0,0,0,0,0,0,20,0,0,0
2019,664,373,3,2,13,0,373,3,2,13,0,8,0,55,25,0,17,0,0
2019,918,1152,45,6,39,3,1127,45,6,39,3,10,0,236,0,0,0,0,6
2019,92,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2019,95,167,0,0,0,0,167,0,0,0,0,0,0,0,0,23,0,0,0
2019,301,20,0,0,4,0,20,0,0,4,0,1,1,0,0,0,0,0,0
2019,492,120,2,1,6,0,98,2,1,5,0,3,0,17,0,0,0,11,1
2019,811,68,1,1,1,1,68,1,1,1,1,0,1,3,0,0,0,0,0
2019,812,85,0,0,1,0,85,0,0,1,0,0,0,40,0,0,0,0,0
2019,832,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2019,841,12,0,0,0,0,12,0,0,0,0,0,0,0,0,25,0,0,0
2019,856,115,0,0,0,0,84,0,0,0,0,0,0,0,0,30,0,0,0
2019,859,90,0,0,0,0,90,0,0,0,0,0,0,0,15,0,0,0,0
2019,861,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
2019,880,93,0,0,0,0,89,0,0,0,0,0,0,0,0,40,0,0,0
2019,883,153,0,0,0,0,153,0,0,0,0,0,0,0,16,0,0,0,0
2019,884,141,0,0,0,0,96,0,0,0,0,0,0,0,0,30,0,0,0
2019,877,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2019,911,363,0,0,0,0,363,0,0,0,0,0,0,0,0,33,0,0,0
2019,913,30,0,0,0,0,30,0,0,0,0,0,0,0,19,0,0,0,0
2019,922,87,5,3,9,1,80,5,3,9,1,2,0,0,0,0,0,0,0
2019,923,155,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0
2019,924,46,0,0,0,0,46,0,0,0,0,0,0,20,0,0,0,0,0
2019,947,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
2019,951,51,0,0,0,0,51,0,0,0,0,0,0,0,0,21,0,0,0
2019,1103,123,0,0,0,0,121,0,0,0,0,0,0,0,0,30,0,0,0
2019,972,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
2019,973,51,0,0,2,1,30,0,0,2,1,2,0,0,0,0,15,10,2
2019,974,153,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0
2019,975,103,0,0,0,0,103,0,0,0,0,0,0,0,0,25,0,0,0
2019,960,187,0,0,0,0,187,0,0,0,0,0,0,0,0,40,0,0,0
2019,1028,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2019,976,195,0,0,0,0,179,0,0,0,0,0,0,0,15,35,0,0,0
2019,977,174,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0
2019,1020,22,0,0,0,0,22,0,0,0,0,0,0,0,15,0,0,0,0
2019,994,245,6,3,5,0,238,6,3,5,0,6,0,23,0,0,0,30,0
2019,995,84,0,0,0,0,78,0,0,0,0,0,0,0,0,30,0,0,0
2019,1060,25,0,0,0,0,25,0,0,0,0,0,0,0,35,0,0,0,0
2019,1005,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2019,1061,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2019,1062,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2019,1006,52,0,0,0,0,52,0,0,0,0,0,0,0,20,0,0,0,0
2019,1088,10,0,0,5,0,5,0,0,4,0,0,0,0,0,0,0,0,0
2019,1089,71,2,2,9,0,60,2,2,9,0,3,0,6,0,0,8,0,0
2019,1076,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2019,1078,98,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2019,1033,421,0,0,12,0,358,0,0,12,0,4,0,47,0,0,0,8,0
2019,1035,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2019,1037,40,0,0,0,0,40,0,0,0,0,0,0,0,30,0,0,0,0
2019,1039,60,0,0,0,0,60,0,0,0,0,0,0,0,10,0,0,0,0
2019,1067,209,0,0,0,0,209,0,0,0,0,0,0,0,0,50,0,0,0
2019,1065,224,0,0,0,0,224,0,0,0,0,1,0,0,0,0,0,0,0
2019,1066,96,4,3,9,0,96,4,3,9,0,2,3,6,0,0,0,12,0
2019,1100,109,0,0,0,0,73,0,0,0,0,0,0,0,0,23,0,0,0
2019,1105,245,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0
2019,1107,17,0,0,3,0,17,0,0,3,0,0,0,0,0,0,0,3,3
2019,1111,95,0,0,0,0,95,0,0,0,0,0,0,0,15,0,0,0,0
2019,1121,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
2019,1119,46,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
2019,207,92,2,2,7,0,92,2,2,7,0,4,0,8,0,0,0,0,0
2019,431,160,0,0,1,0,90,0,0,1,0,1,0,2,0,0,0,2,1
2019,387,123,4,2,3,0,110,2,2,3,0,3,0,6,0,0,1,0,0
2019,179,75,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0
2019,606,114,3,2,3,0,108,3,2,3,0,4,1,16,0,0,0,0,0
2019,925,865,28,8,24,1,815,28,8,20,1,15,0,63,49,0,60,0,0
2019,541,103,6,2,5,0,91,6,2,4,0,3,0,1,0,0,0,0,0
2019,797,99,2,2,5,0,98,2,2,4,0,5,0,4,0,0,0,8,0
2019,627,250,8,2,7,0,244,6,2,6,0,3,3,16,0,0,0,6,0
2019,173,330,0,0,0,0,330,0,0,0,0,0,0,0,4,0,0,0,0
2019,636,616,20,3,17,2,475,20,3,17,2,10,0,22,0,18,0,20,3
2019,205,34,0,0,3,0,34,0,0,3,0,1,0,0,0,0,0,0,0
2019,814,20,0,0,1,0,20,0,0,1,0,1,0,0,0,0,0,0,0
2019,881,36,0,0,3,1,36,0,0,3,1,1,0,1,0,0,0,0,3
2019,771,740,22,2,24,2,670,22,2,24,2,7,1,89,0,0,43,0,0
2019,533,58,3,1,3,1,23,2,1,3,1,1,0,1,0,0,4,9,1
2019,447,380,2,1,7,0,54,1,1,7,0,2,0,8,0,0,0,0,1
2019,815,14,0,1,3,0,9,0,0,3,0,1,0,0,0,0,0,0,0
2019,801,476,19,2,12,2,414,16,2,12,2,8,0,39,28,0,12,0,0
2019,800,162,0,0,3,0,84,0,0,5,0,0,0,0,0,0,0,0,0
2019,389,290,2,2,4,0,290,2,2,4,0,2,0,1,0,0,0,8,1
2019,695,319,5,2,12,1,315,5,2,12,1,6,2,43,4,0,0,16,3
2019,1157,1,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0
2019,816,110,3,1,5,0,95,1,1,5,0,1,0,7,0,0,0,10,2
2019,833,110,2,1,5,0,110,2,1,5,0,3,0,5,0,0,9,10,1
2019,870,94,2,2,7,1,60,1,2,7,1,2,0,1,0,0,0,0,0
2019,927,51,1,1,2,0,45,0,1,2,0,1,0,1,0,0,0,0,1
2019,961,435,13,5,14,1,413,13,5,14,1,11,0,40,15,0,0,24,0
2019,962,34,0,0,3,0,18,0,0,3,0,1,0,0,0,0,2,0,3
2019,1079,40,2,1,2,1,13,1,1,2,1,1,0,0,0,0,0,0,0
2019,1101,59,3,2,4,1,39,1,2,4,1,1,1,1,0,0,2,0,0
2019,666,519,25,2,16,1,519,25,2,16,1,5,5,12,0,0,0,23,0
2019,392,128,0,0,0,0,116,0,0,0,0,2,0,0,0,0,0,0,0
2019,790,256,0,0,7,0,252,0,0,6,0,4,0,36,80,0,6,0,0
2019,650,171,2,2,5,0,154,2,2,5,0,3,0,11,0,0,0,9,0
2019,876,258,9,2,10,0,250,9,2,10,0,5,0,20,0,0,0,9,0
2019,944,29,0,0,4,0,15,0,0,4,0,2,0,0,0,0,0,0,0
2019,952,96,12,2,10,0,90,12,2,10,0,3,0,5,0,0,0,0,1
2019,54,85,0,0,0,0,85,0,0,0,0,0,0,0,30,0,0,0,0
2019,367,47,0,0,4,0,19,0,0,3,0,1,0,1,0,0,0,0,0
2019,538,362,8,2,10,0,285,8,2,9,0,5,1,22,12,0,0,19,4
2019,557,118,3,2,5,0,71,3,2,2,0,3,0,15,0,0,0,6,0
2019,653,141,5,2,5,0,119,2,2,5,0,5,2,14,0,0,6,0,0
2019,647,103,2,3,6,0,98,0,3,6,0,4,0,2,0,0,0,6,0
2019,978,564,23,2,13,1,519,22,2,13,1,14,1,18,18,0,0,23,0
2019,996,155,3,1,4,0,78,3,1,4,0,3,0,9,0,0,12,12,0
2019,729,1186,31,8,37,4,1094,31,8,37,4,17,1,89,80,0,28,0,0
2019,182,98,0,1,8,1,98,0,1,8,1,1,0,8,0,0,0,7,1
2019,633,151,4,2,8,1,131,4,2,8,1,2,0,0,0,0,0,24,0
2019,685,242,9,3,7,0,235,9,3,7,0,4,0,12,20,0,12,0,0
2019,683,143,4,2,5,0,129,4,2,5,0,3,0,4,0,0,4,0,0
2019,945,74,2,2,4,0,75,2,2,4,0,3,0,5,0,0,8,0,0
2019,953,4,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2019,1022,24,0,0,2,0,24,0,0,2,0,3,0,2,0,0,0,0,0
2019,1049,18,0,0,2,0,18,0,0,2,0,2,0,2,0,0,0,0,0
2019,1151,117,8,3,7,1,144,8,3,7,1,1,0,8,0,0,8,0,0
2019,794,1349,28,3,33,3,1284,28,3,33,3,8,6,91,25,0,7,0,0
2019,415,56,0,0,4,0,56,0,0,4,0,1,0,24,0,0,0,0,0
2019,592,108,0,1,6,0,96,0,1,6,0,2,0,0,0,0,7,0,0
2019,497,120,0,0,5,1,120,0,0,5,1,2,0,0,0,0,0,0,0
2019,726,457,16,2,12,0,411,16,2,12,0,9,1,28,15,0,0,8,4
2019,272,149,0,0,4,0,121,0,0,4,0,3,0,0,0,0,0,0,0
2019,805,1396,35,3,31,4,1262,35,3,31,4,16,1,43,50,0,0,0,7
2019,64,98,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2019,842,81,0,1,4,0,81,0,1,4,0,3,0,0,0,0,9,0,0
2019,843,78,2,1,3,0,78,2,1,3,0,4,0,4,0,0,3,4,0
2019,1127,143,10,2,10,1,143,9,2,10,1,4,0,3,0,0,0,0,0
2019,1158,114,2,1,14,0,110,2,1,13,0,2,0,13,0,0,0,0,0
2019,803,388,7,2,11,1,384,7,2,9,1,6,2,26,10,0,14,0,0
2019,211,30,0,0,3,0,30,0,0,3,0,3,0,0,0,0,3,3,3
2019,773,368,28,3,11,2,337,28,3,11,2,3,0,24,0,0,0,0,1
2019,424,46,2,1,3,0,46,2,1,3,0,2,0,8,0,0,8,4,1
2019,298,114,5,1,7,1,114,4,1,7,1,6,0,2,0,0,10,0,0
2019,594,28,1,0,3,0,19,0,0,3,0,1,0,0,0,0,14,14,3
2019,237,101,0,0,3,0,101,0,0,3,0,2,0,0,0,25,0,0,0
2019,16,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2019,768,80,1,1,2,0,72,1,1,2,0,2,0,6,0,25,5,0,0
2019,617,155,4,5,6,0,138,4,5,5,0,3,0,10,0,0,0,15,0
2019,297,22,0,1,3,0,22,0,0,3,0,1,0,0,0,0,0,0,0
2019,105,63,0,0,0,0,63,0,0,0,0,0,0,0,0,10,0,0,0
2019,544,136,1,3,3,0,136,1,3,3,0,3,0,10,0,17,10,0,0
2019,804,142,2,4,5,0,117,2,4,5,0,3,0,11,0,0,15,0,0
2019,104,128,0,0,0,0,128,0,0,0,0,0,0,0,50,0,0,0,0
2019,20,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
2019,550,96,0,0,4,0,96,0,0,4,0,6,0,12,0,0,0,14,0
2019,112,24,0,0,0,0,24,0,0,0,0,0,0,0,0,25,0,0,0
2019,818,105,0,0,0,0,105,0,0,0,0,0,0,0,0,19,0,0,0
2019,882,52,0,0,0,0,52,0,0,0,0,0,0,0,0,20,0,0,0
2019,914,131,0,0,0,0,131,0,0,0,0,0,0,0,0,40,0,0,0
2019,928,39,0,0,0,0,39,0,0,0,0,0,0,25,0,0,0,0,0
2019,964,269,4,3,7,0,221,4,3,7,0,3,0,26,0,0,6,0,0
2019,1026,107,0,0,0,0,107,0,0,0,0,0,0,0,0,20,0,0,0
2019,1068,160,0,0,0,0,80,0,0,0,0,0,0,0,0,32,0,0,0
2019,1108,64,2,2,4,0,44,2,2,4,0,2,0,5,0,0,5,0,0
2019,404,104,0,0,2,0,104,0,0,2,0,1,0,0,0,0,0,7,2
2019,270,91,3,3,8,1,91,3,3,8,1,2,0,7,0,0,0,0,0
2019,676,119,4,4,5,0,116,4,4,5,0,4,0,11,0,0,0,15,1
2019,709,187,3,4,7,1,178,3,4,7,1,6,0,18,20,0,11,16,1
2019,754,904,18,4,43,2,862,18,4,43,2,13,0,151,99,0,,31,3
2019,997,50,0,2,2,0,52,0,2,2,0,2,0,2,0,0,10,0,0
2019,1069,22,0,0,1,0,22,0,0,1,0,2,0,2,0,0,6,0,0
2019,1118,73,2,2,9,1,73,1,1,7,1,6,0,6,10,0,5,23,0
2019,1116,495,24,6,27,2,496,24,6,27,2,7,0,117,0,0,0,56,0
2019,734,432,8,1,12,2,339,8,1,12,2,6,2,34,37,12,0,26,0
2019,299,57,0,0,2,0,39,0,0,2,0,1,0,0,0,0,0,3,2
2019,645,40,0,0,1,0,40,0,0,1,0,1,0,0,0,0,0,0,0
2019,17,165,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0
2019,1046,147,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
2019,420,26,0,0,3,0,26,0,0,3,0,4,0,0,0,0,0,0,0
