año,NCODI,camas_instalada,incubadoras_instalada,paritorios_instalada,quirofanos_instalada,salasHemo_instalada,camas_funcionamiento,incubadoras_funcionamiento,paritorios_funcionamiento,quirofanos_funcionamiento,salasHemo_funcionamiento,salas_rx_Hospital,salas_rx_CEP,puesto_HDia_medico,puesto_HDia_psiquiatrico,puesto_HDia_geriatrico,integradasPuestos_HDia_CMA,propiasPuestos_HDia_CMA,propiasQuirofanos_HDia_CMA
2016,302,60,2,1,3,0,60,2,1,3,0,0,0,0,0,0,1,1,1
2016,682,161,0,0,8,0,161,0,0,8,0,1,0,11,0,0,0,0,0
2016,279,181,20,5,9,1,181,20,5,9,1,4,0,10,0,0,0,10,3
2016,282,257,11,3,21,1,257,11,3,21,1,8,0,11,0,0,0,31,4
2016,281,273,8,5,10,1,273,8,4,10,1,3,0,10,0,0,0,15,0
2016,183,30,0,0,3,0,30,0,0,3,0,1,0,0,0,0,0,0,0
2016,610,43,0,0,5,0,43,0,0,5,0,1,0,0,0,0,0,19,0
2016,116,428,0,0,0,0,389,0,0,0,0,0,0,0,0,20,0,0,0
2016,115,50,0,0,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0
2016,114,74,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
2016,119,30,0,0,4,0,30,0,0,4,0,1,0,0,0,0,0,0,0
2016,770,573,13,3,21,1,553,13,3,21,1,16,0,31,18,0,0,9,5
2016,583,130,0,0,4,0,116,0,0,4,0,4,0,23,0,0,0,0,4
2016,136,209,0,0,0,0,172,0,0,0,0,1,0,0,0,46,0,0,0
2016,469,108,2,1,3,0,99,2,1,3,0,2,0,12,0,15,9,9,0
2016,642,202,2,3,5,0,202,2,3,5,0,5,0,7,0,20,0,0,0
2016,674,344,37,6,15,1,314,37,6,15,1,10,1,24,82,0,0,26,5
2016,193,155,0,0,0,0,155,0,0,0,0,1,0,0,0,17,0,0,0
2016,526,332,12,2,9,0,328,12,2,9,0,8,0,34,0,68,0,10,0
2016,698,780,0,0,28,2,649,0,0,28,2,10,0,19,10,0,0,24,0
2016,630,75,3,2,10,0,68,3,2,10,0,3,0,8,0,0,0,0,0
2016,124,140,0,0,0,0,130,0,0,0,0,0,0,0,0,30,0,0,0
2016,364,74,0,0,0,0,68,0,0,0,0,0,0,0,0,35,0,0,0
2016,439,56,4,2,5,0,56,4,2,5,0,2,0,4,0,0,0,0,1
2016,570,488,8,5,17,0,488,8,5,17,0,5,0,57,31,0,0,0,2
2016,123,190,0,0,0,0,153,0,0,0,0,0,0,0,0,58,0,0,0
2016,310,415,0,0,0,0,396,0,0,0,0,0,0,0,55,57,0,0,0
2016,571,129,2,2,5,0,129,2,2,5,0,3,0,16,0,0,0,1,1
2016,296,177,0,0,0,0,177,0,0,0,0,1,0,0,0,22,0,0,0
2016,566,155,4,3,7,0,118,4,3,7,0,3,0,20,20,0,11,0,0
2016,784,712,18,6,16,0,712,18,6,16,0,6,0,109,60,18,0,17,4
2016,102,677,0,0,0,0,677,0,0,0,0,1,0,0,15,20,0,0,0
2016,379,446,0,0,0,0,446,0,0,0,0,0,0,0,104,0,0,0,0
2016,639,246,1,4,5,0,199,1,4,5,0,5,0,6,0,0,0,8,0
2016,457,83,0,0,2,0,74,0,0,2,0,2,0,2,0,0,10,0,0
2016,609,334,10,2,15,2,305,10,2,15,2,13,0,8,10,0,9,0,0
2016,101,82,0,0,0,0,82,0,0,0,0,0,0,0,0,20,0,0,0
2016,454,231,2,1,4,0,228,2,1,4,0,3,0,20,0,0,0,4,1
2016,318,356,0,0,0,0,350,0,0,0,0,0,0,0,20,25,0,0,0
2016,600,181,2,5,8,0,119,2,5,8,0,3,0,20,0,0,0,16,0
2016,545,450,19,3,14,0,326,14,3,14,0,5,0,53,20,33,0,0,0
2016,100,78,0,0,0,0,75,0,0,0,0,0,0,0,0,32,0,0,0
2016,702,384,9,3,15,2,384,9,3,15,2,5,4,22,35,0,0,21,4
2016,778,216,3,5,10,0,197,3,5,8,0,4,0,60,22,0,0,22,3
2016,341,65,1,1,2,0,65,0,0,2,0,2,0,0,0,0,0,0,0
2016,99,103,0,0,0,0,100,0,0,0,0,0,0,0,0,50,0,0,0
2016,767,117,0,0,5,0,117,0,0,5,0,6,0,8,0,0,0,0,0
2016,359,110,0,0,2,0,110,0,0,2,0,2,0,0,0,30,4,8,2
2016,98,104,0,0,0,0,104,0,0,0,0,0,0,0,0,25,0,0,0
2016,132,125,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0
2016,97,122,0,0,0,0,120,0,0,0,0,0,0,0,0,30,0,0,0
2016,103,42,0,0,0,0,41,0,0,0,0,0,0,0,0,20,0,0,0
2016,110,60,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2016,94,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2016,91,60,0,0,0,0,60,0,0,0,0,0,0,0,0,18,0,0,0
2016,664,366,4,2,12,0,336,4,2,12,0,8,0,55,25,0,17,0,0
2016,918,1106,45,6,39,3,1071,45,6,39,3,13,0,158,0,0,0,0,6
2016,92,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2016,95,165,0,0,0,0,165,0,0,0,0,0,0,0,0,24,0,0,0
2016,301,20,0,0,4,0,20,0,0,4,0,1,1,0,0,0,0,0,0
2016,492,120,2,1,6,0,98,2,1,6,0,3,0,17,0,0,0,11,1
2016,811,68,0,1,1,1,68,0,1,1,1,1,0,3,0,0,0,0,0
2016,812,85,0,0,1,0,85,0,0,1,0,0,0,40,0,0,0,0,0
2016,832,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2016,841,12,0,0,0,0,12,0,0,0,0,0,0,0,0,25,0,0,0
2016,856,89,0,0,0,0,89,0,0,0,0,0,0,0,0,30,0,0,0
2016,859,90,0,0,0,0,90,0,0,0,0,0,0,0,25,0,0,0,0
2016,861,40,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2016,880,93,0,0,0,0,92,0,0,0,0,0,0,0,0,40,0,0,0
2016,883,153,0,0,0,0,153,0,0,0,0,0,0,0,16,0,0,0,0
2016,884,141,0,0,0,0,104,0,0,0,0,0,0,0,0,30,0,0,0
2016,877,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2016,911,363,0,0,0,0,363,0,0,0,0,0,0,0,0,33,0,0,0
2016,913,28,0,0,0,0,28,0,0,0,0,0,0,0,20,0,0,0,0
2016,922,87,5,3,8,1,80,5,3,8,1,2,0,0,0,0,0,0,0
2016,923,84,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
2016,924,46,0,0,0,0,46,0,0,0,0,0,0,29,0,0,0,0,0
2016,947,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2016,951,51,0,0,0,0,51,0,0,0,0,0,0,0,0,21,0,0,0
2016,1103,123,0,0,0,0,119,0,0,0,0,0,0,0,0,30,0,0,0
2016,972,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
2016,973,51,0,0,2,1,30,0,0,2,1,2,0,0,0,0,15,10,2
2016,974,153,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0
2016,975,101,0,0,0,0,101,0,0,0,0,0,0,0,0,25,0,0,0
2016,960,191,0,0,0,0,191,0,0,0,0,0,0,0,0,40,0,0,0
2016,1028,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2016,976,147,0,0,0,0,145,0,0,0,0,0,0,0,15,35,0,0,0
2016,977,174,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0
2016,1020,22,0,0,0,0,22,0,0,0,0,0,0,0,15,0,0,0,0
2016,994,245,6,3,5,0,238,6,3,5,0,6,0,23,0,0,0,30,0
2016,995,84,0,0,0,0,76,0,0,0,0,0,0,0,0,30,0,0,0
2016,1060,25,0,0,0,0,25,0,0,0,0,0,0,0,35,0,0,0,0
2016,1005,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2016,1061,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2016,1006,52,0,0,0,0,52,0,0,0,0,0,0,0,20,0,0,0,0
2016,1088,10,0,0,5,0,5,0,0,4,0,0,0,0,0,0,0,4,4
2016,1089,106,0,0,9,0,66,0,0,6,0,3,0,6,0,0,8,0,0
2016,1076,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2016,1078,98,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2016,1033,421,0,0,12,0,358,0,0,12,0,3,0,47,0,0,0,0,0
2016,1037,35,0,0,0,0,35,0,0,0,0,0,0,0,30,0,0,0,0
2016,1039,50,0,0,0,0,50,0,0,0,0,0,0,0,80,0,0,0,0
2016,1067,220,0,0,0,0,199,0,0,0,0,0,0,0,0,50,0,0,0
2016,1065,228,0,0,0,0,228,0,0,0,0,1,0,0,0,0,0,0,0
2016,1066,96,4,3,9,0,96,4,3,9,0,2,3,6,0,0,0,12,0
2016,1100,109,0,0,0,0,73,0,0,0,0,0,0,0,0,30,0,0,0
2016,1105,245,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0
2016,1107,17,0,0,3,0,17,0,0,3,0,0,0,0,0,0,0,3,3
2016,1111,100,0,0,0,0,100,0,0,0,0,0,0,0,25,0,0,0,0
2016,1121,51,0,0,0,0,51,0,0,0,0,0,0,0,0,21,0,0,0
2016,207,116,2,1,7,0,93,2,1,7,0,4,0,8,0,0,0,0,0
2016,431,160,0,0,1,0,71,0,0,1,0,1,0,2,0,0,,2,1
2016,387,123,4,2,3,0,110,2,2,3,0,3,0,6,0,0,1,0,0
2016,179,75,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0
2016,606,114,3,2,3,0,105,3,2,3,0,4,1,16,0,0,0,0,0
2016,925,865,28,8,24,1,810,28,8,19,1,15,0,58,49,0,35,0,0
2016,541,107,6,2,4,0,89,6,2,4,0,3,0,1,0,0,0,0,0
2016,797,102,2,2,5,0,102,2,2,5,0,4,0,4,0,0,0,9,0
2016,627,250,6,2,7,0,231,5,2,6,0,3,3,16,0,0,0,6,0
2016,173,330,0,0,0,0,330,0,0,0,0,0,0,0,4,0,0,0,0
2016,636,520,20,3,17,2,467,20,3,17,2,11,0,22,0,18,0,17,3
2016,205,33,0,0,3,0,33,0,0,3,0,1,0,0,0,0,0,0,0
2016,814,20,0,0,1,0,20,0,0,1,0,1,0,0,0,0,0,0,0
2016,881,34,2,1,3,1,34,2,1,3,1,1,0,0,0,0,0,0,0
2016,771,716,46,2,25,2,652,46,2,25,2,10,3,85,0,0,41,0,0
2016,533,48,5,1,1,1,33,3,1,1,1,1,0,1,0,0,4,0,1
2016,447,380,3,1,7,0,54,1,1,7,0,2,0,8,0,0,0,0,1
2016,815,14,0,1,3,0,14,0,0,3,0,1,0,0,0,0,0,0,0
2016,801,486,23,2,8,1,439,23,2,8,1,8,3,25,0,0,8,4,2
2016,800,126,0,0,5,0,106,0,0,5,0,2,0,0,0,0,0,0,1
2016,389,290,3,2,4,0,290,3,2,4,0,2,0,0,0,0,0,8,0
2016,695,411,10,3,7,1,381,10,3,7,1,7,2,36,0,0,4,12,3
2016,816,126,2,1,4,0,89,1,1,4,0,1,0,7,0,0,0,10,2
2016,833,110,2,1,5,0,110,2,1,5,0,3,0,5,0,0,9,10,1
2016,870,94,2,2,6,1,60,1,2,6,1,2,0,1,0,0,0,0,0
2016,927,51,1,1,2,0,45,0,1,2,0,1,0,1,0,0,0,0,1
2016,961,445,11,3,12,0,433,11,3,12,0,9,4,40,0,0,0,22,0
2016,962,40,0,0,3,1,30,0,0,3,1,1,0,0,0,0,2,0,3
2016,1079,40,2,1,2,1,12,2,1,2,1,1,0,0,0,0,0,0,0
2016,1101,69,3,1,3,0,69,3,1,3,0,1,0,2,0,0,5,3,1
2016,666,574,25,2,16,1,558,25,2,16,1,5,5,12,0,0,0,30,0
2016,392,130,0,0,0,0,122,0,0,0,0,2,0,0,0,0,0,0,0
2016,790,256,0,0,7,0,251,0,0,6,0,4,0,36,80,0,6,0,0
2016,650,152,2,2,5,0,152,2,2,5,0,3,0,14,0,0,0,8,0
2016,876,258,9,2,10,0,244,9,2,10,0,5,0,17,0,0,0,9,0
2016,944,28,0,0,4,0,15,0,0,4,0,2,0,0,0,0,0,0,0
2016,952,116,12,2,10,0,104,12,2,10,0,3,0,5,0,0,0,0,1
2016,54,87,0,0,0,0,87,0,0,0,0,0,0,0,30,0,0,0,0
2016,367,55,0,0,4,0,14,0,0,3,0,1,0,1,0,0,0,6,0
2016,538,343,8,2,10,0,267,7,2,8,0,5,1,22,12,0,0,19,3
2016,557,118,3,2,5,0,81,3,2,2,0,3,0,13,0,0,0,6,0
2016,653,139,5,2,5,0,136,2,2,4,0,5,2,14,0,0,6,0,0
2016,647,103,2,2,6,0,97,2,2,6,0,8,0,2,0,0,0,6,0
2016,978,564,23,2,13,1,535,22,2,13,1,14,1,18,20,0,0,23,0
2016,996,155,3,1,4,0,72,3,1,4,0,3,0,9,0,0,12,12,0
2016,729,1177,40,8,35,4,1099,40,8,35,4,19,1,73,80,0,32,0,5
2016,182,135,5,1,7,1,135,5,1,7,1,3,0,0,0,0,0,9,1
2016,633,169,2,2,8,1,147,2,2,8,1,2,0,0,0,0,0,24,0
2016,685,240,9,3,6,0,230,9,3,6,0,3,0,12,20,0,12,0,0
2016,683,148,6,3,5,0,144,6,3,5,0,3,0,4,0,0,4,0,0
2016,945,77,4,2,4,0,35,3,2,4,0,1,0,0,0,0,0,8,0
2016,953,4,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2016,1022,24,0,0,2,0,20,0,0,2,0,2,0,0,0,0,0,0,0
2016,1049,32,0,0,2,0,4,0,0,1,0,1,0,0,0,0,0,0,0
2016,794,1333,28,3,30,3,1285,28,3,30,3,10,6,87,25,0,7,0,0
2016,415,56,0,0,4,0,56,0,0,4,0,1,0,24,0,0,0,0,0
2016,592,108,0,1,6,0,96,0,1,6,0,2,0,0,0,0,0,0,0
2016,497,120,0,0,5,1,120,0,0,5,1,2,0,0,0,0,0,0,0
2016,458,144,9,2,9,1,144,9,2,9,1,4,0,0,0,0,0,0,0
2016,726,439,16,2,12,0,399,16,2,12,0,9,1,28,15,0,0,8,4
2016,272,185,0,0,4,0,150,0,0,4,0,3,0,0,0,0,0,0,0
2016,805,1395,34,3,31,3,1268,34,3,31,3,16,1,35,50,8,0,0,5
2016,5,70,0,0,8,0,35,0,0,7,0,1,0,5,0,0,10,0,0
2016,234,91,6,1,6,0,91,6,1,6,0,1,0,5,0,0,0,0,0
2016,64,98,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2016,842,81,0,1,4,0,80,0,1,4,0,3,0,0,0,0,9,0,0
2016,843,78,2,1,3,0,78,2,1,3,0,4,0,4,0,0,3,4,0
2016,803,395,7,2,11,0,377,7,2,9,0,6,2,23,10,0,14,0,0
2016,211,60,0,0,3,0,60,0,0,3,0,3,0,0,0,0,3,3,3
2016,773,368,28,3,11,1,313,28,3,11,1,3,0,21,0,0,0,0,1
2016,424,45,2,1,3,0,45,2,1,3,0,1,0,6,0,0,6,4,1
2016,298,114,4,1,7,1,114,4,1,7,1,6,0,2,0,0,10,0,0
2016,594,28,1,0,3,0,19,0,0,3,0,1,0,0,0,0,14,14,2
2016,237,101,0,0,3,0,101,0,0,3,0,2,0,0,0,25,0,0,0
2016,16,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2016,768,80,1,1,2,0,72,1,1,2,0,2,0,6,0,25,5,0,0
2016,617,152,3,5,6,0,146,3,5,5,0,3,0,10,0,0,0,15,0
2016,297,42,1,1,3,0,42,1,1,3,0,1,0,0,0,0,0,0,0
2016,105,63,0,0,0,0,63,0,0,0,0,0,0,0,0,10,0,0,0
2016,544,136,1,3,3,0,136,1,3,3,0,3,0,0,0,17,20,0,0
2016,804,142,2,4,5,0,117,2,4,5,0,3,0,11,0,0,15,0,0
2016,104,114,0,0,0,0,114,0,0,0,0,0,0,0,50,0,0,0,0
2016,20,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
2016,550,80,0,0,4,0,80,0,0,4,0,6,0,9,0,0,0,14,0
2016,112,24,0,0,0,0,24,0,0,0,0,0,0,0,0,25,0,0,0
2016,818,105,0,0,0,0,105,0,0,0,0,0,0,0,0,19,0,0,0
2016,882,128,0,0,0,0,128,0,0,0,0,0,0,0,0,30,0,0,0
2016,914,126,0,0,0,0,126,0,0,0,0,0,0,0,0,40,0,0,0
2016,928,36,0,0,0,0,36,0,0,0,0,0,0,25,0,0,0,0,0
2016,964,264,4,3,5,0,220,4,3,5,0,3,0,26,0,0,6,0,0
2016,1026,100,0,0,0,0,100,0,0,0,0,0,0,0,0,20,0,0,0
2016,1068,160,0,0,0,0,80,0,0,0,0,0,0,0,0,32,0,0,0
2016,1108,64,2,2,4,0,40,2,2,4,0,3,0,5,0,0,5,0,0
2016,404,120,0,0,2,0,120,0,0,2,0,1,0,0,0,0,0,7,2
2016,270,91,1,2,8,1,91,1,2,8,1,2,0,7,0,0,0,0,0
2016,676,147,7,2,5,0,119,7,2,5,0,7,0,11,0,0,0,15,1
2016,709,191,3,4,7,0,178,3,4,7,0,4,0,17,20,0,11,16,1
2016,754,1486,37,10,71,3,1372,37,10,71,3,23,0,204,85,0,55,60,25
2016,997,46,2,2,2,0,22,2,2,2,0,2,0,2,0,0,8,0,0
2016,1069,22,0,0,1,0,18,0,0,1,0,1,0,2,0,0,7,0,0
2016,1118,73,2,2,9,1,73,1,1,7,1,6,0,6,10,0,5,23,0
2016,734,432,8,1,12,2,357,8,1,12,2,6,2,34,37,12,0,26,0
2016,299,57,0,0,2,0,57,0,0,2,0,1,0,0,0,0,0,3,2
2016,645,40,0,0,1,0,40,0,0,1,0,1,0,1,0,0,1,1,1
2016,17,165,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0
2016,1046,147,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0
2016,420,29,0,0,3,0,29,0,0,3,0,4,0,0,0,0,0,0,0
2016,802,102,0,0,0,0,102,0,0,0,0,1,0,0,0,0,0,0,0
2016,266,149,2,1,10,2,149,2,1,10,2,2,1,18,0,0,0,18,0
2016,137,38,0,0,4,0,38,0,0,4,0,2,0,0,0,0,0,0,4
2016,769,75,0,0,4,0,39,0,0,3,0,2,0,16,0,0,0,0,0
2016,776,96,1,0,4,0,96,1,0,4,0,3,2,7,0,0,8,4,1
2016,640,105,1,3,6,0,75,1,3,5,0,3,0,4,0,0,8,0,0
2016,315,460,0,0,0,0,449,0,0,0,0,0,0,0,20,20,0,0,0
