año,NCODI,biopsias_hosp,biopsias_CEP,necropsias_hosp,angio_hosp,angio_CEP,densiometrias_hosp,densiometrias_CEP,gamma_hosp,gamma_CEP,mamo_hosp,mamo_CEP,pet_hosp,pet_CEP,resonancia_hosp,resonancia_CEP,rx_hosp,rx_CEP,spect_hosp,spect_CEP,tac_hosp,tac_CEP,Colonosopia,Broncoscopia,ERCP
2020,526,14537,0,14,0,0,0,0,0,0,9970,0,0,0,6802,0,84196,0,0,0,13105,0,2066,294,110
2020,698,32832,0,93,2126,0,5622,0,8918,0,9335,0,8460,0,23114,0,140797,0,0,0,60851,0,4663,1733,643
2020,630,3939,0,1,0,0,0,0,0,0,3756,0,0,0,3083,0,28510,0,0,0,7537,0,1331,0,0
2020,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,439,0,0,0,0,0,0,0,0,0,912,0,0,0,0,0,25317,0,0,0,2371,0,0,0,0
2020,570,17027,0,20,0,0,0,0,0,0,2948,0,0,0,7883,0,79703,0,0,0,17905,0,2690,409,190
2020,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,571,0,0,0,24,0,0,0,0,0,6052,0,0,0,3758,0,48273,0,0,0,7174,0,2854,45,0
2020,296,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,4746,0,0,0,0,0,0,0,0
2020,566,5319,0,0,0,0,0,0,0,0,8087,0,0,0,5936,0,49929,0,0,0,11156,0,1970,137,0
2020,784,16077,0,77,0,0,0,0,6977,0,20873,0,2289,0,16491,0,119911,0,0,0,33189,0,3417,377,205
2020,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0
2020,639,12815,0,35,24,0,314,0,0,0,4212,0,0,0,3458,0,0,0,0,0,9024,0,1912,128,0
2020,457,1548,0,0,0,0,0,0,0,0,2178,0,0,0,0,0,20155,0,0,0,2708,0,693,0,0
2020,609,16703,0,9,658,0,2053,0,0,0,7754,0,0,0,17763,0,62840,0,1378,0,14186,0,3468,217,55
2020,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,454,9918,0,8,0,0,0,0,0,0,1683,0,0,0,7137,0,33081,0,0,0,10556,0,2116,73,82
2020,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,600,4717,0,4,0,0,871,0,0,0,5020,0,0,0,0,0,59861,0,0,0,8493,0,2601,176,0
2020,545,9968,0,18,1192,0,459,0,0,0,8182,0,0,0,4655,0,66040,0,0,0,11234,0,2485,172,113
2020,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,702,16168,0,36,117,0,0,0,0,0,13197,0,0,0,13287,0,133037,0,0,0,23673,0,2403,466,311
2020,778,7882,0,10,0,0,0,0,0,0,6605,0,0,0,4451,0,38878,0,0,0,10438,0,3888,142,0
2020,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13005,0,0,0,0,0,102,60,42
2020,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,767,0,0,0,0,0,0,0,0,0,5405,0,0,0,5112,0,46730,0,0,0,5708,0,3422,115,0
2020,359,0,0,0,0,0,539,0,0,0,3996,0,0,0,0,0,15960,0,0,0,0,0,0,0,0
2020,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,664,12169,0,31,251,0,0,0,0,0,2087,0,0,0,7259,0,78480,0,0,0,13920,0,3469,255,136
2020,918,34424,0,204,2513,0,5391,0,8652,0,12654,0,5064,0,42564,0,177250,0,2292,0,98731,0,3797,2178,302
2020,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4123,381,0,0,0,0,228,0,0
2020,492,0,0,0,0,0,0,0,0,0,7155,0,0,0,0,0,35921,0,0,0,6249,0,1580,49,0
2020,811,0,0,0,0,0,0,0,0,0,0,3464,0,0,0,3239,0,1835,0,0,0,1215,1396,14,3
2020,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,922,8291,0,0,0,0,2160,0,0,0,4096,0,0,0,7569,0,20886,0,0,0,8242,0,4952,140,0
2020,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,973,2044,0,0,19,0,0,0,0,0,798,0,0,0,16402,0,13693,0,0,0,4850,0,911,1,0
2020,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,994,0,0,0,0,0,0,0,0,0,5536,0,0,0,3779,0,40205,0,0,0,8285,0,2090,83,0
2020,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,168,0,0
2020,1089,2950,0,1,0,0,695,0,0,0,24,0,0,0,7344,0,21743,0,0,0,4454,0,672,6,0
2020,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1033,13136,0,10,0,0,0,0,0,0,1217,0,0,0,8558,0,60716,0,0,0,19965,0,3329,594,217
2020,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0
2020,1066,0,0,0,0,0,0,989,0,0,1895,1452,0,0,7030,2074,9821,4925,0,0,5257,0,6943,82,52
2020,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,207,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,9,0
2020,431,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751,0,0,0,0,0,0,0,0
2020,387,2851,0,3,0,0,0,0,0,0,2872,0,0,0,0,0,25262,0,0,0,4979,0,823,0,0
2020,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0
2020,606,2183,0,7,0,0,0,0,0,0,1759,888,0,0,0,0,21780,2373,0,0,3998,0,869,0,0
2020,925,12867,0,32,3246,0,1536,0,5264,0,4715,0,0,0,10277,0,116921,0,0,0,20116,0,3547,485,237
2020,541,1418,0,0,0,0,0,0,0,0,1748,0,0,0,0,0,20860,0,0,0,4135,0,767,0,0
2020,797,2004,0,0,0,0,0,0,0,0,1494,0,0,0,0,0,25601,0,0,0,5105,0,341,0,0
2020,627,7599,0,0,0,0,0,0,0,0,1570,0,0,0,2616,0,42151,13633,0,0,9075,0,1665,138,98
2020,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,636,10678,0,9,0,0,0,0,2418,0,7188,0,0,0,6239,0,89480,0,485,0,17077,0,2290,947,190
2020,205,0,0,0,0,0,0,0,0,0,322,0,0,0,738,0,6176,0,0,0,373,0,915,0,0
2020,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4753,0,0,0,0,0,243,0,0
2020,881,1130,0,0,0,0,0,0,0,0,507,0,0,0,0,0,10909,0,0,0,0,0,94,13,0
2020,771,18470,0,29,761,,0,,6183,,5352,0,2965,,18174,,189840,14797,2264,,26229,,3833,531,
2020,533,869,0,0,0,0,0,0,0,0,169,0,0,0,0,0,6287,0,0,0,0,0,356,0,0
2020,447,3083,0,0,0,0,0,0,0,0,74,0,0,0,1153,0,14800,0,0,0,928,0,255,0,9
2020,815,433,0,0,29,0,189,0,0,0,523,0,0,0,2880,0,11897,0,0,0,1169,0,264,0,0
2020,801,15083,0,7,,,5859,,,,28931,0,,,6858,,235615,0,,,22565,,5986,411,
2020,800,5353,0,0,0,0,0,0,0,0,235,0,0,0,84,0,3830,0,0,0,279,0,1569,0,0
2020,389,3325,0,0,0,0,0,0,0,0,585,0,0,0,3573,0,60574,0,0,0,4749,0,1115,34,71
2020,695,12218,0,3,592,,759,,,,5948,0,,,7034,,91640,36840,,,16444,,3934,385,
2020,1157,1401,0,0,,,,,,,3219,0,,,,,25320,0,,,935,,874,809,
2020,1163,2000,0,0,0,0,0,0,0,0,19,0,0,0,0,0,25,0,0,0,0,0,160,0,0
2020,816,2516,0,0,0,0,0,0,0,0,2657,0,0,0,1909,0,45100,0,0,0,3727,0,771,24,0
2020,833,3116,0,2,0,0,0,0,0,0,4046,0,0,0,2509,0,63971,0,0,0,5150,0,1144,9,63
2020,870,5528,0,0,0,0,599,0,0,0,1174,0,0,0,6514,0,20655,0,0,0,6484,0,1101,28,30
2020,927,1905,0,0,0,0,0,0,0,0,602,0,0,0,7132,0,10068,0,0,0,0,0,3122,0,0
