año,NCODI,pacienteTot_hospDom,visitaTot_hospDom
2020,1119,0,0
2020,207,240,503
2020,431,0,0
2020,387,0,0
2020,179,0,0
2020,606,0,0
2020,925,1172,16928
2020,541,0,0
2020,797,0,0
2020,627,0,0
2020,173,0,0
2020,636,0,0
2020,205,0,0
2020,814,0,0
2020,881,0,0
2020,771,195,0
2020,533,0,0
2020,447,0,0
2020,815,0,0
2020,801,0,0
2020,800,0,0
2020,389,0,0
2020,695,0,0
2020,1157,0,0
2020,1163,0,0
2020,816,0,0
2020,833,0,0
2020,870,0,0
2020,927,0,0
2020,961,0,0
2020,962,0,0
2020,1079,0,0
2020,1101,0,0
2020,666,3173,22619
2020,392,0,0
2020,790,0,0
2020,650,1293,11569
2020,876,1201,10761
2020,944,0,0
2020,952,0,0
2020,54,0,0
2020,367,0,0
2020,538,0,0
2020,557,0,0
2020,653,0,0
2020,647,0,0
2020,978,58,1130
2020,996,0,0
2020,729,0,0
2020,182,0,0
2020,633,0,0
2020,685,0,0
2020,683,0,0
2020,945,0,0
2020,953,0,0
2020,1022,0,0
2020,1049,0,0
2020,1151,0,0
2020,794,1076,18713
2020,415,24,291
2020,592,0,0
2020,497,0,0
2020,726,138,3688
2020,272,0,0
2020,805,759,29458
2020,64,0,0
2020,842,294,5686
2020,843,117,2251
2020,1127,48,1440
2020,1158,0,0
2020,803,0,0
2020,211,0,0
2020,773,0,0
2020,424,0,0
2020,298,0,0
2020,594,0,0
2020,237,0,0
2020,16,0,0
2020,768,0,0
2020,617,0,0
2020,297,0,0
2020,105,0,0
2020,544,0,0
2020,804,0,0
2020,104,0,0
2020,20,0,0
2020,550,413,4121
2020,112,0,0
2020,818,0,0
2020,882,0,0
2020,914,0,0
2020,928,0,0
2020,964,0,0
2020,1026,0,0
2020,1068,0,0
2020,1108,0,0
2020,404,15,417
2020,270,0,0
2020,676,0,0
2020,709,0,0
2020,754,0,0
2020,997,0,0
2020,1069,0,0
2020,1118,0,0
2020,1116,0,0
2020,734,0,0
2020,299,0,0
2020,1046,0,0
2020,420,0,0
2020,802,0,0
2020,266,0,0
2020,769,0,0
2020,776,688,5305
2020,640,849,7246
2020,315,0,0
2020,40,0,0
2020,508,373,4883
2020,46,0,0
2020,590,1615,8610
2020,777,1736,11697
2020,897,1831,11649
2020,965,0,0
2020,671,0,0
2020,376,0,0
2020,621,0,0
2020,793,500,50
2020,1102,0,0
2020,1147,0,0
2020,712,0,0
2020,32,0,0
2020,361,0,0
2020,486,0,0
2020,595,0,0
2020,433,0,0
2020,1058,0,0
2020,261,0,0
2020,730,0,0
2020,577,0,0
2020,788,0,0
2020,865,0,0
2020,979,0,0
2020,998,0,0
2020,1072,0,0
2020,221,0,0
2020,506,0,0
2020,727,676,4002
2020,355,0,0
2020,487,0,0
2020,938,0,0
2020,999,0,0
2020,798,2030,20833
2020,504,0,0
2020,247,0,0
2020,216,0,0
2020,65,0,0
2020,472,57,320
2020,427,0,0
2020,491,0,0
2020,551,0,0
2020,106,0,0
2020,819,0,0
2020,836,0,0
2020,915,0,0
2020,942,0,0
2020,1140,0,0
2020,748,1595,22133
2020,198,0,0
2020,871,616,8579
2020,948,0,0
2020,1051,0,0
2020,1083,0,0
2020,1096,0,0
2020,1159,0,0
2020,679,814,9565
2020,176,0,0
2020,537,0,0
2020,608,211,8221
2020,596,340,4044
2020,749,0,0
2020,758,208,412
2020,1104,1088,11144
2020,567,0,0
2020,677,0,0
2020,670,688,26643
2020,588,577,3243
2020,753,1282,15252
2020,887,0,0
2020,245,0,0
2020,603,0,0
2020,426,0,0
2020,232,0,0
2020,288,0,0
2020,246,0,0
2020,284,0,0
2020,18,0,0
2020,356,0,0
2020,401,0,0
2020,733,0,0
2020,243,0,0
2020,380,0,0
2020,716,0,0
2020,534,0,0
2020,185,0,0
2020,258,0,0
2020,505,0,0
2020,268,0,0
2020,602,0,0
2020,254,0,0
2020,705,0,0
2020,133,0,0
2020,33,0,0
2020,143,0,0
2020,36,0,0
2020,756,0,0
2020,662,136,5153
2020,192,0,0
2020,382,0,0
2020,322,0,0
2020,478,0,0
2020,352,0,0
2020,628,0,0
2020,495,0,0
2020,845,326,4638
2020,498,0,0
2020,314,0,0
2020,720,0,0
2020,721,0,0
2020,485,0,0
2020,273,0,0
2020,846,0,0
2020,847,0,0
2020,848,0,0
2020,916,0,0
2020,930,0,0
2020,954,150,1564
2020,943,180,365
2020,949,138,1284
2020,980,0,0
2020,981,0,0
2020,1024,0,0
2020,1017,74,846
2020,1000,0,0
2020,1018,272,3037
2020,1001,0,0
2020,1007,359,3355
2020,1008,0,0
2020,1010,0,0
2020,1011,0,0
2020,1012,0,0
2020,1013,0,0
2020,1041,0,0
2020,1073,1761,10977
2020,1087,0,0
2020,1109,0,0
2020,1110,0,0
2020,1112,0,0
2020,1156,0,0
2020,1155,0,0
2020,1148,0,0
2020,1126,688,9453
2020,1160,0,0
2020,1152,0,0
2020,789,0,0
2020,326,0,0
2020,442,0,0
2020,294,0,0
2020,378,0,0
2020,402,0,0
2020,29,0,0
2020,450,0,0
2020,656,0,0
2020,333,0,0
2020,684,0,0
2020,422,0,0
2020,763,0,0
2020,741,0,0
2020,553,0,0
2020,899,0,0
2020,900,0,0
2020,950,0,0
2020,966,0,0
2020,967,1457,3730
2020,982,0,0
2020,1080,0,0
2020,1074,0,0
2020,1084,0,0
2020,1113,0,0
2020,1137,0,0
2020,1142,0,0
2020,722,356,2262
2020,660,161,1507
2020,75,80,2200
2020,249,0,0
2020,227,0,0
2020,150,0,0
2020,47,0,0
2020,172,0,0
2020,581,0,0
2020,120,0,0
2020,445,0,0
2020,471,0,0
2020,53,0,0
2020,199,0,0
2020,575,0,0
2020,528,0,0
2020,631,0,0
2020,699,0,0
2020,823,0,0
2020,849,0,0
2020,869,0,0
2020,955,0,0
2020,983,0,0
2020,1002,0,0
2020,1015,246,3476
2020,1153,0,0
2020,51,0,0
2020,441,933,3636
2020,327,0,0
2020,690,0,0
2020,262,0,0
2020,403,0,0
2020,312,0,0
2020,589,443,0
2020,665,981,0
2020,334,0,0
2020,1075,4127,17075
2020,751,824,11766
2020,186,0,0
2020,646,69,138
2020,536,2,4
2020,242,0,0
2020,490,0,0
2020,500,0,0
2020,206,0,0
2020,58,0,0
2020,572,590,29754
2020,180,0,0
2020,549,0,0
2020,582,0,0
2020,743,346,7395
2020,795,0,0
2020,269,4,10
2020,634,0,0
2020,1,0,0
2020,717,0,0
2020,373,0,0
2020,824,0,0
2020,888,0,0
2020,902,0,0
2020,968,0,0
2020,1154,0,0
2020,1130,0,0
2020,1141,0,0
2020,1145,0,0
2020,1122,0,0
2020,1133,0,0
2020,346,0,0
2020,27,0,0
2020,165,0,0
2020,956,103,753
2020,149,0,0
2020,612,0,0
2020,559,0,0
2020,7,0,0
2020,283,0,0
2020,37,0,0
2020,153,0,0
2020,547,106,1328
2020,397,0,0
2020,556,28,28
2020,42,0,0
2020,31,0,0
2020,740,452,4468
2020,217,0,0
2020,863,0,0
2020,889,1483,14898
2020,984,0,0
2020,1106,0,0
2020,1146,0,0
2020,34,0,0
2020,791,0,0
2020,430,0,0
2020,715,1049,10749
2020,524,0,0
2020,432,0,0
2020,19,0,0
2020,25,0,0
2020,26,0,0
2020,890,336,3841
2020,904,293,1882
2020,957,1079,9184
2020,939,0,0
2020,236,0,0
2020,735,723,2704
2020,363,0,0
2020,187,0,0
2020,295,0,0
2020,496,0,0
2020,391,0,0
2020,240,0,0
2020,448,139,592
2020,425,0,0
2020,300,15,21
2020,339,0,0
2020,874,38,380
2020,905,524,4455
2020,1123,0,0
2020,736,1857,27669
2020,459,0,0
2020,320,0,0
2020,45,0,0
2020,618,456,23382
2020,463,599,3814
2020,891,0,0
2020,958,0,0
2020,244,0,0
2020,28,0,0
2020,444,0,0
2020,479,0,0
2020,285,0,0
2020,253,0,0
2020,481,0,0
2020,540,0,0
2020,332,0,0
2020,41,0,0
2020,510,0,0
2020,305,0,0
2020,708,0,0
2020,755,24740,0
2020,750,0,0
2020,696,0,0
2020,421,0,0
2020,827,0,0
2020,933,0,0
2020,1030,0,0
2020,1003,0,0
2020,1050,0,0
2020,1043,0,0
2020,1128,0,0
2020,1125,6,6
2020,1135,0,0
2020,1164,0,0
2020,1165,0,0
2020,934,0,0
2020,629,1070,12530
2020,21,0,0
2020,615,0,0
2020,626,0,0
2020,417,0,0
2020,597,0,0
2020,539,414,4637
2020,343,0,0
2020,135,0,0
2020,158,0,0
2020,775,285,2405
2020,177,566,1895
2020,578,0,0
2020,416,0,0
2020,561,287,2416
2020,62,0,0
2020,828,0,0
2020,860,0,0
2020,935,0,0
2020,936,0,0
2020,986,0,0
2020,987,0,0
2020,1021,0,0
2020,1085,0,0
2020,658,0,0
2020,353,0,0
2020,323,0,0
2020,620,370,3700
2020,384,0,0
2020,554,0,0
2020,209,0,0
2020,707,120,621
2020,395,0,0
2020,969,0,0
2020,1052,0,0
2020,739,6167,41543
2020,613,1948,11728
2020,593,837,2736
2020,704,1895,19666
2020,686,1100,11042
2020,257,0,0
2020,681,431,10903
2020,286,0,0
2020,255,0,0
2020,79,0,0
2020,81,0,0
2020,688,766,11521
2020,531,1633,10677
2020,514,382,2612
2020,499,0,0
2020,532,1790,16185
2020,190,0,0
2020,598,0,0
2020,260,0,0
2020,838,0,0
2020,839,0,0
2020,851,0,0
2020,852,2259,60358
2020,988,0,0
2020,1056,1152,8087
2020,1044,0,0
2020,1114,852,2072
2020,1129,0,0
2020,644,639,4013
2020,752,1489,11247
2020,238,0,0
2020,325,0,0
2020,622,0,0
2020,879,0,0
2020,906,0,0
2020,370,0,0
2020,418,0,0
2020,574,0,0
2020,399,0,0
2020,195,0,0
2020,783,4482,23334
2020,263,0,0
2020,194,0,0
2020,214,0,0
2020,785,3656,16899
2020,780,0,0
2020,782,1959,8473
2020,369,0,0
2020,713,316,1223
2020,941,0,0
2020,1091,387,18005
2020,1045,0,0
2020,1086,0,0
2020,1149,448,2436
2020,937,205,5997
2020,1004,0,0
2020,737,0,0
2020,765,0,0
2020,329,236,2614
2020,87,0,0
2020,527,0,0
2020,562,0,0
2020,251,0,0
2020,129,0,0
2020,154,894,2559
2020,516,0,0
2020,184,0,0
2020,652,0,0
2020,637,0,0
2020,88,0,0
2020,907,0,0
2020,970,0,0
2020,1019,0,0
2020,1016,0,0
2020,1161,0,0
2020,1047,0,0
2020,635,0,0
