año,NCODI,altas_particular,estancias_particular,sesionHdia_particular,consulta_particular,cma_particular,urge_particular,hospDom_particular,altas_AsegPriv,estancias_AsegPriv,sesionHdia_AsegPriv,consulta_AsegPriv,cma_AsegPriv,urge_AsegPriv,hospDom_AsegPriv,altas_sns,estancias_sns,sesionHdia_sns,consulta_sns,cma_sns,urge_sns,hospDom_sns,altas_MutuaFun,estancias_MutuaFun,sesionHdia_MutuaFun,consulta_MutuaFun,cma_MutuaFun,urge_MutuaFun,hospDom_MutuaFun,altas_otrEntiPublica,estancias_otrEntiPublica,sesionHdia_otrEntiPublica,consulta_otrEntiPublica,cma_otrEntiPublica,urge_otrEntiPublica,hospDom_otrEntiPublica,altas_MATEPSS,estancias_MATEPSS,sesionHdia_MATEPSS,consulta_MATEPSS,cma_MATEPSS,urge_MATEPSS,hospDom_MATEPSS,altas_convIntern,estancias_conveInter,sesionHdia_conveInter,consulta_conveInter,cma_conveInter,urge_conveInter,hospDom_conveInter,altas_AccTrafic,estancias_AccTrafic,sesionHdia_AccTrafic,consulta_AccTrafic,cma_AccTrafic,urge_AccTrafic,hospDom_AccTrafic,otroRegimen,altas_otroRegim,estancias_otroRegim,sesionHdia_otroRegim,consulta_otroRegim,cma_otroRegim,urge_otroRegim,hospDom_otroRegim,total_altas,total_estancias,total_sesionHdia,total_consulta,total_cma,total_urgencias,total_hospDom
2020,276,879,2357,246,33342,571,539,0,13628,52247,6683,357664,6803,62431,0,135,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,14642,56098,6929,391006,7374,62970,0
2020,11,227,852,15,638,59,47,0,6508,29423,1278,20488,715,12752,0,325,3689,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,3783,0,0,230,52,0,0,0,0,0,0,0,0,161,1682,0,8782,7,34,0,"Otros",0,0,0,0,0,0,0,8464,39429,1293,29908,1011,12906,0
2020,302,39,62,0,5118,0,105,0,1593,3929,0,106660,0,20345,0,26,325,0,0,0,0,0,176,476,0,12446,0,2284,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,398,0,45,0,"Otros",0,0,0,0,0,0,0,1834,4792,0,124622,0,22846,0
2020,682,131,226,7,54,76,101,0,121,1705,29,682,91,139,0,2534,16109,9205,93174,2750,16149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,5,24,0,507,1,303,0,"Otros",0,0,0,0,0,0,0,2791,18064,9241,94417,2918,16740,0
2020,279,636,1434,38,503,669,1258,0,12208,47730,3238,15323,6419,67271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,114,0,120,786,23,57,26,221,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,12966,49953,3299,15885,7114,68864,0
2020,282,1527,3606,176,2155,481,770,0,15654,64302,6071,35714,2959,59970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,17181,67908,6247,37869,3440,60740,0
2020,281,166,451,0,277,500,205,0,11596,67091,7021,1518,5417,38027,389,112,378,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,11874,67920,7021,1795,5943,38234,389
2020,183,631,1124,0,10319,236,483,0,434,660,0,7472,209,719,0,68,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,1133,1857,0,17791,445,1202,0
2020,610,220,304,0,21132,1890,3012,0,320,414,0,39742,1992,5036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,51,0,9322,894,1958,0,4,6,0,206,35,29,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,560,775,0,70402,4811,10035,0
2020,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3470,127314,4655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,3470,127314,4655,0,0,0,0
2020,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,16247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,82,16247,0,0,0,0,0
2020,114,2,423,0,0,0,0,0,0,0,0,0,0,0,0,58,25724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,60,26147,0,0,0,0,0
2020,119,1264,2247,0,23486,0,49,0,23,26,0,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,1287,2273,0,25233,0,49,0
2020,770,20,176,7,159,3,73,0,85,746,44,972,16,326,0,21953,192310,21508,466941,7744,101902,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,591,6,250,3,381,0,0,0,0,0,0,0,0,55,483,1,12,0,1124,0,"Otros",0,0,0,0,0,0,0,22181,194306,21566,468334,7766,103806,1709
2020,583,1,3,1,214,12,10,0,10,159,66,2847,0,191,0,4346,23886,5155,102523,2529,37151,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,401,0,0,0,0,0,0,0,0,14,97,0,3414,3,682,0,"Otros",0,0,0,0,0,0,0,4371,24145,5222,109185,2544,38435,236
2020,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896,61009,4211,2650,0,0,258,0,0,0,0,0,0,0,50,1916,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,693,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,1956,63618,4839,2650,0,0,258
2020,469,1,1,25,93,1,37,0,57,235,103,1262,25,452,0,2919,25045,2551,31271,1663,19739,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,18,51,5,304,0,0,0,0,0,0,0,0,13,234,102,506,5,193,0,"Otros",0,0,0,0,0,0,0,2997,25530,2799,33183,1699,20725,32
2020,642,7,9,0,54,0,50,0,23,50,0,120,0,283,0,8494,59240,2433,112925,1452,37090,813,0,0,0,0,0,0,0,0,0,1558,7987,0,0,0,0,0,0,4,0,285,0,0,0,0,0,0,0,0,7,10,0,1581,0,489,0,"Otros",0,0,0,0,0,0,0,8531,59309,3991,122671,1452,38197,813
2020,674,513,2146,2554,14453,568,392,0,500,2384,287,5693,58,712,0,16678,80189,26352,272762,5644,98556,383,58,332,128,646,7,194,0,31,317,95,101,11,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,222,0,561,3,208,0,"Otros",0,0,0,0,0,0,0,17822,85590,29416,294216,6291,100373,383
2020,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,44978,915,126,0,0,0,48,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,272,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,1553,46374,915,126,0,0,0
2020,526,132,133,2,157,64,75,0,688,1319,46,861,53,416,0,18416,85140,22210,255655,6184,74751,395,118,517,2,153,10,446,0,0,0,0,0,0,0,0,30,186,0,920,16,1348,0,0,0,0,0,0,0,0,117,486,2,4569,16,1515,0,"Otros",0,0,0,0,0,0,0,19501,87781,22262,262315,6343,78551,395
2020,698,4,17,2,285,0,137,0,43,521,10,61,0,100,0,25006,204958,23938,330787,6885,85556,669,0,0,0,0,0,0,0,0,0,1,38,1,0,0,54,545,0,109,2,988,0,55,56,3,79,1,232,0,205,1745,0,0,0,649,0,"Otros",0,0,0,0,0,0,0,25367,207842,23954,331359,6889,87662,669
2020,630,0,0,0,0,0,1,0,0,0,1,11,0,6,0,3485,17560,5219,128977,4893,52653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,130,0,0,0,0,0,0,0,0,0,0,0,2298,2,287,0,"Otros",0,0,0,0,0,0,0,3485,17560,5220,131290,4895,53077,0
2020,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,39147,4539,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,602,39147,4539,323,0,0,0
2020,364,90,2494,0,0,0,0,0,0,0,0,0,0,0,0,538,20754,3897,1372,0,0,1,0,0,0,0,0,0,0,18,655,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,647,24033,4457,1372,0,0,1
2020,439,344,475,4,9921,298,150,0,1707,6002,102,49937,662,19688,0,242,3126,0,537,305,151,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,32,85,0,743,17,362,0,0,0,0,0,0,0,0,49,1421,0,4739,7,151,0,"Otros",0,0,0,0,0,0,0,2374,11109,106,65888,1289,20507,0
2020,570,22,70,0,18,4,54,0,637,2262,51,453,15,1548,0,18558,133855,27635,360549,3676,69149,588,0,0,0,0,0,0,0,2,6,0,5116,0,8,0,23,54,0,8,1,868,0,0,0,0,0,0,0,0,37,150,0,4,0,978,0,"Otros",0,0,0,0,0,0,0,19279,136397,27686,366148,3696,72605,588
2020,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,54648,3009,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,1452,54648,3009,1100,0,0,0
2020,310,0,0,0,0,0,0,0,5,29,0,0,0,0,0,2180,129641,17263,9158,0,3181,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,2186,129707,17263,9158,0,3181,430
2020,571,6,17,710,891,34,32,0,63,207,6,2919,24,236,0,6913,34577,6327,121129,2245,40653,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,0,415,0,0,0,0,0,0,0,0,18,75,0,1924,2,768,0,"Otros",0,0,0,0,0,0,0,7003,34884,7043,126869,2305,42104,185
2020,296,87,16379,247,1268,0,21,0,0,0,0,28045,0,3529,0,1241,36131,2221,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,287,0,0,0,223,0,0,0,0,0,0,0,0,1,366,0,13,0,0,0,"Otros",0,0,0,0,0,0,0,1331,53163,2468,29345,0,3773,0
2020,566,0,0,0,0,0,0,0,0,0,0,366,0,944,0,6140,42472,18984,185016,4547,50587,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,"Otros",0,0,0,0,0,0,0,6140,42472,18984,185382,4547,52248,175
2020,784,8,40,3,588,0,66,0,6,24,5,73,0,142,0,30445,253359,56165,450240,9368,101389,1351,18,104,2,5,0,30,0,1,4,0,62376,0,0,0,43,243,22,637,0,383,0,14,76,0,24,0,99,0,141,1168,0,5376,16,1335,0,"Otros",0,0,0,0,0,0,0,30676,255018,56197,519319,9384,103444,1351
2020,102,1,369,0,0,0,0,0,0,0,0,0,0,0,0,1278,197928,5725,5725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,1279,198297,5725,5725,0,0,0
2020,639,1,2,0,0,0,14,0,13,15,0,46,0,133,0,9376,63251,9270,146976,3663,57625,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,1,0,414,0,0,0,0,0,0,0,0,38,165,0,617,0,734,0,"Otros",0,0,0,0,0,0,0,9430,63443,9270,147640,3663,58920,633
2020,457,22,25,0,588,15,35,0,190,473,0,13499,160,257,0,2992,17761,1829,36021,988,20597,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,410,0,0,0,0,0,0,0,0,6,24,0,568,3,288,0,"Otros",0,0,0,0,0,0,0,3210,18283,1829,50683,1166,21587,144
2020,609,285,1103,13,6021,92,586,0,13430,64818,1997,395801,3713,85507,0,2252,17641,0,11762,1144,306,0,1237,8273,357,14515,319,5580,0,0,0,0,0,0,0,0,99,675,0,1284,120,1685,0,3,30,0,6,0,8,0,22,179,0,3349,7,365,0,"Otros",0,0,0,0,0,0,0,17328,92719,2367,432738,5395,94037,0
2020,101,18,2652,169,0,0,0,0,0,0,0,0,0,0,0,418,25460,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,436,28112,1810,0,0,0,0
2020,454,11,81,0,52,1,326,0,93,572,0,257,2,576,0,9521,79529,4907,111241,649,37216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,0,5,0,413,0,0,0,0,89,0,304,0,69,549,0,2785,3,599,0,"Otros",0,0,0,672,0,0,0,9701,80770,4907,115101,655,39434,0
2020,318,0,0,0,40,0,16,0,0,0,0,0,0,0,0,1670,109839,4518,11382,0,493,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,1670,109839,4518,11422,0,509,56
2020,600,0,0,0,0,1,0,0,7,21,0,5266,0,76,0,6548,37436,12146,119880,3668,46161,163,0,0,0,0,0,0,0,0,0,0,5818,0,0,0,0,0,0,63,0,179,0,0,0,0,0,0,0,0,42,293,0,6954,0,460,0,"Otros",0,0,0,0,0,0,0,6597,37750,12146,137981,3669,46876,163
