año,NCODI,due_cTotal,matronas_cTotal,oDueEspeciali_cTotal,fisioterapeutas_cTotal,terapeutas_cTotal,logopedas_cTotal,oSaniMedio_cTotal,gMedioSani_cTotal,gSuperiorSani_cTotal,tecSani_cTotal,restSani_cTotal2,due_cMujeres,matronas_cMujeres,oDueEspeciali_cMujeres,fisioterapeutas_cMujeres,terapeutas_cMujeres,logopedas_cMujeres,oSaniMedio_cMujeres,gMedioSani_cMujeres,gSuperiorSani_cMujeres,tecSani_cMujeres,restSani_cMujeres2,due_pTotal,matronas_pTotal,oDueEspeciali_pTotal,fisioterapeutas_pTotal,terapeutas_pTotal,logopedas_pTotal,oSaniMedio_pTotal,gMedioSani_pTotal,gSuperiorSani_pTotal,tecSani_pTotal,restSani_pTotal2,due_pMujeres,matronas_pMujeres,oDueEspeciali_pMujeres,fisioterapeutas_pMujeres,terapeutas_pMujeres,logopedas_pMujeres,oSaniMedio_pMujeres,gMedioSani_pMujeres,gSuperiorSani_pMujeres,tecSani_pMujeres,restSani_pMujeres2,due_colabTotal,matronas_colabTotal,oDueEspeciali_colabTotal,fisioterapeutas_colabTotal,terapeutas_colabTotal,logopedas_colabTotal,oSaniMedio_colabTotal,gMedioSani_colabTotal,gSuperiorSani_colabTotal,tecSani_colabTotal,restSani_colabTotal2,due_colabMujeres,matronas_colabMujeres,oDueEspeciali_colabMujeres,fisioterapeutas_colabMujeres,terapeutas_colabMujeres,logopedas_colabMujeres,oSaniMedio_colabMujeres,gMedioSani_colabMujeres,gSuperiorSani_colabMujeres,tecSani_colabMujeres,restSani_colabMujeres2,direccion_cTotal,trabSocial_cTotal,perOficio_cTotal,administrativos_cTotal,oNoSani_cTotal,direccion_cMujeres,trabSocial_cMujeres,perOficio_cMujeres,administrativos_cMujeres,oNoSani_cMujeres,direccion_pTotal,trabSocial_pTotal,perOficio_pTotal,administrativos_pTotal,oNoSani_pTotal,direccion_pMujeres,trabSocial_pMujeres,perOficio_pMujeres,administrativos_pMujeres,oNoSani_pMujeres,direccion_colabTotal,trabSocial_colabTotal,perOficio_colabTotal,administrativos_colabTotal,oNoSani_colabTotal,direccion_colabMujeres,trabSocial_colabMujeres,perOficio_colabMujeres,administrativos_colabMujeres,oNoSani_colabMujeres
2020,946,50,2,0,7,0,0,0,54,23,77,0,40,2,0,4,0,0,0,40,12,52,0,12,1,0,0,0,0,0,3,2,5,0,10,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,0,2,2,0,2,0,33,38,3,0,0,21,33,0,0,0,4,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
2020,1023,263,9,0,9,0,1,0,201,26,227,0,202,7,0,4,0,1,0,173,20,193,0,79,6,1,3,0,0,0,36,17,53,0,61,5,1,3,0,0,0,34,14,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,82,60,3,2,0,65,12,8,0,0,59,7,5,0,0,42,2,,0,0,0,0,0,0,0,0,0
2020,1054,419,12,1,5,1,1,33,106,18,124,0,349,11,0,1,0,1,26,29,8,37,0,35,2,0,1,0,0,4,5,1,6,0,34,2,0,1,0,0,2,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,83,0,8,1,0,68,0,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2020,1057,66,0,0,6,3,2,0,63,7,70,0,58,0,0,2,3,2,0,61,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,23,28,31,1,2,6,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1031,2,0,0,1,1,0,0,4,0,4,0,0,0,0,0,1,0,0,4,0,4,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1032,249,7,2,9,0,2,0,177,28,205,0,213,6,2,7,0,2,0,156,18,174,0,89,13,3,6,0,0,0,38,16,54,0,73,11,1,4,0,0,0,37,13,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,56,55,1,2,0,43,6,8,0,0,58,0,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0
2020,1064,54,0,0,5,0,0,0,54,28,82,0,38,0,0,3,0,0,0,48,17,65,0,18,6,0,0,0,0,0,8,2,10,0,16,5,0,0,0,0,0,7,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,41,9,3,0,0,26,4,0,0,0,3,3,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
2020,226,47,0,0,1,0,0,1,72,6,78,0,44,0,0,1,0,0,0,55,3,58,0,1,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,5,0,5,0,16,6,0,6,1,4,14,0,1,1,0,2,3,0,5,1,4,9,0,0,0,0,6,0,7,20,54,3,0,2,14,46,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2020,113,89,0,20,0,1,0,0,155,0,155,0,80,0,17,0,1,0,0,145,0,145,0,18,0,2,0,1,0,0,25,0,25,0,17,0,2,0,1,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,82,27,17,4,7,60,21,15,0,0,16,3,5,0,0,12,3,3,0,0,0,0,0,0,0,0,0,0
2020,619,45,0,0,9,0,0,0,40,12,52,0,35,0,0,5,0,0,0,24,9,33,0,2,0,0,1,0,0,0,6,1,7,0,2,0,0,1,0,0,0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,33,24,2,0,0,28,17,0,0,1,4,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0
2020,163,11,0,0,0,0,0,0,13,4,17,0,10,0,0,0,0,0,0,10,4,14,0,5,0,0,0,0,0,0,4,3,7,0,4,0,0,0,0,0,0,4,3,7,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,17,2,4,0,0,17,1,3,0,0,7,0,3,0,0,7,0,0,0,0,2,0,0,0,0,2,0
2020,131,6,0,0,1,1,0,0,26,0,26,0,4,0,0,1,1,0,0,22,0,22,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,1,0,1,1,9,1,0,0,0,5,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
2020,375,40,0,0,4,0,0,0,38,5,43,0,39,0,0,4,0,0,0,34,5,39,0,9,0,0,3,0,0,0,4,1,5,0,8,0,0,2,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,13,15,0,0,32,11,8,0,0,7,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
2020,1090,1181,29,13,76,2,0,10,811,250,1061,0,1054,28,11,59,1,0,9,735,210,945,0,311,8,3,26,4,0,1,188,33,221,0,296,7,3,25,3,0,0,179,25,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,309,436,415,22,9,178,375,266,1,1,43,30,25,1,1,29,27,13,0,0,0,0,0,0,0,0,0,0
2020,764,1176,36,4,34,9,2,3,721,192,913,0,1012,32,3,24,9,2,3,686,167,853,0,168,6,0,2,1,0,0,44,18,62,0,146,6,0,2,1,0,0,41,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,14,87,270,446,17,13,8,213,280,0,0,17,16,23,0,0,8,16,14,0,0,0,0,0,0,0,0,0,0
2020,14,35,0,0,0,0,0,0,28,1,29,3,33,0,0,0,0,0,0,20,0,20,1,9,0,0,0,0,0,0,7,0,7,1,7,0,0,0,0,0,0,4,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,22,0,1,0,0,21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,657,184,9,0,8,0,0,0,161,31,192,0,145,7,0,6,0,0,0,154,26,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,13,56,69,4,2,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,591,623,18,1,14,1,0,1,502,94,596,0,515,18,1,8,1,0,1,484,85,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,7,182,191,11,5,3,135,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,586,557,17,7,24,1,0,0,434,85,519,0,475,15,6,16,1,0,0,413,73,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,20,119,153,6,1,4,94,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,453,96,0,0,7,2,1,0,88,4,92,0,76,0,0,5,2,1,0,84,3,87,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,21,38,2,2,9,14,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,145,3,0,0,1,0,0,0,10,0,10,0,2,0,0,1,0,0,0,9,0,9,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,18,2,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0
2020,511,340,13,0,13,0,0,3,230,58,288,0,263,13,0,9,0,0,3,208,52,260,0,18,5,0,0,0,0,0,4,1,5,0,14,5,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,17,120,106,11,3,10,91,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,530,322,13,0,13,1,0,0,338,48,386,0,261,9,0,11,1,0,0,284,41,325,0,33,0,0,1,0,0,0,4,3,7,0,31,0,0,1,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,11,99,101,14,1,2,75,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,23,0,0,3,0,0,0,53,9,62,0,23,0,0,0,0,0,0,39,7,46,0,37,4,0,5,0,0,0,11,5,16,0,33,4,0,2,0,0,0,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,26,15,1,0,0,23,15,0,0,0,16,2,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0
2020,161,9,0,0,0,6,0,2,21,0,21,1,4,0,0,0,3,0,1,17,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,22,37,144,2,2,16,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,623,737,30,4,22,0,0,0,492,123,615,8,590,25,3,16,0,0,0,444,96,540,7,16,2,0,0,0,0,0,2,1,3,0,15,2,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,9,144,249,7,16,0,116,120,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,687,275,15,2,7,1,0,0,195,65,260,0,230,13,2,4,0,0,0,184,51,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,37,19,171,14,2,31,8,138,,,,,,,,,,,,,,,,,,,,
2020,745,1055,38,13,26,7,0,0,751,211,962,0,876,30,10,19,6,0,0,678,164,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,10,214,72,586,25,10,157,46,392,,,,,,,,,,,,,,,,,,,,
2020,109,44,7,0,5,0,0,0,74,14,88,0,34,3,0,3,0,0,0,59,6,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,41,49,13,0,0,35,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,808,417,31,0,21,0,0,0,384,167,551,0,326,27,0,14,0,0,0,349,129,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,121,145,19,0,0,90,96,,,,,,,,,,,,,,,,,,,,
2020,971,69,0,0,7,0,0,0,51,1,52,0,51,0,0,3,0,0,0,42,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,22,28,3,0,0,17,13,,,,,,,,,,,,,,,,,,,,
2020,128,17,0,0,4,0,0,0,18,3,21,0,15,0,0,3,0,0,0,16,2,18,0,4,0,0,1,0,0,0,1,0,1,0,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,7,5,0,0,7,5,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020,919,474,13,22,9,2,0,0,365,94,459,0,424,12,19,8,2,0,0,345,82,427,0,42,0,1,0,0,0,0,12,5,17,0,40,0,1,0,0,0,0,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,16,107,268,5,3,1,75,186,0,0,0,1,7,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0
2020,1150,9,0,0,1,2,0,0,15,0,15,0,7,0,0,1,1,0,0,12,0,12,0,0,0,0,0,0,1,0,5,0,5,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,15,0,2,2,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,725,1065,44,16,36,1,3,0,962,225,1187,0,871,40,15,27,1,3,0,919,175,1094,0,77,3,0,0,0,0,0,32,9,41,0,70,3,0,0,0,0,0,31,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,274,272,635,3,5,196,200,349,0,0,3,4,2,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0
2020,3,13,0,0,0,1,0,0,32,0,32,8,13,0,0,0,1,0,0,32,0,32,4,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,4,1,0,1,6,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,306,23,0,0,0,2,0,0,154,0,154,4,19,0,0,0,2,0,0,139,0,139,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,19,3,105,6,3,4,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,15,6,0,0,2,0,0,0,8,1,9,0,6,0,0,2,0,0,0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,264,45,0,0,0,0,0,0,41,0,41,0,41,0,0,0,0,0,0,37,0,37,0,6,0,0,1,0,0,0,7,0,7,0,6,0,0,0,0,0,0,7,0,7,0,8,6,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,3,0,1,27,11,1,0,0,21,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2020,867,7,0,0,0,0,0,0,7,1,8,0,6,0,0,0,0,0,0,7,1,8,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,1,0,0,0,0,4,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0
2020,910,242,9,5,5,0,0,0,191,58,249,1,206,6,5,3,0,0,0,183,50,233,0,35,0,1,4,0,0,0,26,6,32,0,31,0,1,3,0,0,0,26,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,49,99,128,6,2,24,79,73,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,1053,378,12,0,8,0,0,0,280,73,353,0,327,9,0,6,0,0,0,268,60,328,0,44,0,0,0,0,0,0,24,0,24,0,44,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,93,103,123,3,3,55,91,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1055,510,20,11,7,0,1,3,399,84,483,0,452,16,9,5,0,1,0,380,65,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,37,164,275,17,3,6,111,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1081,8,0,0,9,7,3,0,19,0,19,0,8,0,0,8,5,2,0,17,0,17,0,3,0,0,1,0,0,0,6,0,6,0,2,0,0,1,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,2,0,1,1,8,1,0,0,0,4,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2020,1115,6,0,0,2,0,0,0,7,1,8,0,4,0,0,0,0,0,0,7,1,8,0,5,0,0,0,0,0,0,7,2,9,0,3,0,0,0,0,0,0,7,1,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,7,0,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2020,529,61,0,1,9,5,2,0,74,1,75,0,52,0,1,7,5,2,0,65,1,66,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,36,9,9,0,3,23,9,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,345,32,0,21,1,5,0,2,134,0,134,0,27,0,16,1,4,0,1,108,0,108,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,43,22,39,0,6,21,18,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,515,29,0,0,12,0,0,0,48,0,48,0,27,0,0,6,0,0,0,40,0,40,0,2,0,0,3,0,0,0,5,0,5,0,2,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,9,36,12,0,1,3,28,9,0,0,1,5,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
2020,174,12,0,0,1,0,0,0,21,0,21,0,10,0,0,0,0,0,0,19,0,19,0,2,0,0,2,1,0,0,4,0,4,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,15,9,10,0,1,14,8,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020,523,88,0,0,21,9,6,0,144,1,145,0,77,0,0,14,9,6,0,128,1,129,0,6,0,0,25,1,1,0,3,0,3,0,3,0,0,15,1,1,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,60,21,1,5,2,46,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
