año,NCODI,camas_instalada,incubadoras_instalada,paritorios_instalada,quirofanos_instalada,salasHemo_instalada,camas_funcionamiento,incubadoras_funcionamiento,paritorios_funcionamiento,quirofanos_funcionamiento,salasHemo_funcionamiento,salas_rx_Hospital,salas_rx_CEP,puesto_HDia_medico,puesto_HDia_psiquiatrico,puesto_HDia_geriatrico,integradasPuestos_HDia_CMA,propiasPuestos_HDia_CMA,propiasQuirofanos_HDia_CMA
2020,174,73,0,0,3,0,53,0,0,3,0,0,0,0,0,0,0,0,0
2020,523,197,0,0,3,0,197,0,0,3,0,2,0,0,0,25,0,0,0
2020,697,193,9,3,6,1,193,9,3,6,1,5,0,1,0,0,1,1,1
2020,239,191,0,0,5,1,57,0,0,4,1,3,0,3,0,0,5,0,0
2020,287,291,4,3,11,1,291,4,3,11,1,6,0,1,0,16,0,0,0
2020,377,106,0,0,0,0,80,0,0,0,0,1,0,0,0,0,0,0,0
2020,692,382,8,5,8,1,328,8,5,4,1,3,0,26,15,0,0,11,0
2020,435,39,0,1,3,1,39,0,1,3,1,1,0,0,0,0,0,0,0
2020,423,41,3,1,2,0,36,2,1,2,0,2,0,1,0,0,2,3,2
2020,351,85,0,0,3,0,58,0,0,3,0,2,0,0,0,0,3,2,1
2020,810,15,0,1,1,0,10,0,1,1,0,1,0,0,0,0,1,1,0
2020,830,224,6,2,8,0,224,6,2,8,0,3,0,7,1,0,10,0,2
2020,892,423,19,6,15,0,357,7,6,15,0,5,0,29,24,0,0,31,15
2020,921,169,4,4,9,1,169,4,4,9,1,2,0,1,0,0,6,6,0
2020,991,12,0,1,1,0,12,0,1,1,0,1,0,3,0,0,0,0,0
2020,992,170,6,1,6,0,166,2,1,6,0,4,0,7,15,0,0,12,1
2020,993,142,5,3,6,0,129,5,3,6,0,2,1,28,13,0,0,12,2
2020,1070,897,30,6,27,3,720,25,6,20,3,8,0,43,40,0,0,0,7
2020,1095,70,0,0,2,0,38,0,0,2,0,1,0,0,0,0,0,0,0
2020,1094,34,0,0,4,0,19,0,0,4,0,1,0,0,0,0,0,4,4
2020,1124,15,0,0,3,0,7,0,0,3,0,1,0,0,0,0,5,10,3
2020,473,66,31,7,6,0,66,31,7,6,0,1,0,1,0,0,0,0,4
2020,663,425,9,6,11,1,421,9,6,11,1,4,2,53,13,0,7,0,0
2020,552,188,0,0,6,0,91,0,0,6,0,4,0,16,0,0,14,0,0
2020,772,694,0,0,26,2,694,0,0,26,2,19,0,70,56,50,0,6,0
2020,568,63,0,0,4,0,51,0,0,4,0,2,0,0,0,0,0,6,0
2020,398,123,0,0,5,0,100,0,0,5,0,2,0,0,0,0,0,0,0
2020,394,55,0,0,2,0,29,0,0,2,0,2,0,0,0,0,0,0,0
2020,614,22,0,0,2,0,14,0,0,2,0,0,0,0,0,0,0,7,0
2020,235,32,0,0,4,0,24,0,0,3,0,1,0,0,0,0,0,0,0
2020,616,90,0,0,6,0,63,0,0,6,0,4,0,19,0,0,0,16,0
2020,267,155,3,2,10,1,155,3,2,10,1,3,0,4,0,0,0,6,2
2020,565,168,0,0,5,0,168,0,0,5,0,1,0,14,15,0,0,22,0
2020,220,105,3,3,9,0,94,3,3,9,0,3,0,16,0,0,0,0,0
2020,278,160,6,3,8,0,160,6,3,8,0,0,0,0,0,0,0,0,0
2020,107,112,0,0,0,0,112,0,0,0,0,0,0,0,15,55,0,0,0
2020,711,623,17,3,25,3,609,16,3,25,3,8,0,93,42,0,0,0,0
2020,204,116,0,0,0,0,116,0,0,0,0,1,0,0,0,22,0,0,0
2020,348,152,0,0,2,0,123,0,0,2,0,1,0,70,0,0,0,0,0
2020,766,116,0,0,8,0,110,0,0,8,0,5,0,8,0,0,0,0,0
2020,761,386,0,0,0,0,386,0,0,0,0,0,0,0,25,60,0,0,0
2020,728,334,0,0,22,0,286,0,0,22,0,6,0,12,35,0,0,17,4
2020,280,152,12,4,11,1,152,12,4,11,1,5,0,13,0,0,0,16,3
2020,222,44,0,0,6,0,44,0,0,6,0,1,0,1,0,0,0,0,0
2020,276,202,10,3,15,1,202,10,3,15,1,2,0,16,0,0,17,0,0
2020,11,166,0,0,10,1,166,0,0,10,1,4,0,14,0,0,0,0,0
2020,302,30,2,1,3,0,30,2,1,3,0,0,0,0,0,0,0,0,0
2020,682,161,0,0,8,0,161,0,0,8,0,1,0,11,0,0,0,0,0
2020,279,181,20,5,14,1,181,20,5,14,1,4,0,10,0,0,0,10,4
2020,282,265,11,3,22,3,265,11,3,22,3,8,0,11,0,0,0,31,4
2020,281,270,8,5,10,1,270,8,4,10,1,3,0,10,0,0,0,15,0
2020,183,30,0,0,3,0,30,0,0,3,0,1,0,6,0,0,0,0,0
2020,610,20,0,0,5,0,20,0,0,5,0,0,0,0,0,0,19,20,5
2020,116,427,0,0,0,0,395,0,0,0,0,0,0,0,0,20,0,0,0
2020,115,50,0,0,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0
2020,114,74,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
2020,119,30,0,0,4,0,30,0,0,4,0,1,0,0,0,0,0,0,0
2020,770,867,25,3,24,2,867,15,3,24,2,17,0,47,10,0,0,13,4
2020,583,130,0,0,4,0,116,0,0,4,0,4,0,23,0,0,0,0,4
2020,136,209,0,0,0,0,209,0,0,0,0,1,0,0,0,46,0,0,0
2020,469,108,2,1,3,1,101,2,1,3,1,2,0,12,0,15,9,9,0
2020,642,228,2,2,5,0,228,2,2,5,0,8,0,8,0,20,0,14,0
2020,674,365,37,6,16,1,343,37,6,16,1,10,1,24,74,0,0,26,5
2020,193,149,0,0,0,0,149,0,0,0,0,1,0,0,0,17,0,0,0
2020,526,300,10,3,9,0,300,4,3,9,0,8,0,40,0,70,0,10,0
2020,698,759,0,0,33,2,714,0,0,33,2,10,0,41,10,0,0,24,7
2020,630,81,3,2,10,0,68,3,2,10,0,4,0,8,0,0,0,11,0
2020,124,123,0,0,0,0,123,0,0,0,0,0,0,0,0,40,0,0,0
2020,364,74,0,0,0,0,68,0,0,0,0,0,0,0,0,35,0,0,0
2020,439,60,4,2,5,0,60,4,2,5,0,2,0,4,0,0,0,0,1
2020,570,499,8,5,17,0,499,8,5,17,0,5,0,61,31,0,0,0,2
2020,123,191,0,0,0,0,154,0,0,0,0,0,0,0,0,58,0,0,0
2020,310,426,0,0,0,0,426,0,0,0,0,0,0,0,55,55,0,0,0
2020,571,137,2,2,5,0,137,1,2,5,0,3,0,16,0,0,0,1,1
2020,296,177,0,0,0,0,177,0,0,0,0,1,0,0,0,20,0,0,0
2020,566,170,4,3,8,0,118,4,3,7,0,3,0,20,20,0,11,0,0
2020,784,806,18,6,19,0,806,18,6,19,0,7,0,109,60,18,0,17,4
2020,102,647,0,0,0,0,647,0,0,0,0,1,0,0,16,20,0,0,0
2020,639,256,1,5,7,0,213,1,5,7,0,0,0,6,0,0,0,8,0
2020,457,78,0,0,2,0,68,0,0,2,0,2,0,2,0,0,10,0,0
2020,609,348,22,2,15,2,312,14,2,15,2,17,0,8,0,0,9,0,0
2020,101,82,0,0,0,0,82,0,0,0,0,0,0,0,0,20,0,0,0
2020,454,236,2,1,4,0,233,1,1,4,0,3,0,20,0,0,0,4,1
2020,318,356,0,0,0,0,342,0,0,0,0,0,0,0,20,25,0,0,0
2020,600,177,2,5,8,0,138,2,5,8,0,3,0,20,0,0,0,16,0
2020,545,465,7,4,14,0,361,7,4,14,0,5,0,56,20,33,0,0,0
2020,100,78,0,0,0,0,75,0,0,0,0,0,0,0,0,32,0,0,0
2020,702,399,8,6,18,2,390,8,6,18,2,8,0,36,50,0,0,0,0
2020,778,266,3,5,10,0,200,3,5,8,0,2,0,60,22,0,0,22,3
2020,341,65,0,0,2,0,65,0,0,2,0,2,0,0,0,0,0,0,0
2020,99,103,0,0,0,0,100,0,0,0,0,0,0,0,0,50,0,0,0
2020,767,123,0,0,5,0,123,0,0,5,0,6,0,8,0,0,0,0,0
2020,359,110,0,0,2,0,110,0,0,2,0,2,0,0,0,30,4,8,2
2020,98,114,0,0,0,0,111,0,0,0,0,0,0,0,0,25,0,0,0
2020,132,121,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0
2020,97,124,0,0,0,0,120,0,0,0,0,0,0,0,0,30,0,0,0
2020,103,41,0,0,0,0,40,0,0,0,0,0,0,0,0,20,0,0,0
2020,110,101,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0
2020,94,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2020,91,75,0,0,0,0,75,0,0,0,0,0,0,0,0,20,0,0,0
2020,664,373,3,2,13,0,373,3,2,13,0,8,0,55,25,0,17,0,0
2020,918,1270,45,6,39,3,1106,45,6,39,3,9,0,159,0,0,0,0,6
2020,92,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2020,95,167,0,0,0,0,167,0,0,0,0,0,0,0,0,23,0,0,0
2020,301,20,0,0,4,0,20,0,0,4,0,2,1,3,0,0,0,0,0
2020,492,120,2,1,6,0,99,2,1,5,0,3,0,17,0,0,0,11,1
2020,811,68,1,1,1,1,68,1,1,1,1,0,1,3,0,0,0,0,0
2020,812,85,0,0,1,0,85,0,0,1,0,0,0,40,0,0,0,0,0
2020,832,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2020,841,12,0,0,0,0,12,0,0,0,0,0,0,0,0,19,0,0,0
2020,856,115,0,0,0,0,84,0,0,0,0,0,0,0,0,30,0,0,0
2020,859,90,0,0,0,0,90,0,0,0,0,0,0,0,20,0,0,0,0
2020,861,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
2020,880,93,0,0,0,0,88,0,0,0,0,0,0,0,0,40,0,0,0
2020,883,153,0,0,0,0,153,0,0,0,0,0,0,0,16,0,0,0,0
2020,884,141,0,0,0,0,96,0,0,0,0,0,0,0,0,30,0,0,0
2020,877,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2020,911,366,0,0,0,0,366,0,0,0,0,0,0,0,0,33,0,0,0
2020,913,30,0,0,0,0,30,0,0,0,0,0,0,0,19,0,0,0,0
2020,922,87,5,3,9,1,85,5,3,9,1,2,0,0,0,0,15,2,2
2020,923,155,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0
2020,924,46,0,0,0,0,46,0,0,0,0,0,0,20,0,0,0,0,0
2020,947,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
2020,951,51,0,0,0,0,51,0,0,0,0,0,0,0,0,21,0,0,0
2020,1103,123,0,0,0,0,121,0,0,0,0,0,0,0,0,30,0,0,0
2020,972,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
2020,973,51,0,0,2,1,30,0,0,2,1,2,0,0,0,0,15,10,2
2020,974,153,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0
2020,975,103,0,0,0,0,103,0,0,0,0,0,0,0,0,25,0,0,0
2020,960,187,0,0,0,0,187,0,0,0,0,0,0,0,0,40,0,0,0
2020,1028,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2020,976,195,0,0,0,0,175,0,0,0,0,0,0,0,15,35,0,0,0
2020,977,174,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0
2020,1020,22,0,0,0,0,22,0,0,0,0,0,0,0,15,0,0,0,0
2020,994,245,6,3,5,0,238,6,3,5,0,6,0,23,0,0,0,30,0
2020,995,84,0,0,0,0,78,0,0,0,0,0,0,0,0,30,0,0,0
2020,1060,25,0,0,0,0,25,0,0,0,0,0,0,0,35,0,0,0,0
2020,1005,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2020,1061,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2020,1062,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2020,1006,52,0,0,0,0,52,0,0,0,0,0,0,0,20,0,0,0,0
2020,1088,10,0,0,3,0,10,0,0,3,0,1,0,10,0,0,10,8,3
2020,1089,73,2,2,9,0,62,2,2,9,0,3,0,6,0,0,0,8,0
2020,1076,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2020,1078,98,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2020,1033,421,0,0,12,0,358,0,0,12,0,4,0,47,0,0,0,8,0
2020,1037,35,0,0,0,0,35,0,0,0,0,0,0,0,30,0,0,0,0
2020,1039,60,0,0,0,0,60,0,0,0,0,0,0,0,20,0,0,0,0
2020,1067,209,0,0,0,0,209,0,0,0,0,0,0,0,0,50,0,0,0
2020,1065,224,0,0,0,0,224,0,0,0,0,1,0,0,0,0,0,0,0
2020,1066,96,4,3,9,0,96,4,3,9,0,2,3,6,0,0,0,12,0
2020,1100,109,0,0,0,0,73,0,0,0,0,0,0,0,0,23,0,0,0
2020,1105,245,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0
2020,1107,17,0,0,3,0,17,0,0,3,0,0,0,0,0,0,0,17,3
2020,1111,90,0,0,0,0,90,0,0,0,0,0,0,0,10,0,0,0,0
2020,1121,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
2020,1119,46,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
2020,207,92,2,2,7,0,92,2,2,7,0,4,0,8,0,0,0,0,0
2020,431,160,0,0,1,0,90,0,0,1,0,1,0,2,0,0,0,2,1
2020,387,127,4,2,3,0,114,2,2,3,0,3,0,6,0,0,0,0,0
2020,179,75,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0
2020,606,108,3,2,3,0,108,3,2,3,0,4,1,16,0,0,0,0,0
2020,925,865,28,8,24,1,819,28,8,21,1,15,0,58,49,0,60,0,0
2020,541,103,6,2,5,0,81,6,2,4,0,3,0,1,0,0,0,0,0
2020,797,98,2,2,5,0,98,2,2,4,0,5,0,4,0,0,0,8,0
2020,627,250,8,2,7,0,244,6,2,6,0,3,3,16,0,0,0,6,0
2020,173,330,0,0,0,0,330,0,0,0,0,0,0,0,4,0,0,0,0
2020,636,539,20,3,17,2,577,20,3,17,2,10,0,22,0,18,0,20,3
2020,205,34,0,0,3,0,34,0,0,3,0,1,0,0,0,0,0,5,0
2020,814,20,0,0,1,0,20,0,0,1,0,1,0,0,0,0,0,0,0
2020,881,36,0,0,3,1,36,0,0,3,1,1,0,1,0,0,0,0,3
2020,771,692,22,2,24,2,692,22,2,24,2,8,1,93,0,0,45,0,0
2020,533,58,3,1,3,1,27,2,1,3,1,1,0,1,0,0,4,9,1
2020,447,176,2,1,7,0,58,2,1,4,0,2,0,8,0,0,0,0,1
2020,815,14,0,1,3,0,9,0,0,3,0,1,0,0,0,0,0,0,0
2020,801,461,19,2,12,2,461,16,2,12,2,8,0,51,15,0,12,0,0
2020,800,130,0,0,5,0,82,0,0,3,0,1,0,0,0,0,0,0,0
2020,389,290,2,2,4,0,290,2,2,4,0,2,0,1,0,0,0,8,1
2020,695,339,5,2,12,2,339,5,2,12,2,7,2,43,4,0,0,20,3
2020,1157,20,0,0,2,0,20,0,0,2,0,1,0,6,0,0,0,0,
2020,1163,13,0,0,3,0,13,0,0,3,0,1,0,0,0,0,2,1,3
2020,816,110,3,1,5,0,88,1,1,5,0,1,0,7,0,0,0,10,2
2020,833,110,2,1,5,0,110,2,1,5,0,3,0,5,0,0,9,10,1
2020,870,94,2,2,7,1,60,1,2,7,1,2,0,1,0,0,0,0,0
2020,927,51,1,1,2,0,45,0,1,2,0,1,0,1,0,0,0,0,1
2020,961,419,13,5,17,1,419,13,5,17,1,11,0,40,15,0,0,24,
2020,962,34,0,0,3,0,18,0,0,3,0,1,0,0,0,0,2,0,3
2020,1079,40,2,1,2,1,13,1,1,2,1,1,0,0,0,0,0,0,0
2020,1101,66,3,2,4,1,45,1,1,3,1,1,0,1,0,0,2,0,0
2020,666,513,25,2,16,1,513,25,2,16,1,5,5,12,0,0,0,23,0
2020,392,142,0,0,0,0,142,0,0,0,0,2,0,0,0,0,0,0,0
2020,790,226,0,0,7,0,236,0,0,4,0,4,0,36,60,0,6,0,0
2020,650,171,2,2,5,0,164,2,2,5,0,3,0,11,0,0,0,9,0
2020,876,258,9,2,10,0,267,9,2,10,0,5,0,20,0,0,0,9,0
2020,944,28,0,0,4,0,15,0,0,4,0,2,0,0,0,0,0,0,0
2020,952,96,12,2,10,0,90,12,2,10,0,3,0,5,0,0,0,0,1
2020,54,85,0,0,0,0,85,0,0,0,0,0,0,0,30,0,0,0,0
2020,367,47,0,0,4,0,19,0,0,3,0,1,0,1,0,0,0,0,0
2020,538,362,8,2,11,0,320,8,2,10,0,5,1,22,12,0,0,19,4
2020,557,118,3,2,5,0,78,3,2,2,0,3,0,15,0,0,0,6,0
2020,653,141,5,2,5,0,135,2,2,5,0,5,2,14,0,0,6,0,0
2020,647,103,2,3,6,0,102,0,3,5,0,4,0,2,0,0,0,6,0
2020,978,564,23,2,13,1,564,22,2,13,1,14,1,18,18,0,0,23,0
2020,996,155,3,1,4,0,78,3,1,4,0,3,0,9,0,0,12,12,0
2020,729,1100,28,8,37,4,1100,28,8,37,4,15,2,131,20,0,33,10,4
2020,182,98,0,1,8,1,98,0,1,8,1,1,0,8,0,0,0,0,0
2020,633,151,4,2,8,1,131,4,2,8,1,2,0,0,0,0,0,24,0
2020,685,212,9,3,7,0,212,9,3,7,0,5,0,12,20,0,12,0,0
2020,683,127,4,2,5,0,127,4,2,5,0,3,0,4,0,0,4,0,0
2020,945,85,2,2,4,0,75,2,2,4,0,3,0,5,0,0,8,0,0
2020,953,4,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2020,1022,24,0,0,2,0,24,0,0,2,0,3,0,2,,,,,
2020,1049,18,0,0,2,0,18,0,0,2,0,2,0,8,,,0,,
2020,1151,134,8,3,8,1,85,8,3,8,1,1,0,8,0,0,8,0,0
2020,794,1348,28,3,33,3,1331,28,3,33,3,8,6,91,25,0,7,0,0
2020,415,56,0,0,4,0,56,0,0,4,0,1,0,24,0,0,0,0,0
2020,592,108,0,1,6,0,96,0,1,6,0,2,0,0,0,0,7,0,0
2020,497,120,0,0,5,1,120,0,0,5,1,2,0,0,0,0,0,0,0
2020,726,483,16,2,12,0,437,16,2,12,0,9,1,28,15,0,0,8,4
2020,272,142,0,0,4,0,101,0,0,4,0,3,0,0,0,0,0,0,0
2020,805,1389,35,3,31,4,1234,35,3,31,4,16,3,43,50,0,0,0,7
2020,64,98,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
2020,842,81,0,1,4,0,81,0,1,4,0,3,0,0,0,0,9,0,0
2020,843,78,2,1,3,0,78,2,1,3,0,4,0,4,0,0,3,4,0
2020,1127,143,10,2,10,1,143,9,2,10,1,4,0,3,0,0,0,0,0
2020,1158,113,2,1,14,0,110,2,1,13,0,2,0,13,0,0,0,0,0
2020,803,388,7,2,11,1,402,7,2,8,1,6,2,26,10,0,14,0,0
2020,211,30,0,0,3,0,30,0,0,3,0,3,0,0,0,0,3,3,3
2020,773,419,28,3,11,2,370,28,3,11,2,3,0,24,0,0,0,0,1
2020,424,48,2,1,3,0,48,2,1,3,0,2,0,8,0,0,8,4,1
2020,298,114,5,1,7,1,114,4,1,7,1,6,0,2,0,0,10,0,0
2020,594,28,1,0,3,0,19,0,0,3,0,1,0,0,0,0,14,14,3
2020,237,101,0,0,3,0,99,0,0,3,0,3,0,0,0,25,0,0,0
2020,16,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2020,768,80,1,1,2,0,73,1,1,2,0,2,0,6,0,25,5,0,0
2020,617,155,3,5,6,0,138,3,5,6,0,3,0,10,0,0,0,15,0
2020,297,22,0,1,3,0,22,0,0,3,0,1,0,0,0,0,0,0,0
2020,105,63,0,0,0,0,63,0,0,0,0,0,0,0,0,10,0,0,0
2020,544,136,1,3,4,0,136,1,3,4,0,3,0,10,0,17,10,0,0
2020,804,142,2,4,5,0,117,2,4,5,0,3,0,11,0,0,15,0,0
2020,104,128,0,0,0,0,128,0,0,0,0,0,0,0,50,0,0,0,0
2020,20,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
2020,550,96,0,0,4,0,96,0,0,4,0,6,0,12,0,0,0,14,0
2020,112,24,0,0,0,0,24,0,0,0,0,0,0,0,0,25,0,0,0
2020,818,103,0,0,0,0,103,0,0,0,0,0,0,0,0,17,0,0,0
2020,882,52,0,0,0,0,52,0,0,0,0,0,0,0,0,20,0,0,0
2020,914,123,0,0,0,0,123,0,0,0,0,0,0,0,0,40,0,0,0
2020,928,39,0,0,0,0,39,0,0,0,0,0,0,25,0,0,0,0,0
2020,964,281,4,3,7,0,281,4,3,7,0,3,0,26,0,0,6,0,0
2020,1026,107,0,0,0,0,107,0,0,0,0,0,0,0,0,20,0,0,0
2020,1068,160,0,0,0,0,80,0,0,0,0,0,0,0,0,32,0,0,0
2020,1108,64,2,2,4,0,44,2,2,4,0,2,0,5,0,0,5,0,0
2020,404,124,0,0,2,0,124,0,0,2,0,1,0,0,0,0,0,7,2
2020,270,91,3,3,8,1,91,3,3,8,1,1,0,3,1,0,0,0,0
2020,676,121,4,4,5,0,121,4,4,5,0,4,0,11,0,0,,15,1
2020,709,178,3,4,7,1,178,3,4,7,1,6,0,18,20,0,11,16,1
2020,754,879,18,4,43,2,879,18,4,43,2,15,0,171,99,0,16,31,11
2020,997,50,0,2,2,0,50,0,2,2,0,2,0,3,0,0,10,0,0
2020,1069,24,0,0,1,0,22,0,0,1,0,2,0,2,,,6,,
2020,1118,73,2,2,9,1,73,1,1,7,1,6,0,6,10,0,5,23,0
2020,1116,514,8,6,27,2,514,8,6,23,2,6,0,138,20,0,52,0,0
2020,734,432,8,1,12,2,377,8,1,12,2,6,2,34,37,12,0,26,0
2020,299,57,0,0,2,0,39,0,0,2,0,1,0,0,0,0,0,3,2
2020,1046,147,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
2020,420,26,0,0,3,0,26,0,0,3,0,4,0,0,0,0,0,0,0
2020,802,129,0,0,0,0,105,0,0,0,0,1,0,0,0,0,0,0,0
2020,266,164,4,1,11,2,164,4,1,11,2,4,0,1,0,0,1,17,1
2020,769,107,0,0,3,0,40,0,0,3,0,8,0,35,0,0,0,0,0
2020,776,95,1,0,5,0,94,1,0,5,0,3,2,7,0,0,0,4,1
2020,640,105,1,3,6,0,75,1,3,5,0,3,0,4,0,0,8,0,0
2020,315,489,0,0,0,0,489,0,0,0,0,0,0,0,20,222,0,0,0
