,AdministrativeDuration,Informational,InformationalDuration,ProductRelatedDuration,ExitRates,PageValues,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Administrative,ProductRelated,BounceRates
15,53.0,0.0,0.0,1668.285119,-0.2476254600189963,0.0,Feb,MacOS,Mozilla Firefox,Region9,RT,Returning_Visitor,2.0,23.0,0.008333333
16,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,MacOS,Mozilla Firefox,Region4,RT,Returning_Visitor,0.0,,0.2
17,0.0,0.0,0.0,334.9666667,-0.4889946420880428,0.0,Feb,MacOS,Mozilla Firefox,,SMT,Returning_Visitor,0.0,13.0,0.0
18,0.0,0.0,0.0,32.0,2.095620713235034,0.0,Feb,Windows,Google Chrome,Region1,RT,Returning_Visitor,0.0,2.0,0.0
19,0.0,0.0,0.0,2981.166667,-0.4243792666049658,0.0,Feb,Windows,Safari,Region4,SMT,Returning_Visitor,0.0,20.0,
20,0.0,0.0,0.0,136.1666667,-0.4710459422316325,0.0,Feb,Windows,Google Chrome,Region5,DT,Returning_Visitor,0.0,8.0,0.0
21,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Linux,Tor,Region1,RT,Returning_Visitor,,2.0,0.2
22,0.0,0.0,0.0,105.0,0.2289540521683675,0.0,Feb,Linux,Google Chrome,Region1,Unknown,Returning_Visitor,0.0,3.0,0.0
23,0.0,0.0,0.0,15.0,2.095620713235034,0.0,Feb,Windows,Safari,Region1,RT,Returning_Visitor,0.0,2.0,0.0
24,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Windows,Google Chrome,Region4,DT,Returning_Visitor,0.0,1.0,0.2
25,0.0,0.0,0.0,156.0,0.4156207266750341,0.0,Feb,MacOS,Mozilla Firefox,Region9,RT,Returning_Visitor,0.0,,0.0
26,64.6,0.0,0.0,1135.444444,-0.4377125864982992,0.0,Feb,Windows,Google Chrome,Region1,RT,Returning_Visitor,,32.0,0.002857143
27,0.0,0.0,0.0,76.0,2.095620713235034,0.0,Feb,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,,4.0,0.05
28,0.0,0.0,0.0,63.0,0.6956207244350342,0.0,Feb,Windows,Opera,Region1,RT,Returning_Visitor,0.0,4.0,0.0
29,6.0,1.0,0.0,1582.75,0.7186158922510728,54.17976426,Feb,Linux,Google Chrome,Region1,DT,Returning_Visitor,1.0,45.0,0.043478261
30,0.0,0.0,0.0,35.0,2.095620713235034,0.0,Feb,MacOS,Mozilla Firefox,Region6,RT,Returning_Visitor,0.0,2.0,
31,0.0,0.0,0.0,78.0,1.162287396701701,0.0,Feb,MacOS,Google Chrome,,AT,Returning_Visitor,0.0,,0.0
32,0.0,0.0,0.0,209.5,-0.0043792699649658,0.0,Feb,Windows,Google Chrome,Region1,Unknown,Returning_Visitor,0.0,8.0,0.0
33,0.0,0.0,0.0,183.6666667,1.535620717715034,0.0,Feb,MacOS,Mozilla Firefox,Region3,DT,Returning_Visitor,0.0,10.0,0.04
34,0.0,0.0,0.0,380.5,0.095620741235034,0.0,Feb,Windows,Google Chrome,Region1,DT,Returning_Visitor,0.0,14.0,0.014285714
35,0.0,0.0,0.0,2086.242857,-0.1345074769239402,0.0,Feb,Windows,Google Chrome,Region7,DT,Returning_Visitor,0.0,52.0,0.015384615
36,0.0,0.0,0.0,388.0,0.8706207230350341,0.0,,Linux,Google Chrome,,SMT,Returning_Visitor,0.0,8.0,0.025
37,18.0,0.0,0.0,298.0,0.095620741235034,0.0,Feb,Windows,Google Chrome,Unknown,SMT,Returning_Visitor,,5.0,
38,0.0,0.0,0.0,63.0,1.295620707635034,0.0,Feb,Windows,Google Chrome,Region1,RT,Returning_Visitor,0.0,7.0,0.028571429
39,0.0,0.0,0.0,482.0,-0.0821570533427435,0.0,Feb,Windows,Microsoft Edge,Region1,AT,Returning_Visitor,0.0,9.0,0.0
40,9.0,0.0,0.0,4084.393939,-0.6541228487670172,0.0,Feb,Windows,Google Chrome,Region8,SMT,Returning_Visitor,1.0,46.0,0.0
41,0.0,0.0,0.0,22.0,1.162287396701701,0.0,Feb,MacOS,Mozilla Firefox,Region3,OT,Returning_Visitor,0.0,3.0,0.0
42,0.0,0.0,0.0,310.1666667,-0.5177125898582992,0.0,Feb,MacOS,Mozilla Firefox,,SMT,Returning_Visitor,0.0,,0.0
43,0.0,0.0,0.0,34.0,0.6956207244350342,0.0,Feb,Linux,Google Chrome,Region2,RT,Returning_Visitor,0.0,2.0,0.0
44,0.0,0.0,0.0,88.0,0.6956207244350342,0.0,Feb,iOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,4.0,0.0
45,0.0,0.0,0.0,622.25,-0.5346822977225416,0.0,Feb,Windows,Microsoft Edge,Region1,SMT,Returning_Visitor,0.0,22.0,0.003030303
46,0.0,0.0,0.0,222.4,0.895620718835034,0.0,Feb,MacOS,Mozilla Firefox,Region1,OT,Returning_Visitor,0.0,14.0,0.017142857
47,0.0,0.0,0.0,80.0,3.028954029768367,0.0,Feb,Linux,Google Chrome,Region1,RT,Returning_Visitor,0.0,3.0,0.066666667
48,0.0,0.0,0.0,800.8333333,-0.6025610731795114,0.0,Feb,Linux,Google Chrome,Region1,RT,Returning_Visitor,0.0,11.0,0.0
49,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Windows,Google Chrome,Region3,OT,Returning_Visitor,0.0,1.0,0.2
50,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,MacOS,Mozilla Firefox,Region3,SMT,,,1.0,0.2
51,0.0,0.0,0.0,265.1666667,0.0267318377861452,0.0,Feb,Linux,Google Chrome,Region1,RT,Returning_Visitor,0.0,,0.011111111
52,0.0,0.0,0.0,29.0,2.095620713235034,0.0,Feb,Windows,Safari,,OT,Returning_Visitor,0.0,2.0,0.0
53,0.0,0.0,0.0,160.0,1.395620718835034,0.0,Feb,iOS,Google Chrome,,RT,Returning_Visitor,0.0,4.0,
54,0.0,0.0,0.0,135.6666667,-0.0043792699649658,0.0,Feb,Linux,Tor,Region1,SMT,Returning_Visitor,0.0,4.0,0.05
55,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Windows,Safari,Region1,RT,Returning_Visitor,,1.0,0.2
56,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Linux,Google Chrome,Region3,RT,Returning_Visitor,0.0,1.0,
57,56.0,2.0,120.0,998.7416667,-0.2917581916659345,19.44707913,Feb,Windows,Google Chrome,Region4,DT,Returning_Visitor,4.0,36.0,
58,0.0,0.0,0.0,104.0,0.6956207244350342,0.0,Feb,Windows,Opera,Region6,RT,Returning_Visitor,0.0,4.0,0.0
59,16.0,0.0,0.0,381.6865079,0.5995422812036617,0.0,Feb,Windows,Safari,Region2,DT,Returning_Visitor,2.0,16.0,0.011764706
60,0.0,0.0,0.0,169.0,-0.2377125920982992,0.0,Feb,MacOS,Mozilla Firefox,Region3,RT,Returning_Visitor,0.0,6.0,0.0
61,0.0,0.0,0.0,400.8,2.678954032568368,0.0,Feb,MacOS,Mozilla Firefox,Unknown,RT,Returning_Visitor,0.0,8.0,
62,2.794,0.0,0.0,1553.583333,-0.1537125927702993,38.30849268,Feb,MacOS,Mozilla Firefox,,OT,Returning_Visitor,12.0,42.0,0.009
63,0.0,0.0,0.0,706.5,-0.5043792699649658,0.0,Feb,Windows,Google Chrome,Region5,SMT,Returning_Visitor,0.0,14.0,0.0
64,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Windows,Google Chrome,,RT,Returning_Visitor,,1.0,0.2
65,8.783,0.0,0.0,798.3333333,-0.3503562831971497,22.9160357,Feb,Windows,Google Chrome,Region3,DT,Returning_Visitor,3.0,27.0,0.0
66,44.0,0.0,0.0,6951.972222,-0.2840143157278855,0.0,Feb,iOS,Mozilla Firefox,Region1,RT,Returning_Visitor,4.0,90.0,0.002150538
67,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Windows,Google Chrome,Region5,DT,Returning_Visitor,0.0,1.0,
68,0.0,0.0,0.0,902.0,-0.496971870024225,0.0,Feb,Windows,Maxthon,,SMT,Returning_Visitor,,18.0,0.0
69,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Linux,Google Chrome,Region3,RT,Returning_Visitor,,1.0,0.2
70,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Windows,Opera,Region1,OT,Returning_Visitor,0.0,1.0,0.2
71,0.0,0.0,0.0,197.3777778,0.765620723875034,0.0,Feb,Windows,Opera,Region6,DT,Returning_Visitor,0.0,20.0,0.025
72,0.0,0.0,0.0,43.0,2.095620713235034,0.0,Feb,Windows,Google Chrome,Region3,RT,Returning_Visitor,0.0,2.0,
73,0.0,0.0,0.0,426.6666667,-0.3543792671649658,0.0,Feb,Windows,Safari,Region3,OT,Returning_Visitor,0.0,8.0,0.0
74,0.0,0.0,0.0,135.0,1.162287396701701,0.0,Feb,Windows,Safari,Region3,RT,Returning_Visitor,0.0,3.0,0.0
75,0.0,0.0,0.0,588.3333333,-0.0043792699649658,0.0,Feb,Windows,Safari,Region1,DT,Returning_Visitor,0.0,16.0,0.0
76,1.005,0.0,0.0,2111.341667,-0.2985821556113427,11.43941195,Feb,Windows,Opera,Region1,OT,Returning_Visitor,,36.0,0.004347826
77,0.0,0.0,0.0,76.0,0.6956207244350342,0.0,Feb,Linux,Google Chrome,Region3,RT,Returning_Visitor,0.0,2.0,0.0
78,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,,1.0,0.2
79,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,1.0,0.2
80,0.0,0.0,0.0,208.0,0.095620741235034,0.0,Feb,iOS,Mozilla Firefox,Region1,CMCT,Returning_Visitor,0.0,,
81,0.0,0.0,0.0,270.0,-0.2377125920982992,0.0,Feb,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,4.0,0.0
82,0.0,0.0,0.0,39.5,-0.1443792688449658,0.0,Feb,Windows,Google Chrome,Region1,RT,Returning_Visitor,0.0,6.0,0.0
83,0.0,0.0,0.0,375.0,0.9289540465683676,0.0,Feb,Linux,Google Chrome,Region4,DT,Returning_Visitor,,12.0,0.016666667
84,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Windows,Google Chrome,Region2,DT,Returning_Visitor,0.0,1.0,0.2
85,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,1.0,0.2
86,0.0,0.0,0.0,150.0,1.695620724435034,0.0,Feb,Windows,Google Chrome,Region2,DT,Returning_Visitor,0.0,7.0,0.057142857
87,0.0,0.0,0.0,138.0,1.162287396701701,0.0,Feb,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,3.0,0.0
88,0.0,0.0,0.0,337.5,-0.0377125976982992,0.0,Feb,iOS,Mozilla Firefox,Region3,RT,Returning_Visitor,0.0,7.0,0.028571429
89,0.0,0.0,0.0,620.0333333,-0.4833266301333869,0.0,Feb,MacOS,Mozilla Firefox,Region4,OT,Returning_Visitor,0.0,,0.0
90,36.0,0.0,0.0,168.8461538,-0.37496749900026,0.0,Feb,MacOS,Mozilla Firefox,,Unknown,,2.0,15.0,
91,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,MacOS,Mozilla Firefox,,OT,Returning_Visitor,0.0,1.0,0.2
92,0.0,0.0,0.0,52.0,2.095620713235034,0.0,Feb,MacOS,Mozilla Firefox,,RT,Returning_Visitor,0.0,2.0,0.0
93,0.0,0.0,0.0,649.25,-0.2736100478111196,0.0,Feb,Windows,Google Chrome,Region1,CMCT,New_Visitor,0.0,13.0,0.0
94,0.0,0.0,0.0,925.3333333,0.0215466578276266,0.0,Feb,iOS,Mozilla Firefox,Region3,RT,Returning_Visitor,0.0,27.0,0.003703704
95,0.0,0.0,0.0,33.0,2.095620713235034,0.0,Feb,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,2.0,0.0
96,0.0,0.0,0.0,1566.5,1.162287396701701,0.0,Feb,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,6.0,0.05
97,0.0,0.0,0.0,105.0,-0.0043792699649658,0.0,Feb,MacOS,Mozilla Firefox,Region1,SMT,Returning_Visitor,0.0,4.0,
98,0.0,1.0,0.0,50.0,1.5622873855017008,0.0,Feb,Windows,Safari,Region1,IST,Returning_Visitor,0.0,7.0,0.038095238
99,0.0,0.0,0.0,644.2,0.1822874045417007,0.0,Feb,Linux,Google Chrome,Region3,SMT,Returning_Visitor,,,
100,1.833,0.0,0.0,2635.177778,-0.4538529623691762,0.0,Feb,Windows,Safari,Region1,OT,Returning_Visitor,,38.0,0.0
101,61.0,0.0,0.0,607.0,0.0511762855905896,17.53595893,Feb,MacOS,Mozilla Firefox,Region7,SMT,Returning_Visitor,4.0,19.0,0.0
102,0.0,0.0,0.0,415.0,0.2289540521683675,0.0,Feb,MacOS,Mozilla Firefox,Region3,OT,Returning_Visitor,,6.0,0.0
103,31.0,1.0,16.0,2083.530952,-0.3260922673912618,0.0,Feb,Windows,Google Chrome,Region4,RT,Returning_Visitor,,36.0,0.0
104,58.5,0.0,0.0,281.6666667,-0.210261616317907,0.0,Feb,MacOS,Mozilla Firefox,Region3,SMT,Returning_Visitor,3.0,17.0,
105,0.0,0.0,0.0,27.0,3.4956207020350334,0.0,Feb,MacOS,Mozilla Firefox,Unknown,OT,Returning_Visitor,0.0,,0.15
106,0.0,1.0,0.0,215.0,1.3696947910424415,0.0,Feb,iOS,Mozilla Firefox,Region1,RT,Returning_Visitor,,9.0,0.044444444
107,0.0,0.0,0.0,162.0,1.162287396701701,0.0,Feb,MacOS,Mozilla Firefox,Region1,Unknown,Returning_Visitor,0.0,12.0,0.05
108,0.0,0.0,0.0,114.0,1.162287396701701,0.0,Feb,Linux,Tor,Region1,RT,Returning_Visitor,0.0,2.0,0.05
109,326.25,4.0,94.0,5062.213753,-0.2026621083787031,0.0,Feb,Windows,Microsoft Edge,Region1,RT,,6.0,,
110,0.0,0.0,0.0,253.0,-0.2377125920982992,0.0,Feb,Windows,Google Chrome,Region3,RT,Returning_Visitor,0.0,4.0,0.0
111,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Windows,Google Chrome,Unknown,RT,Returning_Visitor,0.0,4.0,0.2
112,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,MacOS,Mozilla Firefox,Region2,RT,Returning_Visitor,,1.0,
113,22.0,0.0,0.0,436.5,-0.0323792697409658,0.0,Feb,Windows,Safari,Region1,DT,Returning_Visitor,2.0,25.0,0.008
114,0.0,1.0,93.0,1045.833333,0.289169115686647,0.0,Feb,MacOS,Mozilla Firefox,,RT,Returning_Visitor,0.0,30.0,0.012903226
115,0.0,0.0,0.0,317.8333333,-0.5488236976094104,0.0,Feb,MacOS,Mozilla Firefox,Region1,SMT,Returning_Visitor,0.0,12.0,0.0
116,0.0,0.0,0.0,1146.333333,-0.3414163032686695,0.0,Feb,Linux,Google Chrome,Region1,RT,Returning_Visitor,0.0,21.0,0.0
117,0.0,0.0,0.0,577.0,0.0592570855259432,0.0,Feb,Windows,Google Chrome,Region3,DT,Returning_Visitor,0.0,,0.018181818
118,0.0,0.0,0.0,95.0,1.395620718835034,0.0,Feb,iOS,Mozilla Firefox,Region3,RT,Returning_Visitor,0.0,8.0,0.0
119,0.0,0.0,0.0,301.5,2.4067318187461453,0.0,Feb,Windows,Safari,Region9,RT,Returning_Visitor,0.0,,0.0
120,0.0,0.0,0.0,243.0,0.2289540521683675,0.0,Feb,Windows,Safari,Region4,DT,Returning_Visitor,0.0,6.0,
121,0.0,0.0,0.0,135.5,0.6956207244350342,0.0,Feb,Windows,Google Chrome,,OT,Returning_Visitor,0.0,4.0,0.0
122,0.0,2.0,75.0,442.3333333,0.2581207279350342,0.0,Feb,MacOS,Mozilla Firefox,,RT,Returning_Visitor,0.0,14.0,0.0
123,0.0,0.0,0.0,41.0,1.162287396701701,0.0,Feb,MacOS,Mozilla Firefox,,RT,Returning_Visitor,0.0,3.0,0.0
124,0.0,0.0,0.0,292.9,2.6422873888617007,0.0,Feb,Windows,Safari,Region3,DT,Returning_Visitor,0.0,11.0,0.028
125,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,MacOS,Mozilla Firefox,Region3,RT,Returning_Visitor,0.0,1.0,0.2
126,0.0,0.0,0.0,1238.333333,0.436361474509108,0.0,Feb,Windows,Google Chrome,Region1,RT,Returning_Visitor,0.0,9.0,0.0
127,0.0,0.0,0.0,225.4666667,0.6956207244350342,0.0,Feb,MacOS,Mozilla Firefox,Region8,RT,Returning_Visitor,0.0,,0.0
128,462.0,0.0,0.0,1873.216667,-0.4930585060555319,0.0,Feb,Windows,Google Chrome,,RT,Returning_Visitor,4.0,51.0,0.0
129,0.0,0.0,0.0,13.0,3.9622873743017,0.0,Feb,Windows,Safari,Region1,DT,Returning_Visitor,0.0,3.0,0.133333333
130,0.0,0.0,0.0,222.0,2.095620713235034,0.0,Feb,Windows,Opera,,OT,Returning_Visitor,0.0,2.0,0.0
131,20.0,0.0,0.0,214.8333333,-0.0821570533427435,0.0,Feb,Windows,Google Chrome,Region1,AT,Returning_Visitor,2.0,16.0,0.0
132,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Linux,Google Chrome,Region3,RT,Returning_Visitor,0.0,1.0,0.2
133,0.0,0.0,0.0,2017.166667,-0.3932681588538547,0.0,Feb,Windows,Google Chrome,Region4,RT,Returning_Visitor,0.0,6.0,0.0
134,111.5,0.0,0.0,449.0277778,-0.1858607365131141,0.0,Feb,MacOS,Mozilla Firefox,,RT,Returning_Visitor,6.0,26.0,0.0
135,0.0,0.0,0.0,158.1666667,0.2289540521683675,0.0,Feb,Linux,Google Chrome,Region4,OT,Returning_Visitor,0.0,6.0,0.0
136,0.0,0.0,0.0,303.6666667,0.5919170132646638,0.0,Feb,Windows,Safari,Region5,OT,,,9.0,0.005555556
137,0.0,0.0,0.0,25.0,1.162287396701701,0.0,Feb,Windows,Safari,Region1,CMCT,Returning_Visitor,0.0,3.0,0.0
138,0.0,0.0,0.0,42.0,3.4956207020350334,0.0,Feb,Windows,Google Chrome,Region1,SMT,Returning_Visitor,0.0,2.0,0.05
139,103.625,0.0,0.0,1003.416667,-0.1992812204057502,0.0,Feb,MacOS,Mozilla Firefox,Region3,RT,Returning_Visitor,4.0,14.0,
140,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Windows,Google Chrome,Region7,RT,Returning_Visitor,0.0,1.0,0.2
141,0.0,0.0,0.0,272.5,-0.3725274110197807,0.0,Feb,MacOS,Mozilla Firefox,Region6,RT,Returning_Visitor,0.0,9.0,0.0
142,19.0,0.0,0.0,344.0,-0.496971870024225,0.0,Feb,Windows,Safari,Region2,RT,Returning_Visitor,3.0,8.0,0.0
143,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Windows,Google Chrome,,,Returning_Visitor,0.0,1.0,
144,0.0,1.0,19.0,852.0,-0.4498338144013294,0.0,Feb,Windows,Google Chrome,Region3,AT,Returning_Visitor,0.0,10.0,0.0
145,0.0,0.0,0.0,780.0,1.162287396701701,0.0,Feb,Windows,Safari,Region1,RT,Returning_Visitor,0.0,,0.066666667
146,0.0,0.0,0.0,1038.0,0.2289540521683675,0.0,Feb,Windows,Google Chrome,Region1,DT,Returning_Visitor,0.0,3.0,0.0
147,0.0,0.0,0.0,573.0,0.6956207244350342,0.0,Feb,Windows,Google Chrome,Region3,RT,Returning_Visitor,0.0,4.0,0.0
148,0.0,0.0,0.0,1231.233333,0.145620732835034,0.0,Feb,MacOS,Mozilla Firefox,,RT,Returning_Visitor,0.0,,0.007142857
149,0.0,0.0,0.0,316.6666667,0.0592570855259432,0.0,Feb,Windows,Google Chrome,Region2,DT,Returning_Visitor,0.0,,0.0
150,0.0,0.0,0.0,873.7365079,0.0842874053257007,0.0,Feb,MacOS,Google Chrome,Region1,DT,Returning_Visitor,0.0,20.0,0.0075
151,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Windows,Google Chrome,Region3,SMT,Returning_Visitor,0.0,1.0,0.2
152,0.0,0.0,0.0,16.0,3.4956207020350334,0.0,Feb,Windows,Microsoft Edge,Region5,DT,Returning_Visitor,0.0,4.0,0.1
153,0.0,0.0,0.0,615.0,0.0324628217402973,0.0,Feb,Windows,Google Chrome,Region3,RT,Returning_Visitor,0.0,19.0,0.0
154,0.0,0.0,0.0,261.75,0.0422874056617007,0.0,Feb,Windows,Opera,Region1,DT,Returning_Visitor,,9.0,0.0
155,0.0,0.0,0.0,615.8831169,0.6936834044505327,0.0,Feb,Linux,Google Chrome,Region2,DT,Returning_Visitor,0.0,21.0,0.033333333
156,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Linux,Tor,,OT,Returning_Visitor,0.0,1.0,0.2
157,0.0,0.0,0.0,117.5,0.2289540521683675,0.0,Feb,MacOS,Mozilla Firefox,Unknown,RT,Returning_Visitor,0.0,6.0,0.0
158,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,1.0,0.2
159,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Linux,Google Chrome,,RT,Returning_Visitor,0.0,1.0,0.2
160,0.0,0.0,0.0,501.6666667,-0.1768430285852558,0.0,Feb,MacOS,Mozilla Firefox,Unknown,OT,Returning_Visitor,0.0,23.0,0.008695652
161,58.0,2.0,22.0,829.1666667,0.4325904345392764,0.0,Feb,MacOS,Mozilla Firefox,Region1,DT,Returning_Visitor,2.0,31.0,0.03030303
162,9.5,0.0,0.0,1223.0,-0.3553937631568499,0.0,Feb,MacOS,Mozilla Firefox,Region1,OT,,1.0,23.0,0.015217391
163,0.0,0.0,0.0,467.0,-0.2377125920982992,0.0,Feb,MacOS,Mozilla Firefox,Region3,RT,Returning_Visitor,0.0,6.0,
164,0.0,0.0,0.0,737.1666667,-0.3797415829620673,0.0,Feb,Windows,Google Chrome,Region1,RT,Returning_Visitor,0.0,,0.008695652
165,0.0,0.0,0.0,129.0,0.2289540521683675,0.0,Feb,MacOS,Mozilla Firefox,Region3,OT,Returning_Visitor,0.0,12.0,0.0
166,0.0,0.0,0.0,63.0,0.4156207266750341,0.0,Feb,Windows,Google Chrome,Region1,RT,Returning_Visitor,,5.0,0.0
167,0.0,0.0,0.0,125.0,3.9622873743017,0.0,Feb,Windows,Google Chrome,Unknown,RT,,0.0,5.0,0.086666667
168,0.0,0.0,0.0,684.3333333,1.0774389133804885,0.0,Feb,Windows,Safari,Region6,Unknown,Returning_Visitor,0.0,11.0,
169,0.0,0.0,0.0,665.4722222,-0.2983792676129658,0.0,Feb,Linux,Google Chrome,,SMT,Returning_Visitor,0.0,20.0,0.0
170,0.0,0.0,0.0,487.5,-0.1677125926582993,0.0,Feb,MacOS,Mozilla Firefox,Region2,SMT,Returning_Visitor,1.0,15.0,
171,0.0,0.0,0.0,437.1666667,0.2289540521683675,0.0,Feb,Windows,Safari,Region1,RT,Returning_Visitor,0.0,17.0,0.011111111
172,0.0,0.0,0.0,55.0,2.095620713235034,0.0,Feb,MacOS,Mozilla Firefox,Region1,RT,Returning_Visitor,0.0,3.0,0.066666667
173,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,MacOS,Mozilla Firefox,Region1,OT,Returning_Visitor,0.0,1.0,0.2
174,41.3,0.0,0.0,446.9277778,-0.4635190382918476,0.0,Feb,Windows,Google Chrome,,DT,Returning_Visitor,5.0,24.0,0.0
175,87.0,0.0,0.0,320.5,-0.2736100478111196,0.0,Feb,MacOS,Mozilla Firefox,,RT,Returning_Visitor,3.0,10.0,
176,0.0,0.0,0.0,666.0,-0.3043792755649658,0.0,Feb,MacOS,Mozilla Firefox,Region6,OT,Returning_Visitor,0.0,7.0,0.0
177,0.0,0.0,0.0,405.7095238,0.6116945051064439,0.0,Feb,MacOS,Mozilla Firefox,Region1,SMT,Returning_Visitor,1.0,21.0,
178,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Linux,Google Chrome,Region3,RT,Returning_Visitor,0.0,1.0,0.2
179,0.0,0.0,0.0,163.25,0.2289540521683675,0.0,Feb,MacOS,Mozilla Firefox,Region6,OT,,0.0,6.0,0.033333333
180,0.0,0.0,0.0,284.25,-0.37496749900026,0.0,Feb,Linux,Google Chrome,Region6,OT,Returning_Visitor,0.0,17.0,0.0
181,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,iOS,Google Chrome,Region1,RT,Returning_Visitor,0.0,1.0,0.2
182,0.0,0.0,0.0,0.0,4.895620690835034,0.0,Feb,Windows,Safari,Region1,DT,Returning_Visitor,0.0,1.0,0.2
183,0.0,0.0,0.0,260.0,-0.0043792699649658,0.0,Feb,Linux,Google Chrome,Region1,RT,Returning_Visitor,0.0,8.0,0.008333333
184,0.0,16.0,1210.397619,279.8571429,-0.346981611224147,0.0,Mar,Windows,Google Chrome,Region1,ET,Returning_Visitor,0.0,,0.003174603
185,0.0,0.0,0.0,927.45,0.0585836855313304,8.000740741,Mar,MacOS,Mozilla Firefox,Region3,DT,Returning_Visitor,0.0,,0.011111111
