"año";"NCODI";"partoVaginal";"cesareas";"rNacVivos";"vivos_menor2500";"exitusMaternal"
2010;1076,00;0;0;0;0;0
2010;1078,00;0;0;0;0;0
2010;1063,00;0;0;0;0;0
2010;1033,00;0;0;0;0;0
2010;1034,00;0;0;0;0;0
2010;1036,00;0;0;0;0;0
2010;1039,00;0;0;0;0;0
2010;207,00;47;38;86;0;0
2010;431,00;0;0;0;0;0
2010;387,00;371;122;494;21;0
2010;179,00;0;0;0;0;0
2010;606,00;235;150;392;23;0
2010;925,00;1769;478;2285;209;0
2010;541,00;228;102;329;27;0
2010;797,00;305;153;460;3;0
2010;627,00;523;284;804;45;0
2010;173,00;0;0;0;0;0
2010;636,00;1122;495;1650;149;0
2010;205,00;0;0;0;0;
2010;814,00;15;6;21;0;
2010;881,00;0;8;9;2;
2010;771,00;1709;619;2385;292;0
2010;533,00;91;125;216;5;
2010;447,00;257;97;357;8;0
2010;815,00;16;20;36;0;
2010;801,00;2638;723;3439;274;
2010;800,00;0;0;0;0;0
2010;389,00;535;395;938;36;0
2010;759,00;0;0;0;0;0
2010;695,00;2198;757;2953;227;0
2010;816,00;113;211;322;17;0
2010;833,00;234;177;411;0;0
2010;870,00;221;202;423;12;0
2010;927,00;0;0;0;0;0
2010;961,00;1955;625;2601;178;1
2010;962,00;0;1;1;0;0
2010;1079,00;1;1;2;0;0
2010;666,00;1509;674;2214;234;0
2010;392,00;0;0;0;0;0
2010;790,00;0;0;0;0;0
2010;650,00;516;179;703;39;0
2010;876,00;1527;279;1799;70;0
2010;944,00;0;0;0;0;0
2010;952,00;754;392;1146;22;0
2010;54,00;0;0;0;0;0
2010;538,00;1024;319;1314;15;0
2010;557,00;406;74;485;14;0
2010;653,00;302;277;589;36;0
2010;647,00;441;140;587;30;0
2010;208,00;0;0;0;0;
2010;978,00;1602;545;2189;162;0
2010;996,00;372;170;542;28;0
2010;729,00;3277;850;4175;395;0
2010;182,00;978;580;1589;66;0
2010;633,00;0;0;0;0;0
2010;685,00;806;322;1135;74;0
2010;683,00;392;168;564;27;0
2010;945,00;453;82;536;24;0
2010;953,00;0;0;0;0;
2010;1022,00;0;0;0;0;
2010;1049,00;0;0;0;0;0
2010;794,00;2392;696;3108;258;0
2010;415,00;0;0;0;0;0
2010;592,00;282;164;437;0;0
2010;497,00;0;0;0;0;
2010;308,00;0;0;0;0;0
2010;726,00;949;285;1255;79;0
2010;272,00;0;0;0;0;0
2010;805,00;2147;649;2838;251;0
2010;5,00;0;0;0;0;
2010;234,00;238;119;359;7;
2010;64,00;0;0;0;0;0
2010;842,00;266;130;394;19;0
2010;843,00;177;58;232;3;0
2010;1025,00;682;586;1285;60;0
2010;803,00;812;225;1055;81;0
2010;211,00;19;14;33;1;0
2010;773,00;1257;407;1706;210;0
2010;424,00;697;87;788;0;0
2010;298,00;632;301;955;46;0
2010;594,00;48;27;82;0;0
2010;237,00;0;0;0;0;0
2010;16,00;0;0;0;0;0
2010;768,00;126;25;152;11;0
2010;617,00;927;233;1165;57;0
2010;297,00;198;84;282;10;0
2010;105,00;0;0;0;0;0
2010;544,00;335;72;412;19;0
2010;804,00;885;185;1089;58;0
2010;470,00;150;25;174;6;0
2010;104,00;0;0;0;0;0
2010;20,00;0;0;0;0;0
2010;550,00;400;160;562;23;0
2010;112,00;0;0;0;0;0
2010;818,00;0;0;0;0;0
2010;914,00;0;0;0;0;0
2010;928,00;0;0;0;0;0
2010;964,00;1270;198;1484;64;0
2010;1026,00;0;0;0;0;0
2010;738,00;2102;622;2786;282;
2010;404,00;0;0;0;0;0
2010;274,00;382;326;680;28;0
2010;270,00;185;114;299;4;0
2010;676,00;460;108;529;40;0
2010;709,00;1024;262;1306;94;0
2010;754,00;3144;730;3936;371;0
2010;997,00;274;74;350;9;0
2010;734,00;1792;434;2258;103;1
2010;299,00;0;0;0;0;
2010;645,00;1;0;1;0;0
2010;17,00;0;0;0;0;0
2010;1046,00;0;0;0;0;0
2010;420,00;0;0;0;0;0
2010;802,00;0;0;0;0;0
2010;266,00;537;129;666;23;0
2010;580,00;117;29;144;3;0
2010;137,00;74;90;189;0;0
2010;769,00;0;0;0;0;0
2010;776,00;0;0;0;0;0
2010;640,00;473;97;590;13;0
2010;315,00;0;0;0;0;0
2010;40,00;0;0;0;0;0
2010;508,00;0;0;0;0;0
2010;46,00;0;0;0;0;0
2010;590,00;825;110;942;33;0
2010;777,00;528;73;602;13;1
2010;897,00;3695;645;4428;346;0
2010;965,00;0;0;0;0;0
2010;671,00;1439;416;1871;105;0
2010;461,00;36;11;47;0;0
2010;376,00;58;27;86;8;0
2010;621,00;408;125;533;46;
2010;793,00;2296;649;3014;257;
2010;324,00;0;0;0;0;0
2010;712,00;535;177;725;47;0
2010;32,00;0;0;0;0;0
2010;361,00;0;0;0;0;0
2010;486,00;51;47;98;0;0
2010;595,00;532;113;655;42;0
2010;433,00;147;36;181;3;
2010;1058,00;0;0;0;0;
2010;261,00;119;61;180;0;0
2010;730,00;906;286;1210;78;0
2010;577,00;1085;286;1395;89;0
2010;788,00;2152;409;2603;255;0
2010;865,00;500;114;614;29;0
2010;979,00;0;0;0;0;0
2010;998,00;0;0;0;0;
2010;221,00;0;0;0;0;0
2010;462,00;0;0;0;0;0
2010;506,00;116;59;181;6;0
2010;727,00;595;180;786;51;0
2010;355,00;0;0;0;0;0
2010;487,00;0;0;0;0;0
2010;938,00;1846;504;2332;158;0
2010;886,00;0;0;0;0;0
2010;835,00;94;65;140;19;0
2010;999,00;0;0;0;0;0
2010;798,00;2505;741;3272;268;0
2010;504,00;0;0;0;0;0
2010;247,00;0;0;0;0;0
2010;216,00;168;129;299;10;0
2010;654,00;259;169;428;10;0
2010;65,00;0;0;0;0;0
2010;472,00;117;49;165;6;0
2010;427,00;0;0;0;0;0
2010;491,00;81;46;129;7;0
2010;551,00;87;51;138;7;0
2010;106,00;0;0;0;0;0
2010;819,00;0;0;0;0;0
2010;836,00;0;0;0;0;0
2010;915,00;0;0;0;0;0
2010;942,00;0;0;0;0;0
2010;748,00;2089;480;2612;237;1
2010;198,00;0;0;0;0;
2010;871,00;528;142;667;34;0
2010;948,00;79;71;154;12;0
2010;1051,00;0;0;0;0;0
2010;1083,00;0;0;0;0;0
2010;679,00;971;413;1406;130;0
2010;176,00;0;0;0;0;
2010;537,00;0;0;0;0;
2010;39,00;0;0;0;0;0
2010;608,00;330;128;462;22;1
2010;596,00;145;54;199;3;0
2010;749,00;0;0;0;0;0
2010;758,00;3596;1189;4845;437;0
2010;724,00;0;0;0;0;0
2010;436,00;0;0;0;0;0
2010;567,00;0;0;0;0;0
2010;677,00;0;0;0;0;0
2010;670,00;0;0;0;0;
2010;588,00;0;0;0;0;0
2010;446,00;0;0;0;0;0
2010;753,00;5832;1679;7678;719;2
2010;887,00;0;0;0;0;
2010;388,00;0;0;0;0;0
2010;585,00;0;0;0;0;
2010;245,00;1616;516;2156;198;
2010;603,00;0;0;0;0;0
2010;426,00;0;0;0;0;
2010;232,00;1992;1133;3169;164;
2010;288,00;0;0;0;0;
2010;246,00;1270;1000;2300;0;0
2010;284,00;446;484;946;46;
2010;18,00;0;0;0;0;0
2010;356,00;0;0;0;0;0
2010;401,00;0;0;0;0;0
2010;733,00;1644;482;2181;87;0
2010;243,00;0;0;0;0;0
2010;380,00;0;0;0;0;0
2010;716,00;0;0;0;0;
2010;534,00;0;0;0;0;0
2010;185,00;0;0;0;0;0
2010;258,00;0;0;0;0;0
2010;505,00;0;0;0;0;0
2010;268,00;0;0;0;0;0
2010;602,00;778;507;1316;88;
2010;254,00;1261;760;2026;120;0
2010;705,00;823;397;1249;81;0
2010;133,00;1294;944;2266;134;
2010;33,00;0;0;0;0;0
2010;143,00;0;0;0;0;0
2010;36,00;0;0;0;0;
2010;756,00;17;3;20;1;0
2010;662,00;2523;648;3239;211;0
2010;192,00;0;0;0;0;
2010;382,00;0;0;0;0;
2010;322,00;0;0;0;0;0
2010;478,00;0;0;0;0;
2010;352,00;0;0;0;0;
2010;628,00;1282;365;1683;160;0
2010;291,00;0;0;0;0;
2010;495,00;0;0;0;0;0
2010;845,00;1313;437;1817;143;0
2010;498,00;232;109;341;19;0
2010;314,00;0;0;0;0;
2010;720,00;0;0;0;0;
2010;721,00;1558;451;2049;194;0
2010;485,00;0;0;0;0;
2010;273,00;118;67;185;3;0
2010;846,00;1858;434;2313;139;
2010;847,00;0;0;0;0;
2010;848,00;2224;1061;3372;143;0
2010;864,00;0;0;0;0;
2010;916,00;0;0;0;0;
2010;930,00;605;226;837;60;0
2010;954,00;1999;569;2599;145;
2010;943,00;970;470;1471;45;0
2010;949,00;4782;1817;6784;651;0
2010;980,00;1508;607;2135;167;0
2010;981,00;0;0;0;0;
2010;1024,00;1116;429;1566;166;0
2010;1017,00;0;0;0;0;
2010;1000,00;0;0;0;0;
2010;1018,00;1176;306;1488;342;1
2010;1001,00;463;466;1184;79;0
2010;1007,00;1830;515;2395;142;0
2010;1008,00;1100;306;1419;74;
2010;1009,00;1886;549;2449;173;0
2010;1010,00;902;213;1149;60;
2010;1011,00;552;188;741;47;0
2010;1012,00;1745;433;2195;156;0
2010;1013,00;2302;602;2948;0;0
2010;1041,00;0;0;0;0;
2010;789,00;0;0;0;0;0
2010;326,00;0;0;0;0;0
2010;442,00;612;402;1038;66;0
2010;294,00;306;207;518;15;0
2010;378,00;693;461;1169;54;
2010;402,00;0;0;0;0;0
2010;29,00;0;0;0;0;
2010;450,00;0;0;0;0;0
2010;656,00;846;199;1053;59;0
2010;333,00;234;200;443;18;0
2010;668,00;562;223;747;39;0
2010;684,00;935;267;1214;63;0
2010;422,00;0;0;0;0;0
2010;763,00;4550;1500;6252;928;2
2010;741,00;1390;378;1763;63;
2010;553,00;2707;680;3425;236;0
2010;357,00;0;0;0;0;0
2010;899,00;0;0;0;0;0
2010;900,00;0;0;0;0;0
2010;932,00;0;0;0;0;0
2010;950,00;0;0;0;0;0
2010;966,00;229;103;336;8;
2010;967,00;0;0;0;0;0
2010;982,00;0;0;0;0;
2010;1014,00;0;0;0;0;
2010;1048,00;0;0;0;0;0
2010;1080,00;228;64;295;36;
2010;722,00;6459;1533;8157;648;0
2010;660,00;0;0;0;0;0
2010;75,00;0;0;0;0;
2010;249,00;751;444;1213;37;0
2010;275,00;0;0;0;0;0
2010;227,00;829;526;1352;30;0
2010;150,00;0;0;0;0;0
2010;47,00;0;0;0;0;0
2010;172,00;0;0;0;0;0
2010;581,00;472;162;634;24;0
2010;120,00;0;0;0;0;
2010;445,00;0;0;0;0;0
2010;471,00;0;0;0;0;
2010;53,00;0;0;0;0;
2010;199,00;0;0;0;0;0
2010;575,00;788;299;1117;46;0
2010;528,00;522;199;717;28;0
2010;631,00;1156;449;1726;169;
2010;699,00;0;0;0;0;
2010;823,00;0;0;0;0;
2010;849,00;0;0;0;0;
2010;869,00;0;0;0;0;
2010;955,00;0;0;0;0;
2010;983,00;0;0;0;0;
2010;1002,00;0;0;0;0;
2010;1015,00;2486;654;3211;178;0
2010;703,00;3939;664;4655;314;0
2010;474,00;0;0;0;0;0
2010;51,00;0;0;0;0;0
2010;441,00;0;0;0;0;0
2010;327,00;0;0;0;0;0
2010;690,00;319;96;416;35;0
2010;262,00;108;64;176;5;
2010;403,00;0;0;0;0;0
2010;312,00;0;0;0;0;0
2010;507,00;0;0;0;0;0
2010;589,00;408;87;506;21;0
2010;665,00;836;196;1046;0;0
2010;334,00;0;0;0;0;0
2010;751,00;1268;382;1724;144;0
2010;186,00;0;0;0;0;0
2010;646,00;120;35;155;6;0
2010;536,00;108;39;144;8;0
2010;242,00;0;21;21;0;0
2010;490,00;0;0;0;0;0
2010;500,00;325;157;482;6;0
2010;206,00;0;0;0;0;
2010;58,00;0;0;0;0;
2010;572,00;821;192;1023;71;0
2010;180,00;0;0;0;0;
2010;549,00;108;27;135;6;0
2010;582,00;214;74;293;4;0
2010;743,00;1755;336;2123;190;0
2010;795,00;0;0;0;0;0
2010;269,00;0;0;0;0;0
2010;634,00;0;0;0;0;
2010;1,00;65;19;83;0;0
2010;717,00;407;100;514;24;0
2010;373,00;0;0;0;0;0
2010;535,00;290;79;370;19;0
2010;824,00;2026;488;2565;302;0
2010;888,00;161;56;218;31;0
2010;902,00;0;0;0;0;
2010;968,00;0;0;0;0;0
2010;346,00;0;0;0;0;
2010;27,00;0;0;0;0;0
2010;165,00;6;2;8;0;0
2010;956,00;760;284;1062;117;0
2010;413,00;0;0;0;0;0
2010;149,00;0;0;0;0;0
2010;612,00;673;470;1143;31;0
2010;559,00;0;0;0;0;
2010;7,00;0;0;0;0;
2010;283,00;0;0;0;0;0
2010;37,00;0;0;0;0;0
2010;153,00;0;0;0;0;
2010;547,00;1071;320;1415;107;0
2010;397,00;0;0;0;0;0
2010;556,00;789;309;1103;49;0
2010;42,00;0;0;0;0;0
2010;31,00;0;0;0;0;0
2010;740,00;5300;813;6254;629;0
2010;217,00;0;0;0;0;0
2010;863,00;7;23;30;0;0
2010;889,00;0;0;0;0;0
2010;984,00;0;0;0;0;
2010;34,00;0;0;0;0;
2010;791,00;197;146;343;0;0
2010;181,00;0;0;0;0;0
2010;430,00;0;0;0;0;0
2010;715,00;181;87;268;5;0
2010;521,00;0;0;0;0;0
2010;524,00;98;41;139;5;0
2010;432,00;0;0;0;0;0
2010;19,00;170;124;297;3;0
2010;25,00;0;0;0;0;0
2010;26,00;0;0;0;0;
2010;890,00;1429;467;1891;168;0
2010;904,00;537;97;631;16;1
2010;957,00;3541;819;4442;371;0
2010;939,00;1520;671;2232;215;0
2010;236,00;237;256;493;37;1
2010;735,00;2696;781;3492;350;1
2010;146,00;0;0;0;0;0
2010;363,00;0;0;0;0;0
2010;187,00;0;0;0;0;
2010;265,00;0;0;0;0;
2010;295,00;0;0;0;0;
2010;496,00;712;122;834;2;0
2010;77,00;0;0;0;0;0
2010;391,00;0;0;0;0;0
2010;63,00;0;0;0;0;0
2010;240,00;192;91;283;10;0
2010;448,00;74;16;90;2;0
2010;151,00;0;0;0;0;
2010;425,00;42;27;69;0;0
2010;300,00;0;0;0;0;
2010;339,00;263;95;358;10;0
2010;826,00;0;0;0;0;0
2010;874,00;400;138;541;24;0
2010;905,00;2202;577;2810;290;0
2010;736,00;3209;771;4044;202;1
2010;459,00;0;0;0;0;
2010;320,00;0;0;0;0;0
2010;45,00;0;0;0;0;0
2010;292,00;0;0;0;0;0
2010;618,00;420;157;582;17;0
2010;463,00;0;0;0;0;0
2010;891,00;394;302;696;17;
2010;958,00;915;282;1219;82;0
2010;244,00;25;7;32;0;0
2010;28,00;0;0;0;0;0
2010;444,00;0;0;0;0;0
2010;479,00;0;0;0;0;
2010;285,00;203;124;331;1;0
2010;253,00;1897;803;2733;158;0
2010;481,00;585;346;944;44;0
2010;540,00;455;175;630;42;
2010;332,00;0;0;0;0;
2010;41,00;0;0;0;0;
2010;510,00;0;0;0;0;0
2010;305,00;0;0;0;0;0
2010;708,00;978;248;1239;53;0
2010;755,00;6485;1824;8477;855;0
2010;750,00;2792;810;3661;328;0
2010;696,00;2662;719;3465;300;0
2010;434,00;278;97;377;13;0
2010;421,00;0;0;0;0;0
2010;827,00;0;0;0;0;0
2010;933,00;0;0;0;0;
2010;1030,00;685;456;1141;5;
2010;1003,00;0;0;0;0;0
2010;1050,00;0;0;0;0;0
2010;934,00;528;169;654;55;0
2010;629,00;1521;519;2112;257;0
2010;21,00;0;0;0;0;0
2010;615,00;855;221;1076;37;0
2010;626,00;282;204;487;8;0
2010;417,00;0;0;0;0;0
2010;597,00;160;99;259;15;0
2010;539,00;1357;311;1668;105;0
2010;343,00;115;176;291;6;0
2010;135,00;0;0;0;0;0
2010;158,00;0;0;0;0;0
2010;775,00;992;324;1339;76;0
2010;177,00;0;0;0;0;0
2010;578,00;99;69;168;3;0
2010;416,00;0;0;0;0;0
2010;561,00;391;129;527;17;0
2010;828,00;0;0;0;0;0
2010;860,00;32;38;70;1;0
2010;935,00;0;0;0;0;0
2010;936,00;0;0;0;0;0
2010;986,00;0;0;0;0;0
2010;987,00;667;219;886;20;0
2010;1021,00;0;0;0;0;0
2010;658,00;574;115;645;22;0
2010;353,00;0;0;0;0;0
2010;323,00;0;0;0;0;0
2010;620,00;437;94;534;21;0
2010;384,00;0;0;0;0;
2010;484,00;0;0;0;0;0
2010;554,00;1235;321;1578;106;0
2010;209,00;0;0;0;0;0
2010;707,00;3535;834;4458;266;0
2010;395,00;0;0;0;0;
2010;969,00;0;0;0;0;0
2010;1052,00;0;0;0;0;0
2010;739,00;3286;1137;4784;578;0
2010;613,00;1339;438;1800;114;0
2010;593,00;0;0;0;0;0
2010;704,00;1263;557;1870;198;0
2010;493,00;0;0;0;0;
2010;686,00;1303;389;1705;95;0
2010;257,00;1234;1065;2366;197;0
2010;494,00;0;0;0;0;
2010;681,00;0;0;0;0;
2010;286,00;330;202;532;23;0
2010;255,00;41;70;115;5;0
2010;79,00;0;0;0;0;0
2010;81,00;0;0;0;0;0
2010;688,00;788;380;1183;57;0
2010;531,00;863;187;1070;84;0
2010;514,00;170;145;314;13;0
2010;499,00;0;0;0;0;
2010;532,00;688;347;1046;43;0
2010;190,00;0;0;0;0;
2010;598,00;329;103;432;21;0
2010;260,00;3336;3121;6457;504;
2010;838,00;0;0;0;0;0
2010;839,00;0;0;0;0;
2010;851,00;0;0;0;0;
2010;852,00;1925;474;2431;96;0
2010;988,00;0;0;0;0;
2010;1056,00;1229;220;1461;67;0
2010;644,00;1497;759;2279;186;1
2010;752,00;1152;374;1569;182;0
2010;238,00;5;4;9;0;
2010;325,00;0;0;0;0;0
2010;622,00;293;126;417;13;0
2010;879,00;77;87;164;9;0
2010;906,00;459;370;829;56;
2010;370,00;0;0;0;0;0
2010;418,00;0;0;0;0;0
2010;574,00;0;0;0;0;0
2010;399,00;0;0;0;0;0
2010;195,00;0;0;0;0;0
2010;783,00;2479;327;2547;204;0
2010;188,00;596;301;897;0;0
2010;263,00;345;143;492;0;0
2010;194,00;0;0;0;0;0
2010;214,00;0;0;0;0;0
2010;785,00;5822;857;6872;569;0
2010;780,00;0;0;0;0;0
2010;83,00;0;0;0;0;0
2010;782,00;0;0;0;0;0
2010;369,00;0;0;0;0;0
2010;84,00;0;0;0;0;0
2010;713,00;0;0;0;0;0
2010;85,00;0;0;0;0;0
2010;86,00;0;0;0;0;0
2010;941,00;0;0;0;0;0
2010;1045,00;172;64;247;12;0
2010;937,00;786;224;1017;42;0
2010;1004,00;41;25;68;3;0
2010;737,00;2115;486;2645;99;0
2010;765,00;3766;703;4619;321;0
2010;329,00;0;0;0;0;0
2010;87,00;0;0;0;0;0
2010;527,00;0;0;0;0;0
2010;562,00;0;0;0;0;
2010;251,00;144;149;293;3;
2010;129,00;0;0;0;0;0
2010;154,00;0;0;0;0;0
2010;516,00;624;343;961;0;
2010;184,00;131;69;199;0;0
2010;652,00;0;0;0;0;0
2010;637,00;258;83;340;15;0
2010;88,00;0;0;0;0;0
2010;907,00;0;0;0;0;0
2010;970,00;0;0;0;0;
2010;1019,00;0;0;0;0;
2010;1016,00;620;291;911;0;0
2010;1047,00;1299;378;1683;53;1
2010;635,00;1620;630;2286;134;0
