año,NCODI,pacienteTot_hospDom,visitaTot_hospDom
2018,814,0,0
2018,881,0,0
2018,771,0,0
2018,533,431,635
2018,447,0,0
2018,815,0,0
2018,801,0,0
2018,800,0,0
2018,389,0,0
2018,695,0,0
2018,816,0,0
2018,833,0,0
2018,870,0,0
2018,927,0,0
2018,961,0,0
2018,962,0,0
2018,1079,0,0
2018,1101,0,0
2018,666,1127,10830
2018,392,0,0
2018,790,801,8428
2018,650,1688,8009
2018,876,1278,12799
2018,944,0,0
2018,952,0,0
2018,54,0,0
2018,367,0,0
2018,538,0,0
2018,557,0,0
2018,653,0,0
2018,647,0,0
2018,978,0,0
2018,996,0,0
2018,729,0,0
2018,182,0,0
2018,633,0,0
2018,685,0,0
2018,683,0,0
2018,945,0,0
2018,953,0,0
2018,1022,0,0
2018,1049,0,0
2018,1151,0,0
2018,794,1102,15071
2018,415,32,245
2018,592,0,0
2018,497,0,0
2018,458,51,3856
2018,726,121,3963
2018,272,0,0
2018,805,563,12604
2018,234,0,0
2018,64,0,0
2018,842,346,5404
2018,843,148,2661
2018,803,0,0
2018,211,0,0
2018,773,0,0
2018,424,0,0
2018,298,0,0
2018,594,0,0
2018,237,0,0
2018,16,0,0
2018,768,0,0
2018,617,0,0
2018,297,0,0
2018,105,0,0
2018,544,0,0
2018,804,0,0
2018,104,0,0
2018,20,0,0
2018,550,409,4940
2018,112,0,0
2018,818,0,0
2018,882,0,0
2018,914,0,0
2018,928,0,0
2018,964,0,0
2018,1026,0,0
2018,1068,0,0
2018,1108,0,0
2018,404,23,580
2018,270,0,0
2018,676,0,0
2018,709,0,0
2018,754,0,0
2018,997,0,0
2018,1069,0,0
2018,1118,0,0
2018,1116,0,0
2018,734,0,0
2018,299,0,0
2018,645,0,0
2018,17,0,0
2018,1046,0,0
2018,420,0,0
2018,802,0,0
2018,266,0,0
2018,769,0,0
2018,776,661,4626
2018,640,732,6253
2018,315,0,0
2018,40,0,0
2018,508,354,4372
2018,46,0,0
2018,590,746,11478
2018,777,1222,12408
2018,897,1816,15034
2018,965,0,0
2018,671,0,0
2018,461,0,0
2018,376,0,0
2018,621,0,0
2018,793,0,0
2018,1102,0,0
2018,1147,0,0
2018,712,0,0
2018,32,0,0
2018,361,0,0
2018,486,0,0
2018,595,0,0
2018,433,0,0
2018,1058,0,0
2018,261,0,0
2018,730,0,0
2018,577,0,0
2018,788,0,0
2018,865,0,0
2018,979,0,0
2018,998,0,0
2018,1072,0,0
2018,221,0,0
2018,506,0,0
2018,727,252,1803
2018,355,0,0
2018,487,0,0
2018,938,0,0
2018,886,0,0
2018,835,0,0
2018,999,0,0
2018,798,1394,14553
2018,504,0,0
2018,247,0,0
2018,216,0,0
2018,654,0,0
2018,65,0,0
2018,472,104,644
2018,427,0,0
2018,491,0,0
2018,551,0,0
2018,106,0,0
2018,819,0,0
2018,836,0,0
2018,915,0,0
2018,942,0,0
2018,1140,0,0
2018,748,1554,23569
2018,198,0,0
2018,871,708,8497
2018,948,0,0
2018,1051,0,0
2018,1083,0,0
2018,1096,0,0
2018,679,722,9047
2018,176,0,0
2018,537,0,0
2018,608,217,7111
2018,596,231,2341
2018,749,0,0
2018,758,234,439
2018,1104,1738,16758
2018,567,0,0
2018,677,0,0
2018,670,129,20177
2018,588,553,4104
2018,753,195,1850
2018,887,0,0
2018,245,0,0
2018,603,0,0
2018,426,0,0
2018,232,0,0
2018,288,0,0
2018,246,0,0
2018,284,0,0
2018,18,0,0
2018,356,0,0
2018,401,0,0
2018,733,0,0
2018,243,0,0
2018,380,0,0
2018,716,0,0
2018,534,0,0
2018,185,0,0
2018,258,0,0
2018,505,0,0
2018,268,0,0
2018,602,0,0
2018,254,0,0
2018,705,0,0
2018,133,0,0
2018,33,0,0
2018,143,0,0
2018,36,0,0
2018,756,0,0
2018,662,50,2405
2018,192,0,0
2018,382,0,0
2018,322,0,0
2018,478,0,0
2018,352,0,0
2018,628,0,0
2018,495,0,0
2018,845,296,3389
2018,498,0,0
2018,314,0,0
2018,720,0,0
2018,721,0,0
2018,485,0,0
2018,273,0,0
2018,846,0,0
2018,847,0,0
2018,848,3,57
2018,916,0,0
2018,930,0,0
2018,954,89,1014
2018,943,160,504
2018,949,212,1906
2018,980,0,0
2018,981,0,0
2018,1024,0,0
2018,1017,45,587
2018,1000,0,0
2018,1018,146,2020
2018,1001,0,0
2018,1007,0,0
2018,1008,0,0
2018,1010,0,0
2018,1011,0,0
2018,1012,0,0
2018,1013,0,0
2018,1041,0,0
2018,1073,72,775
2018,1087,0,0
2018,1109,0,0
2018,1110,0,0
2018,1112,0,0
2018,1120,0,0
2018,1148,0,0
2018,1126,518,6849
2018,1152,0,0
2018,789,0,0
2018,326,0,0
2018,442,0,0
2018,294,0,0
2018,378,0,0
2018,402,0,0
2018,29,0,0
2018,450,0,0
2018,656,0,0
2018,333,0,0
2018,684,0,0
2018,422,0,0
2018,763,0,0
2018,741,0,0
2018,553,0,0
2018,357,0,0
2018,899,0,0
2018,900,0,0
2018,950,0,0
2018,966,0,0
2018,967,1502,3668
2018,982,0,0
2018,1014,0,0
2018,1080,0,0
2018,1074,0,0
2018,1084,0,0
2018,1113,0,0
2018,1137,0,0
2018,1142,0,0
2018,722,339,6950
2018,660,190,1714
2018,75,70,2120
2018,249,0,0
2018,227,0,0
2018,150,0,0
2018,47,0,0
2018,172,0,0
2018,581,0,0
2018,120,0,0
2018,445,0,0
2018,471,0,0
2018,53,0,0
2018,199,0,0
2018,575,0,0
2018,528,0,0
2018,631,0,0
2018,699,0,0
2018,823,0,0
2018,849,0,0
2018,869,0,0
2018,955,0,0
2018,983,0,0
2018,1002,0,0
2018,1015,303,4409
2018,1153,4,15
2018,51,0,0
2018,441,883,2370
2018,327,0,0
2018,690,0,0
2018,262,0,0
2018,403,0,0
2018,312,0,0
2018,589,451,0
2018,665,946,0
2018,334,0,0
2018,1075,3672,16275
2018,751,1100,15312
2018,186,0,0
2018,646,115,1020
2018,536,33,444
2018,242,0,0
2018,490,0,0
2018,500,0,0
2018,206,0,0
2018,58,0,0
2018,572,751,28984
2018,180,0,0
2018,549,0,0
2018,582,0,0
2018,743,452,7328
2018,795,0,0
2018,269,4,18
2018,634,0,0
2018,1,0,0
2018,717,0,0
2018,373,0,0
2018,535,0,0
2018,824,0,0
2018,888,0,0
2018,902,0,0
2018,968,0,0
2018,1130,0,0
2018,1141,0,0
2018,1145,0,0
2018,1122,0,0
2018,1133,0,0
2018,346,0,0
2018,27,0,0
2018,165,0,0
2018,956,93,965
2018,413,0,0
2018,149,0,0
2018,612,0,0
2018,559,0,0
2018,7,0,0
2018,283,0,0
2018,37,0,0
2018,153,0,0
2018,547,168,1841
2018,397,0,0
2018,556,0,0
2018,42,0,0
2018,31,0,0
2018,740,295,2815
2018,217,0,0
2018,863,0,0
2018,889,923,13812
2018,984,0,0
2018,1106,0,0
2018,1146,0,0
2018,34,0,0
2018,791,0,0
2018,181,0,0
2018,430,0,0
2018,715,1351,10363
2018,521,0,0
2018,524,0,0
2018,432,0,0
2018,19,0,0
2018,25,0,0
2018,26,0,0
2018,890,369,3922
2018,904,306,2283
2018,957,670,9216
2018,939,0,0
2018,236,0,0
2018,735,140,1502
2018,146,0,0
2018,363,0,0
2018,187,0,0
2018,265,0,0
2018,295,0,0
2018,496,0,0
2018,77,0,0
2018,391,0,0
2018,240,0,0
2018,448,122,423
2018,151,0,0
2018,425,0,0
2018,300,17,41
2018,339,0,0
2018,874,19,0
2018,905,422,4603
2018,1123,0,0
2018,736,1747,24331
2018,459,0,0
2018,320,0,0
2018,45,0,0
2018,618,470,29710
2018,463,452,5470
2018,891,0,0
2018,958,0,0
2018,244,0,0
2018,28,0,0
2018,444,0,0
2018,479,0,0
2018,285,0,0
2018,253,0,0
2018,481,0,0
2018,540,0,0
2018,332,0,0
2018,41,0,0
2018,510,0,0
2018,305,0,0
2018,708,0,0
2018,755,0,0
2018,750,0,0
2018,696,0,0
2018,421,0,0
2018,827,0,0
2018,933,0,0
2018,1030,0,0
2018,1003,0,0
2018,1050,0,0
2018,1043,0,0
2018,1128,0,0
2018,1125,4,8
2018,1135,0,0
2018,934,0,0
2018,629,736,9329
2018,21,0,0
2018,615,0,0
2018,626,0,0
2018,417,0,0
2018,597,0,0
2018,539,0,0
2018,343,0,0
2018,135,0,0
2018,158,0,0
2018,775,338,2965
2018,177,0,0
2018,578,0,0
2018,416,0,0
2018,561,322,2614
2018,62,0,0
2018,828,0,0
2018,860,0,0
2018,935,0,0
2018,936,0,0
2018,986,0,0
2018,987,0,0
2018,1021,0,0
2018,1085,0,0
2018,658,0,0
2018,353,0,0
2018,323,0,0
2018,620,403,3818
2018,384,0,0
2018,554,0,0
2018,209,0,0
2018,707,325,2753
2018,395,0,0
2018,969,0,0
2018,1052,0,0
2018,739,6098,47018
2018,613,1993,16827
2018,593,987,3515
2018,704,1277,12259
2018,686,1548,14582
2018,257,0,0
2018,494,0,0
2018,681,534,13011
2018,286,0,0
2018,255,0,0
2018,79,0,0
2018,81,0,0
2018,688,884,9965
2018,531,1853,10632
2018,514,362,2576
2018,499,0,0
2018,532,1308,9486
2018,190,0,0
2018,598,0,0
2018,260,0,0
2018,838,0,0
2018,839,0,0
2018,851,0,0
2018,852,2053,34378
2018,988,0,0
2018,1056,998,7438
2018,1044,0,0
2018,1114,718,1788
2018,1129,0,0
2018,644,285,10979
2018,752,2184,13076
2018,238,0,0
2018,325,0,0
2018,622,0,0
2018,879,0,0
2018,906,0,0
2018,370,0,0
2018,418,0,0
2018,574,0,0
2018,399,0,0
2018,195,0,0
2018,783,2389,22821
2018,263,0,0
2018,194,0,0
2018,214,0,0
2018,785,2435,20794
2018,780,0,0
2018,782,756,11177
2018,369,0,0
2018,713,315,2225
2018,941,0,0
2018,1091,374,19625
2018,1045,0,0
2018,1086,0,0
2018,1149,0,0
2018,937,219,3227
2018,1004,0,0
2018,737,0,0
2018,765,0,0
2018,329,424,3538
2018,87,0,0
2018,527,0,0
2018,562,0,0
2018,251,0,0
2018,129,0,0
2018,154,941,2477
2018,516,0,0
2018,184,0,0
2018,652,0,0
2018,637,0,0
2018,88,0,0
2018,907,0,0
2018,970,0,0
2018,1019,0,0
2018,1016,0,0
2018,1047,0,0
2018,635,0,0
