año,NCODI,pacienteTot_med,sesionTot_med,pacienteTot_psiquia,sesionTot_psiquia,pacienteTot_geria,sesionTot_geria
2018,454,2509,8980,0,0,0,0
2018,318,0,0,58,3022,77,5666
2018,600,4096,16124,0,0,0,0
2018,545,6750,22949,72,4745,94,8132
2018,100,0,0,0,0,162,8231
2018,702,2986,13189,91,4140,0,0
2018,778,1864,9928,154,3543,0,0
2018,341,0,0,0,0,0,0
2018,99,0,0,0,0,525,9216
2018,767,2822,8330,0,0,0,0
2018,359,0,0,0,0,1006,6475
2018,98,0,0,0,0,78,5586
2018,132,0,0,0,0,0,0
2018,97,0,0,0,0,102,7321
2018,103,0,0,0,0,753,5406
2018,110,0,0,0,0,0,0
2018,94,0,0,0,0,0,0
2018,91,0,0,0,0,120,5039
2018,664,5707,24104,171,5558,0,0
2018,918,19331,119444,0,0,0,0
2018,92,0,0,0,0,0,0
2018,95,0,0,0,0,38,5651
2018,301,0,0,0,0,0,0
2018,492,2260,5967,0,0,0,0
2018,811,91,385,0,0,0,0
2018,812,6276,60922,0,0,0,0
2018,832,0,0,0,0,0,0
2018,841,0,0,0,0,44,8648
2018,856,0,0,0,0,70,6646
2018,859,0,0,72,1601,0,0
2018,861,0,0,0,0,0,0
2018,880,0,0,0,0,181,9786
2018,883,0,0,77,4638,0,0
2018,884,0,0,0,0,82,6689
2018,877,0,0,0,0,0,0
2018,911,0,0,0,0,244,3177
2018,913,0,0,201,4196,0,0
2018,922,0,0,0,0,0,0
2018,923,0,0,0,0,0,0
2018,924,2509,27739,0,0,0,0
2018,947,0,0,0,0,0,0
2018,951,0,0,0,0,30,5100
2018,1103,0,0,0,0,359,7756
2018,972,0,0,0,0,0,0
2018,973,0,0,0,0,0,0
2018,974,0,0,0,0,0,0
2018,975,0,0,0,0,66,5809
2018,960,0,0,0,0,197,7492
2018,1028,0,0,0,0,0,0
2018,976,0,0,42,3239,184,6814
2018,977,0,0,0,0,0,0
2018,1020,0,0,164,3677,0,0
2018,994,2932,11858,0,0,0,0
2018,995,0,0,0,0,69,5333
2018,1060,0,0,184,10895,0,0
2018,1005,0,0,0,0,0,0
2018,1061,0,0,0,0,0,0
2018,1062,0,0,0,0,0,0
2018,1006,0,0,87,5007,0,0
2018,1088,0,0,0,0,0,0
2018,1089,91,588,0,0,0,0
2018,1076,0,0,0,0,0,0
2018,1078,0,0,0,0,0,0
2018,1033,8283,41488,0,0,0,0
2018,1037,0,0,184,7023,0,0
2018,1039,0,0,70,5985,0,0
2018,1067,0,0,0,0,95,10167
2018,1065,0,0,0,0,0,0
2018,1066,247,1964,0,0,0,0
2018,1100,0,0,0,0,236,5895
2018,1105,0,0,0,0,0,0
2018,1107,0,0,0,0,0,0
2018,1111,0,0,40,2101,0,0
2018,1121,0,0,0,0,0,0
2018,1119,0,0,0,0,0,0
2018,207,26,167,0,0,0,0
2018,431,52,52,0,0,0,0
2018,387,630,3357,0,0,0,0
2018,179,0,0,0,0,0,0
2018,606,3040,5589,0,0,0,0
2018,925,4301,38717,366,14274,0,0
2018,541,205,1920,0,0,0,0
2018,797,564,1647,0,0,0,0
2018,627,3687,5493,0,0,0,0
2018,173,0,0,6,1636,0,0
2018,636,0,13927,0,0,0,4499
2018,205,0,0,0,0,0,0
2018,814,0,0,0,0,0,0
2018,881,0,0,0,0,0,0
2018,771,4007,20033,,,0,0
2018,533,637,1536,0,0,0,0
2018,447,117,532,0,0,0,0
2018,815,0,0,0,0,0,0
2018,801,4003,20013,22,11202,0,0
2018,800,0,0,0,0,0,0
2018,389,115,151,0,0,0,0
2018,695,3298,16490,57,80228,0,0
2018,816,244,1763,0,0,0,0
2018,833,2672,3320,0,0,0,0
2018,870,385,2200,0,0,0,0
2018,927,60,151,0,0,0,0
2018,961,3413,17065,178,2564,0,0
2018,962,0,0,0,0,0,0
2018,1079,4,5,0,0,0,0
2018,1101,765,874,0,0,0,0
2018,666,1008,9707,0,0,0,0
2018,392,0,0,0,0,0,0
2018,790,1984,17713,231,22690,0,0
2018,650,1739,4087,0,0,0,0
2018,876,1497,4129,0,0,0,0
2018,944,0,0,0,0,0,0
2018,952,515,10810,0,0,0,0
2018,54,0,0,26,9490,0,0
2018,367,534,1521,0,0,0,0
2018,538,1703,12142,84,2985,0,0
2018,557,1495,3619,0,0,0,0
2018,653,447,2314,0,0,0,0
2018,647,641,882,0,0,0,0
2018,978,3810,5950,1772,7248,0,0
2018,996,505,2903,0,0,0,0
2018,729,5626,28131,377,29278,0,0
2018,182,33,203,0,0,0,0
2018,633,0,0,0,0,0,0
2018,685,544,2720,80,2558,0,0
2018,683,222,1108,,,0,0
2018,945,145,724,,,0,0
2018,953,0,0,0,0,0,0
2018,1022,50,250,,,0,0
2018,1049,33,163,,,0,0
2018,1151,14,14,0,0,0,0
2018,794,26109,41572,2983,3065,0,0
2018,415,604,6653,0,0,0,0
2018,592,0,0,0,0,0,0
2018,497,0,0,0,0,0,0
2018,458,0,0,0,0,0,0
2018,726,882,8307,165,12239,0,0
2018,272,0,0,0,0,0,0
2018,805,4533,30178,158,14142,0,0
2018,234,160,435,0,0,0,0
2018,64,0,0,0,0,0,0
2018,842,0,0,0,0,0,0
2018,843,625,2265,0,0,0,0
2018,803,2003,8983,289,1382,0,0
2018,211,0,0,0,0,0,0
2018,773,3534,7221,0,0,0,0
2018,424,7,81,0,0,0,0
2018,298,45,688,0,0,0,0
2018,594,0,0,0,0,0,0
2018,237,0,0,0,0,61,6078
2018,16,0,0,0,0,0,0
2018,768,750,1681,0,0,77,6062
2018,617,1769,3850,0,0,0,0
2018,297,0,0,0,0,0,0
2018,105,0,0,0,0,57,2372
2018,544,2586,6082,0,0,42,2665
2018,804,1717,6840,0,0,0,0
2018,104,0,0,147,5143,0,0
2018,20,0,0,0,0,0,0
2018,550,147,1150,0,0,0,0
2018,112,0,0,0,0,77,6159
2018,818,0,0,0,0,19,4106
2018,882,0,0,0,0,43,2947
2018,914,0,0,0,0,171,8469
2018,928,3099,30465,0,0,0,0
2018,964,5994,15738,0,0,0,0
2018,1026,0,0,0,0,69,3337
2018,1068,0,0,0,0,615,18057
2018,1108,208,1012,0,0,0,0
2018,404,0,0,0,0,0,0
2018,270,206,1408,0,0,0,0
2018,676,814,4071,,,0,0
2018,709,902,4508,88,4371,0,0
2018,754,4069,20343,183,10422,0,0
2018,997,117,585,,,0,0
2018,1069,88,438,,,0,0
2018,1118,141,952,80,2094,0,0
2018,1116,2446,12230,,,0,0
2018,734,1473,10886,82,376,997,2605
2018,299,0,0,0,0,0,0
2018,645,0,0,0,0,0,0
2018,17,0,0,0,0,0,0
2018,1046,0,0,0,0,0,0
2018,420,0,0,0,0,0,0
2018,802,0,0,0,0,0,0
2018,266,4945,4945,0,0,0,0
2018,769,706,7219,0,0,0,0
2018,776,3021,4177,0,0,0,0
2018,640,338,755,0,0,0,0
2018,315,0,0,33,5173,244,49493
2018,40,0,0,0,0,0,0
2018,508,345,345,0,0,0,0
2018,46,0,0,0,0,0,0
2018,590,2835,4025,0,0,0,0
2018,777,730,1282,0,0,0,0
2018,897,10528,46355,0,0,0,0
2018,965,0,0,0,0,0,0
2018,671,203,1015,,,0,0
2018,461,0,0,0,0,0,0
2018,376,0,0,0,0,0,0
2018,621,631,3153,80,9305,0,0
2018,793,3163,15814,20,3592,0,0
2018,1102,203,203,0,0,0,0
2018,1147,0,0,0,0,0,0
2018,712,1050,7422,0,0,0,0
2018,32,0,0,47,3229,0,0
2018,361,0,0,0,0,152,2407
2018,486,0,0,0,0,0,0
2018,595,864,6280,0,0,0,0
2018,433,0,0,0,0,0,0
2018,1058,0,0,0,0,0,0
2018,261,0,0,0,0,0,0
2018,730,596,2982,145,2523,0,0
2018,577,371,1857,,,0,0
2018,788,2110,10549,152,3724,0,0
2018,865,191,953,,,0,0
2018,979,68,338,,,0,0
2018,998,20,102,,,0,0
2018,1072,74,372,,,0,0
2018,221,0,0,0,0,0,0
2018,506,0,0,0,0,0,0
2018,727,1700,11728,0,0,0,0
2018,355,0,0,0,0,0,0
2018,487,0,0,0,0,0,0
2018,938,1900,20222,60,2960,0,0
2018,886,0,0,0,0,0,0
2018,835,0,0,0,0,0,0
2018,999,0,0,0,0,0,0
2018,798,8186,37719,0,0,0,0
2018,504,1057,6133,108,2164,199,4642
2018,247,88,383,0,0,0,0
2018,216,257,434,0,0,0,0
2018,654,0,0,0,0,0,0
2018,65,0,0,0,0,0,0
2018,472,192,1313,0,0,39,2406
2018,427,0,0,0,0,18,2081
2018,491,143,483,0,0,0,0
2018,551,64,315,0,0,0,0
2018,106,0,0,0,0,6,110
2018,819,0,0,0,0,0,0
2018,836,0,0,0,0,0,0
2018,915,0,0,0,0,120,6300
2018,942,0,0,0,0,0,0
2018,1140,0,0,0,0,0,0
2018,748,12125,17501,65,5407,,
2018,198,0,0,0,0,0,0
2018,871,4632,6831,0,0,0,0
2018,948,0,0,0,0,0,0
2018,1051,0,0,0,0,0,0
2018,1083,0,0,0,0,0,0
2018,1096,0,0,0,0,0,0
2018,679,1907,5882,295,2681,0,0
2018,176,0,0,0,0,0,0
2018,537,1045,1045,0,0,0,0
2018,608,906,5637,0,0,0,0
2018,596,764,7412,0,0,0,0
2018,749,6456,39704,3757,3757,0,0
2018,758,10996,53853,1365,19820,0,0
2018,1104,21251,51957,209,10328,242,1802
2018,567,0,0,346,5027,0,0
2018,677,5862,28063,94,3100,0,0
2018,670,3185,12918,2158,14715,0,0
2018,588,2578,5248,0,0,251,2921
2018,753,12918,73127,70,2969,0,0
2018,887,0,0,0,0,0,0
2018,245,0,0,0,0,0,0
2018,603,914,914,0,0,0,0
2018,426,0,0,0,0,0,0
2018,232,0,0,0,0,0,0
2018,288,297,4637,0,0,0,0
2018,246,85,565,0,0,0,0
2018,284,0,0,0,0,0,0
2018,18,0,0,0,0,0,0
2018,356,0,0,242,11914,0,0
2018,401,41,2634,0,0,0,0
2018,733,34836,78848,1491,10269,0,0
2018,243,0,0,0,0,0,0
2018,380,0,0,0,0,0,0
2018,716,469,4364,0,0,0,0
2018,534,59,357,0,0,0,0
2018,185,0,0,0,0,0,0
2018,258,524,3231,0,0,0,0
2018,505,0,0,0,0,0,0
2018,268,306,1532,0,0,0,0
2018,602,6945,7937,0,0,0,0
2018,254,1094,1177,0,0,0,0
2018,705,430,3262,0,0,0,0
2018,133,0,0,0,0,0,0
2018,33,0,0,17,2203,0,0
2018,143,0,0,36,2067,0,0
2018,36,0,0,48,1969,0,0
2018,756,4822,13635,0,0,0,0
2018,662,8244,13099,441,3911,0,0
2018,192,0,0,0,0,0,0
2018,382,0,0,0,0,0,0
2018,322,0,0,0,0,0,0
2018,478,0,0,0,0,0,0
2018,352,0,0,0,0,0,0
2018,628,1826,11418,0,0,0,0
2018,495,0,0,0,0,0,0
2018,845,1063,7294,154,5584,0,0
2018,498,1028,1363,0,0,0,0
2018,314,0,0,0,0,0,0
2018,720,5623,6023,0,0,0,0
2018,721,3245,14532,71,4092,286,2279
2018,485,3832,4105,705,803,0,0
2018,273,1416,8022,0,0,0,0
2018,846,10120,25075,12,117,0,0
2018,847,0,0,0,0,0,0
2018,848,2320,5663,0,0,0,0
2018,916,1053,8172,0,0,0,0
2018,930,1676,2550,0,0,0,0
2018,954,7057,22079,0,0,0,0
2018,943,1534,1996,0,0,0,0
2018,949,17107,66385,246,6883,79,1061
2018,980,500,3173,0,0,0,0
2018,981,385,422,0,0,0,0
2018,1024,1222,11110,0,0,0,0
2018,1017,18,1550,0,0,0,0
2018,1000,9190,27571,0,0,0,0
2018,1018,9915,21183,1439,5614,1,1
2018,1001,0,0,0,0,0,0
2018,1007,22231,30462,495,3616,0,0
2018,1008,17211,21749,0,0,0,0
2018,1010,9612,11356,0,0,0,0
2018,1011,3326,5981,0,0,0,0
2018,1012,3691,10036,0,0,0,0
2018,1013,46024,60647,201,2015,0,0
2018,1041,0,0,0,0,0,0
2018,1073,3405,10594,513,3352,0,0
2018,1087,12048,24295,98,706,0,0
2018,1109,8004,16031,1562,4927,0,0
2018,1110,3005,10241,0,0,0,0
2018,1112,624,2078,0,0,0,0
2018,1120,0,0,0,0,0,0
2018,1148,506,2686,0,0,0,0
2018,1126,11635,27896,85,6695,0,0
2018,1152,0,0,226,19750,0,0
2018,789,0,0,0,0,0,0
2018,326,0,0,15,1103,0,0
2018,442,2048,2048,0,0,0,0
2018,294,414,1877,0,0,0,0
2018,378,32,79,0,0,0,0
2018,402,0,0,0,0,0,0
2018,29,0,0,0,0,0,0
2018,450,0,0,0,0,0,0
2018,656,612,3058,124,2780,0,0
2018,333,465,4180,0,0,0,0
2018,684,741,3703,41,700,0,0
2018,422,236,270,0,0,0,0
2018,763,8920,44600,0,0,0,0
2018,741,1187,5934,138,3776,0,0
2018,553,2474,12369,0,0,0,0
2018,357,0,0,0,0,0,0
2018,899,0,0,0,0,0,0
2018,900,0,0,0,0,0,0
2018,950,0,0,0,0,0,0
2018,966,0,0,0,0,0,0
2018,967,52,599,0,0,0,0
2018,982,1348,3034,0,0,0,0
2018,1014,27,137,,,0,0
2018,1080,2122,3017,0,0,0,0
2018,1074,1,15,0,0,0,0
2018,1084,1180,1180,0,0,0,0
2018,1113,208,286,0,0,0,0
2018,1137,0,0,0,0,0,0
2018,1142,888,4440,,,0,0
2018,722,4564,23703,0,0,0,0
2018,660,3382,8298,0,0,0,0
2018,75,0,0,200,6801,0,0
2018,249,392,535,0,0,0,0
2018,227,598,3274,0,0,0,0
2018,150,0,0,0,0,0,0
2018,47,0,0,0,0,0,0
2018,172,131,238,0,0,0,0
2018,581,119,2961,0,0,0,0
2018,120,0,0,0,0,0,0
2018,445,0,0,0,0,0,0
2018,471,0,0,0,0,0,0
2018,53,0,0,0,0,0,0
2018,199,0,0,0,0,0,0
2018,575,566,3182,0,0,0,0
2018,528,532,1036,0,0,0,0
2018,631,1847,6252,0,0,0,0
2018,699,3043,24461,0,0,0,0
2018,823,0,0,0,0,0,0
2018,849,0,0,0,0,0,0
2018,869,0,0,0,0,0,0
2018,955,0,0,0,0,0,0
2018,983,0,0,0,0,0,0
2018,1002,0,0,0,0,0,0
2018,1015,3489,22282,0,0,0,0
2018,1153,0,0,0,0,0,0
2018,51,0,0,53,5138,0,0
2018,441,0,0,0,0,0,0
2018,327,0,0,36,7667,20,5031
2018,690,1609,10007,0,0,0,0
2018,262,77,475,0,0,0,0
2018,403,0,0,0,0,0,0
2018,312,0,0,12,2065,0,0
2018,589,78,703,0,0,0,0
2018,665,484,4359,0,0,0,0
2018,334,0,0,0,0,0,0
2018,1075,11703,38601,0,0,0,0
2018,751,1897,17861,53,5299,0,0
2018,186,0,0,0,0,0,0
2018,646,1244,4308,0,0,0,0
2018,536,235,2185,0,0,0,0
2018,242,0,0,0,0,0,0
2018,490,10,40,0,0,28,1047
2018,500,430,2532,0,0,0,0
2018,206,0,0,0,0,0,0
2018,58,0,0,7,277,0,0
2018,572,4135,11436,20,657,0,0
2018,180,0,0,0,0,0,0
2018,549,22,182,0,0,0,0
2018,582,245,2185,0,0,0,0
2018,743,4399,20194,0,0,0,0
2018,795,0,0,0,0,0,0
2018,269,0,0,0,0,0,0
2018,634,2687,2687,0,0,0,0
2018,1,46,484,0,0,0,0
2018,717,209,2513,26,6498,0,0
2018,373,0,0,0,0,0,0
2018,535,514,2372,86,4575,0,0
2018,824,15565,55239,49,1985,0,0
2018,888,0,0,0,0,0,0
2018,902,0,0,0,0,0,0
2018,968,0,0,0,0,0,0
2018,1130,0,0,0,0,0,0
2018,1141,0,0,0,0,0,0
2018,1145,0,0,0,0,0,0
2018,1122,0,0,0,0,0,0
2018,1133,0,0,0,0,0,0
2018,346,0,0,0,0,0,0
2018,27,0,0,0,0,0,0
2018,165,23,172,0,0,0,0
2018,956,2117,13426,48,1649,0,0
2018,413,0,0,0,0,0,0
2018,149,0,0,0,0,0,0
2018,612,85,641,0,0,0,0
2018,559,0,0,0,0,0,0
2018,7,0,0,0,0,0,0
2018,283,78,386,0,0,0,0
2018,37,0,0,0,0,0,0
2018,153,0,0,0,0,0,0
2018,547,1350,11661,0,0,0,0
2018,397,0,0,0,0,168,2366
2018,556,260,7295,0,0,0,0
2018,42,0,0,0,0,0,0
2018,31,0,0,0,0,17,1835
2018,740,1995,22890,60,2080,0,0
2018,217,0,0,0,0,0,0
2018,863,0,0,0,0,0,0
2018,889,3420,21433,0,0,0,0
2018,984,0,0,0,0,0,0
2018,1106,0,0,0,0,0,0
2018,1146,0,0,0,0,0,0
2018,34,0,0,0,0,0,0
2018,791,0,0,0,0,0,0
2018,181,79,712,0,0,0,0
2018,430,0,0,0,0,0,0
2018,715,697,3519,0,0,0,0
2018,521,0,0,0,0,0,0
2018,524,218,996,0,0,0,0
2018,432,0,0,0,0,0,0
2018,19,0,0,0,0,0,0
2018,25,0,0,0,0,0,0
2018,26,0,0,0,0,0,0
2018,890,3856,25800,126,2467,0,0
2018,904,111,189,0,0,0,0
2018,957,4518,44884,113,8369,0,0
2018,939,3185,31856,203,4115,0,0
2018,236,3968,5439,0,0,0,0
2018,735,7824,24140,291,9827,0,0
2018,146,0,0,0,0,0,0
2018,363,0,0,0,0,0,0
2018,187,11,96,0,0,0,0
2018,265,0,0,0,0,0,0
2018,295,197,1324,0,0,0,0
2018,496,0,0,0,0,0,0
2018,77,0,0,0,0,0,0
2018,391,0,0,0,0,0,0
2018,240,0,0,0,0,0,0
2018,448,310,910,0,0,0,0
2018,151,0,0,0,0,0,0
2018,425,0,0,0,0,0,0
2018,300,9,46,0,0,0,0
2018,339,0,0,0,0,0,0
2018,874,956,6695,0,0,0,0
2018,905,3434,24558,0,0,0,0
2018,1123,0,0,0,0,0,0
2018,736,12245,38474,252,3768,129,443
2018,459,0,0,0,0,0,0
2018,320,0,0,0,0,0,0
2018,45,0,0,183,29782,87,11722
2018,618,4063,4601,0,0,0,0
2018,463,2545,12936,138,2984,0,0
2018,891,0,0,0,0,0,0
2018,958,5612,8319,0,0,50,1751
2018,244,20,94,0,0,0,0
2018,28,0,0,0,0,0,0
2018,444,16,16,0,0,0,0
2018,479,294,9698,0,0,0,0
2018,285,288,1215,0,0,0,0
2018,253,0,0,0,0,0,0
2018,481,0,0,0,0,0,0
2018,540,460,1378,0,0,0,0
2018,332,0,0,0,0,0,0
2018,41,0,0,0,0,0,0
2018,510,26,186,11,72,0,0
2018,305,2,11,,,0,0
2018,708,583,2913,,,0,0
2018,755,12056,60280,89,4229,0,0
2018,750,4471,22356,,,0,0
2018,696,3614,18071,69,2818,0,0
2018,421,0,0,0,0,0,0
2018,827,0,0,0,0,0,0
2018,933,652,1384,0,0,0,0
2018,1030,99,527,0,0,0,0
2018,1003,93,464,,,0,0
2018,1050,30,151,,,0,0
2018,1043,0,0,0,0,0,0
2018,1128,131,654,,,0,0
2018,1125,0,0,74,296,0,0
2018,1135,49,245,,,0,0
2018,934,795,4399,0,0,0,0
2018,629,6274,24993,8,218,0,0
2018,21,0,0,0,0,206,11340
2018,615,972,5661,0,0,0,0
2018,626,0,0,0,0,0,0
2018,417,1171,1171,0,0,0,0
2018,597,1348,1698,0,0,45,2964
2018,539,4321,19002,0,0,90,4672
2018,343,0,0,0,0,0,0
2018,135,0,0,0,0,0,0
2018,158,0,0,328,15243,46,4478
2018,775,4747,16795,0,0,0,0
2018,177,0,0,0,0,291,9767
2018,578,0,0,0,0,0,0
2018,416,0,0,0,0,41,2294
2018,561,3538,7278,0,0,199,2491
2018,62,0,0,0,0,49,6017
2018,828,0,0,0,0,35,5420
2018,860,0,0,0,0,63,6016
2018,935,0,0,0,0,51,5700
2018,936,0,0,0,0,0,0
2018,986,0,0,40,8063,0,0
2018,987,1144,4715,0,0,0,0
2018,1021,0,0,0,0,29,2509
2018,1085,0,0,0,0,0,0
2018,658,1442,2632,0,0,0,0
2018,353,0,0,0,0,490,2594
2018,323,0,0,62,4682,0,0
2018,620,205,2864,0,0,0,0
2018,384,352,1680,0,0,0,0
2018,554,1166,10966,161,2825,0,0
2018,209,0,0,0,0,0,0
2018,707,3003,25300,68,4757,70,1018
2018,395,0,0,0,0,0,0
2018,969,76,1108,0,0,0,0
2018,1052,0,0,0,0,0,0
2018,739,5582,69442,364,14185,0,0
2018,613,2334,13279,0,0,0,0
2018,593,7575,12870,0,0,0,0
2018,704,11694,35081,0,0,0,0
2018,686,9080,42020,0,0,0,0
2018,257,0,0,0,0,0,0
2018,494,0,0,0,0,0,0
2018,681,1500,13879,0,0,0,0
2018,286,0,0,0,0,0,0
2018,255,393,2957,0,0,0,0
2018,79,0,0,0,0,0,0
2018,81,0,0,0,0,0,0
2018,688,1532,11107,0,0,0,0
2018,531,2982,26080,0,0,0,0
2018,514,583,1207,0,0,0,0
2018,499,0,0,0,0,0,0
2018,532,455,8393,0,0,0,0
2018,190,0,0,0,0,0,0
2018,598,1771,4257,0,0,0,0
2018,260,0,0,0,0,0,0
2018,838,0,0,0,0,0,0
2018,839,0,0,0,0,0,0
2018,851,0,0,0,0,0,0
2018,852,1580,11981,74,447,0,0
2018,988,62,3988,406,5433,0,0
2018,1056,1379,6540,0,0,0,0
2018,1044,0,0,0,0,0,0
2018,1114,743,1262,0,0,0,0
2018,1129,499,2070,0,0,0,0
2018,644,4521,27025,36,7881,0,0
2018,752,3950,18638,889,18061,0,0
2018,238,255,440,0,0,0,0
2018,325,0,0,0,0,0,0
2018,622,294,1204,0,0,0,0
2018,879,0,0,0,0,0,0
2018,906,382,2273,0,0,0,0
2018,370,0,0,0,0,0,0
2018,418,0,0,0,0,0,0
2018,574,0,0,0,0,0,0
2018,399,0,0,0,0,0,0
2018,195,0,0,0,0,0,0
2018,783,18392,50203,0,0,0,0
2018,263,691,6226,0,0,0,0
2018,194,0,0,0,0,0,0
2018,214,0,0,0,0,0,0
2018,785,9218,51493,0,0,0,0
2018,780,4424,7086,0,0,0,0
2018,782,2776,17577,0,0,0,0
2018,369,0,0,0,0,0,0
2018,713,0,0,0,0,0,0
2018,941,0,0,18,246,0,0
2018,1091,0,0,730,117570,0,0
2018,1045,1861,2030,0,0,0,0
2018,1086,1784,5048,0,0,0,0
2018,1149,15,16,0,0,0,0
2018,937,1841,10064,51,1380,0,0
2018,1004,34,284,0,0,0,0
2018,737,150,12189,92,2704,0,0
2018,765,19362,57302,0,0,0,0
2018,329,2042,7559,0,0,0,0
2018,87,0,0,0,0,0,0
2018,527,0,0,0,0,456,4000
