año,NCODI,inver_iIntangible,inver_IMaterial,inver_IMterrenos,inver_IMresto,inver_Otras,inver_Total
2018,1023,529629,1336716,0,1336716,0,1866345
2018,1054,14202,2000126,0,2000126,0,2014328
2018,1057,0,0,0,0,0,0
2018,1031,0,40803,0,40803,0,40803
2018,1032,477401,1593899,0,1593899,0,2071300
2018,1064,0,455409,0,455409,0,455409
2018,226,3778,1780123,0,1780123,0,1783901
2018,687,,86433,,86433,,86433
2018,745,,16859939,,16859939,,16859939
2018,109,4265,616395,0,616395,0,620660
2018,808,13664,641366,131407,509959,,655030
2018,971,0,3993,0,3993,,3993
2018,128,0,279946,0,279946,0,279946
2018,919,0,370120,0,370120,0,370120
2018,1150,25175,480413,0,480413,0,505588
2018,725,,1113501,0,1113501,0,1113501
2018,3,0,41327,0,41327,0,41327
2018,306,0,0,0,0,0,0
2018,15,0,17373,0,17373,0,17373
2018,264,16289,381791,,381791,,398080
2018,867,2400,70917,0,70917,0,73317
2018,910,0,159324,0,159324,0,159324
2018,1053,0,41693,0,41693,0,41693
2018,1055,0,0,0,0,311103,311103
2018,1081,0,45689,0,45689,0,45689
2018,1115,0,0,0,0,0,0
2018,529,0,0,0,0,213921,213921
2018,345,0,0,0,0,263149,263149
2018,515,20742,248869,248869,0,0,269611
2018,174,0,166458,0,166458,0,166458
2018,523,175638,4128450,3121252,1007198,3677835,7981923
2018,697,0,2124468,0,2124468,51865,2176333
2018,239,14589,240590,0,240590,0,255179
2018,287,1158,192129,0,192129,0,193287
2018,377,0,279901,0,279901,0,279901
2018,692,54260,736341,0,736341,0,790601
2018,435,50818,545343,0,545343,21780,617941
2018,423,2371,196702,,196702,0,199073
2018,351,0,81081,0,81081,,81081
2018,810,1016,84301,0,84301,0,85317
2018,830,21483,1020042,0,1020042,0,1041525
2018,892,0,1633996,0,1633996,0,1633996
2018,921,13488,865179,0,865179,0,878667
2018,991,0,319444,0,319444,0,319444
2018,992,0,1237164,40092,1197072,0,1237164
2018,993,0,0,0,0,0,0
2018,1070,0,2996567,0,2996567,0,2996567
2018,1095,55100,308555,75455,233100,0,363655
2018,1094,0,195766,0,195766,0,195766
2018,1124,0,70637,0,70637,0,70637
2018,473,0,389745,0,389745,168,389913
2018,663,161480,5844309,0,5844309,0,6005789
2018,552,0,777034,0,777034,0,777034
2018,772,4117220,11257081,0,11257081,9574,15383875
2018,568,0,106438,0,106438,0,106438
2018,398,0,476156,0,476156,0,476156
2018,394,0,215674,0,215674,0,215674
2018,614,0,150946,0,150946,0,150946
2018,235,0,631203,0,631203,2193,633396
2018,616,59261,585796,0,585796,0,645057
2018,267,0,901306,0,901306,0,901306
2018,565,78937,1692411,0,1692411,0,1771348
2018,220,29727,433260,0,433260,0,462987
2018,278,199347,2793967,0,2793967,0,2993314
2018,107,22524,348952,0,348952,0,371476
2018,711,285814,3053145,0,3053145,2624594,5963553
2018,204,137821,186555,0,186555,0,324376
2018,579,36567,332723,0,332723,0,369290
2018,348,281419,7937382,0,7937382,0,8218801
2018,766,354286,3121240,0,3121240,0,3475526
2018,761,0,685564,0,685564,0,685564
2018,728,49596,1806442,0,1806442,0,1856038
2018,280,115569,4168983,0,4168983,0,4284552
2018,222,7737,334236,0,334236,76448,418421
2018,276,8030,3850929,0,3850929,0,3858959
2018,11,87780,4548662,0,4548662,0,4636442
2018,302,1669,35314,0,35314,0,36983
2018,682,462091,2279008,0,2279008,1101881,3842980
2018,279,0,417313,0,417313,0,417313
2018,282,0,0,0,0,5675959,5675959
2018,281,0,1866322,0,1866322,179678,2046000
2018,183,5937,19852,0,19852,0,25789
2018,610,26070,642063,0,642063,0,668133
2018,116,0,334146,0,334146,0,334146
2018,115,0,35223,0,35223,0,35223
2018,114,0,149101,0,149101,0,149101
2018,119,0,32070,0,32070,0,32070
2018,770,14678,2543167,0,2543167,0,2557845
2018,583,33733,290589,0,290589,0,324322
2018,136,0,29796,0,29796,0,29796
2018,469,16158,263749,0,263749,0,279907
2018,642,18798,1097512,0,1097512,0,1116310
2018,674,1042151,15161724,0,15161724,0,16203875
2018,193,0,32967,0,32967,0,32967
2018,526,0,1597427,0,1597427,0,1597427
2018,698,0,7976243,0,7976243,0,7976243
2018,630,73946,958929,0,958929,0,1032875
2018,124,961,32188,0,32188,0,33149
2018,364,0,33802,0,33802,0,33802
2018,439,13273,456148,0,456148,1315,470736
2018,570,91467,5093357,0,5093357,9063,5193887
2018,123,2981,548964,3000,545964,0,551945
2018,310,6286,398623,0,398623,0,404909
2018,571,20026,371840,0,371840,238845,630711
2018,296,0,25915,0,25915,0,25915
2018,566,0,565270,0,565270,0,565270
2018,784,315693,6589866,3089866,3500000,0,6905559
2018,102,47567,8701034,0,8701034,-7134497,1614104
2018,379,0,926688,0,926688,0,926688
2018,639,0,639094,0,639094,5177,644271
2018,457,57771,457594,0,457594,0,515365
2018,609,7668,3864336,0,3864336,0,3872004
2018,101,0,98126,0,98126,0,98126
2018,454,14662,431670,0,431670,37748,484080
2018,318,0,533637,0,533637,0,533637
2018,600,411293,260428,0,260428,0,671721
2018,545,194302,510317,0,510317,0,704619
2018,100,0,3327,0,3327,0,3327
2018,702,5573,4378007,0,4378007,0,4383580
2018,778,185762,3635101,0,3635101,0,3820863
2018,341,0,44148,0,44148,0,44148
2018,99,6578,83707,0,83707,3320671,3410956
2018,767,0,309053,0,309053,0,309053
2018,359,7390,217557,0,217557,19023,243970
2018,98,0,134375,0,134375,0,134375
2018,132,0,278371,0,278371,131681,410052
2018,97,0,80998,0,80998,0,80998
2018,103,14443,114400,0,114400,0,128843
2018,110,0,101714,0,101714,0,101714
2018,94,7277,153709,0,153709,0,160986
2018,91,1087,308807,0,308807,0,309894
2018,664,452465,2495912,0,2495912,0,2948377
2018,918,199174,13773277,0,13773277,0,13972451
2018,92,0,13472,0,13472,0,13472
2018,95,0,107460,0,107460,0,107460
2018,301,103605,667128,0,667128,0,770733
2018,492,98851,337832,0,337832,51205,487888
2018,811,0,518148,0,518148,0,518148
2018,812,172558,1333604,0,1333604,0,1506162
2018,832,0,50395,0,50395,0,50395
2018,841,0,18452,0,18452,0,18452
2018,856,0,50920,0,50920,5517,56437
2018,859,0,21450,0,21450,0,21450
2018,861,1,0,0,0,0,1
2018,880,4133,136802,0,136802,0,140935
2018,883,0,4303,0,4303,0,4303
2018,884,0,92327,0,92327,0,92327
2018,877,0,4356,0,4356,0,4356
2018,911,232127,846159,0,846159,0,1078286
2018,913,0,0,0,0,1,1
2018,922,1163,1424849,0,1424849,18988,1445000
2018,923,0,16116,0,16116,0,16116
2018,924,0,78216,0,78216,0,78216
2018,947,0,66889,0,66889,0,66889
2018,951,0,108284,0,108284,0,108284
2018,1103,0,7995,0,7995,0,7995
2018,972,0,15858,0,15858,0,15858
2018,973,0,57940,0,57940,0,57940
2018,974,0,216693,0,216693,0,216693
2018,975,3002,187291,0,187291,0,190293
2018,960,12074,129586,0,129586,0,141660
2018,1028,0,3412,0,3412,0,3412
2018,976,0,319020,0,319020,0,319020
2018,977,6375,37777,0,37777,0,44152
2018,1020,9444,9177,0,9177,0,18621
2018,994,20740,382648,0,382648,0,403388
2018,995,0,75133,0,75133,0,75133
2018,1060,0,500,0,500,0,500
2018,1005,0,17178,0,17178,0,17178
2018,1061,0,4000,0,4000,0,4000
2018,1062,0,27655,0,27655,0,27655
2018,1006,0,50322,0,50322,0,50322
2018,1088,31945,91942,0,91942,0,123887
2018,1089,11523,905795,0,905795,0,917318
2018,1076,0,1000,0,1000,0,1000
2018,1078,0,37583,0,37583,0,37583
2018,1033,200182,1290522,0,1290522,0,1490704
2018,1037,0,0,0,0,1,1
2018,1039,0,17119,0,17119,0,17119
2018,1067,0,196327,0,196327,0,196327
2018,1065,11288,168071,0,168071,0,179359
2018,1066,132133,553766,0,553766,0,685899
2018,1100,0,0,0,0,1,1
2018,1105,19684,21528,0,21528,0,41212
2018,1107,0,41136,0,41136,0,41136
2018,1111,0,10131,0,10131,0,10131
2018,1121,0,0,0,0,17783,17783
2018,1119,0,27379,0,27379,0,27379
2018,207,0,344764,0,344764,0,344764
2018,431,0,67668,0,67668,0,67668
2018,387,0,150729,0,150729,0,150729
2018,179,0,3359,0,3359,0,3359
2018,606,0,160714,0,160714,0,160714
2018,925,72824,4379,0,4379,3000,80203
2018,541,0,146667,146667,0,0,146667
2018,797,0,224853,0,224853,0,224853
2018,627,0,0,0,0,0,0
2018,173,0,1678,0,1678,0,1678
2018,636,0,3509152,0,3509152,0,3509152
2018,205,2665,210176,0,210176,0,212841
2018,814,0,70000,4042,65958,35765,105765
2018,881,0,52786,0,52786,0,52786
2018,771,,166346,166346,,,166346
2018,533,0,77291,0,77291,0,77291
2018,447,30250,189534,0,189534,0,219784
2018,815,1921,21530,0,21530,0,23451
2018,801,,567895,,567895,,567895
2018,800,0,168317,4338,163979,0,168317
2018,389,0,373710,0,373710,0,373710
2018,695,0,137536,0,137536,0,137536
2018,816,30250,945368,0,945368,0,975618
2018,833,0,881650,0,881650,0,881650
2018,870,8688,343802,0,343802,0,352490
2018,927,0,200216,0,200216,0,200216
2018,961,,2643798,,,,2643798
2018,847,170349,1273605,0,1273605,0,1443954
2018,848,0,1948716,0,1948716,,1948716
2018,916,2543,2599129,0,2599129,0,2601672
2018,930,36174,573257,0,573257,0,609431
2018,954,120632,7817205,0,7817205,0,7937837
2018,943,0,311809,0,311809,0,311809
2018,949,0,9658669,0,9658669,0,9658669
2018,980,71548,1386637,0,1386637,0,1458185
2018,981,0,23335880,5841004,17494876,0,23335880
2018,1024,10478,4315571,0,4315571,0,4326049
2018,1017,0,44905,0,44905,0,44905
2018,1000,0,2166450,0,2166450,0,2166450
2018,1018,0,2825334,0,2825334,0,2825334
2018,1001,14732,517454,0,517454,0,532186
2018,1007,0,457574,0,457574,0,457574
2018,1008,0,365189,0,365189,0,365189
2018,1010,0,333121,0,333121,0,333121
2018,1011,0,327030,0,327030,0,327030
2018,1012,0,330219,0,330219,0,330219
2018,1013,0,4205676,0,4205676,0,4205676
2018,1041,0,0,0,0,0,0
2018,1073,417772,1451525,0,1451525,116,1869413
2018,1087,118257,3978368,1751721,2226647,0,4096625
2018,1109,0,5820556,0,5820556,0,5820556
2018,1110,,1948716,0,1948716,0,1948716
2018,1112,0,330829,0,330829,0,330829
2018,1120,1400,210624,0,210624,0,212024
2018,1148,342080,29339206,466613,28872593,0,29681286
2018,1126,0,1105677,0,1105677,0,1105677
2018,1152,0,1069998,0,1069998,0,1069998
2018,789,26243,1716860,0,1716860,0,1743103
2018,326,1839,1007282,370817,636465,0,1009121
2018,442,1802,845055,0,845055,0,846857
2018,294,1988,1488404,0,1488404,0,1490392
2018,378,0,262206,0,262206,0,262206
2018,402,50830,302525,0,302525,0,353355
2018,29,0,60032,0,60032,0,60032
2018,450,0,0,0,0,0,0
2018,656,,242452,,242452,,242452
2018,333,0,688435,0,688435,1538117,2226552
2018,684,,252126,,252126,,252126
2018,422,0,0,0,0,0,0
2018,763,,1698418,,1698418,,1698418
2018,741,,347024,,347024,,347024
2018,553,,2178122,,2178122,,2178122
2018,357,0,1716,0,1716,0,1716
2018,899,811,122147,0,122147,8528,131486
2018,900,15120,490711,0,490711,0,505831
2018,950,0,1506669,,1506669,0,1506669
2018,966,4457,336890,0,336890,0,341347
2018,967,74790,191543,0,191543,0,266333
2018,982,33313,1109254,0,1109254,0,1142567
2018,1014,,5589,,5589,,5589
2018,1080,664004,16920660,0,16920660,22267,17606931
2018,1074,0,0,0,0,0,0
2018,1084,0,369095,0,369095,0,369095
2018,1113,500,28400,0,28400,0,28900
2018,1137,0,328404,0,328404,0,328404
2018,1142,,138947,,138947,,138947
2018,722,8614,5017370,0,5017370,837348,5863332
2018,660,0,734434,0,734434,0,734434
2018,75,0,20288,0,20288,0,20288
2018,249,0,359496,0,359496,0,359496
2018,227,0,1159460,0,1159460,137410,1296870
2018,150,0,35876,0,35876,0,35876
2018,47,120,1824,0,1824,0,1944
2018,172,2737,442439,0,442439,0,445176
2018,581,26710,1337767,,1337767,0,1364477
2018,120,0,0,0,0,0,0
2018,445,0,0,0,0,0,0
2018,471,0,659443,0,659443,0,659443
2018,53,0,0,0,0,0,0
2018,199,2306,625790,0,625790,0,628096
2018,575,40855,908232,0,908232,0,949087
2018,528,73236,402156,0,402156,0,475392
2018,631,0,3447747,0,3447747,0,3447747
2018,699,77452,2627765,0,2627765,0,2705217
2018,823,0,294775,0,294775,115971,410746
2018,849,0,1279378,0,1279378,0,1279378
2018,869,0,302779,0,302779,0,302779
2018,955,0,0,0,0,0,0
2018,983,0,14685,0,14685,0,14685
2018,1002,0,120733,3568,117165,0,120733
2018,1015,0,2118215,0,2118215,0,2118215
2018,1153,27113,416883,0,416883,0,443996
2018,51,0,765104,0,765104,0,765104
2018,441,65453,191714,0,191714,0,257167
2018,327,920,146971,0,146971,0,147891
2018,690,914399,4557056,255455,4301601,0,5471455
2018,262,1281696,3722134,0,3722134,0,5003830
2018,403,0,25149,0,25149,0,25149
2018,312,994,1668242,0,1668242,0,1669236
2018,589,0,2147078,0,2147078,0,2147078
2018,665,0,2761804,1635835,1125969,0,2761804
2018,334,1119,2160,0,2160,0,3279
2018,1075,0,0,0,0,15247893,15247893
2018,751,0,1268787,0,1268787,0,1268787
2018,186,18212,144170,0,144170,0,162382
2018,646,0,0,0,0,0,0
2018,536,0,0,0,0,0,0
2018,242,6824,227881,0,227881,0,234705
2018,490,0,0,0,0,262736,262736
2018,500,40886,2270567,0,2270567,1962900,4274353
2018,206,2856,564609,0,564609,0,567465
2018,58,2050,3580,0,3580,0,5630
2018,572,0,341776,0,341776,0,341776
2018,180,229,146889,0,146889,3508960,3656078
2018,549,0,304900,0,304900,0,304900
2018,582,0,151998,0,151998,0,151998
2018,743,0,340724,0,340724,0,340724
2018,795,1543,1145688,603205,542483,0,1147231
2018,269,478,9856,0,9856,0,10334
2018,634,43189,4550134,0,4550134,0,4593323
2018,1,0,950598,0,950598,0,950598
2018,717,0,5546005,,5546005,0,5546005
2018,373,3868,160705,0,160705,0,164573
2018,535,0,233153,0,233153,0,233153
2018,824,0,0,0,0,262736,262736
2018,888,0,378924,0,378924,0,378924
2018,902,0,0,0,0,0,0
2018,968,0,215470,0,215470,0,215470
2018,1130,0,0,0,0,0,0
2018,1141,0,0,0,0,0,0
2018,1145,0,0,0,0,0,0
2018,1122,0,0,0,0,0,0
2018,1133,0,475046,0,475046,0,475046
2018,346,1839,156968,0,156968,0,158807
2018,27,0,20471,0,20471,0,20471
2018,165,0,891025,0,891025,0,891025
2018,956,12705,374706,0,374706,490000,877411
2018,413,0,16620,0,16620,0,16620
2018,149,3751,419392,0,419392,0,423143
2018,612,0,1408516,0,1408516,0,1408516
2018,559,16407,116236,0,116236,0,132643
2018,7,0,78449,0,78449,0,78449
2018,283,90058,1562759,0,1562759,511248,2164065
2018,37,0,154960,0,154960,47889,202849
2018,153,32118,3477993,412987,3065006,0,3510111
2018,547,20911,769751,0,769751,0,790662
2018,397,0,142059,0,142059,0,142059
2018,556,0,499800,0,499800,0,499800
2018,42,742007,84064,0,84064,2069,828140
2018,31,0,3224357,0,3224357,0,3224357
2018,740,0,5595982,0,5595982,0,5595982
2018,217,18376,1034530,0,1034530,0,1052906
2018,863,1604,254274,0,254274,0,255878
2018,889,40841,9069868,0,9069868,0,9110709
2018,984,0,1890985,0,1890985,0,1890985
2018,1106,5500,1254124,0,1254124,0,1259624
2018,1146,0,71841,0,71841,0,71841
2018,34,0,264437,0,264437,0,264437
2018,791,22259,520458,0,520458,0,542717
2018,181,0,63251,0,63251,0,63251
2018,430,0,26435,0,26435,0,26435
2018,715,95000,2219000,738000,1481000,991000,3305000
2018,521,61211,1421261,0,1421261,0,1482472
2018,524,4152,794052,0,794052,0,798204
2018,432,0,0,0,0,0,0
2018,19,0,114000,0,114000,0,114000
2018,25,0,33737,0,33737,0,33737
2018,26,0,171173,0,171173,0,171173
2018,890,,741532,0,741532,0,741532
2018,904,0,117703,0,117703,0,117703
2018,957,75272,45208986,0,45208986,0,45284258
2018,939,1608918,1134204,0,1134204,0,2743122
2018,236,34096,254806,0,254806,0,288902
2018,735,0,1972733,0,1972733,0,1972733
2018,146,0,179882,0,179882,0,179882
2018,363,55856,1610188,0,1610188,0,1666044
2018,187,,798840,0,798840,0,798840
2018,265,0,149095,0,149095,0,149095
2018,295,168075,1398105,0,1398105,0,1566180
2018,496,1604,596097,0,596097,0,597701
2018,77,0,18608,0,18608,0,18608
2018,391,0,114810,0,114810,0,114810
2018,240,9140,588343,0,588343,0,597483
2018,448,0,0,0,0,0,0
2018,151,0,0,0,0,0,0
2018,425,0,149999,0,149999,0,149999
2018,300,0,0,0,0,0,0
2018,339,1604,824735,0,824735,0,826339
2018,874,0,663627,0,663627,0,663627
2018,905,4652161,47234435,0,47234435,0,51886596
2018,1123,1099,134788,0,134788,0,135887
2018,736,0,2655805,0,2655805,0,2655805
2018,459,0,286017,0,286017,0,286017
2018,320,10939,2618099,,2618099,0,2629038
2018,45,1839,1946008,0,1946008,0,1947847
2018,618,0,1034902,0,1034902,0,1034902
2018,463,0,2271756,1570798,700958,0,2271756
2018,891,271550,619472,,619472,0,891022
2018,958,1091,514692,0,514692,0,515783
2018,244,0,59625,0,59625,0,59625
2018,28,0,7006,0,7006,0,7006
2018,444,6398,185685,0,185685,0,192083
2018,479,0,4447242,0,4447242,42077,4489319
2018,285,0,261962,0,261962,0,261962
2018,253,3015,726404,0,726404,0,729419
2018,481,31919,265888,0,265888,0,297807
2018,540,23619,552257,0,552257,0,575876
2018,332,0,3420,0,3420,0,3420
2018,41,0,0,0,0,0,0
2018,510,0,10770379,136850,10633529,0,10770379
2018,305,0,14511,0,14511,0,14511
2018,708,,285307,111636,173671,,285307
2018,755,,1877406,,1877406,,1877406
