año,NCODI,due_cTotal,matronas_cTotal,oDueEspeciali_cTotal,fisioterapeutas_cTotal,terapeutas_cTotal,logopedas_cTotal,oSaniMedio_cTotal,gMedioSani_cTotal,gSuperiorSani_cTotal,tecSani_cTotal,restSani_cTotal2,due_cMujeres,matronas_cMujeres,oDueEspeciali_cMujeres,fisioterapeutas_cMujeres,terapeutas_cMujeres,logopedas_cMujeres,oSaniMedio_cMujeres,gMedioSani_cMujeres,gSuperiorSani_cMujeres,tecSani_cMujeres,restSani_cMujeres2,due_pTotal,matronas_pTotal,oDueEspeciali_pTotal,fisioterapeutas_pTotal,terapeutas_pTotal,logopedas_pTotal,oSaniMedio_pTotal,gMedioSani_pTotal,gSuperiorSani_pTotal,tecSani_pTotal,restSani_pTotal2,due_pMujeres,matronas_pMujeres,oDueEspeciali_pMujeres,fisioterapeutas_pMujeres,terapeutas_pMujeres,logopedas_pMujeres,oSaniMedio_pMujeres,gMedioSani_pMujeres,gSuperiorSani_pMujeres,tecSani_pMujeres,restSani_pMujeres2,due_colabTotal,matronas_colabTotal,oDueEspeciali_colabTotal,fisioterapeutas_colabTotal,terapeutas_colabTotal,logopedas_colabTotal,oSaniMedio_colabTotal,gMedioSani_colabTotal,gSuperiorSani_colabTotal,tecSani_colabTotal,restSani_colabTotal2,due_colabMujeres,matronas_colabMujeres,oDueEspeciali_colabMujeres,fisioterapeutas_colabMujeres,terapeutas_colabMujeres,logopedas_colabMujeres,oSaniMedio_colabMujeres,gMedioSani_colabMujeres,gSuperiorSani_colabMujeres,tecSani_colabMujeres,restSani_colabMujeres2,direccion_cTotal,trabSocial_cTotal,perOficio_cTotal,administrativos_cTotal,oNoSani_cTotal,direccion_cMujeres,trabSocial_cMujeres,perOficio_cMujeres,administrativos_cMujeres,oNoSani_cMujeres,direccion_pTotal,trabSocial_pTotal,perOficio_pTotal,administrativos_pTotal,oNoSani_pTotal,direccion_pMujeres,trabSocial_pMujeres,perOficio_pMujeres,administrativos_pMujeres,oNoSani_pMujeres,direccion_colabTotal,trabSocial_colabTotal,perOficio_colabTotal,administrativos_colabTotal,oNoSani_colabTotal,direccion_colabMujeres,trabSocial_colabMujeres,perOficio_colabMujeres,administrativos_colabMujeres,oNoSani_colabMujeres
2018,1032,207,11,2,8,0,1,0,157,39,196,0,178,10,2,7,0,1,0,141,25,166,0,86,5,1,1,0,0,0,29,9,38,1,69,3,1,0,0,0,0,27,8,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,61,47,1,1,0,40,5,12,0,0,58,0,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0
2018,1150,11,0,1,1,2,0,0,8,0,8,0,11,0,1,0,2,0,0,7,0,7,0,2,0,0,0,0,1,0,3,0,3,0,1,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,10,0,2,0,1,8,0,0,0,1,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
2018,725,1074,32,9,37,3,2,0,858,203,1061,0,878,28,9,25,3,2,0,819,156,975,0,132,13,2,0,0,0,0,63,9,72,0,111,12,1,0,0,0,0,59,7,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,298,252,528,7,5,216,191,300,0,0,3,5,11,0,0,2,5,8,0,0,0,0,0,0,0,0,0,0
2018,3,9,0,0,0,1,0,1,32,0,32,8,9,0,0,0,1,0,1,27,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,4,1,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,306,23,0,0,0,2,0,0,157,0,157,3,19,0,0,0,1,0,0,132,0,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,22,6,110,6,3,5,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,15,9,0,0,2,0,0,0,6,1,7,0,8,0,0,2,0,0,0,4,1,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,4,0,5,2,2,1,0,4,2,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,0,,0,0,0,0
2018,264,41,0,0,0,0,0,0,43,0,43,0,38,0,0,0,0,0,0,38,0,38,0,4,0,0,1,0,0,0,7,0,7,0,4,0,0,0,0,0,0,7,0,7,0,8,6,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,3,0,1,25,11,1,0,0,19,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2018,867,3,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,5,0,5,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,910,244,9,7,7,0,0,0,226,55,281,1,199,5,5,4,0,0,0,219,46,265,0,27,1,0,2,0,0,0,6,1,7,0,25,1,0,1,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,21,102,172,3,2,0,80,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1053,322,11,0,7,0,0,0,223,68,291,0,276,8,0,6,0,0,0,218,57,275,0,49,2,0,2,0,0,0,26,1,27,0,44,2,0,1,0,0,0,25,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,89,98,118,1,3,54,83,78,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2018,1055,456,20,12,8,0,1,3,338,72,410,0,367,16,10,6,0,1,1,307,56,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,39,164,243,15,3,8,115,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1081,8,0,0,7,6,3,0,19,0,19,0,7,0,0,6,5,2,0,17,0,17,0,2,0,0,3,1,0,0,5,0,5,0,2,0,0,1,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,2,0,1,1,9,1,0,0,0,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2018,113,68,0,25,0,2,0,0,179,0,179,0,63,0,21,0,2,0,0,160,0,160,0,27,0,2,0,0,0,0,39,1,40,0,26,0,1,0,0,0,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,87,28,19,3,6,66,22,16,0,0,17,9,17,0,0,15,7,13,0,0,0,0,0,0,0,0,0,0
2018,619,48,0,0,7,0,0,0,39,12,51,0,41,0,0,4,0,0,0,22,10,32,0,6,0,0,1,0,0,0,2,1,3,0,6,0,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,29,28,3,0,0,27,21,0,0,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2018,163,14,0,0,0,0,0,0,11,0,11,4,11,0,0,0,0,0,0,9,0,9,4,8,0,0,0,0,0,0,4,0,4,1,7,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,15,11,4,0,0,13,9,2,0,0,8,2,2,0,0,7,2,0,0,0,0,0,0,0,0,0,0
2018,131,9,0,0,0,1,0,0,32,0,32,0,8,0,0,0,1,0,0,29,0,29,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,1,0,1,1,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,375,43,0,0,6,0,0,0,50,5,55,0,38,0,0,5,0,0,0,45,5,50,0,11,0,0,4,0,0,0,5,0,5,0,11,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,48,12,18,0,0,37,9,8,0,0,5,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
2018,1090,1083,28,10,60,8,0,9,803,245,1048,0,989,27,9,50,7,0,8,743,207,950,0,457,14,4,31,0,0,1,215,26,241,0,436,14,4,26,0,0,0,203,23,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,311,404,323,22,10,184,342,180,0,2,78,67,32,0,2,62,66,19,0,0,0,0,0,0,0,0,0,0
2018,764,942,23,0,33,8,2,2,551,153,704,0,838,21,0,26,8,2,2,532,138,670,0,139,0,0,2,0,0,0,32,18,50,0,133,0,0,2,0,0,0,29,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,12,94,263,292,16,11,25,205,168,0,0,0,17,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2018,14,35,3,0,0,0,0,0,15,1,16,0,19,3,0,0,0,0,0,11,0,11,0,15,0,0,0,0,0,0,8,0,8,0,14,0,0,0,0,0,0,6,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,7,7,1,0,2,7,7,0,0,2,2,0,0,0,2,2,0,0,0,9,0,0,0,0,9,0,0
2018,657,122,7,0,8,0,0,0,106,28,134,0,108,5,0,6,0,0,0,105,24,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,13,49,49,3,2,0,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,362,51,0,0,3,0,0,41,26,11,37,0,40,0,0,2,0,0,36,25,7,32,0,11,0,0,1,0,0,4,4,2,6,0,11,0,0,0,0,0,4,4,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,4,24,28,3,0,0,20,14,0,0,0,7,4,0,0,0,7,4,0,0,0,0,,0,0,0,0,0
2018,989,101,5,0,8,2,1,1,84,18,102,0,78,3,0,5,2,1,1,80,17,97,0,51,2,0,0,0,0,0,13,5,18,0,42,2,0,0,0,0,0,13,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,42,41,0,1,0,32,14,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2018,990,160,6,0,4,1,1,1,152,28,180,0,143,6,0,3,1,1,1,144,23,167,0,43,2,0,2,0,0,0,7,13,20,0,36,2,0,2,0,0,0,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,46,66,7,1,1,35,43,0,0,0,4,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
2018,680,923,26,0,21,0,0,1,671,116,787,0,768,24,0,16,0,0,0,628,99,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,74,260,252,6,7,24,208,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,411,75,17,0,1,0,0,0,78,25,103,0,61,16,0,1,0,0,0,64,20,84,0,20,0,0,2,0,0,0,15,6,21,0,15,0,0,1,0,0,0,12,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,40,51,2,2,0,28,40,0,0,0,3,3,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0
2018,241,51,0,0,0,0,0,0,47,5,52,0,45,0,0,0,0,0,0,34,4,38,0,18,0,0,0,0,0,0,28,2,30,0,12,0,0,0,0,0,0,23,2,25,0,0,8,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,1,2,18,19,3,0,0,13,17,1,0,0,10,9,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0
2018,558,302,12,0,10,0,0,2,187,49,236,0,267,11,0,5,0,0,2,179,41,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,20,92,111,10,1,2,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1115,3,0,0,2,0,0,0,4,1,5,0,3,0,0,1,0,0,0,4,1,5,0,5,0,0,0,0,0,0,2,2,4,0,5,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,5,0,0,0,0,5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2018,529,58,0,0,7,2,2,1,62,1,63,0,52,0,0,6,2,2,1,49,1,50,0,2,0,0,1,0,0,0,4,0,4,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,9,10,0,3,13,9,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,345,32,0,24,1,5,0,1,160,0,160,0,23,0,20,1,3,0,0,130,0,130,0,2,0,1,0,0,0,0,2,0,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,26,19,52,0,5,16,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,515,27,0,0,17,0,0,0,49,0,49,0,26,0,0,9,0,0,0,42,0,42,0,2,0,0,2,0,0,0,6,0,6,0,1,0,0,1,0,0,0,6,0,6,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,8,35,10,0,1,2,28,9,0,0,1,4,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
2018,174,22,0,0,1,0,0,0,35,0,35,0,20,0,0,0,0,0,0,31,0,31,0,2,0,0,2,0,0,0,4,0,4,0,2,0,0,2,0,0,0,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,11,7,0,1,11,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,523,99,0,0,28,9,4,0,120,0,120,1,86,0,0,19,9,4,0,103,0,103,0,6,0,0,20,1,3,0,8,0,8,0,3,0,0,13,1,3,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,50,21,1,3,3,40,1,0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2018,697,132,0,0,3,0,0,0,181,27,208,9,99,0,0,2,0,0,0,109,16,125,5,23,0,0,8,0,0,0,12,28,40,0,18,0,0,6,0,0,0,10,23,33,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,8,82,66,4,0,0,57,52,0,0,0,14,5,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0
2018,239,67,0,0,13,0,0,0,66,15,81,12,50,0,0,6,0,0,0,59,5,64,1,54,0,0,12,0,0,0,29,10,39,13,40,0,0,11,0,0,0,25,8,33,1,0,0,0,0,0,1,4,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,37,81,1,0,0,37,68,0,0,0,2,24,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0
2018,287,90,3,0,1,0,0,1,94,8,102,25,64,3,0,1,0,0,1,81,6,87,4,44,7,0,2,0,0,0,43,16,59,6,31,7,0,1,0,0,0,34,8,42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,45,50,12,0,1,37,40,0,0,0,3,23,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0
2018,377,51,0,0,5,2,0,0,69,2,71,0,43,0,0,4,2,0,0,64,2,66,0,7,0,0,1,0,0,0,2,1,3,0,5,0,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16,11,14,0,3,12,9,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,692,361,29,0,19,3,1,0,289,78,367,0,308,26,0,13,3,1,0,267,52,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,29,87,130,12,2,22,73,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,435,53,3,0,19,0,0,2,59,5,64,2,44,1,0,16,0,0,1,42,5,47,2,8,0,1,7,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,27,87,4,1,0,22,57,2,0,0,1,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2018,423,32,3,2,4,0,0,0,10,6,16,0,25,3,2,3,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,11,63,0,0,0,7,59,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
2018,351,22,0,0,2,0,0,2,24,6,30,0,15,0,0,2,0,0,2,23,4,27,0,8,0,0,4,0,0,1,6,2,8,0,5,0,0,4,0,0,1,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,3,0,0,0,20,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2018,810,21,2,0,3,0,1,0,10,4,14,0,17,1,0,2,0,1,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,52,0,0,0,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,830,474,24,10,27,2,0,2,428,72,500,0,398,23,8,19,2,0,1,384,72,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,136,125,3,2,0,116,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,6,30,0,0,3,0,0,0,58,11,69,0,28,0,0,0,0,0,0,47,11,58,0,17,0,0,6,0,0,0,10,3,13,0,15,0,0,2,0,0,0,9,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,29,1,3,0,0,23,1,1,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2018,161,11,0,0,0,6,0,1,23,0,23,0,4,0,0,0,3,0,1,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,22,29,124,2,2,16,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1064,51,7,3,3,0,0,0,33,13,46,0,38,6,1,1,0,0,0,30,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,51,11,19,1,0,33,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,226,48,0,0,1,0,0,3,60,19,79,0,40,0,0,1,0,0,2,46,13,59,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,18,6,0,2,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,11,0,10,20,46,4,0,5,20,33,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2018,687,235,13,,5,1,,,187,63,250,,192,12,,4,,,,177,51,228,,15,1,,,,,,,1,1,,13,1,,,,,,,1,1,,,,,,,,,,,0,,,,,,,,,,,0,,19,1,41,89,73,10,1,32,73,54,1,,,1,,1,,,1,,,,,,,,,,,
2018,745,981,38,,24,5,,,727,185,912,,798,33,,15,3,,,661,140,801,,118,9,,3,2,,,38,9,47,,110,8,,3,2,,,38,8,46,,,,,,,,,,,0,,,,,,,,,,,0,,52,10,257,272,280,28,10,163,215,187,1,,2,4,3,1,,2,4,2,,,,,,,,,,
