año,NCODI,camas_instalada,incubadoras_instalada,paritorios_instalada,quirofanos_instalada,salasHemo_instalada,camas_funcionamiento,incubadoras_funcionamiento,paritorios_funcionamiento,quirofanos_funcionamiento,salasHemo_funcionamiento,salas_rx_Hospital,salas_rx_CEP,puesto_HDia_medico,puesto_HDia_psiquiatrico,puesto_HDia_geriatrico,integradasPuestos_HDia_CMA,propiasPuestos_HDia_CMA,propiasQuirofanos_HDia_CMA
2018,692,245,8,5,8,0,267,8,5,8,0,3,0,26,15,0,0,0,0
2018,435,68,1,1,3,1,68,1,1,3,1,2,0,0,0,0,0,0,0
2018,423,31,3,1,2,0,31,2,1,2,0,2,0,0,0,0,2,3,2
2018,351,85,0,0,3,0,50,0,0,3,0,2,0,0,0,0,3,2,1
2018,810,9,0,1,1,0,9,0,1,1,0,1,0,0,0,0,1,1,0
2018,830,224,6,2,8,0,224,6,2,8,0,3,0,7,0,0,10,0,2
2018,892,417,19,6,13,0,363,9,6,13,0,5,0,30,24,0,0,31,13
2018,921,170,4,4,9,1,170,4,4,9,1,2,0,1,0,0,6,6,0
2018,991,13,1,1,1,0,13,1,1,1,0,1,0,3,0,0,0,0,0
2018,992,163,6,1,6,0,162,2,1,6,0,4,0,7,15,0,0,12,1
2018,993,142,5,3,5,0,118,5,3,5,0,2,1,29,13,0,0,6,1
2018,1070,839,30,6,27,3,758,30,6,25,3,10,0,43,40,0,0,0,7
2018,1095,70,0,0,2,0,38,0,0,2,0,1,0,0,0,0,0,0,0
2018,1094,34,0,0,4,0,14,0,0,4,0,1,0,1,0,0,0,4,4
2018,1124,15,0,0,3,0,15,0,0,3,0,0,0,0,0,0,5,10,3
2018,473,67,31,7,6,0,67,31,7,6,0,1,0,1,0,0,0,0,4
2018,663,406,9,2,11,1,397,9,2,11,1,4,2,53,13,0,7,0,0
2018,552,99,0,0,6,0,80,0,0,6,0,4,0,16,0,0,14,0,0
2018,772,648,0,0,25,2,648,0,0,25,2,8,0,70,56,50,0,0,6
2018,568,62,0,0,4,0,51,0,0,4,0,2,0,0,0,0,0,6,0
2018,398,129,0,0,5,0,100,0,0,5,0,2,0,0,0,0,0,0,0
2018,394,55,0,0,2,0,55,0,0,2,0,2,0,0,0,0,0,0,0
2018,614,22,0,0,2,0,22,0,0,2,0,0,0,0,0,0,0,7,0
2018,235,32,0,0,4,0,17,0,0,3,0,1,0,0,0,0,0,0,0
2018,616,90,0,0,6,0,57,0,0,6,0,0,0,19,0,0,0,15,0
2018,267,158,4,2,9,1,140,4,2,9,1,3,0,0,0,0,0,6,1
2018,565,168,0,0,5,0,168,0,0,5,0,1,0,14,15,0,0,22,0
2018,220,105,3,3,9,0,105,3,3,9,0,3,0,16,0,0,0,0,0
2018,278,154,6,3,8,0,154,6,3,8,0,0,0,0,0,0,0,0,0
2018,107,112,0,0,0,0,112,0,0,0,0,0,0,0,15,55,0,0,0
2018,711,623,17,3,22,3,561,17,3,22,3,8,0,93,42,0,22,0,0
2018,204,116,0,0,0,0,116,0,0,0,0,1,0,0,0,22,0,0,0
2018,579,31,0,0,2,0,31,0,0,2,0,4,0,0,0,0,0,0,0
2018,348,152,0,0,2,0,134,0,0,2,0,1,0,70,0,0,0,0,0
2018,766,116,0,0,8,0,110,0,0,8,0,5,0,8,0,0,0,0,0
2018,761,317,0,0,0,0,317,0,0,0,0,0,0,0,25,60,0,0,0
2018,728,332,0,0,20,0,283,0,0,20,0,6,0,11,0,0,0,17,4
2018,280,152,12,4,10,1,152,12,4,10,1,5,0,11,0,0,0,16,3
2018,222,44,0,0,6,0,44,0,0,6,0,0,0,1,0,0,0,0,0
2018,276,202,10,3,14,1,202,10,3,14,1,8,0,16,0,0,18,0,0
2018,11,201,0,2,7,1,170,0,2,7,1,4,0,10,0,0,0,2,0
2018,302,60,2,1,3,0,60,2,1,3,0,0,0,0,0,0,1,1,1
2018,682,161,0,0,8,0,161,0,0,8,0,1,0,11,0,0,0,0,0
2018,279,181,20,5,10,1,181,20,5,10,1,4,0,10,0,0,0,10,4
2018,282,265,11,3,22,3,265,11,3,22,2,8,0,11,0,0,0,31,4
2018,281,273,8,5,10,1,273,8,4,10,1,3,0,10,0,0,0,15,0
2018,183,30,0,0,3,0,30,0,0,3,0,1,0,6,0,0,0,0,0
2018,610,43,0,0,5,0,43,0,0,5,0,1,0,0,0,0,0,19,0
2018,116,428,0,0,0,0,389,0,0,0,0,0,0,0,0,20,0,0,0
2018,115,50,0,0,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0
2018,114,74,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
2018,119,30,0,0,4,0,30,0,0,4,0,1,0,0,0,0,0,0,0
2018,770,586,13,3,24,2,584,13,3,24,2,16,0,31,18,0,0,13,4
2018,583,130,0,0,4,0,116,0,0,4,0,4,0,23,0,0,0,0,4
2018,136,209,0,0,0,0,209,0,0,0,0,1,0,0,0,46,0,0,0
2018,469,108,2,1,3,1,101,2,1,3,1,2,0,12,0,15,9,9,0
2018,642,228,2,2,5,0,228,2,2,5,0,8,0,8,0,20,0,14,0
2018,674,358,37,6,15,1,348,37,6,15,1,10,1,24,100,0,0,26,5
2018,193,149,0,0,0,0,149,0,0,0,0,1,0,0,0,17,0,0,0
2018,526,332,12,2,9,0,328,12,2,9,0,8,0,34,0,70,0,10,0
2018,698,819,0,0,32,2,695,0,0,32,2,10,0,41,10,0,0,24,7
2018,630,81,3,2,10,0,68,3,2,10,0,4,0,8,0,0,0,11,0
2018,124,140,0,0,0,0,130,0,0,0,0,0,0,0,0,30,0,0,0
2018,364,74,0,0,0,0,68,0,0,0,0,0,0,0,0,35,0,0,0
2018,439,60,4,2,5,0,60,4,2,5,0,2,0,4,0,0,0,0,1
2018,570,499,8,5,17,0,499,8,5,17,0,5,0,61,31,0,0,0,2
2018,123,190,0,0,0,0,154,0,0,0,0,0,0,0,0,58,0,0,0
2018,310,426,0,0,0,0,426,0,0,0,0,0,0,0,55,55,0,0,0
2018,571,129,2,2,5,0,129,2,2,5,0,3,0,16,0,0,0,1,1
2018,296,177,0,0,0,0,177,0,0,0,0,1,0,0,0,20,0,0,0
2018,566,170,4,3,7,0,118,0,3,7,0,3,0,20,20,0,11,0,0
2018,784,757,18,6,16,0,757,18,6,16,0,6,0,109,60,18,0,17,4
2018,102,647,0,0,0,0,647,0,0,0,0,1,0,0,16,20,0,0,0
2018,379,456,0,0,0,0,453,0,0,0,0,0,0,0,104,0,0,0,0
2018,639,246,1,5,7,0,199,1,5,7,0,0,0,6,0,0,0,8,0
2018,457,83,0,0,2,0,74,0,0,2,0,2,0,2,0,0,10,0,0
2018,609,347,22,2,15,2,306,14,2,15,2,16,0,8,10,0,9,0,0
2018,101,82,0,0,0,0,82,0,0,0,0,0,0,0,0,20,0,0,0
2018,454,231,2,1,4,0,228,2,1,4,0,3,0,20,0,0,0,4,1
2018,318,356,0,0,0,0,333,0,0,0,0,0,0,0,20,25,0,0,0
2018,600,177,2,5,8,0,138,2,5,8,0,3,0,20,0,0,0,16,0
2018,545,457,19,3,14,0,355,14,3,14,0,5,0,56,20,33,0,0,0
2018,100,75,0,0,0,0,75,0,0,0,0,0,0,0,0,32,0,0,0
2018,702,401,9,6,18,2,401,9,6,18,2,6,6,36,56,0,0,0,0
2018,778,222,3,5,10,0,203,3,5,8,0,4,0,60,22,0,0,22,3
2018,341,65,0,0,2,0,65,0,0,2,0,2,0,0,0,0,0,0,0
2018,99,103,0,0,0,0,100,0,0,0,0,0,0,0,0,50,0,0,0
2018,767,117,0,0,5,0,117,0,0,5,0,6,0,8,0,0,0,0,0
2018,359,110,0,0,2,0,110,0,0,2,0,2,0,0,0,30,4,8,2
2018,98,114,0,0,0,0,111,0,0,0,0,0,0,0,0,25,0,0,0
2018,132,125,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0
2018,97,122,0,0,0,0,120,0,0,0,0,0,0,0,0,30,0,0,0
2018,103,42,0,0,0,0,41,0,0,0,0,0,0,0,0,20,0,0,0
2018,110,99,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2018,94,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2018,91,65,0,0,0,0,65,0,0,0,0,0,0,0,0,20,0,0,0
2018,664,373,3,2,12,0,373,3,2,12,0,8,0,55,25,0,17,0,0
2018,918,1133,45,6,39,3,1094,45,6,39,3,13,0,232,0,0,0,0,6
2018,92,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2018,95,167,0,0,0,0,167,0,0,0,0,0,0,0,0,23,0,0,0
2018,301,20,0,0,4,0,20,0,0,4,0,1,1,0,0,0,0,0,0
2018,492,120,2,1,6,0,98,2,1,6,0,3,0,17,0,0,0,11,1
2018,811,68,0,1,1,1,68,0,1,1,1,1,0,3,0,0,0,0,0
2018,812,85,0,0,1,0,85,0,0,1,0,0,0,40,0,0,0,0,0
2018,832,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2018,841,12,0,0,0,0,12,0,0,0,0,0,0,0,0,25,0,0,0
2018,856,115,0,0,0,0,84,0,0,0,0,0,0,0,0,30,0,0,0
2018,859,90,0,0,0,0,90,0,0,0,0,0,0,0,15,0,0,0,0
2018,861,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
2018,880,95,0,0,0,0,89,0,0,0,0,0,0,0,0,40,0,0,0
2018,883,153,0,0,0,0,153,0,0,0,0,0,0,0,16,0,0,0,0
2018,884,141,0,0,0,0,96,0,0,0,0,0,0,0,0,30,0,0,0
2018,877,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2018,911,363,0,0,0,0,363,0,0,0,0,0,0,0,0,33,0,0,0
2018,913,30,0,0,0,0,30,0,0,0,0,0,0,0,19,0,0,0,0
2018,922,87,5,3,8,1,80,5,3,8,1,2,0,0,0,0,0,0,0
2018,923,143,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0
2018,924,47,0,0,0,0,47,0,0,0,0,0,0,20,0,0,0,0,0
2018,947,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
2018,951,51,0,0,0,0,51,0,0,0,0,0,0,0,0,21,0,0,0
2018,1103,123,0,0,0,0,121,0,0,0,0,0,0,0,0,30,0,0,0
2018,972,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
2018,973,51,0,0,2,1,30,0,0,2,1,2,0,0,0,0,15,10,2
2018,974,153,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0
2018,975,103,0,0,0,0,103,0,0,0,0,0,0,0,0,25,0,0,0
2018,960,187,0,0,0,0,187,0,0,0,0,0,0,0,0,40,0,0,0
2018,1028,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2018,976,195,0,0,0,0,183,0,0,0,0,0,0,0,15,35,0,0,0
2018,977,174,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0
2018,1020,22,0,0,0,0,22,0,0,0,0,0,0,0,15,0,0,0,0
2018,994,245,6,3,5,0,238,6,3,5,0,6,0,23,0,0,0,30,0
2018,995,84,0,0,0,0,78,0,0,0,0,0,0,0,0,30,0,0,0
2018,1060,25,0,0,0,0,25,0,0,0,0,0,0,0,35,0,0,0,0
2018,1005,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2018,1061,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2018,1062,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2018,1006,52,0,0,0,0,52,0,0,0,0,0,0,0,20,0,0,0,0
2018,1088,10,0,0,5,0,5,0,0,4,0,0,0,0,0,0,0,0,0
2018,1089,106,2,2,9,0,54,2,2,9,0,3,0,6,0,0,8,0,0
2018,1076,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,1078,98,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2018,1033,421,0,0,12,0,358,0,0,12,0,4,0,47,0,0,0,8,0
2018,1037,35,0,0,0,0,35,0,0,0,0,0,0,0,30,0,0,0,0
2018,1039,60,0,0,0,0,60,0,0,0,0,0,0,0,10,0,0,0,0
2018,1067,209,0,0,0,0,209,0,0,0,0,0,0,0,0,50,0,0,0
2018,1065,228,0,0,0,0,228,0,0,0,0,1,0,0,0,0,0,0,0
2018,1066,96,4,3,9,0,96,4,3,9,0,2,3,6,0,0,0,12,0
2018,1100,109,0,0,0,0,73,0,0,0,0,0,0,0,0,23,0,0,0
2018,1105,245,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0
2018,1107,17,0,0,3,0,17,0,0,3,0,0,0,0,0,0,0,3,3
2018,1111,95,0,0,0,0,95,0,0,0,0,0,0,0,15,0,0,0,0
2018,1121,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
2018,1119,46,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
2018,207,92,2,2,7,0,92,2,2,7,0,4,0,8,0,0,0,0,0
2018,431,160,0,0,1,0,91,0,0,1,0,1,0,2,0,0,0,2,1
2018,387,123,4,2,3,0,110,2,2,3,0,3,0,6,0,0,1,0,0
2018,179,75,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0
2018,606,114,3,2,3,0,108,3,2,3,0,4,1,16,0,0,0,0,0
2018,925,865,28,8,24,1,811,28,8,21,1,15,0,58,49,0,60,0,0
2018,541,103,6,2,5,0,88,6,2,4,0,3,0,1,0,0,0,0,0
2018,797,101,2,2,5,0,96,2,2,4,0,5,0,4,0,0,0,8,0
2018,627,250,8,2,7,0,240,6,2,6,0,3,3,16,0,0,0,6,0
2018,173,330,0,0,0,0,330,0,0,0,0,0,0,0,4,0,0,0,0
2018,636,520,20,3,17,2,459,20,17,17,2,10,0,22,0,18,0,17,3
2018,205,34,0,0,3,0,34,0,0,3,0,1,0,0,0,0,0,0,0
2018,814,20,0,0,1,0,20,0,0,1,0,1,0,0,0,0,0,0,0
2018,881,34,2,1,3,1,34,2,1,3,1,1,0,0,0,0,0,0,0
2018,771,740,22,2,24,2,681,22,2,24,2,9,1,89,,,43,,
2018,533,48,5,1,1,1,25,1,1,1,1,1,0,1,0,0,4,0,1
2018,447,380,3,1,7,0,52,1,1,7,0,2,0,8,0,0,0,0,1
2018,815,14,0,1,3,0,9,0,0,3,0,1,0,0,0,0,0,0,0
2018,801,476,19,2,12,2,419,16,2,12,2,9,,39,28,,12,,
2018,800,142,0,0,5,0,72,0,0,5,0,0,0,0,0,0,0,0,0
2018,389,290,2,2,4,0,290,2,2,4,0,2,0,1,0,0,0,8,0
2018,695,328,5,2,12,1,327,5,2,12,1,5,2,36,4,,,16,3
2018,816,110,3,1,5,0,89,1,1,5,0,1,0,7,0,0,0,10,2
2018,833,110,2,1,5,0,110,2,1,5,0,3,0,5,0,0,9,10,1
2018,870,94,2,2,6,1,60,1,2,6,1,2,0,1,0,0,0,0,0
2018,927,51,1,1,2,0,45,0,1,2,0,1,0,1,0,0,0,0,1
2018,961,430,13,5,14,1,441,13,5,14,1,9,,40,15,,,24,
2018,962,34,0,0,3,0,18,0,0,3,0,1,0,0,0,0,2,0,3
2018,1079,40,2,1,2,1,7,2,1,2,1,1,0,2,0,0,0,0,0
2018,1101,69,3,1,3,1,69,3,1,3,1,1,0,1,0,0,2,0,0
2018,666,517,25,2,16,1,517,25,2,16,1,5,5,12,0,0,0,30,0
2018,392,128,0,0,0,0,120,0,0,0,0,2,0,0,0,0,0,0,0
2018,790,256,0,0,7,0,251,0,0,6,0,4,0,36,80,0,6,0,0
2018,650,171,2,2,5,0,154,2,2,5,0,3,0,11,0,0,0,9,0
2018,876,258,9,2,10,0,240,9,2,10,0,5,0,20,0,0,0,9,0
2018,944,29,0,0,4,0,15,0,0,4,0,2,0,0,0,0,0,0,0
2018,952,96,12,2,10,0,90,12,2,10,0,3,0,5,0,0,0,0,1
2018,54,85,0,0,0,0,85,0,0,0,0,0,0,0,30,0,0,0,0
2018,367,47,0,0,4,0,14,0,0,3,0,1,0,1,0,0,0,0,0
2018,538,353,8,2,10,0,282,8,2,9,0,5,1,22,12,0,0,19,4
2018,557,118,3,2,5,0,70,3,2,2,0,3,0,15,0,0,0,6,0
2018,653,141,5,2,5,0,121,2,2,5,0,5,2,14,0,0,6,0,0
2018,647,103,2,3,6,0,98,2,3,6,0,4,0,2,0,0,0,6,0
2018,978,564,23,2,13,1,520,22,2,13,1,14,1,18,20,0,0,23,0
2018,996,155,3,1,4,0,78,3,1,4,0,3,0,9,0,0,12,12,0
2018,729,1186,29,8,37,4,1097,29,8,35,4,16,1,81,80,,28,,4
2018,182,135,5,1,7,1,135,5,1,7,1,3,0,2,0,0,0,7,1
2018,633,151,4,2,8,1,131,4,2,8,1,2,0,0,0,0,0,24,0
2018,685,220,9,3,7,0,227,9,3,7,0,4,,12,20,,12,,
2018,683,135,4,2,5,0,133,4,2,5,0,3,,4,,,4,,
2018,945,74,2,2,4,0,74,2,2,4,0,3,0,5,,,8,,
2018,953,4,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2018,1022,24,0,0,2,0,24,0,0,2,0,3,,2,,,,,
2018,1049,18,0,0,2,0,29,0,0,2,0,2,,1,,,,,
2018,1151,134,8,3,7,1,134,8,3,7,1,1,0,8,0,0,8,0,0
2018,794,1346,28,3,33,3,1272,28,3,33,3,8,6,91,25,0,7,0,0
2018,415,56,0,0,4,0,56,0,0,4,0,1,0,24,0,0,0,0,0
2018,592,120,0,1,7,0,108,0,1,6,0,2,0,0,0,0,0,0,0
2018,497,120,0,0,5,1,120,0,0,5,1,2,0,0,0,0,0,0,0
2018,458,145,10,2,9,1,145,9,2,9,1,4,0,0,0,0,0,0,0
2018,726,457,16,2,12,0,412,16,2,12,0,9,1,28,15,0,0,8,4
2018,272,150,0,0,4,0,120,0,0,4,0,2,0,0,0,0,0,0,0
2018,805,1396,35,3,31,3,1281,34,3,31,3,16,1,47,50,0,0,0,7
2018,234,110,2,1,14,0,110,2,1,13,0,1,0,13,0,0,0,0,0
2018,64,98,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2018,842,81,0,1,4,0,81,0,1,4,0,3,0,0,0,0,9,0,0
2018,843,78,2,1,3,0,78,2,1,3,0,4,0,4,0,0,3,4,0
2018,803,388,7,2,11,0,376,7,2,9,0,6,2,24,10,0,14,0,0
2018,211,30,0,0,3,0,30,0,0,3,0,2,0,0,0,0,3,3,3
2018,773,368,28,3,11,2,337,28,3,11,2,3,0,21,0,0,0,0,1
2018,424,44,2,1,3,0,44,2,1,3,0,1,0,6,0,0,6,4,1
2018,298,114,5,1,7,1,114,4,1,7,1,6,0,2,0,0,10,0,0
2018,594,28,1,0,3,0,19,0,0,3,0,1,0,0,0,0,14,14,3
2018,237,101,0,0,3,0,101,0,0,3,0,2,0,0,0,25,0,0,0
2018,16,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2018,113,182,0,0,0,0,159,0,0,0,0,0,0,0,27,0,0,0,0
2018,619,65,0,0,6,1,65,0,0,6,1,3,0,4,0,0,4,0,0
2018,163,20,0,0,4,0,20,0,0,4,0,5,0,0,0,0,0,9,4
2018,131,82,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
2018,375,63,0,0,0,0,63,0,0,0,0,1,0,0,0,0,0,0,0
2018,1090,791,23,3,23,2,724,21,3,22,2,10,6,86,4,0,60,0,2
2018,764,705,13,2,16,1,611,13,2,16,1,17,0,16,56,8,32,0,0
2018,14,42,3,2,3,0,40,3,2,3,0,1,0,5,0,0,3,0,3
2018,657,135,4,2,4,0,95,3,1,3,0,3,0,8,0,0,8,0,0
2018,362,65,2,1,3,1,65,2,1,3,1,7,0,0,0,0,8,0,0
2018,989,93,2,1,4,0,54,1,1,4,0,5,0,6,0,0,0,0,0
2018,990,114,1,1,4,0,89,1,1,4,0,2,0,13,0,0,0,8,0
2018,680,776,24,3,28,2,717,24,3,28,2,12,3,48,0,0,3,0,0
2018,411,106,4,1,9,2,106,4,1,9,2,2,0,6,0,0,0,0,0
2018,241,96,3,2,7,1,96,3,2,7,1,2,0,6,0,0,2,0,0
2018,558,287,4,3,7,0,226,4,3,7,0,9,1,20,0,0,1,11,1
2018,167,26,2,1,2,0,6,1,1,1,0,1,0,0,0,0,0,0,0
2018,248,163,0,0,4,1,163,0,0,4,1,2,0,10,0,0,0,0,0
2018,224,30,1,1,2,0,23,1,1,2,0,2,0,0,0,0,0,0,1
2018,591,412,15,2,15,1,388,15,2,15,1,10,0,63,2,0,0,0,4
2018,586,373,14,2,11,0,363,14,2,11,0,4,4,29,12,0,0,16,0
2018,453,179,0,0,0,0,111,0,0,0,0,2,0,1,0,0,0,0,0
2018,145,96,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0
2018,511,270,11,2,9,0,253,11,2,9,0,6,3,10,0,0,0,14,0
2018,530,336,8,2,9,0,313,8,2,9,0,6,3,25,0,0,0,2,2
2018,6,66,3,1,8,0,55,3,1,8,0,1,0,0,0,0,10,0,0
2018,161,425,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0
2018,623,390,14,2,10,2,371,14,2,10,2,8,2,18,0,0,0,0,0
2018,349,19,0,0,1,0,19,0,0,1,0,1,0,0,0,0,0,0,0
2018,875,102,0,0,7,1,102,0,0,7,1,2,0,6,0,0,2,0,0
2018,946,140,3,1,4,1,140,3,1,4,1,3,0,0,0,0,0,0,0
2018,1023,277,6,2,11,1,229,6,2,11,1,3,0,38,0,0,29,0,0
2018,1054,267,12,2,15,1,211,6,2,13,1,6,0,16,0,0,0,24,2
2018,1057,107,0,0,0,0,81,0,0,0,0,4,0,0,0,0,0,0,0
2018,1031,40,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0
2018,1032,230,8,8,12,1,192,8,8,12,1,2,0,25,0,0,31,0,0
2018,1064,100,2,2,9,1,100,2,2,9,1,1,0,0,0,0,0,0,0
2018,226,82,2,1,5,1,82,2,1,5,1,2,0,0,0,0,5,0,5
2018,687,202,6,6,7,0,161,6,6,7,0,4,,24,20,,,12,1
2018,745,717,44,3,17,2,695,44,3,17,2,6,3,78,82,,25,,
2018,109,92,3,2,11,1,90,3,2,6,1,4,0,0,0,0,1,0,0
2018,808,309,10,8,9,0,291,7,8,8,0,5,0,20,22,,,17,7
2018,768,80,1,1,2,0,72,1,1,2,0,2,0,6,0,25,5,0,0
2018,617,155,4,5,6,0,138,4,5,5,0,3,0,10,0,0,0,15,0
2018,297,41,1,1,3,0,41,1,1,3,0,1,0,0,0,0,0,0,0
2018,105,63,0,0,0,0,63,0,0,0,0,0,0,0,0,10,0,0,0
2018,544,136,1,3,3,0,136,1,3,3,0,3,0,10,0,17,10,0,0
2018,804,142,2,4,5,0,117,2,4,5,0,3,0,11,0,0,15,0,0
2018,104,128,0,0,0,0,128,0,0,0,0,0,0,0,50,0,0,0,0
2018,20,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
2018,550,90,0,0,4,0,90,0,0,4,0,6,0,11,0,0,0,14,0
2018,112,24,0,0,0,0,24,0,0,0,0,0,0,0,0,25,0,0,0
2018,818,105,0,0,0,0,105,0,0,0,0,0,0,0,0,19,0,0,0
2018,882,52,0,0,0,0,52,0,0,0,0,0,0,0,0,20,0,0,0
2018,914,131,0,0,0,0,131,0,0,0,0,0,0,0,0,40,0,0,0
2018,928,38,0,0,0,0,38,0,0,0,0,0,0,23,0,0,0,0,0
2018,964,269,4,3,7,0,221,4,3,7,0,3,0,26,0,0,6,0,0
2018,1026,100,0,0,0,0,100,0,0,0,0,0,0,0,0,20,0,0,0
2018,1068,160,0,0,0,0,80,0,0,0,0,0,0,0,0,32,0,0,0
2018,1108,64,2,2,4,0,44,2,2,4,0,2,0,5,0,0,5,0,0
2018,404,102,0,0,2,0,102,0,0,2,0,1,0,0,0,0,0,7,2
2018,270,91,3,3,8,1,91,3,3,8,1,2,0,7,0,0,0,0,0
2018,676,119,4,4,5,0,117,4,4,5,0,5,,11,,,,15,1
2018,709,184,3,4,7,0,178,3,4,7,0,5,,17,20,,11,16,1
2018,754,939,18,4,42,2,906,18,4,40,2,12,,147,85,,0,31,9
2018,997,50,0,2,2,0,22,0,2,2,0,2,,1,,,10,,
2018,1069,30,0,0,1,0,22,0,0,1,0,2,,1,,,6,,
2018,1118,73,2,2,9,1,73,1,1,7,1,6,0,6,10,0,5,23,0
2018,1116,493,23,6,22,2,476,23,6,20,2,7,,83,20,,,52,
2018,734,432,8,1,12,2,346,8,1,12,2,6,2,34,37,12,0,26,0
2018,299,57,0,0,2,0,40,0,0,2,0,1,0,0,0,0,0,3,2
2018,645,40,0,0,1,0,40,0,0,1,0,1,0,0,0,0,0,0,0
2018,17,165,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0
2018,1046,147,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0
2018,420,26,0,0,3,0,26,0,0,3,0,4,0,0,0,0,0,0,0
2018,802,102,0,0,0,0,102,0,0,0,0,1,0,0,0,0,0,0,0
2018,266,164,4,1,11,2,164,4,1,11,2,4,0,1,0,0,1,18,1
2018,769,75,0,0,4,0,39,0,0,3,0,2,0,16,0,0,0,0,0
