año,NCODI,camas_medInterna,estancias_medInterna,altFinal_medInterna,altCuracion_medInterna,altTraslaHosp_medInterna,altExitus_medInterna,altOtracausa_medInterna,altTraslaInter_medInterna,camas_medicina,estancias_medicina,altFinal_med,altCuracion_med,altTraslaHosp_med,altExitus_med,altOtracausa_med,altTraslaInter_med,camas_cirugia,estancias_cirugia,altFinal_cirugia,altCuracion_cirugia,altTraslaHosp_cirugia,altExitus_cirugia,altOtracausa_cirugia,altTraslaInter_cirugia,camas_trauma,estancias_trauma,altFinal_trauma,altCuracion_trauma,altTraslaHosp_trauma,altExitus_trauma,altOtracausa_trauma,altTraslaInter_trauma,camas_gine,estancias_gine,altFinal_gine,altCuracion_gine,altTraslaHosp_gine,altExitus_gine,altOtracausa_gine,altTraslaInter_gine,camas_pediatria,estancias_pediatria,altFinal_pediatria,altCuracion_pediatria,altTraslaHosp_pediatria,altExitus_pediatria,altOtracausa_pediatria,altTraslaInter_pediatria,camas_neonatologia,estancias_neonatologia,altFinal_neonatologia,altCuracion_neonatologia,altTraslaHosp_neonatologia,altExitus_neonatologia,altOtracausa_neonatologia,altTraslaInter_neonatologia,camas_cirugiaPed,estancias_cirugiaPed,altFinal_cirugiaPed,altCuracion_cirugiaPed,altTraslaHosp_cirugiaPed,altExitus_cirugiaPed,altOtracausa_cirugiaPed,altTraslaInter_cirugiaPed,camas_restoPedia,estancias_restoPedia,altFinal_restoPedia,altCuracion_restoPedia,altTraslaHosp_restoPedia,altExitus_restoPedia,altOtracausa_restoPedia,altTraslaInter_restoPedia,camas_rehabilitacion,estancias_rehabilitacion,altFinal_rehabilitacion,altCuracion_rehabilitacion,altTraslaHosp_rehabilitacion,altExitus_rehabilitacion,altOtracausa_rehabilitacion,altTraslaInter_rehabilitacion,camas_mIntensiva,estancias_mIntensiva,aFinales_mIntensiva,altCuracion_mIntensiva,altTraslaHosp_mIntensiva,altExitus_mIntensiva,altOtracausa_mIntensiva,altTraslaInter_mIntensiva,camas_uci,estancias_uci,altFinal_uci,altCuracion_uci,altTraslaHosp_uci,altExitus_uci,altOtracausa_uci,altTraslaInter_uci,camas_uCoronarios,estancias_uCoronarios,altFinal_uCoronarios,altCuracion_uCoronarios,altTraslaHosp_uCoronarios,altExitus_uCoronarios,altOtracausa_uCoronarios,altTraslaInter_uCoronarios,camas_uNeonatales,estancias_uNeonatales,altFinal_uNeonatales,altCuracion_uNeonatales,altTraslaHosp_uNeonatales,altExitus_uNeonatales,altOtracausa_uNeonatales,altTraslaInter_uNeonatales,camas_uQuemados,estancias_uQuemados,altFinal_uQuemados,altCuracion_uQuemados,altTraslaHosp_uQuemados,altExitus_uQuemados,altOtracausa_uQuemados,altTraslaInter_uQuemados,camas_largaEstan,estancias_largaEstan,altFinal_largaEstan,altCuracion_largaEstan,altTraslaHosp_largaEstan,altExitus_largaEstan,altOtracausa_largaEstan,altTraslaInter_largaEstan,camas_psiquiatria,estancias_psiquiatria,altFinal_psiquiatria,altCuracion_psiquiatria,altTraslaHosp_psiquiatria,altExitus_psiquiatria,altOtracausa_psiquiatria,altTraslaInter_psiquiatria,camas_psiAgudo,estancias_psiAgudo,altFinal_psiAgudo,altCuracion_psiAgudo,altTraslaHosp_psiAgudo,altExitus_psiAgudo,altOtracausa_psiAgudo,altTraslaInter_psiAgudo,camas_psiquiMedia,estancias_psiquiMedia,altFinal_psiquiMedia,altCuracion_psiquiMedia,altTraslaHosp_psiquiMedia,altExitus_psiquiMedia,altOtracausa_psiquiMedia,altTraslaInter_psiquiMedia,camas_paliativos,estancias_paliativos,altFinal_paliativos,altCuracion_paliativos,altTraslaHosp_paliativos,altExitus_paliativos,altOtracausa_paliativos,altTraslaInter_paliativos,otros1_texto,camas_o1,estancias_o1,altFinal_o1,altCuracion_o1,altTraslaHosp_o1,altExitus_o1,altOtracausa_o1,altTraslaInter_o1,otros2_texto,camas_o2,estancias_o2,altFinal_o2,altCuracion_o2,altTraslaHosp_o2,altExitus_o2,altOtracausa_o2,altTraslaInter_o2,otros3_texto,camas_o3,estancias_o3,altFinal_o3,altCuracion_o3,altTraslaHosp_o3,altExitus_o3,altOtracausa_o3,altTraslaInter_o3,camas_total,estancias_total,altFinal_total,altCuracion_total,altTraslaHosp_total,altExitus_total,altOtracausa_total,altTraslaInter_total,ingreProgr,ingreUrge,total_ingresosHops
2018,989,28,7929,1417,1294,0,123,0,31,,0,0,0,0,0,0,0,8,2573,647,636,0,11,0,49,7,1580,494,493,0,1,0,14,7,887,342,342,0,0,0,0,2,543,235,233,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,543,235,233,0,2,0,0,0,0,0,0,0,0,0,0,2,386,57,41,0,16,0,99,0,0,0,0,0,0,0,0,2,386,57,41,0,16,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,54,13898,3192,3039,0,153,0,193,662,2216,2878
2018,990,44,17016,1890,1621,37,168,64,62,0,0,0,0,0,0,0,0,18,4308,781,716,31,28,6,201,11,2451,573,542,6,9,16,9,10,1925,704,674,19,0,11,20,6,913,271,251,15,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,913,271,251,15,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,89,26613,4219,3804,108,206,101,293,893,3326,4219
2018,680,33,16658,1493,1271,39,178,5,281,302,78141,12672,11465,561,563,83,3339,156,43398,7465,7252,132,59,22,1680,47,11696,2491,2436,35,12,8,95,53,12614,3524,3502,3,1,18,137,67,13414,2712,2646,56,1,9,382,24,3970,494,468,26,0,0,65,14,2489,724,721,1,0,2,116,29,6955,1494,1457,29,1,7,201,0,0,0,0,0,0,0,0,47,11315,408,98,92,214,4,1593,27,7756,294,6,82,203,3,1397,0,0,0,0,0,0,0,0,12,2811,26,7,8,11,0,188,8,748,88,85,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2674,252,85,15,152,0,12,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,717,189910,31017,28755,933,1180,149,7519,12012,18936,30948
2018,411,28,6898,1599,1518,0,72,9,0,6,1612,322,289,0,33,0,0,28,4805,2431,2418,0,6,7,0,12,2562,1891,1881,0,3,7,0,18,2633,1544,1532,0,0,12,0,6,2245,886,879,7,0,0,0,4,1961,717,710,7,0,0,0,1,36,36,36,0,0,0,0,1,248,133,133,0,0,0,0,0,0,0,0,0,0,0,0,8,1440,63,43,0,20,0,0,8,1440,63,43,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,106,22195,8736,8560,7,134,35,0,6150,2586,8736
2018,241,19,5075,1261,1154,23,58,26,0,10,1321,395,369,10,13,3,0,16,2107,1393,1362,13,6,12,0,16,2046,1310,1292,12,1,5,0,20,1756,695,688,3,1,3,0,7,657,413,382,9,0,22,0,5,605,347,316,9,0,22,0,2,52,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,96,12962,5467,5247,70,79,71,0,3159,2308,5467
2018,558,24,7006,1369,1174,12,177,6,103,80,19957,3871,3572,76,214,9,300,44,11670,2448,2398,16,32,2,145,15,3719,771,746,14,10,1,14,32,4886,1620,1575,18,2,25,18,12,1390,527,484,40,2,1,13,6,707,231,210,21,0,0,1,0,0,0,0,0,0,0,0,6,683,296,274,19,2,1,12,0,0,0,0,0,0,0,0,7,1357,180,124,15,40,1,379,7,1357,180,124,15,40,1,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2843,367,348,9,1,9,4,12,2843,367,348,9,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,226,52828,11153,10421,200,478,54,976,2323,8826,11149
2018,167,,0,0,0,0,0,0,0,1,89,41,40,,0,1,0,1,61,48,47,1,0,0,0,1,53,44,41,3,0,0,0,1,21,18,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,6,589,151,146,4,0,1,0,146,4,150
2018,248,53,8135,1359,1341,0,18,0,95,50,7600,1999,1976,0,23,0,149,20,3111,1339,1338,0,1,0,31,19,3006,856,856,0,0,0,17,2,204,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2916,84,28,0,56,0,1110,19,2916,84,28,0,56,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,163,24972,5726,5628,0,98,0,1402,2474,3252,5726
2018,224,6,1871,785,726,36,13,10,0,3,473,209,171,23,5,10,0,5,711,356,345,3,2,6,0,5,698,365,364,1,0,0,0,2,397,176,176,0,0,0,0,2,366,130,126,4,0,0,0,1,335,103,100,3,0,0,0,0,0,0,0,,0,0,0,1,31,27,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,23,4516,2021,1908,67,20,26,0,690,1288,1978
2018,591,20,12503,1621,1388,23,201,9,99,154,42594,6918,6385,175,317,41,602,75,14847,3579,3510,50,14,5,388,30,5580,1375,1354,14,7,0,39,32,6838,1945,1929,2,0,14,26,32,4374,711,669,37,1,4,42,18,2866,301,271,30,0,0,37,0,0,0,0,0,0,0,0,14,1508,410,398,7,1,4,5,0,0,0,0,0,0,0,0,29,7245,204,14,67,122,1,1254,20,5845,195,13,63,118,1,1130,0,0,0,0,0,0,0,0,9,1400,9,1,4,4,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4168,335,312,22,0,1,3,16,4168,335,312,22,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,388,98149,16688,15561,390,662,75,2453,4451,12221,16672
2018,586,60,28774,3692,3315,33,325,19,310,102,26866,5559,5220,115,199,25,424,68,15307,3083,3037,20,16,10,795,34,7408,1325,1304,12,8,1,29,40,5304,2086,2060,6,0,20,42,26,3739,1432,1378,46,1,7,34,10,1147,402,398,3,1,0,23,0,0,0,0,0,0,0,0,16,2592,1030,980,43,0,7,11,0,0,0,0,0,0,0,0,14,2407,201,80,29,85,7,510,10,2140,185,71,23,84,7,480,0,0,0,0,0,0,0,0,4,267,16,9,6,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3102,259,226,29,1,3,0,15,3102,259,226,29,1,3,0,0,0,0,0,0,0,0,0,4,851,209,45,3,161,0,5,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,363,93758,17846,16665,293,796,92,2149,4442,13386,17828
2018,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,33561,753,560,39,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5633,173,23,3,147,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,0,111,39194,926,583,42,301,0,0,914,17,931
