año,NCODI,Urg_altas,Urg_ingresos,Urg_traslados,Urg_exitus,Urg_total
2017,565,0,0,0,0,0
2017,220,21116,1506,46,2,22670
2017,278,18937,1909,33,0,20879
2017,107,0,0,0,0,0
2017,711,119702,22414,7510,170,149796
2017,204,55,0,0,0,55
2017,579,88513,1491,24,0,90028
2017,348,0,0,0,0,0
2017,766,15058,1101,239,2,16400
2017,761,0,0,0,0,0
2017,728,38089,7231,195,16,45531
2017,280,46926,3661,117,3,50707
2017,222,2159,58,0,0,2217
2017,276,79082,4785,276,0,84143
2017,11,12804,3204,35,4,16047
2017,302,31414,533,103,0,32050
2017,682,17104,2001,202,13,19320
2017,279,86378,5584,339,1,92302
2017,282,82182,6411,119,0,88712
2017,281,42994,6935,80,32,50041
2017,183,1073,25,0,0,1098
2017,610,13709,40,0,0,13749
2017,116,0,0,0,0,0
2017,115,0,0,0,0,0
2017,114,0,0,0,0,0
2017,119,46,17,0,0,63
2017,770,114003,13289,2069,149,129510
2017,583,50461,2539,664,21,53685
2017,136,0,0,0,0,0
2017,469,27402,2309,139,10,29860
2017,642,43432,7415,831,67,51745
2017,674,130655,9954,103,2,140714
2017,193,0,0,0,0,0
2017,526,101573,10970,450,36,113029
2017,698,93153,13933,3949,280,111315
2017,630,54713,3975,784,17,59489
2017,124,0,0,0,0,0
2017,364,0,0,0,0,0
2017,439,34897,1323,437,0,36657
2017,570,93554,13076,2700,23,109353
2017,123,0,0,0,0,0
2017,310,2056,1168,0,0,3224
2017,571,49615,4653,952,69,55289
2017,296,5193,0,0,0,5193
2017,566,64241,4975,1255,47,70518
2017,784,122640,15419,3234,364,141657
2017,102,0,0,0,0,0
2017,379,0,0,0,0,0
2017,639,80824,7761,1331,21,89937
2017,457,26200,1518,334,16,28068
2017,609,119895,9636,83,3,129617
2017,101,0,0,0,0,0
2017,454,49249,7167,292,12,56720
2017,318,3112,809,163,0,4084
2017,600,57669,5627,545,4,63845
2017,545,104662,9367,502,146,114677
2017,100,0,0,0,0,0
2017,702,108807,10737,1672,106,121322
2017,778,52131,8833,546,43,61553
2017,341,6088,167,53,0,6308
2017,99,0,0,0,0,0
2017,767,40950,5496,1491,53,47990
2017,359,43027,46,1168,1,44242
2017,98,0,0,0,0,0
2017,132,0,0,0,0,0
2017,97,0,0,0,0,0
2017,103,0,0,0,0,0
2017,110,0,0,0,0,0
2017,94,0,0,0,0,0
2017,91,0,0,0,0,0
2017,664,101307,11399,1061,120,113887
2017,918,167162,30301,3560,321,201344
2017,92,0,0,0,0,0
2017,95,0,0,0,0,0
2017,301,18364,0,65,0,18429
2017,492,47046,3826,967,23,51862
2017,811,10362,1289,16,1,11668
2017,812,0,0,0,0,0
2017,832,0,0,0,0,0
2017,841,0,0,0,0,0
2017,856,0,0,0,0,0
2017,859,0,0,0,0,0
2017,861,0,0,0,0,0
2017,880,0,0,0,0,0
2017,883,0,0,0,0,0
2017,884,0,0,0,0,0
2017,877,0,0,0,0,0
2017,911,0,0,0,0,0
2017,913,1967,271,115,0,2353
2017,922,44037,1373,0,1,45411
2017,923,0,0,0,0,0
2017,924,0,0,0,0,0
2017,947,0,0,0,0,0
2017,951,0,0,0,0,0
2017,1103,0,0,0,0,0
2017,972,0,0,0,0,0
2017,973,10081,102,2,0,10185
2017,974,0,0,0,0,0
2017,975,0,0,0,0,0
2017,960,0,0,0,0,0
2017,1028,0,0,0,0,0
2017,976,0,0,0,0,0
2017,977,0,0,0,0,0
2017,1020,0,0,0,0,0
2017,994,54152,6693,683,16,61544
2017,995,0,0,0,0,0
2017,1060,340,265,62,0,667
2017,1005,0,0,0,0,0
2017,1061,0,0,0,0,0
2017,1062,0,0,0,0,0
2017,1006,0,0,0,0,0
2017,1088,0,0,0,0,0
2017,1089,47812,1343,114,2,49271
2017,1076,0,0,0,0,0
2017,1078,0,0,0,0,0
2017,1033,56788,8699,2034,124,67645
2017,1037,0,0,0,0,0
2017,1039,0,0,0,0,0
2017,1067,0,0,0,0,0
2017,1065,0,0,0,0,0
2017,1066,33266,1953,47,0,35266
2017,1100,0,0,0,0,0
2017,1105,0,0,0,0,0
2017,1107,0,0,0,0,0
2017,1111,0,0,0,0,0
2017,1121,0,0,0,0,0
2017,1119,0,0,0,0,0
2017,207,19212,798,179,0,20189
2017,431,0,0,0,0,0
2017,387,24829,3848,606,14,29297
2017,179,0,0,0,0,0
2017,606,22633,3922,443,15,27013
2017,925,114766,18576,320,56,133718
2017,541,13798,2185,535,24,16542
2017,797,16214,2944,313,30,19501
2017,627,32527,8652,279,37,41495
2017,173,0,0,0,0,0
2017,636,65375,11445,1032,121,77973
2017,205,7170,385,186,0,7741
2017,814,485,142,2,0,629
2017,881,11545,518,229,1,12293
2017,771,140477,11084,1995,110,153666
2017,533,11841,763,0,0,12604
2017,447,6992,1702,64,2,8760
2017,815,547,13,41,0,601
2017,801,114640,12196,1335,175,128346
2017,800,5137,381,61,1,5580
2017,389,63059,4885,452,1,68397
2017,695,77369,9767,664,75,87875
2017,816,44918,3444,341,57,48760
2017,833,71981,3806,989,27,76803
2017,870,35947,1649,46,0,37642
2017,927,54212,878,58,24,55172
2017,961,157446,11236,1156,126,169964
2017,962,11908,372,14,2,12296
2017,1079,30378,0,0,0,30378
2017,1101,60982,2442,0,0,63424
2017,666,89442,12839,1009,71,103361
2017,392,0,0,0,0,0
2017,790,14183,1891,143,6,16223
2017,650,35420,4419,551,29,40419
2017,876,51052,9913,795,55,61815
2017,944,0,59,0,0,59
2017,952,55720,2106,91,2,57919
2017,54,0,0,0,0,0
2017,367,21370,639,188,0,22197
2017,538,51198,8714,301,94,60307
2017,557,26676,2882,201,17,29776
2017,653,43235,4212,406,79,47932
2017,647,30488,3458,520,62,34528
2017,978,80921,14208,31,108,95268
2017,996,32220,2814,385,42,35461
2017,729,186341,21320,289,260,208210
2017,182,34814,1079,175,11,36079
2017,633,49131,808,77,0,50016
2017,685,57444,8187,561,63,66255
2017,683,28900,3535,354,36,32825
2017,945,47973,2451,843,54,51321
2017,953,11838,14,0,0,11852
2017,1022,49407,372,1981,28,51788
2017,1049,23760,287,1711,28,25786
2017,794,146751,26747,598,414,174510
2017,415,57,11,0,0,68
2017,592,43049,1672,95,3,44819
2017,497,10240,846,10,0,11096
2017,458,75959,3991,85,4,80039
2017,726,52875,10684,1140,151,64850
2017,272,17487,1265,278,0,19030
2017,805,132697,21802,58,206,154763
2017,234,27321,925,181,1,28428
2017,64,0,0,0,0,0
2017,842,23717,2805,1607,21,28150
2017,843,13583,1961,599,40,16183
2017,803,46702,9986,117,44,56849
2017,211,5726,518,95,0,6339
2017,773,59041,11690,2224,116,73071
2017,424,21977,423,49,0,22449
2017,298,23382,2305,78,2,25767
2017,594,5846,311,40,1,6198
2017,237,16297,33,198,1,16529
2017,16,0,0,0,0,0
2017,768,11102,1200,369,11,12682
2017,617,70500,6712,545,51,77808
2017,297,7387,2350,75,0,9812
2017,105,0,0,0,0,0
2017,544,34474,2211,314,8,37007
2017,804,58787,4917,966,52,64722
2017,104,0,0,0,0,0
2017,20,0,0,0,0,0
2017,550,33760,2092,981,36,36869
2017,112,0,0,0,0,0
2017,818,0,0,0,0,0
2017,882,0,0,0,0,0
2017,914,0,0,0,0,0
2017,928,0,0,0,0,0
2017,964,43546,7449,801,22,51818
2017,1026,0,0,0,0,0
2017,1068,0,0,0,0,0
2017,1108,24875,1403,476,7,26761
2017,404,668,1,6,0,675
2017,270,63696,2371,147,13,66227
2017,676,29517,2858,399,55,32829
2017,709,80547,5094,837,71,86549
2017,754,364440,29887,3182,612,398121
2017,997,57219,2536,2562,9,62326
2017,1069,34763,748,2685,8,38204
2017,1118,50408,1445,36,0,51889
2017,734,83517,12874,82,72,96545
2017,299,17270,352,9,1,17632
2017,645,4964,65,20,20,5069
2017,17,0,0,0,0,0
2017,1046,0,0,0,0,0
2017,420,2059,106,0,0,2165
2017,802,0,0,0,0,0
2017,266,27665,2503,0,0,30168
2017,137,6435,0,0,0,6435
2017,769,0,0,0,0,0
2017,776,38250,3012,437,14,41713
2017,640,37003,3082,774,10,40869
2017,315,0,0,0,0,0
2017,40,0,0,0,0,0
2017,508,14220,2493,368,5,17086
2017,46,0,0,0,0,0
2017,590,28408,4706,629,18,33761
2017,777,26946,3818,649,14,31427
2017,897,104367,28488,128,101,133084
2017,965,0,0,0,0,0
2017,461,1800,47,27,0,1874
2017,376,11090,397,51,2,11540
2017,621,23187,3125,356,36,26704
2017,793,145993,23391,795,199,170378
2017,1102,86989,1887,88,1,88965
2017,,1420,29,17,0,1466
2017,712,27898,5937,834,28,34697
2017,32,0,0,0,0,0
2017,361,0,0,0,0,0
2017,245,28390,3883,145,1,32419
2017,603,137384,4732,606,6,142728
2017,426,0,0,0,0,0
2017,232,23564,2434,32,0,26030
2017,288,20733,715,279,0,21727
2017,246,11676,657,0,30,12363
2017,284,13072,1880,8,16,14976
2017,18,0,0,0,0,0
2017,356,1065,950,0,0,2015
2017,401,0,0,0,0,0
2017,733,137593,19041,364,99,157097
2017,243,16350,1963,134,4,18451
2017,380,0,0,0,0,0
2017,716,0,0,0,0,0
2017,534,87785,2242,39,0,90066
2017,185,3597,236,6,0,3839
2017,258,16313,2066,0,0,18379
2017,505,5446,52,0,0,5498
2017,268,44037,2434,0,0,46471
2017,602,0,0,0,0,0
2017,254,31951,2105,68,1,34125
2017,705,55203,3120,134,4,58461
2017,133,8850,2054,10,0,10914
2017,33,0,0,0,0,0
2017,143,2947,1123,8,0,4078
2017,36,0,0,0,0,0
2017,756,65518,6980,591,23,73112
2017,662,131760,11910,558,60,144288
2017,192,0,0,0,0,0
2017,382,0,0,0,0,0
2017,322,0,0,0,0,0
2017,478,9316,635,265,0,10216
2017,352,0,0,0,0,0
2017,628,98592,11588,591,61,110832
2017,291,0,0,0,0,0
2017,495,10199,1192,46,0,11437
2017,845,84692,8726,57,19,93494
2017,498,40059,2747,524,50,43380
2017,314,0,0,0,0,0
2017,720,30920,4108,11,2,35041
2017,721,102848,12576,653,31,116108
2017,485,0,0,0,0,0
2017,273,52999,5733,71,13,58816
2017,846,92604,10746,44,43,103437
2017,847,42926,644,62,0,43632
2017,848,57182,5263,104,0,62549
2017,916,1739,905,0,0,2644
2017,930,80608,3337,152,3,84100
2017,954,109961,11176,732,36,121905
2017,943,57703,3023,25,2,60753
2017,949,198388,29507,1274,181,229350
2017,980,121741,4133,451,3,126328
2017,981,12772,202,0,0,12974
2017,1024,89335,5769,83,2,95189
2017,1017,0,0,0,0,0
2017,1000,85110,5714,448,6,91278
2017,1018,102397,7345,345,50,110137
2017,1001,40428,1781,86,3,42298
2017,1007,110604,10122,315,101,121142
2017,1008,74914,8378,247,31,83570
2017,1010,84307,6148,92,28,90575
2017,1011,55381,3373,112,24,58890
2017,1012,95427,6773,33,47,102280
2017,1013,145755,17916,860,89,164620
2017,1041,0,0,0,0,0
2017,1073,98190,6982,289,17,105478
2017,1087,128331,14479,308,67,143185
2017,1109,93550,6767,421,31,100769
2017,1110,76425,5406,94,0,81925
2017,1112,17756,326,177,0,18259
2017,1120,0,0,0,0,0
2017,1126,121582,10734,935,33,133284
2017,789,0,0,0,0,0
2017,326,0,0,0,0,0
2017,442,56811,3098,4,2,59915
2017,294,49564,2962,104,23,52653
2017,378,14104,762,25,0,14891
2017,402,10783,627,0,0,11410
2017,29,0,0,0,0,0
2017,450,758,3,0,0,761
2017,656,48319,3607,187,73,52186
2017,333,113865,3190,56,4,117115
2017,684,78463,4855,698,97,84113
2017,422,5479,111,0,0,5590
2017,763,322460,18821,1292,399,342972
2017,741,183518,13920,2646,276,200360
2017,553,105018,12796,609,215,118638
2017,357,95,0,0,0,95
2017,899,0,0,0,0,0
2017,900,0,0,0,0,0
2017,932,0,0,0,0,0
2017,950,0,0,0,0,0
2017,966,26185,1817,4,0,28006
2017,967,0,0,0,0,0
2017,982,68315,5034,94,2,73445
2017,1014,57071,1,1620,3,58695
2017,1080,110262,4696,9,2,114969
2017,1074,13278,50,16,0,13344
2017,1084,21311,15,17,0,21343
2017,1113,199,48,0,0,247
2017,1137,422,131,24,0,577
2017,1142,39149,3687,316,55,43207
2017,722,178595,27245,1796,119,207755
2017,660,90789,8447,918,88,100242
2017,75,308,336,0,0,644
2017,249,36836,2233,0,0,39069
2017,227,46031,3572,29,0,49632
2017,150,2911,75,30,0,3016
2017,47,0,0,0,0,0
2017,172,4811,3,0,0,4814
2017,581,41425,3822,299,39,45585
2017,120,0,0,0,0,0
2017,445,0,0,0,0,0
2017,471,15080,1415,49,10,16554
2017,53,0,0,0,0,0
2017,199,6577,33,0,0,6610
2017,575,64477,6583,746,54,71860
2017,528,24469,3432,421,17,28339
2017,631,72105,9637,1020,67,82829
2017,699,74186,11327,1030,67,86610
2017,823,12094,107,15,0,12216
2017,849,37499,2094,269,17,39879
2017,869,60748,1337,316,5,62406
2017,955,0,3,0,0,3
2017,983,0,0,0,0,0
2017,1002,0,0,0,0,0
2017,1015,168150,19034,491,138,187813
2017,51,0,0,0,0,0
2017,441,0,0,0,0,0
2017,327,0,0,0,0,0
2017,690,14360,1630,17,1,16008
2017,262,15784,1239,46,3,17072
2017,403,0,0,0,0,0
2017,312,0,0,0,0,0
2017,589,22546,3126,421,22,26115
2017,665,45108,5504,523,41,51176
2017,334,0,0,0,0,0
2017,1075,159128,26557,522,110,186317
2017,751,75558,22586,238,123,98505
2017,186,33465,639,95,0,34199
2017,646,9215,2759,478,18,12470
2017,536,10711,2099,538,24,13372
2017,242,6879,392,47,0,7318
2017,490,0,0,0,0,0
2017,500,24651,1540,223,4,26418
2017,206,17640,144,0,0,17784
2017,58,0,0,0,0,0
2017,572,57855,13261,1119,38,72273
2017,180,0,0,0,0,0
2017,549,11277,2185,255,9,13726
2017,582,17708,3264,380,22,21374
2017,743,85234,13187,1709,188,100318
2017,795,0,0,0,0,0
2017,269,5063,11,16,2,5092
2017,634,22195,5570,514,19,28298
2017,1,14423,446,132,0,15001
2017,717,28008,5452,494,46,34000
2017,373,967,0,0,0,967
2017,535,26064,4746,527,24,31361
2017,824,119728,22080,3313,112,145233
2017,888,17817,2345,515,14,20691
2017,902,0,0,0,0,0
2017,968,0,0,0,0,0
2017,1130,0,0,0,0,0
2017,1141,0,0,0,0,0
2017,1145,0,0,0,0,0
2017,1122,0,0,0,0,0
2017,1133,0,0,0,0,0
2017,346,0,22,0,0,22
2017,27,0,0,0,0,0
2017,165,8728,285,62,0,9075
2017,956,35803,11362,333,71,47569
2017,413,0,0,0,0,0
2017,149,0,0,0,0,0
2017,612,46697,2883,454,2,50036
2017,559,1323,50,0,0,1373
2017,7,1045,5,0,0,1050
2017,283,48332,1654,191,2,50179
2017,37,0,0,0,0,0
2017,153,97754,795,216,0,98765
2017,547,57624,6760,151,33,64568
2017,397,0,0,0,0,0
2017,556,36579,4132,99,81,40891
2017,42,0,50,0,0,50
2017,31,0,0,0,0,0
2017,740,133087,17718,730,229,151764
2017,217,41479,3448,93,1,45021
2017,863,11248,1669,43,1,12961
2017,889,77883,10260,1010,392,89545
2017,984,38745,4712,835,16,44308
2017,1106,12379,152,24,0,12555
2017,1146,2334,1387,9,0,3730
2017,34,0,0,0,0,0
2017,791,21380,2143,73,0,23596
2017,181,0,0,0,0,0
2017,430,1402,29,45,0,1476
2017,715,85770,12732,336,28,98866
2017,521,5352,157,11,0,5520
2017,524,21053,1613,94,4,22764
2017,432,2741,362,16,0,3119
2017,19,19,0,0,0,19
2017,25,0,0,0,0,0
2017,26,0,0,0,0,0
2017,890,77922,15051,463,116,93552
2017,904,34548,3927,1138,36,39649
2017,957,152912,27447,302,162,180823
2017,939,135619,19535,20,114,155288
2017,236,30048,810,82,0,30940
2017,735,149959,18613,1244,292,170108
2017,146,0,0,0,0,0
2017,363,9102,422,29,1,9554
2017,187,9855,619,18,0,10492
2017,265,7243,185,0,0,7428
2017,295,28354,1081,10,1,29446
2017,496,44604,11843,4069,43,60559
2017,77,0,0,0,0,0
2017,391,4064,572,12,0,4648
2017,240,30126,2873,4317,30,37346
2017,448,8831,575,186,9,9601
2017,151,0,0,0,0,0
2017,425,5971,342,118,14,6445
2017,300,30157,2387,34,1,32579
2017,339,26751,1979,4,93,28827
2017,874,22720,4367,24,42,27153
2017,905,74492,13250,3749,438,91929
2017,1123,0,0,0,0,0
2017,736,146915,21739,161,334,169149
2017,459,2968,15,0,0,2983
2017,320,0,0,0,0,0
2017,45,0,0,0,0,0
2017,618,37665,4192,663,54,42574
2017,463,97565,8080,1371,78,107094
2017,891,33533,2143,216,4,35896
2017,958,44625,7497,85,53,52260
2017,244,11914,229,78,0,12221
2017,28,0,0,0,0,0
2017,444,6516,331,46,0,6893
2017,479,0,0,0,0,0
2017,285,29324,1789,67,14,31194
2017,253,84309,4200,15,1,88525
2017,481,39066,1593,1,1,40661
2017,540,42873,5329,22,0,48224
2017,41,0,0,0,0,0
2017,510,45601,1104,72,1,46778
2017,305,40440,416,1493,8,42357
2017,708,63015,6136,451,137,69739
2017,755,265374,25038,4262,448,295122
2017,750,187077,22027,1521,237,210862
2017,696,111721,15742,863,174,128500
2017,421,19416,941,0,0,20357
2017,827,0,0,0,0,0
2017,933,92394,6335,1033,100,99862
2017,1030,114742,4266,102,0,119110
2017,1003,65952,88,2639,15,68694
2017,1050,19127,124,702,6,19959
2017,1043,64448,3584,34,0,68066
2017,1128,54196,568,1731,13,56508
2017,1125,,2,,0,2
2017,1135,25960,5,1181,5,27151
2017,934,25638,5938,98,30,31704
2017,629,79674,9491,1586,108,90859
2017,21,0,0,0,0,0
2017,615,56214,4714,372,17,61317
2017,626,16924,424,7,0,17355
2017,417,6154,0,0,0,6154
2017,597,14626,2080,230,13,16949
2017,539,75219,10021,638,70,85948
2017,343,24158,399,131,3,24691
2017,135,0,0,0,0,0
2017,158,4015,875,0,0,4890
2017,775,37123,6806,518,50,44497
2017,177,0,0,0,0,0
2017,578,23589,427,276,0,24292
2017,416,27027,380,83,0,27490
2017,561,31639,3127,246,85,35097
2017,62,0,0,0,0,0
2017,828,0,0,0,0,0
2017,860,36756,1025,552,9,38342
2017,935,0,0,0,0,0
2017,936,0,0,0,0,0
2017,986,710,263,0,0,973
2017,987,68797,3726,1262,77,73862
2017,1021,0,0,0,0,0
2017,1085,0,0,0,0,0
2017,658,29550,5086,180,16,34832
2017,353,0,0,0,0,0
2017,323,0,0,0,0,0
2017,620,19762,3425,252,27,23466
2017,384,0,0,0,0,0
2017,554,62524,7772,251,144,70691
2017,209,13740,824,97,0,14661
2017,707,139152,24024,49,105,163330
2017,395,5748,42,0,0,5790
2017,969,43111,953,137,2,44203
2017,1052,0,0,0,0,0
2017,739,223170,25995,6618,124,255907
2017,613,113056,15311,791,68,129226
2017,593,51210,9499,1106,66,61881
2017,704,145778,14710,989,107,161584
2017,493,0,0,0,0,0
2017,686,122710,14699,659,81,138149
2017,257,69187,4250,0,3,73440
2017,494,0,0,0,0,0
2017,681,5361,1898,6,2,7267
2017,286,12330,2233,25300,0,39863
2017,255,67526,1867,22,0,69415
2017,79,0,0,0,0,0
2017,81,0,0,0,0,0
2017,688,67692,11289,665,71,79717
2017,531,55561,7792,563,103,64019
2017,514,25400,2089,618,15,28122
2017,499,10119,2277,46,0,12442
2017,532,66197,6973,978,56,74204
2017,190,0,0,0,0,0
2017,598,22486,2407,543,48,25484
2017,260,103238,6782,225,6,110251
2017,838,1095,321,460,0,1876
2017,839,7847,52,29,0,7928
2017,851,0,0,0,0,0
2017,852,99640,15082,172,105,114999
2017,988,0,0,0,0,0
2017,1056,96816,11495,194,87,108592
2017,1044,0,0,0,0,0
2017,1114,30711,3376,956,18,35061
2017,1129,32037,1322,57,0,33416
2017,644,98431,16079,388,59,114957
2017,752,85509,12767,215,66,98557
2017,238,14860,1011,65,0,15936
2017,325,0,0,0,0,0
2017,622,25183,3033,443,24,28683
2017,879,9549,241,10,28,9828
2017,906,50758,1273,150,0,52181
2017,370,1362,4197,53,52,5664
2017,418,7037,661,31,0,7729
2017,574,9249,154,0,0,9403
2017,399,0,0,0,0,0
2017,195,2252,0,0,0,2252
2017,783,108225,21539,1383,233,131380
2017,263,13370,1510,60,0,14940
2017,194,3133,2,0,0,3135
2017,214,3792,56,0,0,3848
2017,785,168942,25514,2278,350,197084
2017,780,34925,3545,505,24,38999
2017,782,87548,12966,2775,151,103440
2017,369,0,0,0,0,0
2017,713,38924,158,2222,181,41485
2017,941,307,216,9,0,532
2017,1091,0,0,0,0,0
2017,1045,32196,1146,32,0,33374
2017,1086,72768,4925,1178,18,78889
2017,937,58115,12268,447,67,70897
2017,1004,7488,441,131,0,8060
2017,737,117968,16400,804,93,135265
2017,765,173615,28012,1918,217,203762
2017,329,70759,6825,1864,98,79546
2017,87,0,0,0,0,0
2017,527,21014,857,677,9,22557
2017,562,24648,1182,96,0,25926
2017,251,27990,1292,79,2,29363
2017,129,0,0,0,0,0
2017,154,0,0,0,0,0
2017,516,53970,5193,0,0,59163
2017,184,10493,113,33,0,10639
2017,652,10961,1762,97,0,12820
2017,637,21029,2934,347,18,24328
2017,88,0,0,0,0,0
2017,907,0,0,0,0,0
2017,970,0,0,0,0,0
2017,1019,2462,500,421,4,3387
2017,1016,45133,830,0,0,45963
2017,1047,66462,4914,28,45,71449
2017,635,51952,7341,20,42,59355
