año,NCODI,altas_particular,estancias_particular,sesionHdia_particular,consulta_particular,cma_particular,urge_particular,hospDom_particular,altas_AsegPriv,estancias_AsegPriv,sesionHdia_AsegPriv,consulta_AsegPriv,cma_AsegPriv,urge_AsegPriv,hospDom_AsegPriv,altas_sns,estancias_sns,sesionHdia_sns,consulta_sns,cma_sns,urge_sns,hospDom_sns,altas_MutuaFun,estancias_MutuaFun,sesionHdia_MutuaFun,consulta_MutuaFun,cma_MutuaFun,urge_MutuaFun,hospDom_MutuaFun,altas_otrEntiPublica,estancias_otrEntiPublica,sesionHdia_otrEntiPublica,consulta_otrEntiPublica,cma_otrEntiPublica,urge_otrEntiPublica,hospDom_otrEntiPublica,altas_MATEPSS,estancias_MATEPSS,sesionHdia_MATEPSS,consulta_MATEPSS,cma_MATEPSS,urge_MATEPSS,hospDom_MATEPSS,altas_convIntern,estancias_conveInter,sesionHdia_conveInter,consulta_conveInter,cma_conveInter,urge_conveInter,hospDom_conveInter,altas_AccTrafic,estancias_AccTrafic,sesionHdia_AccTrafic,consulta_AccTrafic,cma_AccTrafic,urge_AccTrafic,hospDom_AccTrafic,otroRegimen,altas_otroRegim,estancias_otroRegim,sesionHdia_otroRegim,consulta_otroRegim,cma_otroRegim,urge_otroRegim,hospDom_otroRegim,total_altas,total_estancias,total_sesionHdia,total_consulta,total_cma,total_urgencias,total_hospDom
2017,756,23,155,3,1959,1,88,0,141,1401,2,731,27,1675,0,10237,77288,3968,184469,3778,65781,0,0,0,0,0,0,0,0,2034,20444,669,44200,1086,3611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,195,0,140,0,644,0,"Otros",59,375,34,381,2,1313,0,12511,99858,4676,231880,4894,73112,0
2017,662,4,35,0,19,1,115,0,22,125,3,95,0,725,0,17713,117928,16488,471688,5570,139714,77,13,127,0,6,0,116,0,8,25,0,913,10,299,0,13,69,0,44,0,906,0,40,372,3,161,0,326,0,54,318,0,5,0,2087,0,"Otros",0,0,0,0,0,0,0,17867,118999,16494,472931,5581,144288,77
2017,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,54023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,869,54023,0,0,0,0,0
2017,382,0,1460,0,0,0,0,0,0,0,0,0,0,0,0,243,114189,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,243,115649,0,0,0,0,0
2017,322,4,1009,0,0,0,0,0,5,553,0,0,0,0,0,39,120449,0,0,0,0,0,4,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,52,122745,0,0,0,0,0
2017,478,26,53,0,174,10,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4871,26354,0,25253,225,10124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,4897,26407,0,25427,235,10216,0
2017,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,41605,0,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,68,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,1179,41673,0,1427,0,0,0
2017,628,3,12,0,18,0,93,0,6,15,0,53,1,79,0,15680,106568,11467,342041,6488,107994,0,88,685,98,5025,53,647,0,0,0,0,0,0,0,0,9,39,1,227,3,674,0,7,25,0,115,1,117,0,16,269,0,0,0,1228,0,"Otros",0,0,0,0,0,0,0,15809,107613,11566,347479,6546,110832,0
2017,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,59959,19945,29547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,85,59959,19945,29547,0,0,0
2017,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7426,19867,0,74798,2038,11437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,7426,19867,0,74798,2038,11437,0
2017,845,4,29,0,3,0,174,0,4,27,0,38,0,71,0,12674,85607,12736,365371,5904,91808,303,4,23,0,0,0,3,0,0,0,0,0,0,0,0,9,63,0,109,0,601,0,0,0,0,0,0,0,0,9,117,0,5,0,837,0,"Otros",0,0,0,0,0,0,0,12704,85866,12736,365526,5904,93494,303
2017,498,2,7,0,310,1,65,0,0,0,0,6,0,108,0,3642,20962,1172,100607,1351,42466,0,1,7,0,2,0,21,0,3,7,0,9,6,56,0,2,2,0,11,0,147,0,0,0,0,0,0,3,0,9,32,0,87,5,494,0,"Otros",0,0,0,2,0,20,0,3659,21017,1172,101034,1363,43380,0
2017,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,60199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,1032,60199,0,0,0,0,0
2017,720,60,97,98,3987,21,23,0,4532,19645,4825,187010,1005,26890,0,0,0,0,0,0,0,0,1152,5697,1076,1495,216,8020,0,,0,0,0,0,0,0,0,,0,167,0,0,0,0,0,0,0,0,0,0,2,27,0,324,0,108,0,"Otros",0,0,0,0,0,0,0,5746,25466,5999,192983,1242,35041,0
2017,721,15,125,2,23,0,160,0,5,28,0,53,0,256,0,18494,114833,19933,366877,4778,113367,0,22,303,3,30,0,48,0,0,0,0,0,0,0,0,32,194,0,212,0,631,0,13,143,4,63,0,151,0,27,152,0,1328,0,1494,0,"Otros",3,21,0,12,0,1,0,18611,115799,19942,368598,4778,116108,0
2017,485,3449,3451,3675,3391,2694,0,0,23,23,8,16,13,0,0,1392,1392,1208,1157,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,4864,4866,4891,4564,3815,0,0
2017,273,2803,3901,65,3059,1281,355,0,10113,54896,9136,129821,4770,58149,0,73,279,0,1467,16,20,0,,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,3,0,34,0,0,0,0,0,0,0,0,14,48,0,408,4,255,0,"Otros",0,0,0,0,0,0,0,13003,59124,9201,134770,6071,58816,0
2017,846,6,25,4,15,0,39,0,7,77,1,37,0,120,0,16262,95340,23599,363249,8612,101831,0,6,40,0,0,0,14,0,60,378,33,862,27,146,0,3,15,0,83,2,330,0,7,42,0,38,0,103,0,15,63,0,83,3,854,0,"Otros",0,0,0,0,0,0,0,16366,95980,23637,364367,8644,103437,0
2017,847,660,1331,0,13610,209,290,0,7002,14657,0,202547,2991,43320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,0,296,7,14,0,0,0,0,0,0,0,0,10,20,0,48,1,8,0,"Otros",0,0,0,0,0,0,0,7693,16040,0,216501,3208,43632,0
2017,848,158,348,79,9986,24,183,2,10253,27673,3993,291339,898,54877,,0,0,2,0,0,0,0,2423,9325,1676,7799,344,7135,0,2,23,0,0,0,0,0,0,0,0,34,0,123,0,0,0,0,0,0,0,0,5,15,0,89,0,231,0,"Otros",0,0,0,0,0,0,0,12841,37384,5750,309247,1266,62549,2
2017,916,184,567,415,4777,22,116,0,3562,15538,7956,96435,950,2528,0,0,0,29,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,567,315,2936,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,3856,16672,8715,104226,1005,2644,0
2017,930,70,133,5,1516,134,78,0,5597,20237,2091,186978,5130,83221,0,8,13,0,45,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,49,3,822,43,793,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,"Otros",0,0,0,0,0,0,0,5700,20432,2099,189361,5319,84100,0
2017,954,4,13,0,0,0,37,0,10,47,0,0,0,334,0,15808,90487,20740,419526,7515,118815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,0,0,0,725,0,0,0,0,0,0,0,0,28,193,0,0,0,1994,0,"Otros",0,0,0,0,0,0,0,15861,90782,20740,419526,7515,121905,0
2017,943,26,45,20,6115,68,114,204,4721,12211,1106,214775,539,48884,0,0,0,30,37,0,0,0,1557,6468,638,0,137,11386,0,0,0,0,0,0,25,0,0,0,0,19,0,118,0,0,0,0,0,0,0,0,5,11,0,0,0,226,0,"Otros",0,0,0,0,0,0,0,6309,18735,1794,220946,744,60753,204
2017,949,99,707,2,286,0,251,0,6,43,0,47,0,53,0,47580,339682,77233,1071669,8623,225679,225,57,407,378,331,1,58,0,0,0,0,0,0,0,0,71,507,0,756,2,1215,0,53,378,18,224,1,613,0,242,1728,0,0,0,1481,0,"Otros",0,0,0,0,0,0,0,48108,343452,77631,1073313,8627,229350,225
2017,980,180,603,5,1364,70,784,0,7298,34660,3115,308599,8035,125544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,7478,35263,3120,309963,8105,126328,0
2017,981,21,643,8,336,43,82,0,469,15596,460,31132,1526,12892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,490,16239,468,31468,1569,12974,0
2017,1024,996,2425,253,19003,515,675,0,14976,61329,10741,369883,6110,94437,0,1,2,17,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,561,809,4385,8,77,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,16043,64317,11820,393878,6633,95189,0
2017,1017,96,2575,1381,0,0,0,57,0,0,0,0,0,0,0,544,10980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,640,13555,1381,0,0,0,57
2017,1000,217,536,3365,21116,78,139,0,10875,42028,15330,393657,4187,76261,0,12,27,302,95,0,0,0,3398,17937,4964,0,923,14324,0,0,0,0,0,0,33,0,6,10,0,11,1,129,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,"Otros",0,0,0,0,0,0,0,14508,60538,23961,414879,5189,91278,0
2017,1018,6,20,0,14,0,320,0,10,63,2,31,1,684,0,10017,48239,26005,307970,7456,107458,18,7,12,1,8,0,16,0,36,142,34,644,11,0,0,2,9,9,1193,5,573,0,14,62,47,75,2,0,0,15,46,1,37,3,1086,0,"Otros",0,0,0,0,0,0,0,10107,48593,26099,309972,7478,110137,18
2017,1001,1528,1980,0,5076,1677,226,0,5476,14641,0,138853,2395,42072,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,7005,16622,0,143929,4072,42298,0
2017,1007,0,0,0,17,2,18,0,22,112,0,151,2,374,0,14423,78998,32847,453803,4871,116641,0,4,53,2,64,10,42,0,0,0,1,8,1,3,0,4,21,1,204,0,799,0,13,94,12,3,1,1,0,39,213,1,643,10,2218,0,"Otros",53,986,9,330,416,1046,0,14558,80477,32873,455223,5313,121142,0
2017,1008,17,55,0,6,0,184,0,6,36,0,55,0,168,0,11038,67993,19504,255269,4986,81976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,0,133,0,357,0,0,0,0,0,0,0,0,23,136,0,302,0,885,0,"Otros",0,0,0,0,0,0,0,11095,68249,19504,255765,4986,83570,0
2017,1010,26,139,2,103,1,353,0,6,11,0,46,1,285,0,7880,42277,12245,202536,4286,87634,0,4,64,1,16,3,53,0,28,111,3,42,1,216,0,2,2,0,95,3,594,0,6,21,0,10,1,83,0,28,128,2,346,8,1357,0,"Otros",0,0,0,0,0,0,0,7980,42753,12253,203194,4304,90575,0
2017,1011,9,23,0,76,0,237,0,1,4,0,11,0,184,0,4705,28774,5798,171608,2300,57390,0,2,2,0,20,0,137,0,0,0,0,0,0,2,0,1,3,0,42,0,207,0,6,32,0,4,0,97,0,8,48,0,1065,0,636,0,"Otros",0,0,0,0,0,0,0,4732,28886,5798,172826,2300,58890,0
2017,1012,0,0,0,3,0,0,0,3,14,0,78,0,270,0,9175,44022,11517,226496,4763,100072,0,2,6,0,12,0,31,0,0,0,0,0,0,4,0,11,71,0,131,1,497,0,3,5,0,3,0,51,0,11,81,0,296,5,1355,0,"Otros",0,0,0,0,0,0,0,9205,44199,11517,227019,4769,102280,0
2017,1013,51,516,0,288,6,703,0,58,698,0,181,2,594,0,25553,172442,61290,538704,10069,158777,0,42,280,0,494,16,219,0,15,53,0,258,6,639,0,16,124,0,245,2,854,0,45,365,0,182,0,666,0,95,1040,,1113,11,2168,0,"Otros",0,0,0,0,0,0,0,25875,175518,61290,541465,10112,164620,0
2017,1041,23,29312,0,0,0,0,0,3,2194,0,0,0,0,0,6,7836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,32,39342,0,0,0,0,0
2017,1073,2,8,0,8,0,20,0,2,4,0,2,0,70,0,11929,50599,24508,338601,7792,98510,72,11,103,0,0,0,406,0,12,39,0,55,1,365,0,19,144,9,191,5,664,0,8,42,0,1,0,138,0,30,319,0,69,0,1257,0,"Otros",223,1009,21,295,5,4048,0,12236,52267,24538,339222,7803,105478,72
2017,1087,14,84,0,0,1,421,0,0,0,0,0,0,0,0,20188,109601,23006,538746,13523,139766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,40,4,1677,4,889,0,8,58,0,27,1,0,0,73,336,1,78,4,2109,0,"Otros",0,0,0,0,0,0,0,20296,110119,23011,540528,13533,143185,0
2017,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8894,48227,17666,283926,6124,99373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,546,2,393,0,12,113,0,28,0,0,0,17,85,2,29,1,1003,0,"Otros",0,0,0,0,0,0,0,8924,48427,17668,284529,6127,100769,0
2017,1110,163,585,209,9633,161,174,0,6669,20478,4021,330165,1994,65416,0,1,1,8,2,0,0,0,2164,9103,1424,0,666,15961,0,2,5,0,0,0,0,0,25,40,0,47,0,0,0,0,0,0,0,0,72,0,2,5,0,25,0,302,0,"Otros",0,0,0,0,0,0,0,9026,30217,5662,339872,2821,81925,0
2017,1112,23,29,20,6116,209,30,0,597,953,719,0,1862,12276,0,0,0,287,136,5,0,0,463,1297,526,196528,1000,5703,0,0,0,0,0,0,0,0,0,0,0,1630,0,250,0,0,0,0,0,0,0,0,4,4,0,880,1,0,0,"Otros",0,0,0,0,0,0,0,1087,2283,1552,205290,3077,18259,0
2017,1120,35,2189,0,5,0,0,0,3,138,0,2,0,0,0,0,0,0,0,0,0,0,13,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,333,0,26,0,0,0,"Otros",0,0,0,0,0,0,0,55,3063,0,33,0,0,0
2017,1126,4,10,0,80,0,107,0,5,9,0,405,0,385,4,15378,107579,34128,492878,7284,129805,470,1,12,0,0,0,19,0,0,0,0,0,0,0,0,9,28,2,507,0,876,0,0,0,0,0,0,0,0,30,204,0,1435,0,2092,0,"Otros",0,0,0,0,0,0,0,15427,107842,34130,495305,7284,133284,474
2017,789,53,10108,0,195,0,0,0,49,2255,0,0,0,0,0,339,25428,0,0,0,0,0,0,0,0,0,0,0,0,12,85185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,453,122976,0,195,0,0,0
2017,326,118,20681,0,150,0,0,0,26,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27443,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,157,49119,469,150,0,0,0
2017,442,536,1177,110,3998,145,580,0,6641,19294,1930,102201,3666,58182,0,0,0,0,4706,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,325,536,0,919,132,807,0,0,0,0,0,0,0,0,8,12,0,428,0,346,0,"Otros",0,0,0,0,0,0,0,7510,21019,2040,112748,3943,59915,0
2017,294,473,916,0,2003,146,250,0,6845,27214,715,70161,1946,50761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,761,0,323,0,1089,0,0,0,0,0,0,0,0,10,155,0,1709,0,553,0,"Otros",0,0,0,0,0,0,0,7647,29046,715,74196,2092,52653,0
2017,378,434,757,14,4741,200,659,0,2178,5290,97,12620,569,14191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,50,0,97,20,41,0,0,0,0,0,0,0,0,0,0,0,2495,0,0,0,"Otros",0,0,0,0,0,0,0,2640,6097,111,19953,789,14891,0
2017,402,1177,1683,0,1284,0,203,0,804,1500,0,13300,0,9887,0,2356,20342,0,16410,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,15,0,41,0,12,21,0,10,0,45,0,52,79,0,1215,0,771,0,"Otros",0,0,0,0,0,0,0,4403,23628,0,32234,0,11410,0
2017,29,46,11158,0,0,0,0,0,211,52750,0,0,0,0,0,0,0,0,0,0,0,0,2,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,259,64222,0,0,0,0,0
2017,450,69,72,0,2014,185,6,0,519,528,0,8333,625,755,0,153,153,0,4378,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,61,49,0,0,0,0,0,0,0,0,0,0,0,0,150,2,0,0,"Otros",0,0,0,0,0,0,0,756,768,0,14936,2007,761,0
2017,656,11,103,0,0,1,0,0,0,0,0,0,1,0,0,6120,43145,4996,133809,1918,52186,0,0,0,0,0,0,0,0,13,106,0,0,0,0,0,22,93,0,0,3,0,0,1,7,0,0,1,0,0,40,186,0,0,0,0,0,"Otros",2,9,0,0,0,0,0,6209,43649,4996,133809,1924,52186,0
2017,333,2733,2849,715,118097,0,7507,0,23238,23415,3465,27435,0,109608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,25971,26264,4180,145532,0,117115,0
2017,684,117,1014,0,0,0,868,0,1,2,0,0,0,0,0,6676,41534,2628,169638,2497,77755,0,2,6,0,0,0,0,0,195,1499,0,0,0,0,0,7,28,0,0,0,257,0,12,90,0,0,0,3330,0,16,229,0,0,0,1903,0,"Otros",5,16,0,0,0,0,0,7031,44418,2628,169638,2497,84113,0
2017,422,647,647,0,1039,0,301,0,1401,6367,218,28456,93,4813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,198,0,0,0,0,0,0,0,0,0,0,0,278,0,278,0,"Otros",0,0,0,0,0,0,0,2048,7014,218,29971,93,5590,0
2017,763,238,3760,0,148,19,102,0,24,408,58,358,12,209,0,30738,257348,39143,762018,11238,336112,0,9,106,346,1126,70,1029,0,78,656,0,192,0,293,0,71,747,0,285,0,227,0,7,120,259,4465,129,1574,0,245,3344,0,1094,0,3426,0,"Otros",144,2190,0,0,0,0,0,31554,268679,39806,769686,11468,342972,0
2017,741,8,58,243,698,0,0,0,27,258,6,1,0,0,0,21721,163408,10405,655756,7485,188893,0,1,12,10,0,0,0,0,23,170,0,0,0,0,0,13,101,0,0,0,0,0,208,1989,120,1133,0,4936,0,48,471,13,7,1,4742,0,"Otros",428,3950,0,0,1,1789,0,22477,170417,10797,657595,7487,200360,0
2017,553,471,3022,0,0,410,4103,,12,91,0,0,11,725,,15561,85302,11695,382309,5535,101837,,0,0,,,,,,506,3343,,,,,,39,265,0,0,0,976,,0,0,0,0,371,9064,,126,1151,0,0,0,1933,,"Otros",700,2604,,,,,,17415,95778,11695,382309,6327,118638,0
2017,357,225,288,0,28,50,33,0,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Otros",0,0,0,3,0,7,0,225,288,0,33,50,95,0
2017,899,132,13087,0,0,0,0,0,92,6958,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,0,0,0,0,0,3,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,227,25520,0,0,0,0,0
2017,900,630,630,0,5863,0,0,0,288,288,0,4379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,918,918,0,10242,0,0,0
2017,932,141,141,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,0,0,0,0,0,141,141,0,1442,0,0,0
