año,NCODI,primDiges_hosp,totDiges_hosp,primDigestivo_CEP,totDigestivo_CEP,primCardio_hosp,totCardio_hosp,primCardio_CEP,totCardio_CEP,primDerma_hosp,totDerma_hosp,primDerma_CEP,totDerma_CEP,primNeurolog_hosp,totNeurolog_hosp,primNeurolog_CEP,totNeurolog_CEP,primPsquia_hosp,totPsquia_hosp,primPsquia_CEP,totPsquia_CEP,primRestoMed_hosp,totRestoMed_hosp,primRestoMed_CEP,totRestoMed_CEP,primCirGeneral_hosp,totCirGeneral_hosp,primCirGeneral_CEP,totCirGeneral_CEP,primTrauma_hosp,totTrauma_hosp,primTrauma_CEP,totTrauma_CEP,primGine_hosp,totGine_hosp,primGine_CEP,totGine_CEP,primOftalmo_hosp,totOftalmo_hosp,primOftalmo_CEP,totOftalmo_CEP,primOrl_hosp,totOrl_hosp,primOrl_CEP,totOrl_CEP,primUrolog_hosp,totUrolog_hosp,primUrolog_CEP,totUrolog_CEP,primRestoQuirurg_hosp,totRestoQuirurg_hosp,primRestoQuirurg_CEP,totRestoQuirurg_CEP,primPediatria_hosp,totPediatria_hosp,primPediatria_CEP,totPediatria_CEP,primPreAnest_hosp,totPreAnest_hosp,primPreAnest_CEP,totPreAnest_CEP,primRehabil_hosp,totRehabil_hosp,primRehabil_CEP,totRehabil_CEP,primOtrasConsul_hosp,totOtrasConsul_hosp,primOtrasConsul_CEP,totOtrasConsul_CEP,primTotal_hosp,total_hosp,primTotal_CEP,total_CEP,otrasTexto
2017,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7115,68086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7115,68086,0,0,"Otros"
2017,964,2051,6977,0,0,1489,6298,0,0,3744,7999,0,0,2434,9835,0,0,91,1176,0,0,2920,13783,0,0,2189,6549,0,0,5586,14017,0,0,1704,9257,0,0,5006,17681,0,0,2334,4820,0,0,1384,6177,0,0,143,628,0,0,1559,2953,0,0,3770,5089,0,0,0,0,0,0,9392,24035,0,0,45796,137274,0,0,"Otros"
2017,596,113,2556,0,0,1145,3253,0,0,1896,5253,0,0,672,2500,0,0,1145,8657,0,0,3935,17362,0,0,1120,2582,0,0,4111,10086,0,0,3620,8997,0,0,3479,9476,0,0,1329,4426,0,0,1433,5645,0,0,0,0,0,0,89,1202,0,0,170,1334,0,0,1620,5332,0,0,0,0,0,0,25877,88661,0,0,"Otros"
2017,749,1987,22507,8812,24095,4100,27384,7697,19763,3107,15928,16419,28405,2868,17380,8090,21498,788,6005,8301,58097,46752,231277,13414,38262,2420,17959,3674,5008,6917,39909,16803,39939,1855,16234,11668,43317,1638,51162,22940,45156,2709,15957,11479,22576,1502,19605,7638,25928,16265,54702,0,0,1910,26769,0,0,20617,21542,0,0,779,19085,6434,8347,0,0,0,0,116214,603405,143369,380391,"Otros"
2017,758,1920,19000,7167,22886,7541,27305,0,8798,5166,19896,18173,31310,4539,14967,4469,13200,1426,4125,7922,58253,26283,193149,8672,31392,1906,19529,9488,14900,790,31600,15806,35331,7984,38216,15498,45871,3313,28099,22250,53689,4324,12989,13280,21436,2472,15409,8432,21511,19916,66221,2347,4335,9420,48538,0,0,20988,23086,0,0,9516,22977,3656,6443,2869,3818,,,130373,588924,137160,369355,"Otros"
2017,1104,1386,19467,6048,18301,4697,21381,5919,17390,4719,12696,13795,20802,2542,27972,5230,11689,587,2993,5376,36730,26893,165941,11833,40055,2206,15156,4803,9207,3582,28036,17042,41548,4705,47051,12005,29336,5114,83417,15150,33431,2282,17301,9811,24332,3792,24197,4122,19004,10815,34464,0,490,4006,16576,0,0,19726,23134,1247,1288,11531,19707,0,0,4198,8002,0,0,112781,567491,112381,303603,"Otros"
2017,567,277,699,0,0,595,601,0,0,0,0,0,0,0,0,0,0,331,1460,0,0,1631,7796,0,0,3725,8031,0,0,3297,14050,0,0,10481,36031,0,0,3680,13318,0,0,0,0,0,0,1671,3664,0,0,494,2598,0,0,0,0,0,0,12408,12908,0,0,2240,5884,0,0,0,0,0,0,40830,107040,0,0,"Otros"
2017,677,5764,20235,0,0,1516,5421,3832,10795,4385,17974,6684,10239,777,9376,5713,12138,599,3824,3470,21142,19095,106190,4565,12859,1700,12300,3429,5287,3528,25556,8564,19007,0,0,0,0,1508,23217,11932,22790,2323,9813,5498,10013,3930,19971,0,0,11473,31822,395,1403,0,0,0,0,7603,7897,0,0,3698,8757,1238,2260,3322,5351,0,0,71221,307704,55320,127933,"Otros"
2017,670,1520,6270,0,0,1219,1840,0,0,2885,6629,0,0,1189,6487,0,0,997,5406,0,0,5535,35147,0,0,0,0,0,0,5968,21629,0,0,0,0,0,0,4209,12947,0,0,3389,7571,0,0,864,2881,0,0,4680,15335,0,0,1326,5073,0,0,5378,5435,0,0,1124,3797,0,0,875,1903,0,0,41158,138350,0,0,"Otros"
2017,588,1381,3615,0,0,1239,3430,0,0,2978,4864,0,0,1521,5031,0,0,0,0,0,0,10364,21508,0,0,4023,10172,0,0,3325,9580,0,0,1845,3777,0,0,3450,12809,0,0,1717,4060,0,0,1180,2518,0,0,4152,9122,0,0,0,0,0,0,8216,8216,0,0,4205,7070,0,0,0,0,0,0,49596,105772,0,0,"Otros"
2017,753,1695,15135,6930,20043,2042,10712,6172,17718,5294,17871,15987,29617,1823,14052,6438,17440,3440,24554,4724,25537,28337,182080,7950,27011,21656,64631,8975,13035,3584,32500,19827,40856,5160,41408,13713,32282,2015,47020,19823,34448,1781,12312,10097,17720,1754,18766,5246,15306,1066,6234,0,0,15774,73625,0,0,25736,26387,0,0,8013,24806,2656,6118,0,0,0,0,129170,612093,128538,297131,"Otros"
2017,887,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1061,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1061,1599,0,0,"Otros"
2017,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros"
2017,603,11159,13076,0,0,4756,11279,0,0,7067,7533,0,0,5384,7190,0,0,0,0,0,0,20537,24329,0,0,1906,3734,0,0,10318,36458,0,0,3242,23750,0,0,16397,19056,0,0,14444,19224,0,0,16060,21468,0,0,6609,10552,0,0,16280,19061,0,0,6933,7072,0,0,3405,4114,0,0,3903,32498,0,0,148400,260394,0,0,"Otros"
2017,426,605,809,0,0,995,1108,0,0,3619,4185,0,0,517,656,0,0,381,382,0,0,7234,9939,0,0,1051,1547,0,0,5299,8892,0,0,0,0,0,0,196,220,0,0,1361,1635,0,0,663,930,0,0,39,116,0,0,261,783,0,0,0,0,0,0,1868,2312,0,0,0,0,0,0,24089,33514,0,0,"Otros"
2017,232,2483,4267,0,0,762,1251,0,0,6408,11984,0,0,0,0,0,0,0,0,0,0,4090,7763,0,0,1845,3919,0,0,3919,6564,0,0,6905,31135,0,0,5478,11450,0,0,5562,9335,0,0,2381,5012,0,0,1991,3713,0,0,6005,15267,0,0,6695,6791,0,0,0,0,0,0,1551,2150,0,0,56075,120601,0,0,"Otros"
2017,288,3601,9123,0,0,1659,6148,0,0,3102,6306,0,0,1436,3686,0,0,14,82,0,0,14495,41241,0,0,2624,6281,0,0,23394,51693,0,0,2098,7148,0,0,9238,12163,0,0,4738,8979,0,0,2518,7672,0,0,1354,2424,0,0,41,105,0,0,2926,2926,0,0,1482,3095,0,0,278,1337,0,0,74998,170409,0,0,"Otros"
2017,246,233,698,0,0,1441,4323,0,0,1862,5586,0,0,787,2383,0,0,5,20,0,0,4023,12081,0,0,266,776,0,0,2106,6318,0,0,16514,49544,0,0,1440,4034,0,0,1330,4322,0,0,1285,3879,0,0,476,1451,0,0,5098,15317,0,0,33,33,0,0,12,72,0,0,0,0,0,0,36911,110837,0,0,"Otros"
2017,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros"
2017,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,388,0,0,"Otros"
2017,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,4156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,4156,0,0,"Otros"
2017,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,384,0,0,53,84,0,0,259,468,0,0,"Otros"
2017,733,10857,46019,5400,23980,3245,17783,7485,26326,22341,50655,12105,23446,6786,25630,6294,17657,1150,4114,6490,41741,41743,174719,12045,46166,9234,26487,3576,7179,22211,77602,39379,103377,10820,58323,18528,49374,7086,69899,20827,68302,8395,21632,10956,24027,3498,12790,7574,34888,21661,53209,2928,7373,5523,19809,0,0,18975,19030,10317,10321,10231,22559,4008,6364,0,0,0,0,203756,700260,167912,490521,"Otros"
2017,243,3855,7779,0,0,1059,2316,0,0,2755,4313,0,0,1202,2763,0,0,0,0,0,0,5211,12823,0,0,1223,3455,0,0,8874,23708,0,0,1100,3147,0,0,2423,5598,0,0,2362,7657,0,0,2689,6285,0,0,860,1792,0,0,662,4424,0,0,3488,3488,0,0,0,0,0,0,0,0,0,0,37763,89548,0,0,"Otros"
2017,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros"
2017,958,2293,10203,0,0,2198,4854,0,0,3631,7786,0,0,2065,9216,0,0,2610,22983,0,0,9994,112953,0,0,2950,10130,0,0,8583,22359,0,0,3793,16914,0,0,6963,29824,0,0,3707,12993,0,0,2239,9499,0,0,0,0,0,0,2426,6166,0,0,5088,5088,0,0,3669,10000,0,0,0,0,0,0,62209,290968,0,0,"Otros"
2017,244,1908,2307,0,0,1406,1834,507,622,2347,2569,0,0,322,459,0,0,969,1095,0,0,5480,7991,1029,1372,753,1031,0,0,7117,10247,0,0,900,1162,0,0,2357,2884,0,0,823,1024,0,0,1271,1545,0,0,695,876,0,0,3931,5314,0,0,0,0,0,0,275,373,0,0,0,0,0,0,30554,40711,1536,1994,"Otros"
2017,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,675,0,0,"Otros"
2017,444,3196,3293,0,0,1316,1350,0,0,1741,1750,0,0,480,482,0,0,71,202,0,0,13681,14177,0,0,710,811,0,0,5364,5672,0,0,2267,2866,0,0,2058,2922,0,0,1594,1635,0,0,1702,2055,0,0,1179,1203,0,0,254,254,0,0,3302,3302,0,0,352,1835,0,0,0,0,0,0,39267,43809,0,0,"Otros"
2017,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39,0,0,37,39,0,0,"Otros"
2017,285,1262,2864,0,0,856,2796,0,0,3596,4182,0,0,426,642,0,0,671,1917,0,0,22551,78319,0,0,1171,2410,0,0,4201,8353,0,0,4876,8399,0,0,793,2264,0,0,1709,3971,0,0,1142,2747,0,0,1298,4210,0,0,1714,1994,0,0,5457,5477,0,0,1424,3528,0,0,0,0,0,0,53147,134073,0,0,"Otros"
2017,253,13412,16765,0,0,14618,18273,0,0,20462,25577,0,0,3806,4758,0,0,0,0,0,0,67973,84966,0,0,11522,14403,0,0,47617,59521,0,0,45617,56826,0,0,22181,27726,0,0,16900,21125,0,0,11263,14079,0,0,49366,61707,0,0,0,0,0,0,8580,10725,0,0,0,0,0,0,0,0,0,0,333317,416451,0,0,"Otros"
2017,481,1027,1904,0,0,1138,3185,0,0,2154,3799,0,0,1003,2021,0,0,265,533,0,0,11942,24368,0,0,1295,2800,0,0,9148,17683,0,0,1834,6820,0,0,2062,4182,0,0,2062,3684,0,0,2524,5276,0,0,1351,2481,0,0,0,0,0,0,1956,1956,0,0,2498,5163,0,0,0,0,0,0,42259,85855,0,0,"Otros"
2017,540,3270,6592,0,0,3092,5922,0,0,5620,8802,0,0,720,810,0,0,460,820,0,0,3822,7992,0,0,3016,6899,0,0,5127,8420,0,0,12100,13690,0,0,5902,8023,0,0,7026,8033,0,0,5627,6320,0,0,4320,9503,0,0,7120,8720,0,0,6123,6922,0,0,6004,7003,0,0,377,3920,0,0,79726,118391,0,0,"Otros"
2017,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros"
2017,510,3759,4167,0,0,1722,4119,0,0,4963,5861,0,0,801,813,0,0,3074,3159,0,0,24680,28804,0,0,1508,1540,0,0,9405,9551,0,0,4723,10454,0,0,3781,5713,0,0,7312,11111,0,0,2873,3507,0,0,1140,1214,0,0,1646,1654,0,0,863,870,0,0,0,0,0,0,0,0,0,0,72250,92537,0,0,"Otros"
2017,305,,,,,,,,,,,,,,,,,,,,,259,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,348,0,0,"Otros"
2017,708,3043,8121,,,1721,5711,0,0,4525,9120,,,,,,,,,2404,15130,5817,30150,0,0,3683,8930,,,8548,21482,523,1464,4048,14350,0,0,9537,28179,,,5405,10159,,,2233,6615,,,,,,,1311,5418,,,3529,5475,,,4422,10240,0,0,,,,,57822,163950,2927,16594,"Otros"
2017,755,5829,23685,10045,25929,12109,23937,1890,7655,2898,5424,34393,56916,0,1331,15202,46756,1127,12065,14825,77046,24632,170028,34450,173834,1174,3976,11403,24974,6903,48415,47069,63891,13107,41599,20627,44577,3907,11763,31982,69945,2659,8862,15168,34320,9262,21709,2575,15692,19364,65108,305,4917,11051,59568,0,0,26194,27102,9885,22196,10942,35083,10266,22184,4650,40666,1359,27939,155808,600321,261444,718771,"Otros"
2017,750,0,0,11906,41532,5983,11658,9178,27257,0,0,14440,28457,102,109,8125,30148,1429,13571,12202,88986,26836,108495,33092,105492,6,2271,9857,22401,3057,4509,42843,83458,285,833,29847,68204,5843,10432,28625,64120,0,0,13921,35193,9069,24172,188,3486,3435,7911,7056,20112,1978,8422,5354,17519,22324,27581,0,0,13433,31340,2619,4293,116,1472,0,35,93896,252776,229253,640693,"Otros"
2017,696,2668,7843,5912,14390,382,6156,4422,14834,4938,13358,7611,10241,2652,9032,3724,8984,3402,30635,5378,29295,16552,95662,9781,25743,2581,8658,4920,6410,5747,18283,14868,25643,5531,20107,8669,22789,7412,25751,9664,19802,681,7043,8168,12767,1611,8759,4962,9129,1261,7135,413,582,4069,12085,0,0,8901,12088,,,3720,9445,10628,24012,5359,20937,,,77467,312977,99120,224621,"Otros"
2017,421,0,0,0,0,128,433,0,0,0,0,0,0,164,415,0,0,760,1780,0,0,3038,9280,0,0,247,963,0,0,3455,16557,0,0,0,0,0,0,495,1158,0,0,0,0,0,0,39,447,0,0,335,1878,0,0,0,0,0,0,17,27,0,0,1267,6522,0,0,,,0,0,9945,39460,0,0,"Otros"
2017,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,3895,0,0,"Otros"
2017,454,1593,5200,0,0,1450,4925,0,0,300,300,0,0,1581,4800,0,0,0,0,0,0,7323,36118,0,0,4387,15827,0,0,6233,20576,0,0,1599,5100,0,0,0,0,0,0,2917,8147,0,0,1911,9075,0,0,1648,3051,0,0,1074,3018,0,0,5049,5078,0,0,5585,10513,0,0,577,1939,0,0,43227,133667,0,0,"Otros"
2017,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,9889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,201,0,0,563,10090,0,0,"Otros"
2017,600,1741,6138,0,0,2331,9511,0,0,5090,10291,0,0,1328,5741,0,0,0,0,0,0,5935,28672,0,0,3091,8171,0,0,10190,31151,0,0,1752,6959,0,0,8721,22662,0,0,4024,9803,0,0,1706,5648,0,0,2991,6981,0,0,0,0,0,0,5936,5936,0,0,0,0,0,0,1846,14260,0,0,56682,171924,0,0,"Otros"
2017,545,2595,7870,0,0,2503,6421,0,0,6953,12748,0,0,1571,4293,0,0,246,1169,0,0,7879,46754,0,0,4385,10431,0,0,13514,37928,0,0,5427,27604,0,0,8087,28011,0,0,4072,10295,0,0,1923,7401,0,0,2392,7370,0,0,4507,14077,0,0,11940,13440,0,0,365,1103,0,0,3755,5140,0,0,82114,242055,0,0,"Otros"
2017,100,0,0,0,0,0,0,0,0,0,0,0,0,192,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,961,0,0,671,1301,0,0,"Otros"
2017,702,3614,14713,0,0,2347,6328,0,0,8833,16712,0,0,3405,12400,0,0,610,7543,0,0,12862,65459,0,0,4802,13631,0,0,13987,39910,0,0,2094,11005,0,0,8093,21305,0,0,6120,15096,0,0,4042,14259,0,0,4908,13503,0,0,3048,8870,0,0,10173,11802,0,0,1179,6761,0,0,1409,3992,13511,45133,91526,283289,13511,45133,"Otros"
2017,778,1336,4479,0,0,1633,5130,0,0,4587,9751,0,0,1491,5174,0,0,1878,23748,0,0,3946,20369,0,0,2849,7619,0,0,7293,23833,0,0,2459,6476,0,0,7879,23063,0,0,3611,7632,0,0,1597,9089,0,0,2210,5161,0,0,1680,6810,0,0,7958,7958,0,0,1762,2484,0,0,1824,17897,0,0,55993,186673,0,0,"Otros"
2017,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros"
2017,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,9136,0,0,1153,1958,0,0,1937,11094,0,0,"Otros"
2017,767,2334,8973,0,0,1726,6205,0,0,9583,16790,0,0,2039,6923,0,0,0,0,0,0,7396,26003,0,0,2835,6338,0,0,7383,19270,0,0,1198,4447,0,0,6156,18926,0,0,4645,9619,0,0,2512,9657,0,0,1646,7619,0,0,0,0,0,0,12301,13740,0,0,5131,9920,0,0,0,0,0,0,66885,164430,0,0,"Otros"
2017,833,1533,3611,0,0,1352,3321,0,0,3166,5552,0,0,1245,2614,0,0,433,1739,0,0,4915,28332,0,0,2572,6181,0,0,10609,18319,0,0,3807,11174,0,0,4739,11520,0,0,3301,6674,0,0,2570,9623,0,0,196,465,0,0,1228,4030,0,0,2221,2274,0,0,1145,2919,0,0,0,0,0,0,45032,118348,0,0,"Otros"
