Año,Cód CCAA (Todas),Desc CCAA (Todas),NCODI,FINALIDAD agrupada para Anonimización,Cód Grupo Finalidad,Cód Pertenencia SNS,Desc Pertenencia SNS
2017,"01","ANDALUCÍA",422,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",763,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",741,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",553,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",357,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",899,"Otros",2,2,"Privados"
2017,"01","ANDALUCÍA",900,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",932,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",950,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",966,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",967,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",982,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",1014,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",1080,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",1074,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",1084,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",1113,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",1137,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",1142,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",444,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",479,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",285,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",253,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",481,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",540,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",41,"Otros",2,2,"Privados"
2017,"01","ANDALUCÍA",510,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",305,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",708,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",755,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",750,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",696,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",421,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",827,"Otros",2,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",933,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",1030,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",1003,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",1050,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",1043,"Agudos",1,2,"Privados"
2017,"01","ANDALUCÍA",1128,"Agudos",1,1,"Públicos-SNS"
2017,"01","ANDALUCÍA",1125,"Otros",2,2,"Privados"
2017,"01","ANDALUCÍA",1135,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",712,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",32,"Otros",2,1,"Públicos-SNS"
2017,"02","ARAGÓN",361,"Otros",2,1,"Públicos-SNS"
2017,"02","ARAGÓN",486,"Agudos",1,2,"Privados"
2017,"02","ARAGÓN",595,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",433,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",1058,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",658,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",353,"Otros",2,1,"Públicos-SNS"
2017,"02","ARAGÓN",323,"Otros",2,1,"Públicos-SNS"
2017,"02","ARAGÓN",620,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",737,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",765,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",329,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",87,"Otros",2,1,"Públicos-SNS"
2017,"02","ARAGÓN",527,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",562,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",251,"Agudos",1,2,"Privados"
2017,"02","ARAGÓN",129,"Otros",2,2,"Privados"
2017,"02","ARAGÓN",154,"Otros",2,1,"Públicos-SNS"
2017,"02","ARAGÓN",516,"Agudos",1,2,"Privados"
2017,"02","ARAGÓN",184,"Agudos",1,2,"Privados"
2017,"02","ARAGÓN",652,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",637,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",88,"Otros",2,2,"Privados"
2017,"02","ARAGÓN",907,"Otros",2,1,"Públicos-SNS"
2017,"02","ARAGÓN",970,"Otros",2,2,"Privados"
2017,"02","ARAGÓN",1019,"Agudos",1,1,"Públicos-SNS"
2017,"02","ARAGÓN",1016,"Agudos",1,2,"Privados"
2017,"03","ASTURIAS",490,"Agudos",1,1,"Públicos-SNS"
2017,"03","ASTURIAS",500,"Agudos",1,2,"Privados"
2017,"03","ASTURIAS",206,"Agudos",1,2,"Privados"
2017,"03","ASTURIAS",58,"Otros",2,2,"Privados"
2017,"03","ASTURIAS",572,"Agudos",1,1,"Públicos-SNS"
2017,"03","ASTURIAS",180,"Agudos",1,2,"Privados"
2017,"03","ASTURIAS",549,"Agudos",1,1,"Públicos-SNS"
2017,"03","ASTURIAS",582,"Agudos",1,1,"Públicos-SNS"
2017,"03","ASTURIAS",743,"Agudos",1,1,"Públicos-SNS"
2017,"03","ASTURIAS",795,"Agudos",1,1,"Públicos-SNS"
2017,"03","ASTURIAS",269,"Agudos",1,2,"Privados"
2017,"03","ASTURIAS",634,"Agudos",1,1,"Públicos-SNS"
2017,"03","ASTURIAS",1,"Agudos",1,2,"Privados"
2017,"03","ASTURIAS",717,"Agudos",1,1,"Públicos-SNS"
2017,"03","ASTURIAS",373,"Otros",2,1,"Públicos-SNS"
2017,"03","ASTURIAS",535,"Agudos",1,1,"Públicos-SNS"
2017,"03","ASTURIAS",824,"Agudos",1,1,"Públicos-SNS"
2017,"03","ASTURIAS",888,"Agudos",1,1,"Públicos-SNS"
2017,"03","ASTURIAS",902,"Otros",2,2,"Privados"
2017,"03","ASTURIAS",968,"Otros",2,2,"Privados"
2017,"03","ASTURIAS",1130,"Otros",2,2,"Privados"
2017,"03","ASTURIAS",1141,"Agudos",1,2,"Privados"
2017,"03","ASTURIAS",1145,"Otros",2,2,"Privados"
2017,"03","ASTURIAS",1122,"Otros",2,2,"Privados"
2017,"03","ASTURIAS",1133,"Agudos",1,2,"Privados"
2017,"04","ILLES BALEARS",529,"Otros",2,1,"Públicos-SNS"
2017,"04","ILLES BALEARS",345,"Otros",2,1,"Públicos-SNS"
2017,"04","ILLES BALEARS",515,"Agudos",1,1,"Públicos-SNS"
2017,"04","ILLES BALEARS",174,"Agudos",1,2,"Privados"
2017,"04","ILLES BALEARS",523,"Agudos",1,2,"Privados"
2017,"04","ILLES BALEARS",697,"Agudos",1,2,"Privados"
2017,"04","ILLES BALEARS",239,"Agudos",1,2,"Privados"
2017,"04","ILLES BALEARS",287,"Agudos",1,2,"Privados"
2017,"04","ILLES BALEARS",377,"Otros",2,1,"Públicos-SNS"
2017,"04","ILLES BALEARS",692,"Agudos",1,1,"Públicos-SNS"
2017,"04","ILLES BALEARS",435,"Agudos",1,2,"Privados"
2017,"04","ILLES BALEARS",423,"Agudos",1,2,"Privados"
2017,"04","ILLES BALEARS",351,"Agudos",1,2,"Privados"
2017,"04","ILLES BALEARS",810,"Agudos",1,2,"Privados"
2017,"04","ILLES BALEARS",830,"Agudos",1,1,"Públicos-SNS"
2017,"04","ILLES BALEARS",892,"Agudos",1,1,"Públicos-SNS"
2017,"04","ILLES BALEARS",921,"Agudos",1,2,"Privados"
2017,"04","ILLES BALEARS",991,"Agudos",1,1,"Públicos-SNS"
2017,"04","ILLES BALEARS",992,"Agudos",1,1,"Públicos-SNS"
2017,"04","ILLES BALEARS",993,"Agudos",1,1,"Públicos-SNS"
2017,"04","ILLES BALEARS",1070,"Agudos",1,1,"Públicos-SNS"
2017,"04","ILLES BALEARS",1095,"Agudos",1,2,"Privados"
2017,"04","ILLES BALEARS",1094,"Agudos",1,2,"Privados"
2017,"04","ILLES BALEARS",1124,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",413,"Otros",2,1,"Públicos-SNS"
2017,"05","CANARIAS",149,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",612,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",559,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",7,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",283,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",37,"Otros",2,2,"Privados"
2017,"05","CANARIAS",153,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",547,"Agudos",1,1,"Públicos-SNS"
2017,"05","CANARIAS",397,"Otros",2,1,"Públicos-SNS"
2017,"05","CANARIAS",556,"Agudos",1,1,"Públicos-SNS"
2017,"05","CANARIAS",42,"Otros",2,2,"Privados"
2017,"05","CANARIAS",31,"Otros",2,2,"Privados"
2017,"05","CANARIAS",740,"Agudos",1,1,"Públicos-SNS"
2017,"05","CANARIAS",217,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",863,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",889,"Agudos",1,1,"Públicos-SNS"
2017,"05","CANARIAS",984,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",1106,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",1146,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",735,"Agudos",1,1,"Públicos-SNS"
2017,"05","CANARIAS",146,"Otros",2,1,"Públicos-SNS"
2017,"05","CANARIAS",363,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",187,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",265,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",295,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",496,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",77,"Otros",2,1,"Públicos-SNS"
2017,"05","CANARIAS",391,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",240,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",448,"Agudos",1,1,"Públicos-SNS"
2017,"05","CANARIAS",151,"Otros",2,1,"Públicos-SNS"
2017,"05","CANARIAS",425,"Agudos",1,1,"Públicos-SNS"
2017,"05","CANARIAS",300,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",339,"Agudos",1,2,"Privados"
2017,"05","CANARIAS",874,"Agudos",1,1,"Públicos-SNS"
2017,"05","CANARIAS",905,"Agudos",1,1,"Públicos-SNS"
2017,"05","CANARIAS",1123,"Agudos",1,2,"Privados"
2017,"06","CANTABRIA",736,"Agudos",1,1,"Públicos-SNS"
2017,"06","CANTABRIA",459,"Agudos",1,1,"Públicos-SNS"
2017,"06","CANTABRIA",320,"Otros",2,1,"Públicos-SNS"
2017,"06","CANTABRIA",45,"Otros",2,2,"Privados"
2017,"06","CANTABRIA",618,"Agudos",1,1,"Públicos-SNS"
2017,"06","CANTABRIA",463,"Agudos",1,1,"Públicos-SNS"
2017,"06","CANTABRIA",891,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",128,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",919,"Agudos",1,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",207,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",431,"Otros",2,2,"Privados"
2017,"07","CASTILLA Y LEÓN",387,"Agudos",1,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",179,"Otros",2,2,"Privados"
2017,"07","CASTILLA Y LEÓN",606,"Agudos",1,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",925,"Agudos",1,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",221,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",506,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",727,"Agudos",1,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",355,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",487,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",938,"Agudos",1,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",886,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",835,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",999,"Otros",2,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",346,"Otros",2,2,"Privados"
2017,"07","CASTILLA Y LEÓN",27,"Otros",2,2,"Privados"
2017,"07","CASTILLA Y LEÓN",165,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",956,"Agudos",1,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",939,"Agudos",1,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",236,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",958,"Agudos",1,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",244,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",28,"Otros",2,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",934,"Agudos",1,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",644,"Agudos",1,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",752,"Agudos",1,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",238,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",325,"Otros",2,2,"Privados"
2017,"07","CASTILLA Y LEÓN",622,"Agudos",1,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",879,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",906,"Agudos",1,2,"Privados"
2017,"07","CASTILLA Y LEÓN",937,"Agudos",1,1,"Públicos-SNS"
2017,"07","CASTILLA Y LEÓN",1004,"Agudos",1,2,"Privados"
2017,"08","CASTILLA-LA MANCHA",764,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",14,"Agudos",1,2,"Privados"
2017,"08","CASTILLA-LA MANCHA",657,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",362,"Agudos",1,2,"Privados"
2017,"08","CASTILLA-LA MANCHA",989,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",990,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",54,"Otros",2,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",367,"Agudos",1,2,"Privados"
2017,"08","CASTILLA-LA MANCHA",538,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",557,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",653,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",647,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",978,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",996,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",803,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",211,"Agudos",1,2,"Privados"
2017,"08","CASTILLA-LA MANCHA",734,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",299,"Otros",2,2,"Privados"
2017,"08","CASTILLA-LA MANCHA",645,"Otros",2,2,"Privados"
2017,"08","CASTILLA-LA MANCHA",17,"Otros",2,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",1046,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",384,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",554,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",209,"Agudos",1,2,"Privados"
2017,"08","CASTILLA-LA MANCHA",707,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",395,"Agudos",1,1,"Públicos-SNS"
2017,"08","CASTILLA-LA MANCHA",969,"Agudos",1,2,"Privados"
2017,"08","CASTILLA-LA MANCHA",1052,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",473,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",663,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",552,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",772,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",568,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",398,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",394,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",614,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",235,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",616,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",267,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",565,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",220,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",278,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",107,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",711,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",204,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",579,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",348,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",766,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",761,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",728,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",280,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",222,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",276,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",11,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",302,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",682,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",279,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",282,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",281,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",183,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",610,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",116,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",115,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",114,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",119,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",770,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",583,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",136,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",469,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",642,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",674,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",193,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",526,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",698,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",630,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",124,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",364,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",439,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",570,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",123,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",310,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",571,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",296,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",566,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",784,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",102,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",379,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",639,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",457,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",609,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",101,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",454,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",318,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",600,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",545,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",100,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",702,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",778,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",341,"Agudos",1,2,"Privados"
2017,"09","CATALUÑA",99,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",767,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",359,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",98,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",132,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",97,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",103,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",110,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",94,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",91,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",664,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",918,"Agudos",1,1,"Públicos-SNS"
2017,"09","CATALUÑA",92,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",95,"Otros",2,1,"Públicos-SNS"
2017,"09","CATALUÑA",301,"Agudos",1,2,"Privados"
